,Scrambling_10-20_yds_RTP_Score_RANK THIS WEEK,Scrambling_10-20_yds_RTP_Score_RANK LAST WEEK,Scrambling_10-20_yds_RTP_Score_PLAYER NAME,Scrambling_10-20_yds_RTP_Score_ROUNDS,Scrambling_10-20_yds_RTP_Score_AVG RTP,Scrambling_10-20_yds_RTP_Score_TOTAL HOLES,Scrambling_10-20_yds_RTP_Score_TOTAL RTP
0,1,1,Hideki Matsuyama,95,0.243,169,41.0
1,2,2,Bill Haas,89,0.245,143,35.0
2,3,3,Matt Kuchar,97,0.247,198,49.0
3,4,4,Ben Crane,62,0.255,145,37.0
4,5,5,Chad Collins,79,0.259,158,41.0
5,6,6,Louis Oosthuizen,68,0.262,122,32.0
6,T7,T7,Steven Bowditch,103,0.263,236,62.0
7,T7,T7,Jamie Donaldson,50,0.263,95,25.0
8,9,9,Luke Donald,71,0.265,132,35.0
9,10,10,Ernie Els,57,0.266,94,25.0
10,11,11,Patrick Reed,103,0.26899999999999996,212,57.0
11,12,12,Billy Hurley III,83,0.273,183,50.0
12,13,13,Jordan Spieth,91,0.27899999999999997,172,48.0
13,T14,T14,Andres Romero,69,0.28,132,37.0
14,T14,T14,Bubba Watson,71,0.28,125,35.0
15,T16,T16,Jonathan Byrd,69,0.281,128,36.0
16,T16,T16,Henrik Stenson,63,0.281,96,27.0
17,18,18,Kevin Na,98,0.282,213,60.0
18,19,19,Justin Thomas,106,0.284,211,60.0
19,20,20,Rickie Fowler,76,0.289,152,44.0
20,21,21,Chris Kirk,76,0.29,138,40.0
21,22,22,Zac Blair,108,0.29100000000000004,203,59.0
22,23,23,Mark Wilson,89,0.292,192,56.0
23,24,24,Cameron Tringale,96,0.293,208,61.0
24,T25,T25,Derek Fathauer,81,0.294,194,57.0
25,T25,T25,Webb Simpson,81,0.294,153,45.0
26,27,27,Brandt Snedeker,98,0.295,200,59.0
27,28,28,Jim Furyk,71,0.29600000000000004,125,37.0
28,29,29,Jeff Overton,94,0.297,182,54.0
29,T30,T30,Russell Knox,96,0.298,181,54.0
30,T30,T30,William McGirt,103,0.298,258,77.0
31,T32,T32,Ricky Barnes,82,0.3,190,57.0
32,T32,T32,Sergio Garcia,59,0.3,90,27.0
33,34,34,Keegan Bradley,87,0.303,152,46.0
34,35,35,Jason Day,75,0.305,128,39.0
35,36,36,Carl Pettersson,106,0.309,278,86.0
36,T37,T37,Hunter Mahan,88,0.31,155,48.0
37,T37,T37,Ryan Moore,81,0.31,171,53.0
38,T39,T39,Sangmoon Bae,98,0.313,246,77.0
39,T39,T39,Stewart Cink,77,0.313,128,40.0
40,T39,T39,Matt Jones,89,0.313,195,61.0
41,T39,T39,D.A. Points,72,0.313,160,50.0
42,43,43,J.B. Holmes,89,0.314,169,53.0
43,44,44,Zach Johnson,90,0.315,162,51.0
44,45,45,K.J. Choi,66,0.316,158,50.0
45,46,46,Scott Piercy,90,0.32,197,63.0
46,47,47,Ryan Palmer,80,0.321,131,42.0
47,T48,T48,Jonas Blixt,78,0.32299999999999995,155,50.0
48,T48,T48,Tony Finau,106,0.32299999999999995,217,70.0
49,50,50,Jhonattan Vegas,90,0.324,182,59.0
50,T51,T51,Mark Hubbard,79,0.325,154,50.0
51,T51,T51,Whee Kim,71,0.325,117,38.0
52,T51,T51,Scott Stallings,60,0.325,114,37.0
53,T54,T54,Chad Campbell,97,0.326,221,72.0
54,T54,T54,Andres Gonzales,90,0.326,184,60.0
55,T54,T54,Andrew Putnam,68,0.326,129,42.0
56,57,57,Bryce Molder,91,0.327,199,65.0
57,T58,T58,Billy Horschel,99,0.32799999999999996,192,63.0
58,T58,T58,Brendon Todd,96,0.32799999999999996,189,62.0
59,60,60,Blayne Barber,76,0.32899999999999996,146,48.0
60,T61,T61,Eric Axley,57,0.33,115,38.0
61,T61,T61,Harris English,105,0.33,218,72.0
62,T61,T61,Brendan Steele,88,0.33,176,58.0
63,64,64,Justin Leonard,61,0.331,145,48.0
64,65,65,Kyle Reifers,96,0.332,211,70.0
65,T66,T66,Jerry Kelly,79,0.33299999999999996,159,53.0
66,T66,T66,Robert Streb,110,0.33299999999999996,225,75.0
67,T66,T66,Brian Stuard,97,0.33299999999999996,231,77.0
68,T66,T66,Lee Westwood,56,0.33299999999999996,81,27.0
69,T70,T70,Retief Goosen,81,0.335,179,60.0
70,T70,T70,Rory Sabbatini,81,0.335,158,53.0
71,T72,T72,Brian Harman,90,0.337,208,70.0
72,T72,T72,Phil Mickelson,70,0.337,166,56.0
73,T74,T74,Steven Alker,62,0.33799999999999997,136,46.0
74,T74,T74,David Toms,62,0.33799999999999997,160,54.0
75,T76,T76,Erik Compton,86,0.34,203,69.0
