,Scrambling_Rough_RTP_Score_RANK THIS WEEK,Scrambling_Rough_RTP_Score_RANK LAST WEEK,Scrambling_Rough_RTP_Score_PLAYER NAME,Scrambling_Rough_RTP_Score_ROUNDS,Scrambling_Rough_RTP_Score_AVG RTP,Scrambling_Rough_RTP_Score_TOTAL HOLES,Scrambling_Rough_RTP_Score_TOTAL RTP
0,1,1,Henrik Stenson,63,0.318,88,28.0
1,2,2,Jim Furyk,71,0.33299999999999996,102,34.0
2,3,3,Francesco Molinari,56,0.337,86,29.0
3,4,4,Brendon Todd,96,0.35600000000000004,180,64.0
4,5,5,Patrick Reed,103,0.363,201,73.0
5,6,6,Jordan Spieth,91,0.366,175,64.0
6,7,7,Louis Oosthuizen,68,0.368,114,42.0
7,8,8,Robert Streb,110,0.37,216,80.0
8,9,9,Matt Jones,89,0.373,169,63.0
9,10,10,Bubba Watson,71,0.377,106,40.0
10,11,11,Jerry Kelly,79,0.381,168,64.0
11,T12,T12,Chad Collins,79,0.382,144,55.0
12,T12,T12,Camilo Villegas,83,0.382,170,65.0
13,14,14,Billy Hurley III,83,0.387,181,70.0
14,15,15,Brooks Koepka,84,0.391,156,61.0
15,16,16,Bryce Molder,91,0.392,181,71.0
16,17,17,Jason Kokrak,88,0.395,177,70.0
17,18,18,Zac Blair,108,0.397,267,106.0
18,T19,T19,Morgan Hoffmann,85,0.39799999999999996,186,74.0
19,T19,T19,Kevin Kisner,104,0.39799999999999996,249,99.0
20,21,21,Keegan Bradley,87,0.39899999999999997,143,57.0
21,22,22,Matt Kuchar,97,0.401,207,83.0
22,23,23,Jason Dufner,76,0.40399999999999997,89,36.0
23,T24,T24,Justin Leonard,61,0.405,121,49.0
24,T24,T24,William McGirt,103,0.405,215,87.0
25,26,26,Kevin Na,98,0.409,181,74.0
26,27,27,Jason Bohn,95,0.41,195,80.0
27,T28,T28,Russell Knox,96,0.41200000000000003,182,75.0
28,T28,T28,David Lingmerth,90,0.41200000000000003,187,77.0
29,T28,T28,Brandt Snedeker,98,0.41200000000000003,194,80.0
30,31,31,Harris English,105,0.414,227,94.0
31,32,32,Justin Thomas,106,0.415,200,83.0
32,33,33,Ian Poulter,68,0.41600000000000004,113,47.0
33,34,34,Rickie Fowler,76,0.41700000000000004,144,60.0
34,35,35,George McNeill,93,0.418,182,76.0
35,36,36,Willy Wilcox,58,0.419,86,36.0
36,37,37,Tony Finau,106,0.42100000000000004,228,96.0
37,38,38,Derek Fathauer,81,0.42200000000000004,199,84.0
38,39,39,Bill Haas,89,0.423,123,52.0
39,T40,T40,Steven Bowditch,103,0.424,229,97.0
40,T40,T40,Chris Kirk,76,0.424,125,53.0
41,T42,T42,Troy Merritt,91,0.425,212,90.0
42,T42,T42,Boo Weekley,79,0.425,153,65.0
43,44,44,Kevin Chappell,86,0.426,176,75.0
44,45,45,Hideki Matsuyama,95,0.428,159,68.0
45,46,46,Marc Leishman,74,0.43,149,64.0
46,47,47,Cameron Tringale,96,0.431,188,81.0
47,48,48,Sangmoon Bae,98,0.43200000000000005,222,96.0
48,49,49,Luke Donald,71,0.433,134,58.0
49,50,50,Lee Westwood,56,0.435,85,37.0
50,51,51,Tim Wilkinson,73,0.436,181,79.0
51,T52,T52,Ricky Barnes,82,0.43700000000000006,199,87.0
52,T52,T52,Mark Wilson,89,0.43700000000000006,174,76.0
53,T54,T54,Blayne Barber,76,0.439,157,69.0
54,T54,T54,Ryan Palmer,80,0.439,132,58.0
55,T56,T56,David Hearn,97,0.44,175,77.0
56,T56,T56,Rory Sabbatini,81,0.44,159,70.0
57,T56,T56,Adam Scott,51,0.44,75,33.0
58,T59,T59,Erik Compton,86,0.441,213,94.0
59,T59,T59,John Huh,102,0.441,179,79.0
60,61,61,D.A. Points,72,0.442,156,69.0
61,62,62,Zach Johnson,90,0.44299999999999995,167,74.0
62,63,63,Webb Simpson,81,0.445,146,65.0
63,T64,T64,Fabián Gómez,83,0.446,186,83.0
64,T64,T64,Sam Saunders,83,0.446,177,79.0
65,T66,T66,Ben Crane,62,0.447,132,59.0
66,T66,T66,Carl Pettersson,106,0.447,253,113.0
67,T66,T66,Scott Piercy,90,0.447,217,97.0
68,69,69,Gonzalo Fernandez-Castaño,81,0.44799999999999995,174,78.0
69,70,70,Ken Duke,93,0.45,189,85.0
70,71,71,Daniel Summerhays,101,0.45299999999999996,232,105.0
71,72,72,Nick Watney,91,0.45399999999999996,194,88.0
72,T73,T73,Andres Gonzales,90,0.455,213,97.0
73,T73,T73,Brian Stuard,97,0.455,200,91.0
74,75,75,James Hahn,94,0.456,204,93.0
75,T76,T76,Martin Flores,95,0.457,173,79.0
76,T76,T76,Spencer Levin,99,0.457,184,84.0
77,T78,T78,Sergio Garcia,59,0.45899999999999996,85,39.0
78,T78,T78,Danny Lee,120,0.45899999999999996,281,129.0
79,T78,T78,Ryan Moore,81,0.45899999999999996,146,67.0
80,T81,T81,Chad Campbell,97,0.461,206,95.0
81,T81,T81,Luke Guthrie,84,0.461,178,82.0
82,T81,T81,Jimmy Walker,89,0.461,180,83.0
83,T84,T84,Jonathan Byrd,69,0.46399999999999997,125,58.0
84,T84,T84,Martin Laird,77,0.46399999999999997,151,70.0
85,T86,T86,Daniel Berger,97,0.465,187,87.0
86,T86,T86,Jon Curran,83,0.465,170,79.0
87,T86,T86,Kyle Reifers,96,0.465,172,80.0
88,T89,T89,Max Homa,78,0.466,178,83.0
89,T89,T89,Jeff Overton,94,0.466,208,97.0
90,91,91,Jamie Donaldson,50,0.467,90,42.0
91,T92,T92,Alex Cejka,94,0.46799999999999997,222,104.0
92,T92,T92,Chesson Hadley,101,0.46799999999999997,237,111.0
93,T92,T92,Tom Hoge,83,0.46799999999999997,171,80.0
94,T95,T95,Brian Davis,86,0.47100000000000003,174,82.0
95,T95,T95,Brian Harman,90,0.47100000000000003,170,80.0
96,T95,T95,Scott Langley,94,0.47100000000000003,204,96.0
97,T98,T98,Sung Joon Park,79,0.47200000000000003,161,76.0
98,T98,T98,David Toms,62,0.47200000000000003,108,51.0
99,T100,T100,Robert Garrigus,70,0.475,177,84.0
100,T100,T100,Charl Schwartzel,67,0.475,101,48.0
101,T102,T102,J.B. Holmes,89,0.47600000000000003,170,81.0
102,T102,T102,Alex Prugh,84,0.47600000000000003,164,78.0
103,104,104,Retief Goosen,81,0.478,186,89.0
104,105,105,Brendon de Jonge,106,0.479,219,105.0
105,106,106,Brendan Steele,88,0.48100000000000004,185,89.0
106,T107,T107,John Peterson,84,0.48200000000000004,164,79.0
107,T107,T107,Hudson Swafford,97,0.48200000000000004,168,81.0
108,T109,T109,Greg Chalmers,58,0.483,118,57.0
109,T109,T109,Jason Day,75,0.483,118,57.0
110,T111,T111,Eric Axley,57,0.484,126,61.0
111,T111,T111,Adam Hadwin,95,0.484,184,89.0
112,113,113,Charley Hoffman,97,0.485,206,100.0
113,T114,T114,Jonas Blixt,78,0.486,142,69.0
114,T114,T114,Brice Garnett,81,0.486,140,68.0
115,T114,T114,Nick Taylor,91,0.486,218,106.0
116,T114,T114,Tyrone Van Aswegen,58,0.486,109,53.0
117,T118,T118,Whee Kim,71,0.488,129,63.0
118,T118,T118,Jonathan Randolph,72,0.488,162,79.0
119,T120,T120,Aaron Baddeley,76,0.489,180,88.0
120,T120,T120,Chris Stroud,84,0.489,176,86.0
121,122,122,Sean O'Hair,86,0.49,198,97.0
122,123,123,Colt Knost,90,0.49200000000000005,197,97.0
123,124,124,Dustin Johnson,75,0.493,146,72.0
124,T125,T125,Bill Lunde,50,0.494,85,42.0
125,T125,T125,Phil Mickelson,70,0.494,176,87.0
126,T125,T125,Vijay Singh,78,0.494,158,78.0
127,T128,T128,Charles Howell III,105,0.495,220,109.0
128,T128,T128,Greg Owen,58,0.495,101,50.0
129,T128,T128,Steve Wheatcroft,87,0.495,192,95.0
130,T131,T131,Graham DeLaet,65,0.496,127,63.0
131,T131,T131,Scott Stallings,60,0.496,135,67.0
132,133,133,Ryo Ishikawa,90,0.49700000000000005,185,92.0
133,T134,T134,Davis Love III,51,0.5,80,40.0
134,T134,T134,Seung-Yul Noh,65,0.5,138,69.0
135,T134,T134,Chez Reavie,56,0.5,102,51.0
136,T134,T134,Gary Woodland,81,0.5,128,64.0
137,138,138,Michael Putnam,87,0.503,167,84.0
138,139,139,Steven Alker,62,0.504,117,59.0
139,T140,T140,Pat Perez,96,0.505,194,98.0
140,T140,T140,Justin Rose,69,0.505,95,48.0
141,142,142,Michael Thompson,83,0.506,164,83.0
142,143,143,Lucas Glover,79,0.507,134,68.0
143,T144,T144,Padraig Harrington,60,0.508,124,63.0
144,T144,T144,Scott Pinckney,88,0.508,197,100.0
145,146,146,Mark Hubbard,79,0.51,155,79.0
146,147,147,John Senden,80,0.512,121,62.0
147,148,148,Derek Ernst,75,0.513,154,79.0
148,149,149,Jim Renner,68,0.515,134,69.0
149,150,150,Paul Casey,87,0.516,128,66.0
150,151,151,Kevin Streelman,95,0.517,143,74.0
151,152,152,Ernie Els,57,0.52,98,51.0
152,153,153,Shawn Stefani,94,0.523,197,103.0
153,T154,T154,Heath Slocum,57,0.525,120,63.0
154,T154,T154,Jhonattan Vegas,90,0.525,181,95.0
155,T156,T156,Scott Brown,97,0.53,215,114.0
156,T156,T156,Billy Horschel,99,0.53,149,79.0
157,T156,T156,Andres Romero,69,0.53,164,87.0
158,159,159,Bo Van Pelt,81,0.534,148,79.0
159,160,160,Andrew Putnam,68,0.535,155,83.0
160,T161,T161,Ben Martin,93,0.536,153,82.0
161,T161,T161,Geoff Ogilvy,50,0.536,69,37.0
162,T163,T163,K.J. Choi,66,0.542,131,71.0
163,T163,T163,Matt Every,73,0.542,177,96.0
164,165,165,Nicholas Thompson,90,0.544,195,106.0
165,166,166,Charlie Beljan,76,0.545,145,79.0
166,167,167,Patrick Rodgers,57,0.546,119,65.0
167,168,168,Russell Henley,87,0.547,148,81.0
168,169,169,Jim Herman,88,0.55,149,82.0
169,170,170,Hunter Mahan,88,0.5529999999999999,150,83.0
170,171,171,Cameron Percy,72,0.556,153,85.0
171,172,172,Johnson Wagner,68,0.5589999999999999,111,62.0
172,T173,T173,Robert Allenby,63,0.56,109,61.0
173,T173,T173,John Merrick,78,0.56,150,84.0
174,175,175,Oscar Fraustro,58,0.562,137,77.0
175,176,176,Jason Gore,76,0.563,151,85.0
176,177,177,J.J. Henry,94,0.565,170,96.0
177,178,178,Stewart Cink,77,0.579,126,73.0
178,179,179,Carlos Ortiz,100,0.58,219,127.0
179,180,180,Byron Smith,59,0.608,120,73.0
180,181,181,Ángel Cabrera,53,0.612,103,63.0
181,T182,T182,Roberto Castro,54,0.619,97,60.0
182,T182,T182,Andrew Svoboda,80,0.619,181,112.0
183,184,184,Roger Sloan,56,0.635,137,87.0
