,Scrambling_Fringe_RTP_Score_RANK THIS WEEK,Scrambling_Fringe_RTP_Score_RANK LAST WEEK,Scrambling_Fringe_RTP_Score_PLAYER NAME,Scrambling_Fringe_RTP_Score_ROUNDS,Scrambling_Fringe_RTP_Score_AVG RTP,Scrambling_Fringe_RTP_Score_TOTAL HOLES,Scrambling_Fringe_RTP_Score_TOTAL RTP
0,1,1,Ryan Palmer,80,-.120,50,-6.00
1,2,2,Bill Lunde,50,-.100,30,-3.00
2,3,3,Ben Crane,62,-.097,31,-3.00
3,4,4,Vijay Singh,78,-.082,61,-5.00
4,5,5,Mark Wilson,89,-.080,50,-4.00
5,6,6,Russell Henley,87,-.078,51,-4.00
6,7,7,Ángel Cabrera,53,-.077,39,-3.00
7,8,8,Brooks Koepka,84,-.075,40,-3.00
8,T9,T9,Stewart Cink,77,-.070,43,-3.00
9,T9,T9,Jason Day,75,-.070,43,-3.00
10,T11,T11,Rickie Fowler,76,-.068,44,-3.00
11,T11,T11,Bill Haas,89,-.068,59,-4.00
12,13,13,Jim Furyk,71,-.067,45,-3.00
13,14,14,Jordan Spieth,91,-.056,54,-3.00
14,15,15,Jim Herman,88,-.055,55,-3.00
15,16,16,Chris Kirk,76,-.054,37,-2.00
16,T17,T17,Chesson Hadley,101,-.053,75,-4.00
17,T17,T17,Martin Laird,77,-.053,57,-3.00
18,19,19,Patrick Rodgers,57,-.051,39,-2.00
19,20,20,Davis Love III,51,-.045,44,-2.00
20,21,21,Hunter Mahan,88,-.041,74,-3.00
21,22,22,Kevin Na,98,-.040,50,-2.00
22,23,23,Steve Wheatcroft,87,-.034,59,-2.00
23,24,24,Patrick Reed,103,-.032,62,-2.00
24,T25,T25,Roberto Castro,54,-.026,38,-1.00
25,T25,T25,Adam Hadwin,95,-.026,78,-2.00
26,T25,T25,Willy Wilcox,58,-.026,39,-1.00
27,28,28,Charl Schwartzel,67,-.024,41,-1.00
28,29,29,Steven Alker,62,-.023,44,-1.00
29,30,30,Luke Donald,71,-.022,45,-1.00
30,T31,T31,K.J. Choi,66,-.019,53,-1.00
31,T31,T31,Oscar Fraustro,58,-.019,54,-1.00
32,33,33,Gary Woodland,81,-.018,56,-1.00
33,34,34,Retief Goosen,81,-.017,59,-1.00
34,T35,T35,Daniel Berger,97,-.016,63,-1.00
35,T35,T35,Colt Knost,90,-.016,62,-1.00
36,T35,T35,Michael Putnam,87,-.016,64,-1.00
37,T38,T38,Luke Guthrie,84,-.015,66,-1.00
38,T38,T38,Scott Piercy,90,-.015,67,-1.00
39,40,40,Jerry Kelly,79,-.014,74,-1.00
40,T41,T41,Blayne Barber,76,-.013,78,-1.00
41,T41,T41,Zac Blair,108,-.013,76,-1.00
42,T41,T41,Jason Bohn,95,-.013,76,-1.00
43,T41,T41,Kevin Kisner,104,-.013,75,-1.00
44,T45,T45,Jonas Blixt,78,E,52,E
45,T45,T45,Jonathan Byrd,69,E,35,E
46,T45,T45,Erik Compton,86,E,70,E
47,T45,T45,Jamie Donaldson,50,E,23,E
48,T45,T45,Derek Fathauer,81,E,61,E
49,T45,T45,Gonzalo Fernandez-Castaño,81,E,69,E
50,T45,T45,James Hahn,94,E,69,E
51,T45,T45,Charley Hoffman,97,E,49,E
52,T45,T45,Tom Hoge,83,E,54,E
53,T45,T45,J.B. Holmes,89,E,64,E
54,T45,T45,Whee Kim,71,E,50,E
55,T45,T45,Danny Lee,120,E,106,E
56,T45,T45,Hideki Matsuyama,95,E,54,E
57,T45,T45,Phil Mickelson,70,E,40,E
58,T45,T45,Bryce Molder,91,E,66,E
59,T45,T45,Carlos Ortiz,100,E,64,E
60,T45,T45,Jeff Overton,94,E,63,E
61,T45,T45,Cameron Percy,72,E,60,E
62,T45,T45,Jim Renner,68,E,48,E
63,T45,T45,Andres Romero,69,E,62,E
64,T45,T45,Justin Rose,69,E,29,E
65,T45,T45,Heath Slocum,57,E,30,E
66,T45,T45,Henrik Stenson,63,E,29,E
67,T45,T45,Justin Thomas,106,E,81,E
68,69,69,Carl Pettersson,106,+.010,99,+1.00
69,T70,T70,Scott Brown,97,+.011,91,+1.00
70,T70,T70,Spencer Levin,99,+.011,88,+1.00
71,T70,T70,David Lingmerth,90,+.011,87,+1.00
72,T70,T70,Troy Merritt,91,+.011,88,+1.00
73,74,74,John Peterson,84,+.012,84,+1.00
74,75,75,David Hearn,97,+.013,78,+1.00
75,T76,T76,Sangmoon Bae,98,+.014,71,+1.00
76,T76,T76,Andrew Svoboda,80,+.014,73,+1.00
77,78,78,Webb Simpson,81,+.016,64,+1.00
78,T79,T79,Brian Davis,86,+.017,60,+1.00
79,T79,T79,Ken Duke,93,+.017,60,+1.00
80,T81,T81,Max Homa,78,+.018,57,+1.00
81,T81,T81,Jimmy Walker,89,+.018,57,+1.00
82,83,83,Zach Johnson,90,+.019,54,+1.00
83,T84,T84,Robert Garrigus,70,+.020,50,+1.00
84,T84,T84,Alex Prugh,84,+.020,49,+1.00
85,T84,T84,John Senden,80,+.020,49,+1.00
86,T87,T87,Greg Chalmers,58,+.022,46,+1.00
87,T87,T87,Brendon de Jonge,106,+.022,90,+2.00
88,89,89,Matt Every,73,+.024,41,+1.00
89,90,90,Tony Finau,106,+.025,79,+2.00
90,T91,T91,Sean O'Hair,86,+.026,77,+2.00
91,T91,T91,Shawn Stefani,94,+.026,76,+2.00
92,93,93,Jason Kokrak,88,+.027,74,+2.00
93,94,94,Brendan Steele,88,+.029,69,+2.00
94,T95,T95,Billy Horschel,99,+.030,67,+2.00
95,T95,T95,Rory Sabbatini,81,+.030,66,+2.00
96,T97,T97,Scott Stallings,60,+.032,31,+1.00
97,T97,T97,Brian Stuard,97,+.032,93,+3.00
98,T97,T97,Bo Van Pelt,81,+.032,63,+2.00
99,100,100,Jason Gore,76,+.035,57,+2.00
100,101,101,John Merrick,78,+.036,55,+2.00
101,102,102,Boo Weekley,79,+.037,54,+2.00
102,103,103,Jon Curran,83,+.039,51,+2.00
103,104,104,Charles Howell III,105,+.040,99,+4.00
104,T105,T105,J.J. Henry,94,+.041,74,+3.00
105,T105,T105,Pat Perez,96,+.041,74,+3.00
106,T107,T107,Eric Axley,57,+.042,48,+2.00
107,T107,T107,Morgan Hoffmann,85,+.042,71,+3.00
108,T107,T107,Justin Leonard,61,+.042,48,+2.00
109,T107,T107,Kevin Streelman,95,+.042,72,+3.00
110,T107,T107,Cameron Tringale,96,+.042,72,+3.00
