,Scrambling_Fringe_RTP_Score_RANK THIS WEEK,Scrambling_Fringe_RTP_Score_RANK LAST WEEK,Scrambling_Fringe_RTP_Score_PLAYER NAME,Scrambling_Fringe_RTP_Score_ROUNDS,Scrambling_Fringe_RTP_Score_AVG RTP,Scrambling_Fringe_RTP_Score_TOTAL HOLES,Scrambling_Fringe_RTP_Score_TOTAL RTP
111,T112,T112,Steven Bowditch,103,+.044,91,+4.00
112,T112,T112,Brandt Snedeker,98,+.044,68,+3.00
113,114,114,Kyle Reifers,96,+.045,66,+3.00
114,115,115,Camilo Villegas,83,+.046,65,+3.00
115,T116,T116,Kevin Chappell,86,+.047,64,+3.00
116,T116,T116,Russell Knox,96,+.047,64,+3.00
117,118,118,Adam Scott,51,+.048,21,+1.00
118,119,119,Nick Watney,91,+.049,82,+4.00
119,T120,T120,Harris English,105,+.051,79,+4.00
120,T120,T120,Hudson Swafford,97,+.051,78,+4.00
121,T120,T120,Nick Taylor,91,+.051,79,+4.00
122,123,123,Ricky Barnes,82,+.052,58,+3.00
123,T124,T124,Louis Oosthuizen,68,+.053,38,+2.00
124,T124,T124,Bubba Watson,71,+.053,38,+2.00
125,T126,T126,Paul Casey,87,+.054,37,+2.00
126,T126,T126,Alex Cejka,94,+.054,74,+4.00
127,128,128,George McNeill,93,+.055,91,+5.00
128,129,129,Sergio Garcia,59,+.056,36,+2.00
129,T130,T130,Mark Hubbard,79,+.057,53,+3.00
130,T130,T130,Seung-Yul Noh,65,+.057,35,+2.00
131,T130,T130,Chez Reavie,56,+.057,53,+3.00
132,133,133,Michael Thompson,83,+.058,52,+3.00
133,134,134,Graham DeLaet,65,+.059,34,+2.00
134,T135,T135,Derek Ernst,75,+.063,63,+4.00
135,T135,T135,Jhonattan Vegas,90,+.063,64,+4.00
136,T137,T137,Aaron Baddeley,76,+.067,60,+4.00
137,T137,T137,Keegan Bradley,87,+.067,45,+3.00
138,T139,T139,Brice Garnett,81,+.069,58,+4.00
139,T139,T139,Billy Hurley III,83,+.069,72,+5.00
140,T139,T139,Ryo Ishikawa,90,+.069,58,+4.00
141,T142,T142,Fabián Gómez,83,+.071,70,+5.00
142,T142,T142,William McGirt,103,+.071,84,+6.00
143,T144,T144,Matt Jones,89,+.075,67,+5.00
144,T144,T144,Johnson Wagner,68,+.075,67,+5.00
145,146,146,Chris Stroud,84,+.076,79,+6.00
146,147,147,Dustin Johnson,75,+.078,51,+4.00
147,148,148,Daniel Summerhays,101,+.081,74,+6.00
148,149,149,Sung Joon Park,79,+.082,61,+5.00
149,T150,T150,Ernie Els,57,+.083,36,+3.00
150,T150,T150,Matt Kuchar,97,+.083,60,+5.00
151,T150,T150,Andrew Putnam,68,+.083,60,+5.00
152,153,153,Robert Allenby,63,+.085,47,+4.00
153,154,154,Chad Collins,79,+.087,69,+6.00
154,T155,T155,Chad Campbell,97,+.088,68,+6.00
155,T155,T155,Ian Poulter,68,+.088,34,+3.00
156,157,157,Brian Harman,90,+.093,54,+5.00
157,158,158,Jason Dufner,76,+.095,42,+4.00
158,159,159,Sam Saunders,83,+.099,71,+7.00
159,160,160,D.A. Points,72,+.102,59,+6.00
160,161,161,Byron Smith,59,+.103,39,+4.00
161,162,162,Padraig Harrington,60,+.105,57,+6.00
162,T163,T163,Roger Sloan,56,+.106,47,+5.00
163,T163,T163,David Toms,62,+.106,66,+7.00
164,165,165,Greg Owen,58,+.109,46,+5.00
165,166,166,Ryan Moore,81,+.111,54,+6.00
166,167,167,Ben Martin,93,+.123,57,+7.00
167,168,168,Jonathan Randolph,72,+.125,72,+9.00
168,169,169,Charlie Beljan,76,+.128,47,+6.00
169,T170,T170,Lucas Glover,79,+.130,54,+7.00
170,T170,T170,Nicholas Thompson,90,+.130,54,+7.00
171,172,172,Martin Flores,95,+.134,82,+11.00
172,173,173,Scott Pinckney,88,+.137,51,+7.00
173,T174,T174,Francesco Molinari,56,+.147,34,+5.00
174,T174,T174,Geoff Ogilvy,50,+.147,34,+5.00
175,T176,T176,Lee Westwood,56,+.154,26,+4.00
176,T176,T176,Tim Wilkinson,73,+.154,39,+6.00
177,178,178,Scott Langley,94,+.159,88,+14.00
178,179,179,John Huh,102,+.165,97,+16.00
179,180,180,Brendon Todd,96,+.167,54,+9.00
180,181,181,Tyrone Van Aswegen,58,+.172,29,+5.00
181,182,182,Robert Streb,110,+.176,51,+9.00
182,183,183,Andres Gonzales,90,+.204,54,+11.00
183,184,184,Marc Leishman,74,+.243,37,+9.00
