,Sand_Saves_from_20-30_yards_RANK THIS WEEK,Sand_Saves_from_20-30_yards_RANK LAST WEEK,Sand_Saves_from_20-30_yards_PLAYER NAME,Sand_Saves_from_20-30_yards_ROUNDS,Sand_Saves_from_20-30_yards_%,Sand_Saves_from_20-30_yards_# OF SAVES,Sand_Saves_from_20-30_yards_# OF BUNKERS
64,65,65,Andrew Putnam,68,51.61,16,31
65,66,66,Carl Pettersson,106,51.52,17,33
66,67,67,Daniel Berger,97,51.43,18,35
67,T68,T68,Michael Thompson,83,51.28,20,39
68,T68,T68,Steve Wheatcroft,87,51.28,20,39
69,T70,T70,Erik Compton,86,50.0,16,32
70,T70,T70,Jason Gore,76,50.0,8,16
71,T70,T70,Bill Haas,89,50.0,15,30
72,T70,T70,James Hahn,94,50.0,14,28
73,T70,T70,Morgan Hoffmann,85,50.0,13,26
74,T70,T70,Chris Kirk,76,50.0,16,32
75,T70,T70,David Lingmerth,90,50.0,17,34
76,T70,T70,Ryan Palmer,80,50.0,13,26
77,T70,T70,D.A. Points,72,50.0,11,22
78,T70,T70,Jim Renner,68,50.0,11,22
79,T70,T70,Byron Smith,59,50.0,3,6
80,T70,T70,Nick Taylor,91,50.0,15,30
81,82,82,Kevin Streelman,95,48.65,18,37
82,83,83,Justin Thomas,106,48.57,17,35
83,84,84,Brendan Steele,88,48.39,15,31
84,85,85,Derek Ernst,75,48.28,14,29
85,T86,T86,Nick Watney,91,48.15,13,27
86,T86,T86,Gary Woodland,81,48.15,13,27
87,88,88,Adam Scott,51,47.37,9,19
88,89,89,Derek Fathauer,81,47.22,17,36
89,T90,T90,Jason Kokrak,88,47.06,16,34
90,T90,T90,Sam Saunders,83,47.06,8,17
91,T90,T90,Henrik Stenson,63,47.06,8,17
92,T93,T93,Ken Duke,93,46.88,15,32
93,T93,T93,Ian Poulter,68,46.88,15,32
94,95,95,Eric Axley,57,46.67,7,15
95,96,96,Charley Hoffman,97,46.51,20,43
96,T97,T97,Justin Leonard,61,46.15,12,26
97,T97,T97,Ben Martin,93,46.15,12,26
98,T97,T97,Hideki Matsuyama,95,46.15,12,26
99,T97,T97,John Senden,80,46.15,12,26
100,101,101,Gonzalo Fernandez-Castaño,81,45.71,16,35
101,T102,T102,Steven Alker,62,45.45,10,22
102,T102,T102,John Huh,102,45.45,20,44
103,T102,T102,Troy Merritt,91,45.45,15,33
104,T102,T102,Jhonattan Vegas,90,45.45,10,22
105,106,106,Jason Bohn,95,45.16,14,31
106,107,107,Stewart Cink,77,45.0,9,20
107,108,108,Camilo Villegas,83,44.74,17,38
108,T109,T109,Marc Leishman,74,44.44,12,27
109,T109,T109,Jonathan Randolph,72,44.44,12,27
110,T111,T111,Russell Henley,87,44.12,15,34
111,T111,T111,Rory Sabbatini,81,44.12,15,34
112,T113,T113,Bryce Molder,91,43.75,14,32
113,T113,T113,John Peterson,84,43.75,14,32
114,T113,T113,Alex Prugh,84,43.75,14,32
115,T113,T113,Tim Wilkinson,73,43.75,14,32
116,T117,T117,Keegan Bradley,87,43.48,10,23
117,T117,T117,Lucas Glover,79,43.48,10,23
118,T119,T119,Ricky Barnes,82,43.33,13,30
119,T119,T119,Rickie Fowler,76,43.33,13,30
120,T119,T119,Matt Jones,89,43.33,13,30
121,T119,T119,Jerry Kelly,79,43.33,13,30
122,T119,T119,Nicholas Thompson,90,43.33,13,30
123,124,124,Kevin Kisner,104,42.86,15,35
124,125,125,Cameron Percy,72,42.31,11,26
125,T126,T126,K.J. Choi,66,42.11,8,19
126,T126,T126,Jamie Donaldson,50,42.11,8,19
127,T128,T128,Louis Oosthuizen,68,41.67,10,24
128,T128,T128,Greg Owen,58,41.67,5,12
129,T130,T130,Andres Gonzales,90,41.18,14,34
130,T130,T130,Geoff Ogilvy,50,41.18,7,17
131,T130,T130,Shawn Stefani,94,41.18,14,34
132,T133,T133,Fabián Gómez,83,40.91,9,22
133,T133,T133,J.J. Henry,94,40.91,9,22
134,T133,T133,Boo Weekley,79,40.91,9,22
135,T136,T136,Kevin Chappell,86,40.74,11,27
136,T136,T136,Retief Goosen,81,40.74,11,27
137,T136,T136,Brian Stuard,97,40.74,11,27
138,T139,T139,Paul Casey,87,40.0,8,20
139,T139,T139,Jason Dufner,76,40.0,10,25
140,T139,T139,Ernie Els,57,40.0,8,20
141,T139,T139,Harris English,105,40.0,16,40
142,T139,T139,Brice Garnett,81,40.0,14,35
143,T139,T139,J.B. Holmes,89,40.0,12,30
144,T139,T139,John Merrick,78,40.0,8,20
145,T139,T139,Scott Piercy,90,40.0,16,40
146,147,147,Charles Howell III,105,39.39,13,33
147,T148,T148,Scott Brown,97,39.29,11,28
148,T148,T148,Pat Perez,96,39.29,11,28
149,150,150,Whee Kim,71,38.89,7,18
150,T151,T151,Patrick Rodgers,57,38.46,5,13
151,T151,T151,Roger Sloan,56,38.46,5,13
152,T151,T151,Bo Van Pelt,81,38.46,10,26
153,T154,T154,Charlie Beljan,76,38.1,8,21
154,T154,T154,Greg Chalmers,58,38.1,8,21
155,T154,T154,Spencer Levin,99,38.1,16,42
156,157,157,Brian Harman,90,37.93,11,29
157,158,158,Daniel Summerhays,101,37.78,17,45
158,159,159,Robert Garrigus,70,37.5,6,16
159,160,160,Russell Knox,96,37.14,13,35
160,161,161,Martin Laird,77,36.67,11,30
161,162,162,Charl Schwartzel,67,36.36,8,22
162,163,163,Dustin Johnson,75,35.48,11,31
163,164,164,Jonas Blixt,78,35.0,7,20
164,165,165,Jim Furyk,71,34.78,8,23
165,166,166,Andres Romero,69,34.62,9,26
166,T167,T167,Tony Finau,106,34.48,10,29
167,T167,T167,Ryo Ishikawa,90,34.48,10,29
168,169,169,Adam Hadwin,95,34.15,14,41
169,T170,T170,Max Homa,78,33.33,8,24
170,T170,T170,Heath Slocum,57,33.33,6,18
171,172,172,Jeff Overton,94,32.43,12,37
172,173,173,Tom Hoge,83,32.26,10,31
173,174,174,Hudson Swafford,97,32.14,9,28
174,175,175,Andrew Svoboda,80,31.82,7,22
175,T176,T176,Sergio Garcia,59,31.58,6,19
176,T176,T176,Davis Love III,51,31.58,6,19
177,178,178,Blayne Barber,76,30.77,8,26
178,179,179,David Hearn,97,30.56,11,36
179,180,180,Ángel Cabrera,53,30.43,7,23
180,181,181,Johnson Wagner,68,30.0,6,20
181,182,182,Sean O'Hair,86,29.27,12,41
182,183,183,Billy Hurley III,83,28.57,6,21
183,184,184,Robert Allenby,63,20.0,3,15
