,Sand_Saves_from_20-30_yards_RANK THIS WEEK,Sand_Saves_from_20-30_yards_RANK LAST WEEK,Sand_Saves_from_20-30_yards_PLAYER NAME,Sand_Saves_from_20-30_yards_ROUNDS,Sand_Saves_from_20-30_yards_%,Sand_Saves_from_20-30_yards_# OF SAVES,Sand_Saves_from_20-30_yards_# OF BUNKERS
0,1,1,Justin Rose,69,73.91,17,23
1,2,2,Willy Wilcox,58,72.73,8,11
2,3,3,Danny Lee,120,71.05,27,38
3,4,4,Ben Crane,62,69.57,16,23
4,T5,T5,Matt Kuchar,97,66.67,24,36
5,T5,T5,Michael Putnam,87,66.67,12,18
6,7,7,Chris Stroud,84,65.38,17,26
7,8,8,Jonathan Byrd,69,65.0,13,20
8,9,9,Robert Streb,110,63.83,30,47
9,10,10,Jon Curran,83,63.33,19,30
10,T11,T11,Phil Mickelson,70,63.16,24,38
11,T11,T11,Bubba Watson,71,63.16,12,19
12,13,13,Padraig Harrington,60,62.96,17,27
13,T14,T14,Roberto Castro,54,62.5,10,16
14,T14,T14,Jordan Spieth,91,62.5,15,24
15,16,16,Bill Lunde,50,61.54,8,13
16,T17,T17,Sung Joon Park,79,61.29,19,31
17,T17,T17,Webb Simpson,81,61.29,19,31
18,T17,T17,Jimmy Walker,89,61.29,19,31
19,20,20,Ryan Moore,81,61.11,11,18
20,21,21,Colt Knost,90,60.71,17,28
21,22,22,William McGirt,103,60.61,20,33
22,T23,T23,Oscar Fraustro,58,60.0,9,15
23,T23,T23,Chesson Hadley,101,60.0,30,50
24,T23,T23,David Toms,62,60.0,15,25
25,T23,T23,Cameron Tringale,96,60.0,18,30
26,T23,T23,Mark Wilson,89,60.0,21,35
27,T28,T28,Jim Herman,88,59.38,19,32
28,T28,T28,Scott Pinckney,88,59.38,19,32
29,30,30,Jason Day,75,59.26,16,27
30,31,31,Scott Langley,94,59.09,13,22
31,32,32,Zac Blair,108,58.54,24,41
32,33,33,Steven Bowditch,103,57.58,19,33
33,34,34,Kevin Na,98,57.5,23,40
34,35,35,Brandt Snedeker,98,57.14,20,35
35,36,36,Brendon de Jonge,106,56.76,21,37
36,T37,T37,Chad Campbell,97,56.67,17,30
37,T37,T37,Luke Donald,71,56.67,17,30
38,T39,T39,Chad Collins,79,56.0,14,25
39,T39,T39,Graham DeLaet,65,56.0,14,25
40,T41,T41,Brooks Koepka,84,55.56,15,27
41,T41,T41,Tyrone Van Aswegen,58,55.56,10,18
42,T41,T41,Lee Westwood,56,55.56,10,18
43,44,44,George McNeill,93,55.26,21,38
44,45,45,Brendon Todd,96,55.17,16,29
45,T46,T46,Aaron Baddeley,76,54.55,18,33
46,T46,T46,Mark Hubbard,79,54.55,12,22
47,48,48,Luke Guthrie,84,54.17,13,24
48,T49,T49,Alex Cejka,94,53.85,14,26
49,T49,T49,Billy Horschel,99,53.85,14,26
50,T49,T49,Zach Johnson,90,53.85,21,39
51,T52,T52,Sangmoon Bae,98,53.66,22,41
52,T52,T52,Brian Davis,86,53.66,22,41
53,54,54,Kyle Reifers,96,53.49,23,43
54,55,55,Vijay Singh,78,53.33,16,30
55,56,56,Patrick Reed,103,53.13,17,32
56,T57,T57,Hunter Mahan,88,52.78,19,36
57,T57,T57,Carlos Ortiz,100,52.78,19,36
58,59,59,Chez Reavie,56,52.63,10,19
59,60,60,Francesco Molinari,56,52.38,11,21
60,61,61,Seung-Yul Noh,65,52.17,12,23
61,62,62,Matt Every,73,52.0,13,25
62,T63,T63,Martin Flores,95,51.72,15,29
63,T63,T63,Scott Stallings,60,51.72,15,29
