,Proximity_to_Hole_from_Fringe_RANK THIS WEEK,Proximity_to_Hole_from_Fringe_RANK LAST WEEK,Proximity_to_Hole_from_Fringe_PLAYER NAME,Proximity_to_Hole_from_Fringe_ROUNDS,Proximity_to_Hole_from_Fringe_AVG DTP,Proximity_to_Hole_from_Fringe_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_Fringe_# OF SHOTS,Proximity_to_Hole_from_Fringe_SCRAMBLING RANK
37,T30,T30,William McGirt,103,"2' 8""",252.583,94,11
38,T30,T30,Jeff Overton,94,"2' 8""",189.25,71,98
39,T30,T30,Cameron Percy,72,"2' 8""",184.083,68,148
40,T30,T30,Patrick Rodgers,57,"2' 8""",101.833,38,145
41,T42,T42,Steven Alker,62,"2' 9""",137.5,50,39
42,T42,T42,Jason Day,75,"2' 9""",136.667,50,2
43,T42,T42,Gonzalo Fernandez-Castaño,81,"2' 9""",203.25,73,120
44,T42,T42,Robert Garrigus,70,"2' 9""",150.167,55,176
45,T42,T42,Adam Hadwin,95,"2' 9""",224.167,82,110
46,T42,T42,James Hahn,94,"2' 9""",220.917,80,108
47,T42,T42,Charley Hoffman,97,"2' 9""",143.583,52,100
48,T42,T42,Dustin Johnson,75,"2' 9""",165.5,60,119
49,T42,T42,Jerry Kelly,79,"2' 9""",193.5,71,7
50,T42,T42,Colt Knost,90,"2' 9""",196.833,71,97
51,T42,T42,Matt Kuchar,97,"2' 9""",222.0,80,13
52,T42,T42,Bill Lunde,50,"2' 9""",82.167,30,128
53,T42,T42,Francesco Molinari,56,"2' 9""",108.083,39,111
54,T42,T42,Ryan Moore,81,"2' 9""",179.667,66,65
55,T42,T42,Ian Poulter,68,"2' 9""",117.083,42,54
56,T42,T42,Michael Putnam,87,"2' 9""",182.083,67,95
57,T42,T42,Webb Simpson,81,"2' 9""",199.25,73,9
58,T42,T42,Kevin Streelman,95,"2' 9""",220.583,80,104
59,T42,T42,Tyrone Van Aswegen,58,"2' 9""",67.917,25,116
60,T61,T61,Stewart Cink,77,"2' 10""",147.25,52,117
61,T61,T61,Jason Dufner,76,"2' 10""",132.167,47,162
62,T61,T61,Harris English,105,"2' 10""",256.58299999999997,91,36
63,T61,T61,Rickie Fowler,76,"2' 10""",171.0,61,47
64,T61,T61,Retief Goosen,81,"2' 10""",188.583,67,85
65,T61,T61,Zach Johnson,90,"2' 10""",166.833,59,49
66,T61,T61,Russell Knox,96,"2' 10""",218.083,76,71
67,T61,T61,Spencer Levin,99,"2' 10""",260.5,92,76
68,T61,T61,Justin Rose,69,"2' 10""",107.667,38,94
69,T61,T61,Brandt Snedeker,98,"2' 10""",201.167,72,15
70,T61,T61,Scott Stallings,60,"2' 10""",131.25,46,171
71,T61,T61,Bubba Watson,71,"2' 10""",137.417,48,32
72,T73,T73,Sangmoon Bae,98,"2' 11""",238.0,81,45
73,T73,T73,Keegan Bradley,87,"2' 11""",176.75,61,115
74,T73,T73,Kevin Chappell,86,"2' 11""",213.5,73,87
75,T73,T73,Ernie Els,57,"2' 11""",128.667,44,144
76,T73,T73,Martin Flores,95,"2' 11""",260.75,89,99
77,T73,T73,J.B. Holmes,89,"2' 11""",215.917,74,85
78,T73,T73,Martin Laird,77,"2' 11""",188.583,65,67
79,T73,T73,Scott Piercy,90,"2' 11""",229.667,79,105
80,T73,T73,Patrick Reed,103,"2' 11""",201.583,70,28
81,T73,T73,Kyle Reifers,96,"2' 11""",234.917,80,40
82,T73,T73,Andres Romero,69,"2' 11""",214.5,73,140
83,T73,T73,Rory Sabbatini,81,"2' 11""",213.5,74,17
84,T73,T73,Tim Wilkinson,73,"2' 11""",124.917,43,111
85,T73,T73,Gary Woodland,81,"2' 11""",187.25,65,142
86,T87,T87,Steven Bowditch,103,"3' 0""",310.83299999999997,104,3
87,T87,T87,Alex Cejka,94,"3' 0""",252.833,85,62
88,T87,T87,Luke Donald,71,"3' 0""",160.667,53,46
89,T87,T87,Matt Every,73,"3' 0""",171.583,58,153
90,T87,T87,Tony Finau,106,"3' 0""",306.66700000000003,102,149
91,T87,T87,Lucas Glover,79,"3' 0""",186.667,63,164
92,T87,T87,David Hearn,97,"3' 0""",257.66700000000003,86,131
93,T87,T87,J.J. Henry,94,"3' 0""",228.667,76,170
94,T87,T87,Chris Kirk,76,"3' 0""",136.667,45,64
95,T87,T87,Kevin Kisner,104,"3' 0""",271.0,90,21
96,T87,T87,Jason Kokrak,88,"3' 0""",266.5,88,114
97,T87,T87,Danny Lee,120,"3' 0""",347.417,116,52
98,T87,T87,Ben Martin,93,"3' 0""",199.25,66,174
99,T87,T87,Sean O'Hair,86,"3' 0""",258.41700000000003,85,83
100,T87,T87,Sung Joon Park,79,"3' 0""",186.833,62,8
101,T87,T87,Pat Perez,96,"3' 0""",258.58299999999997,86,69
102,T87,T87,Carl Pettersson,106,"3' 0""",347.5,117,26
103,T87,T87,Chez Reavie,56,"3' 0""",185.417,62,152
104,T87,T87,Sam Saunders,83,"3' 0""",218.5,73,121
105,T87,T87,Heath Slocum,57,"3' 0""",94.083,31,138
106,T87,T87,Brian Stuard,97,"3' 0""",259.16700000000003,86,66
107,T87,T87,Nick Taylor,91,"3' 0""",266.75,88,113
108,T87,T87,Bo Van Pelt,81,"3' 0""",178.833,59,154
109,T87,T87,Jimmy Walker,89,"3' 0""",204.25,68,124
110,T87,T87,Nick Watney,91,"3' 0""",263.83299999999997,89,103
111,T87,T87,Mark Wilson,89,"3' 0""",177.833,60,63
112,T113,T113,Daniel Berger,97,"3' 1""",219.417,71,59
113,T113,T113,Zac Blair,108,"3' 1""",228.667,75,6
114,T113,T113,Jason Gore,76,"3' 1""",166.583,54,167
115,T113,T113,Brian Harman,90,"3' 1""",180.25,59,77
116,T113,T113,David Lingmerth,90,"3' 1""",299.0,96,42
117,T113,T113,Seung-Yul Noh,65,"3' 1""",142.083,46,166
118,T113,T113,Andrew Putnam,68,"3' 1""",190.75,62,139
119,T113,T113,Jhonattan Vegas,90,"3' 1""",230.0,74,89
120,T113,T113,Boo Weekley,79,"3' 1""",208.917,68,73
121,T113,T113,Willy Wilcox,58,"3' 1""",109.5,36,24
122,T123,T123,Eric Axley,57,"3' 2""",144.167,45,56
123,T123,T123,Erik Compton,86,"3' 2""",233.083,73,61
124,T123,T123,Jon Curran,83,"3' 2""",150.083,48,35
125,T123,T123,Chesson Hadley,101,"3' 2""",278.08299999999997,88,125
126,T123,T123,Scott Pinckney,88,"3' 2""",176.167,55,155
127,T123,T123,Roger Sloan,56,"3' 2""",143.25,45,175
128,T123,T123,Justin Thomas,106,"3' 2""",309.91700000000003,97,37
129,T123,T123,Steve Wheatcroft,87,"3' 2""",217.0,69,56
130,T131,T131,Chad Campbell,97,"3' 3""",273.66700000000003,85,88
131,T131,T131,K.J. Choi,66,"3' 3""",208.167,64,16
132,T131,T131,Jamie Donaldson,50,"3' 3""",100.5,31,81
133,T131,T131,Sergio Garcia,59,"3' 3""",145.25,45,109
134,T131,T131,Charles Howell III,105,"3' 3""",332.917,103,151
135,T131,T131,Matt Jones,89,"3' 3""",244.75,75,42
136,T131,T131,Troy Merritt,91,"3' 3""",299.33299999999997,93,33
137,T131,T131,Jim Renner,68,"3' 3""",153.0,47,165
138,T131,T131,John Senden,80,"3' 3""",180.75,55,163
139,T131,T131,Andrew Svoboda,80,"3' 3""",281.91700000000003,87,182
140,T131,T131,Nicholas Thompson,90,"3' 3""",181.25,56,179
141,T131,T131,Johnson Wagner,68,"3' 3""",207.417,64,82
142,T143,T143,Jonas Blixt,78,"3' 4""",175.5,53,107
143,T143,T143,Ángel Cabrera,53,"3' 4""",138.75,42,183
144,T143,T143,Oscar Fraustro,58,"3' 4""",157.417,47,147
145,T143,T143,Morgan Hoffmann,85,"3' 4""",281.33299999999997,84,92
146,T143,T143,Max Homa,78,"3' 4""",202.167,61,90
147,T143,T143,John Huh,102,"3' 4""",332.083,99,23
148,T143,T143,Billy Hurley III,83,"3' 4""",244.5,73,10
149,T143,T143,Hideki Matsuyama,95,"3' 4""",248.0,74,30
150,T143,T143,Greg Owen,58,"3' 4""",119.333,36,74
151,T143,T143,Brendan Steele,88,"3' 4""",295.75,88,68
152,T143,T143,David Toms,62,"3' 4""",252.5,76,12
153,T154,T154,Derek Ernst,75,"3' 5""",267.58299999999997,78,135
154,T154,T154,Derek Fathauer,81,"3' 5""",275.33299999999997,80,129
155,T154,T154,Jim Herman,88,"3' 5""",183.833,54,118
156,T154,T154,Hunter Mahan,88,"3' 5""",290.66700000000003,85,78
157,T154,T154,D.A. Points,72,"3' 5""",227.25,67,75
158,T154,T154,Alex Prugh,84,"3' 5""",222.167,65,177
159,T160,T160,Jonathan Byrd,69,"3' 6""",157.5,45,5
160,T160,T160,Bryce Molder,91,"3' 6""",233.667,67,20
161,T160,T160,Shawn Stefani,94,"3' 6""",338.833,97,146
162,T160,T160,Daniel Summerhays,101,"3' 6""",323.41700000000003,93,122
163,T160,T160,Lee Westwood,56,"3' 6""",133.75,38,178
164,T165,T165,Andres Gonzales,90,"3' 7""",236.667,66,157
165,T165,T165,George McNeill,93,"3' 7""",378.833,105,44
166,T165,T165,Geoff Ogilvy,50,"3' 7""",121.75,34,181
167,T165,T165,Byron Smith,59,"3' 7""",143.75,40,172
168,T165,T165,Henrik Stenson,63,"3' 7""",132.75,37,25
169,T170,T170,Chad Collins,79,"3' 8""",241.5,66,1
170,T170,T170,Fabián Gómez,83,"3' 8""",274.25,74,101
171,T170,T170,Ryo Ishikawa,90,"3' 8""",265.5,73,159
172,T170,T170,Michael Thompson,83,"3' 8""",238.333,65,161
173,T170,T170,Brendon Todd,96,"3' 8""",282.75,77,22
174,T175,T175,Marc Leishman,74,"3' 9""",204.333,54,141
175,T175,T175,John Merrick,78,"3' 9""",201.417,54,134
176,T175,T175,Hudson Swafford,97,"3' 9""",325.66700000000003,87,160
177,178,178,Ken Duke,93,"3' 10""",274.41700000000003,72,102
178,179,179,Justin Leonard,61,"3' 11""",197.667,50,34
179,180,180,Robert Streb,110,"4' 0""",246.0,62,79
180,181,181,Brice Garnett,81,"4' 1""",230.75,57,156
181,182,182,Scott Langley,94,"4' 2""",337.417,81,93
182,183,183,Aaron Baddeley,76,"4' 5""",302.58299999999997,68,48
183,184,184,Jonathan Randolph,72,"5' 2""",308.0,60,53
