,Scrambling_Average_Distance_to_Hole_RANK THIS WEEK,Scrambling_Average_Distance_to_Hole_RANK LAST WEEK,Scrambling_Average_Distance_to_Hole_PLAYER NAME,Scrambling_Average_Distance_to_Hole_ROUNDS,Scrambling_Average_Distance_to_Hole_AVG DTP,Scrambling_Average_Distance_to_Hole_TOTAL DISTANCE (FEET),Scrambling_Average_Distance_to_Hole_ATTEMPTS
40,T31,T31,Rory Sabbatini,81,"7' 9""",2729.25,353
41,T31,T31,Justin Thomas,106,"7' 9""",3465.083,445
42,T43,T43,Chris Kirk,76,"7' 10""",2370.75,303
43,T43,T43,Matt Kuchar,97,"7' 10""",3265.667,415
44,T43,T43,George McNeill,93,"7' 10""",3806.667,486
45,T43,T43,Louis Oosthuizen,68,"7' 10""",1889.25,241
46,T43,T43,D.A. Points,72,"7' 10""",2522.417,322
47,T43,T43,Brian Stuard,97,"7' 10""",3642.5,464
48,T49,T49,Matt Jones,89,"7' 11""",3142.583,399
49,T49,T49,Justin Leonard,61,"7' 11""",2591.667,328
50,T49,T49,Sean O'Hair,86,"7' 11""",3655.917,461
51,T52,T52,Kevin Chappell,86,"8' 0""",3231.25,406
52,T52,T52,J.J. Henry,94,"8' 0""",2850.417,356
53,T52,T52,Charles Howell III,105,"8' 0""",3986.833,498
54,T52,T52,Davis Love III,51,"8' 0""",1814.4170000000001,226
55,T52,T52,Ian Poulter,68,"8' 0""",2261.25,282
56,T52,T52,Andrew Putnam,68,"8' 0""",2495.083,313
57,T52,T52,Vijay Singh,78,"8' 0""",3065.833,385
58,T59,T59,Zac Blair,108,"8' 1""",3937.167,488
59,T59,T59,Ben Crane,62,"8' 1""",2529.333,314
60,T59,T59,Sergio Garcia,59,"8' 1""",1651.8329999999999,205
61,T59,T59,Luke Guthrie,84,"8' 1""",2998.833,372
62,T59,T59,Brian Harman,90,"8' 1""",3254.417,402
63,T59,T59,Zach Johnson,90,"8' 1""",2920.75,363
64,T59,T59,Francesco Molinari,56,"8' 1""",1691.1670000000001,209
65,T59,T59,Chez Reavie,56,"8' 1""",1921.3329999999999,237
66,T59,T59,Patrick Reed,103,"8' 1""",3557.0,441
67,T59,T59,Brendon Todd,96,"8' 1""",3395.167,421
68,T59,T59,Nick Watney,91,"8' 1""",3332.667,413
69,T59,T59,Bubba Watson,71,"8' 1""",2166.083,269
70,T71,T71,Ricky Barnes,82,"8' 2""",3130.167,382
71,T71,T71,Rickie Fowler,76,"8' 2""",2539.0,310
72,T71,T71,Phil Mickelson,70,"8' 2""",2812.0,345
73,T71,T71,Kyle Reifers,96,"8' 2""",3483.083,427
74,T75,T75,Jason Bohn,95,"8' 3""",3486.167,424
75,T75,T75,Chad Campbell,97,"8' 3""",3825.583,466
76,T75,T75,Robert Streb,110,"8' 3""",3867.917,467
77,T75,T75,Boo Weekley,79,"8' 3""",2856.333,347
78,T79,T79,Kevin Kisner,104,"8' 4""",4322.25,517
79,T79,T79,Colt Knost,90,"8' 4""",3294.75,396
80,T79,T79,Ryan Palmer,80,"8' 4""",2391.833,287
81,T79,T79,Kevin Streelman,95,"8' 4""",2952.5,354
82,T79,T79,Jhonattan Vegas,90,"8' 4""",3329.333,398
83,T79,T79,Willy Wilcox,58,"8' 4""",1514.4170000000001,181
84,T85,T85,David Hearn,97,"8' 5""",3628.0,431
85,T85,T85,Morgan Hoffmann,85,"8' 5""",3548.583,423
86,T85,T85,Tom Hoge,83,"8' 5""",2873.417,341
87,T85,T85,Whee Kim,71,"8' 5""",2280.917,270
88,T85,T85,Spencer Levin,99,"8' 5""",3668.167,435
89,T85,T85,Sung Joon Park,79,"8' 5""",3002.833,357
90,T85,T85,Pat Perez,96,"8' 5""",3594.667,429
91,T85,T85,Nick Taylor,91,"8' 5""",3902.833,465
92,T93,T93,Blayne Barber,76,"8' 6""",2830.333,332
93,T93,T93,Jonas Blixt,78,"8' 6""",2612.083,306
94,T93,T93,Graham DeLaet,65,"8' 6""",2226.917,261
95,T93,T93,Matt Every,73,"8' 6""",2932.833,344
96,T93,T93,Tony Finau,106,"8' 6""",3938.167,464
97,T93,T93,James Hahn,94,"8' 6""",3674.75,431
98,T93,T93,Martin Laird,77,"8' 6""",3187.0,375
99,T93,T93,Danny Lee,120,"8' 6""",4777.25,563
100,T93,T93,Marc Leishman,74,"8' 6""",2594.833,304
101,T93,T93,David Lingmerth,90,"8' 6""",3724.833,440
102,T93,T93,Charl Schwartzel,67,"8' 6""",1944.5,228
103,T104,T104,Aaron Baddeley,76,"8' 7""",3262.25,379
104,T104,T104,Bill Haas,89,"8' 7""",2973.833,347
105,T104,T104,Andres Romero,69,"8' 7""",2648.417,308
106,T104,T104,Johnson Wagner,68,"8' 7""",2442.75,284
107,T108,T108,Scott Brown,97,"8' 8""",4056.583,468
108,T108,T108,Erik Compton,86,"8' 8""",3519.083,405
109,T108,T108,Brendon de Jonge,106,"8' 8""",4401.917,507
110,T108,T108,Derek Ernst,75,"8' 8""",3011.0,348
111,T108,T108,Brice Garnett,81,"8' 8""",2703.417,312
112,T108,T108,John Huh,102,"8' 8""",4376.667,505
113,T108,T108,Jason Kokrak,88,"8' 8""",3574.083,411
114,T108,T108,Ryan Moore,81,"8' 8""",2963.167,343
115,T108,T108,Michael Putnam,87,"8' 8""",2894.25,335
116,T117,T117,Harris English,105,"8' 9""",4013.583,457
117,T117,T117,Martin Flores,95,"8' 9""",3510.25,401
118,T117,T117,Billy Horschel,99,"8' 9""",3206.833,366
119,T117,T117,Mark Hubbard,79,"8' 9""",2850.083,327
120,T117,T117,John Merrick,78,"8' 9""",2693.833,307
121,T117,T117,Seung-Yul Noh,65,"8' 9""",2339.0,268
122,T117,T117,Cameron Percy,72,"8' 9""",2713.917,309
123,T117,T117,John Peterson,84,"8' 9""",3496.75,399
124,T117,T117,Roger Sloan,56,"8' 9""",1945.5829999999999,223
125,T117,T117,Byron Smith,59,"8' 9""",1836.0,209
126,T117,T117,Brendan Steele,88,"8' 9""",3314.917,380
127,T117,T117,Camilo Villegas,83,"8' 9""",3650.5,419
128,T129,T129,Derek Fathauer,81,"8' 10""",3674.333,415
129,T129,T129,Scott Piercy,90,"8' 10""",3825.667,435
130,T129,T129,Daniel Summerhays,101,"8' 10""",4435.0,502
131,T132,T132,Hunter Mahan,88,"8' 11""",3101.833,349
132,T132,T132,Troy Merritt,91,"8' 11""",4273.333,480
133,T132,T132,Jonathan Randolph,72,"8' 11""",2763.583,311
134,T132,T132,Michael Thompson,83,"8' 11""",3534.417,397
135,T132,T132,Bo Van Pelt,81,"8' 11""",2861.333,320
136,T137,T137,Robert Allenby,63,"9' 0""",2398.167,266
137,T137,T137,Ken Duke,93,"9' 0""",4083.083,453
138,T137,T137,Gary Woodland,81,"9' 0""",2692.667,300
139,T140,T140,Robert Garrigus,70,"9' 1""",2833.333,311
140,T140,T140,Fabián Gómez,83,"9' 1""",3582.417,396
141,T140,T140,Bill Lunde,50,"9' 1""",1642.3329999999999,180
142,T140,T140,Geoff Ogilvy,50,"9' 1""",1790.3329999999999,198
143,T140,T140,Carlos Ortiz,100,"9' 1""",3935.0,435
144,T140,T140,Jeff Overton,94,"9' 1""",3609.75,399
145,T140,T140,Carl Pettersson,106,"9' 1""",5059.75,559
146,T140,T140,Patrick Rodgers,57,"9' 1""",2121.5,233
147,T140,T140,Heath Slocum,57,"9' 1""",2210.417,244
148,T140,T140,Scott Stallings,60,"9' 1""",2364.833,260
149,T150,T150,Andres Gonzales,90,"9' 2""",3537.583,385
150,T150,T150,John Senden,80,"9' 2""",2487.833,272
151,T152,T152,Eric Axley,57,"9' 3""",2249.333,243
152,T152,T152,Daniel Berger,97,"9' 3""",3764.417,407
153,T152,T152,Greg Chalmers,58,"9' 3""",2022.4170000000001,218
154,T152,T152,Jamie Donaldson,50,"9' 3""",1776.3329999999999,192
155,T152,T152,Adam Hadwin,95,"9' 3""",3745.417,405
156,T152,T152,Charley Hoffman,97,"9' 3""",3835.25,414
157,T152,T152,Ben Martin,93,"9' 3""",3493.583,378
158,T159,T159,Sangmoon Bae,98,"9' 4""",4909.75,524
159,T159,T159,Paul Casey,87,"9' 4""",2461.167,264
160,T159,T159,Sam Saunders,83,"9' 4""",3322.25,356
161,T162,T162,Brian Davis,86,"9' 5""",3986.25,424
162,T162,T162,Lucas Glover,79,"9' 5""",3166.833,335
163,T162,T162,Hudson Swafford,97,"9' 5""",3743.417,396
164,T165,T165,Dustin Johnson,75,"9' 6""",2736.167,287
165,T165,T165,Alex Prugh,84,"9' 6""",3274.833,346
166,T165,T165,Shawn Stefani,94,"9' 6""",4131.667,434
167,T165,T165,Nicholas Thompson,90,"9' 6""",3463.583,365
168,T169,T169,Brooks Koepka,84,"9' 7""",3051.0,319
169,T169,T169,Adam Scott,51,"9' 7""",1566.0,163
170,T169,T169,Jimmy Walker,89,"9' 7""",3266.5,342
171,T172,T172,Stewart Cink,77,"9' 8""",2668.917,276
172,T172,T172,Steve Wheatcroft,87,"9' 8""",3966.583,409
173,174,174,Ángel Cabrera,53,"9' 9""",2147.417,220
174,T175,T175,Jason Gore,76,"9' 10""",2782.583,283
175,T175,T175,Chesson Hadley,101,"9' 10""",4796.917,487
176,T175,T175,Jim Herman,88,"9' 10""",3169.833,322
177,T175,T175,Max Homa,78,"9' 10""",3617.25,369
178,179,179,Oscar Fraustro,58,"9' 11""",2206.25,222
179,180,180,Charlie Beljan,76,"10' 0""",3066.25,307
180,T181,T181,Scott Pinckney,88,"10' 1""",3718.333,370
181,T181,T181,Andrew Svoboda,80,"10' 1""",3927.917,388
182,183,183,Lee Westwood,56,"10' 2""",1793.1670000000001,176
183,184,184,Russell Henley,87,"10' 3""",3402.083,332
