,Sand_Saves_from_10-20_yards_RANK THIS WEEK,Sand_Saves_from_10-20_yards_RANK LAST WEEK,Sand_Saves_from_10-20_yards_PLAYER NAME,Sand_Saves_from_10-20_yards_ROUNDS,Sand_Saves_from_10-20_yards_%,Sand_Saves_from_10-20_yards_# OF SAVES,Sand_Saves_from_10-20_yards_# OF BUNKERS
53,54,54,Roger Sloan,56,59.26,16,27
54,55,55,Ryo Ishikawa,90,59.18,29,49
55,56,56,Carlos Ortiz,100,59.09,39,66
56,57,57,Jordan Spieth,91,59.02,36,61
57,T58,T58,Scott Brown,97,58.93,33,56
58,T58,T58,Derek Fathauer,81,58.93,33,56
59,60,60,Jonathan Byrd,69,58.82,30,51
60,T61,T61,Brendan Steele,88,58.62,34,58
61,T61,T61,Steve Wheatcroft,87,58.62,34,58
62,63,63,Nick Watney,91,58.06,36,62
63,64,64,Patrick Reed,103,57.81,37,64
64,65,65,Jonathan Randolph,72,57.78,26,45
65,66,66,Brice Garnett,81,57.5,23,40
66,T67,T67,Daniel Berger,97,57.14,36,63
67,T67,T67,Russell Knox,96,57.14,28,49
68,T67,T67,D.A. Points,72,57.14,20,35
69,T67,T67,Mark Wilson,89,57.14,28,49
70,71,71,Bryce Molder,91,56.92,37,65
71,T72,T72,Andres Gonzales,90,56.86,29,51
72,T72,T72,Jhonattan Vegas,90,56.86,29,51
73,74,74,Steven Bowditch,103,56.82,50,88
74,75,75,Cameron Percy,72,56.76,21,37
75,76,76,Blayne Barber,76,56.52,26,46
76,77,77,Carl Pettersson,106,56.47,48,85
77,78,78,Ricky Barnes,82,56.14,32,57
78,79,79,Sam Saunders,83,55.88,38,68
79,T80,T80,Martin Flores,95,55.56,35,63
80,T80,T80,Tim Wilkinson,73,55.56,30,54
81,82,82,Brian Davis,86,55.41,41,74
82,83,83,Martin Laird,77,55.36,31,56
83,84,84,Ben Crane,62,55.1,27,49
84,85,85,Jerry Kelly,79,55.0,22,40
85,86,86,Jonas Blixt,78,54.9,28,51
86,87,87,Tony Finau,106,54.84,34,62
87,88,88,Andres Romero,69,54.76,23,42
88,89,89,Mark Hubbard,79,54.72,29,53
89,90,90,Ian Poulter,68,54.35,25,46
90,91,91,Kevin Chappell,86,54.29,38,70
91,T92,T92,Erik Compton,86,54.17,26,48
92,T92,T92,Willy Wilcox,58,54.17,13,24
93,94,94,Bill Haas,89,54.05,20,37
94,95,95,Michael Thompson,83,53.97,34,63
95,96,96,Sangmoon Bae,98,53.93,48,89
96,97,97,Brooks Koepka,84,53.85,35,65
97,98,98,Luke Guthrie,84,53.7,29,54
98,99,99,Jimmy Walker,89,53.62,37,69
99,100,100,Tyrone Van Aswegen,58,53.57,15,28
100,101,101,Shawn Stefani,94,53.52,38,71
101,102,102,Robert Garrigus,70,53.49,23,43
102,T103,T103,Colt Knost,90,53.33,24,45
103,T103,T103,Greg Owen,58,53.33,16,30
104,105,105,William McGirt,103,53.16,42,79
105,106,106,Harris English,105,53.13,34,64
106,107,107,John Peterson,84,52.63,30,57
107,108,108,Daniel Summerhays,101,52.31,34,65
108,109,109,Andrew Putnam,68,52.27,23,44
109,110,110,Robert Streb,110,52.05,38,73
110,111,111,Troy Merritt,91,52.0,39,75
111,112,112,Lucas Glover,79,51.79,29,56
112,113,113,Jim Furyk,71,51.72,15,29
113,114,114,Ken Duke,93,51.67,31,60
114,115,115,Geoff Ogilvy,50,51.52,17,33
115,116,116,Henrik Stenson,63,51.43,18,35
116,T117,T117,Seung-Yul Noh,65,51.28,20,39
117,T117,T117,Johnson Wagner,68,51.28,20,39
118,T119,T119,Robert Allenby,63,51.22,21,41
119,T119,T119,Whee Kim,71,51.22,21,41
120,121,121,Graham DeLaet,65,51.02,25,49
121,T122,T122,Jim Herman,88,50.94,27,53
122,T122,T122,Billy Hurley III,83,50.94,27,53
123,T122,T122,Ryan Moore,81,50.94,27,53
124,T125,T125,David Lingmerth,90,50.88,29,57
125,T125,T125,Jeff Overton,94,50.88,29,57
126,127,127,Ben Martin,93,50.79,32,63
127,128,128,Nick Taylor,91,50.72,35,69
128,T129,T129,Jason Bohn,95,50.0,34,68
129,T129,T129,Greg Chalmers,58,50.0,17,34
130,T129,T129,Sergio Garcia,59,50.0,13,26
131,T129,T129,Charley Hoffman,97,50.0,40,80
132,T129,T129,Adam Scott,51,50.0,10,20
133,134,134,Chesson Hadley,101,49.3,35,71
134,135,135,Chris Stroud,84,49.15,29,59
135,136,136,Bubba Watson,71,48.78,20,41
136,137,137,Kevin Kisner,104,48.53,33,68
137,138,138,Justin Thomas,106,48.44,31,64
138,139,139,Matt Every,73,48.15,26,54
139,140,140,Marc Leishman,74,48.0,24,50
140,T141,T141,J.J. Henry,94,47.92,23,48
141,T141,T141,Alex Prugh,84,47.92,23,48
142,143,143,Hudson Swafford,97,47.89,34,71
143,144,144,Retief Goosen,81,47.73,21,44
144,145,145,Morgan Hoffmann,85,47.69,31,65
145,146,146,Paul Casey,87,47.62,20,42
146,147,147,Russell Henley,87,47.54,29,61
147,148,148,Justin Leonard,61,47.22,17,36
148,149,149,Camilo Villegas,83,47.14,33,70
149,150,150,Bo Van Pelt,81,47.06,24,51
150,151,151,Patrick Rodgers,57,46.81,22,47
151,T152,T152,Max Homa,78,46.67,28,60
152,T152,T152,Scott Stallings,60,46.67,14,30
153,154,154,Tom Hoge,83,46.51,20,43
154,155,155,Boo Weekley,79,46.43,26,56
155,156,156,Davis Love III,51,46.15,18,39
156,157,157,Fabián Gómez,83,45.9,28,61
157,158,158,Jason Gore,76,45.83,22,48
158,159,159,Billy Horschel,99,45.45,25,55
159,160,160,Jim Renner,68,45.24,19,42
160,161,161,J.B. Holmes,89,45.1,23,51
161,162,162,Kevin Streelman,95,45.0,18,40
162,163,163,Gary Woodland,81,44.19,19,43
163,164,164,Jason Kokrak,88,43.9,36,82
164,T165,T165,Scott Pinckney,88,43.75,21,48
165,T165,T165,Byron Smith,59,43.75,14,32
166,167,167,Andrew Svoboda,80,43.64,24,55
167,168,168,Nicholas Thompson,90,43.33,26,60
168,169,169,Scott Piercy,90,43.1,25,58
169,170,170,Gonzalo Fernandez-Castaño,81,42.86,21,49
170,171,171,Ángel Cabrera,53,42.0,21,50
171,172,172,Alex Cejka,94,41.38,24,58
172,173,173,Charles Howell III,105,39.68,25,63
173,174,174,Ryan Palmer,80,39.58,19,48
174,175,175,Dustin Johnson,75,39.53,17,43
175,176,176,Derek Ernst,75,39.22,20,51
176,177,177,Brendon de Jonge,106,38.67,29,75
177,178,178,Charlie Beljan,76,38.46,20,52
178,179,179,Jason Dufner,76,37.78,17,45
179,180,180,David Hearn,97,36.07,22,61
180,181,181,Spencer Levin,99,36.0,18,50
181,182,182,Chez Reavie,56,33.33,11,33
182,183,183,John Merrick,78,32.5,13,40
183,184,184,Oscar Fraustro,58,32.43,12,37
