,Proximity_to_Hole_from_10-20_yards_RANK THIS WEEK,Proximity_to_Hole_from_10-20_yards_RANK LAST WEEK,Proximity_to_Hole_from_10-20_yards_PLAYER NAME,Proximity_to_Hole_from_10-20_yards_ROUNDS,Proximity_to_Hole_from_10-20_yards_AVG DTP,Proximity_to_Hole_from_10-20_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_10-20_yards_# OF SHOTS,Proximity_to_Hole_from_10-20_yards_SCRAMBLING RANK
0,1,1,Steven Alker,62,"5' 4""",815.75,153,39
1,T2,T2,Jonathan Byrd,69,"5' 8""",755.75,134,5
2,T2,T2,Jerry Kelly,79,"5' 8""",990.25,176,7
3,T2,T2,Kevin Na,98,"5' 8""",1356.5829999999999,238,19
4,5,5,Jordan Spieth,91,"5' 9""",1200.833,208,4
5,6,6,Jon Curran,83,"5' 10""",1042.667,180,35
6,T7,T7,Chad Collins,79,"5' 11""",1067.25,181,1
7,T7,T7,Luke Donald,71,"5' 11""",839.25,141,46
8,T7,T7,Scott Langley,94,"5' 11""",1352.0,230,93
9,T7,T7,Webb Simpson,81,"5' 11""",1072.0,180,9
10,T7,T7,Mark Wilson,89,"5' 11""",1261.167,213,63
11,12,12,Seung-Yul Noh,65,"6' 0""",904.3330000000001,150,166
12,T13,T13,Roberto Castro,54,"6' 1""",566.8330000000001,93,169
13,T13,T13,Chris Kirk,76,"6' 1""",974.0,161,64
14,T13,T13,Justin Leonard,61,"6' 1""",961.4169999999999,157,34
15,T13,T13,Justin Thomas,106,"6' 1""",1574.9170000000001,258,37
16,T17,T17,Hideki Matsuyama,95,"6' 2""",1271.417,206,30
17,T17,T17,Bryce Molder,91,"6' 2""",1337.0829999999999,218,20
18,T17,T17,Cameron Tringale,96,"6' 2""",1447.0829999999999,236,27
19,T20,T20,Blayne Barber,76,"6' 3""",1057.75,169,80
20,T20,T20,Erik Compton,86,"6' 3""",1440.6670000000001,230,61
21,T20,T20,Matt Kuchar,97,"6' 3""",1464.75,235,13
22,T20,T20,Vijay Singh,78,"6' 3""",1262.333,203,50
23,T24,T24,Kevin Chappell,86,"6' 4""",1526.6670000000001,240,87
24,T24,T24,Derek Fathauer,81,"6' 4""",1423.3329999999999,225,129
25,T24,T24,Matt Jones,89,"6' 4""",1462.8329999999999,232,42
26,T24,T24,Patrick Reed,103,"6' 4""",1583.6670000000001,250,28
27,T24,T24,Justin Rose,69,"6' 4""",955.6669999999999,150,94
28,T24,T24,John Senden,80,"6' 4""",967.75,152,163
29,T30,T30,Jamie Donaldson,50,"6' 5""",688.75,108,81
30,T30,T30,Sergio Garcia,59,"6' 5""",693.25,108,109
31,T30,T30,Luke Guthrie,84,"6' 5""",1252.333,194,127
32,T30,T30,J.J. Henry,94,"6' 5""",1215.083,189,170
33,T30,T30,J.B. Holmes,89,"6' 5""",1380.3329999999999,215,85
34,T30,T30,Billy Hurley III,83,"6' 5""",1287.25,201,10
35,T30,T30,Russell Knox,96,"6' 5""",1340.5829999999999,210,71
36,T30,T30,Hunter Mahan,88,"6' 5""",1192.917,186,78
37,T30,T30,William McGirt,103,"6' 5""",1764.4170000000001,276,11
38,T30,T30,Carl Pettersson,106,"6' 5""",2008.1670000000001,311,26
39,T40,T40,Zac Blair,108,"6' 6""",1532.5,235,6
40,T40,T40,Jason Day,75,"6' 6""",979.4169999999999,151,2
41,T40,T40,Rickie Fowler,76,"6' 6""",1157.583,178,47
