,Scrambling_20-30_yds_RTP_Score_RANK THIS WEEK,Scrambling_20-30_yds_RTP_Score_RANK LAST WEEK,Scrambling_20-30_yds_RTP_Score_PLAYER NAME,Scrambling_20-30_yds_RTP_Score_ROUNDS,Scrambling_20-30_yds_RTP_Score_AVG RTP,Scrambling_20-30_yds_RTP_Score_TOTAL HOLES,Scrambling_20-30_yds_RTP_Score_TOTAL RTP
0,1,1,Bubba Watson,71,0.311,45,14.0
1,2,2,Jonathan Byrd,69,0.33299999999999996,57,19.0
2,3,3,Jordan Spieth,91,0.345,58,20.0
3,4,4,Morgan Hoffmann,85,0.354,99,35.0
4,5,5,Lee Westwood,56,0.35700000000000004,28,10.0
5,6,6,Jason Day,75,0.358,53,19.0
6,7,7,Aaron Baddeley,76,0.363,91,33.0
7,T8,T8,Bryce Molder,91,0.364,99,36.0
8,T8,T8,Sung Joon Park,79,0.364,77,28.0
9,10,10,Willy Wilcox,58,0.36700000000000005,30,11.0
10,11,11,Greg Owen,58,0.375,32,12.0
11,12,12,Jason Dufner,76,0.37799999999999995,45,17.0
12,13,13,Graham DeLaet,65,0.38,50,19.0
13,14,14,Jim Furyk,71,0.381,42,16.0
14,15,15,Brendon Todd,96,0.385,91,35.0
15,16,16,Chris Stroud,84,0.389,72,28.0
16,17,17,Johnson Wagner,68,0.39,59,23.0
17,18,18,J.B. Holmes,89,0.392,74,29.0
18,T19,T19,Martin Laird,77,0.39399999999999996,71,28.0
19,T19,T19,David Toms,62,0.39399999999999996,66,26.0
20,21,21,Tyrone Van Aswegen,58,0.395,43,17.0
21,T22,T22,Danny Lee,120,0.39799999999999996,113,45.0
22,T22,T22,Brandt Snedeker,98,0.39799999999999996,93,37.0
23,24,24,Luke Guthrie,84,0.4,75,30.0
24,25,25,Cameron Tringale,96,0.402,92,37.0
25,26,26,Gary Woodland,81,0.40299999999999997,67,27.0
26,27,27,Robert Streb,110,0.40399999999999997,99,40.0
27,28,28,Phil Mickelson,70,0.408,76,31.0
28,T29,T29,K.J. Choi,66,0.41100000000000003,73,30.0
29,T29,T29,Luke Donald,71,0.41100000000000003,73,30.0
30,31,31,Jamie Donaldson,50,0.41200000000000003,51,21.0
31,T32,T32,Ricky Barnes,82,0.41700000000000004,84,35.0
32,T32,T32,Martin Flores,95,0.41700000000000004,72,30.0
33,T34,T34,Jon Curran,83,0.419,74,31.0
34,T34,T34,Justin Leonard,61,0.419,86,36.0
35,36,36,Charley Hoffman,97,0.424,99,42.0
36,T37,T37,Steven Bowditch,103,0.429,91,39.0
37,T37,T37,Webb Simpson,81,0.429,63,27.0
38,39,39,Alex Cejka,94,0.43200000000000005,88,38.0
39,T40,T40,Ben Crane,62,0.433,60,26.0
40,T40,T40,Boo Weekley,79,0.433,60,26.0
41,42,42,Kevin Na,98,0.435,85,37.0
42,43,43,Matt Kuchar,97,0.436,101,44.0
43,T44,T44,Steven Alker,62,0.444,54,24.0
44,T44,T44,Retief Goosen,81,0.444,72,32.0
45,46,46,John Huh,102,0.447,103,46.0
46,T47,T47,Chad Collins,79,0.44799999999999995,67,30.0
47,T47,T47,Pat Perez,96,0.44799999999999995,67,30.0
48,T49,T49,Jerry Kelly,79,0.455,99,45.0
49,T49,T49,Justin Rose,69,0.455,33,15.0
50,51,51,Kyle Reifers,96,0.457,94,43.0
51,T52,T52,Max Homa,78,0.462,65,30.0
52,T52,T52,Troy Merritt,91,0.462,104,48.0
53,T52,T52,Brian Stuard,97,0.462,78,36.0
54,55,55,Ian Poulter,68,0.46299999999999997,67,31.0
55,56,56,Chesson Hadley,101,0.465,101,47.0
56,57,57,Seung-Yul Noh,65,0.466,58,27.0
57,58,58,Kevin Chappell,86,0.467,75,35.0
58,59,59,Andrew Putnam,68,0.46799999999999997,77,36.0
59,T60,T60,Scott Langley,94,0.47,83,39.0
60,T60,T60,John Merrick,78,0.47,66,31.0
61,T62,T62,Derek Ernst,75,0.47100000000000003,70,33.0
62,T62,T62,Andres Gonzales,90,0.47100000000000003,87,41.0
63,T62,T62,Byron Smith,59,0.47100000000000003,34,16.0
64,T65,T65,Michael Putnam,87,0.47200000000000003,72,34.0
65,T65,T65,Patrick Reed,103,0.47200000000000003,89,42.0
66,T67,T67,Ken Duke,93,0.473,91,43.0
67,T67,T67,Whee Kim,71,0.473,55,26.0
68,69,69,Davis Love III,51,0.475,40,19.0
69,70,70,J.J. Henry,94,0.47600000000000003,84,40.0
70,71,71,George McNeill,93,0.47700000000000004,107,51.0
71,T72,T72,Billy Hurley III,83,0.478,67,32.0
72,T72,T72,Hudson Swafford,97,0.478,69,33.0
73,T72,T72,Jhonattan Vegas,90,0.478,90,43.0
74,75,75,Eric Axley,57,0.479,48,23.0
75,T76,T76,Zac Blair,108,0.48100000000000004,129,62.0
76,T76,T76,Jason Gore,76,0.48100000000000004,52,25.0
77,T76,T76,William McGirt,103,0.48100000000000004,108,52.0
78,T76,T76,Jonathan Randolph,72,0.48100000000000004,77,37.0
79,T76,T76,Jim Renner,68,0.48100000000000004,52,25.0
80,81,81,Carlos Ortiz,100,0.48200000000000004,85,41.0
81,82,82,Kevin Kisner,104,0.483,89,43.0
82,83,83,Chez Reavie,56,0.486,37,18.0
83,84,84,Daniel Summerhays,101,0.48700000000000004,115,56.0
84,85,85,Colt Knost,90,0.488,86,42.0
85,T86,T86,Billy Horschel,99,0.49200000000000005,61,30.0
86,T86,T86,Hideki Matsuyama,95,0.49200000000000005,61,30.0
87,T88,T88,Gonzalo Fernandez-Castaño,81,0.493,73,36.0
88,T88,T88,Bo Van Pelt,81,0.493,73,36.0
89,T90,T90,Brendan Steele,88,0.494,77,38.0
90,T90,T90,Camilo Villegas,83,0.494,83,41.0
91,T92,T92,Harris English,105,0.495,97,48.0
92,T92,T92,Derek Fathauer,81,0.495,99,49.0
93,T94,T94,Padraig Harrington,60,0.5,64,32.0
94,T94,T94,Matt Jones,89,0.5,84,42.0
95,T94,T94,Bill Lunde,50,0.5,40,20.0
96,T94,T94,Rory Sabbatini,81,0.5,68,34.0
97,T94,T94,Heath Slocum,57,0.5,48,24.0
98,T94,T94,Henrik Stenson,63,0.5,42,21.0
99,T94,T94,Mark Wilson,89,0.5,104,52.0
