,Proximity_to_Hole_from__10_yards_RANK THIS WEEK,Proximity_to_Hole_from__10_yards_RANK LAST WEEK,Proximity_to_Hole_from__10_yards_PLAYER NAME,Proximity_to_Hole_from__10_yards_ROUNDS,Proximity_to_Hole_from__10_yards_AVG DTP,Proximity_to_Hole_from__10_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from__10_yards_# OF SHOTS,Proximity_to_Hole_from__10_yards_SCRAMBLING RANK
0,1,1,Ricky Barnes,82,"2' 6""",240.833,95,69
1,2,2,David Toms,62,"2' 7""",233.833,92,12
2,3,3,Jerry Kelly,79,"2' 8""",282.16700000000003,107,7
3,T4,T4,Rory Sabbatini,81,"2' 9""",327.16700000000003,120,17
4,T4,T4,Bo Van Pelt,81,"2' 9""",227.667,84,154
5,T6,T6,Steven Alker,62,"2' 10""",235.833,83,39
6,T6,T6,Jason Day,75,"2' 10""",245.917,88,2
7,T6,T6,Bill Haas,89,"2' 10""",313.25,112,31
8,T6,T6,Padraig Harrington,60,"2' 10""",248.667,87,137
9,T10,T10,Robert Allenby,63,"2' 11""",271.0,93,180
10,T10,T10,Jonathan Byrd,69,"2' 11""",221.833,75,5
11,T10,T10,Luke Donald,71,"2' 11""",214.5,73,46
12,T10,T10,Sergio Garcia,59,"2' 11""",200.917,69,109
13,T10,T10,Brice Garnett,81,"2' 11""",238.667,83,156
14,T10,T10,David Hearn,97,"2' 11""",384.167,132,131
15,T10,T10,Louis Oosthuizen,68,"2' 11""",221.083,75,41
16,T10,T10,Scott Stallings,60,"2' 11""",262.5,90,171
17,T10,T10,Nick Watney,91,"2' 11""",387.333,131,103
18,T19,T19,Aaron Baddeley,76,"3' 0""",266.41700000000003,89,48
19,T19,T19,K.J. Choi,66,"3' 0""",245.25,82,16
20,T19,T19,Jim Furyk,71,"3' 0""",240.833,80,18
21,T19,T19,J.B. Holmes,89,"3' 0""",342.417,113,85
22,T19,T19,Andres Romero,69,"3' 0""",349.583,115,140
23,T19,T19,Webb Simpson,81,"3' 0""",356.917,118,9
24,T19,T19,Cameron Tringale,96,"3' 0""",390.083,130,27
25,T19,T19,Tyrone Van Aswegen,58,"3' 0""",172.5,58,116
26,T19,T19,Boo Weekley,79,"3' 0""",358.833,119,73
27,T28,T28,Steven Bowditch,103,"3' 1""",485.0,158,3
