,Proximity_to_Hole_from__10_yards_RANK THIS WEEK,Proximity_to_Hole_from__10_yards_RANK LAST WEEK,Proximity_to_Hole_from__10_yards_PLAYER NAME,Proximity_to_Hole_from__10_yards_ROUNDS,Proximity_to_Hole_from__10_yards_AVG DTP,Proximity_to_Hole_from__10_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from__10_yards_# OF SHOTS,Proximity_to_Hole_from__10_yards_SCRAMBLING RANK
28,T28,T28,Rickie Fowler,76,"3' 1""",309.16700000000003,100,47
29,T28,T28,Ryo Ishikawa,90,"3' 1""",363.25,118,159
30,T28,T28,Matt Jones,89,"3' 1""",349.0,113,42
31,T28,T28,Ian Poulter,68,"3' 1""",261.0,84,54
32,T28,T28,Chez Reavie,56,"3' 1""",291.33299999999997,95,152
33,T28,T28,Jordan Spieth,91,"3' 1""",397.75,128,4
34,T28,T28,Justin Thomas,106,"3' 1""",483.667,158,37
35,T36,T36,Chad Campbell,97,"3' 2""",449.75,143,88
36,T36,T36,Greg Chalmers,58,"3' 2""",215.417,68,132
37,T36,T36,Brian Davis,86,"3' 2""",366.333,116,56
38,T36,T36,Jamie Donaldson,50,"3' 2""",126.25,40,81
39,T36,T36,Whee Kim,71,"3' 2""",266.0,85,123
40,T36,T36,John Peterson,84,"3' 2""",425.0,136,14
41,T36,T36,D.A. Points,72,"3' 2""",279.91700000000003,88,75
42,T36,T36,Byron Smith,59,"3' 2""",206.0,65,172
43,T36,T36,Jhonattan Vegas,90,"3' 2""",358.333,113,89
44,T45,T45,Eric Axley,57,"3' 3""",237.5,73,56
45,T45,T45,Gonzalo Fernandez-Castaño,81,"3' 3""",416.583,129,120
46,T45,T45,Morgan Hoffmann,85,"3' 3""",422.25,129,92
47,T45,T45,Billy Hurley III,83,"3' 3""",354.25,109,10
48,T45,T45,Zach Johnson,90,"3' 3""",348.0,106,49
49,T45,T45,Chris Kirk,76,"3' 3""",326.25,100,64
50,T45,T45,Troy Merritt,91,"3' 3""",549.3330000000001,167,33
51,T45,T45,Sean O'Hair,86,"3' 3""",480.25,149,83
52,T45,T45,Adam Scott,51,"3' 3""",170.0,52,173
53,T45,T45,Heath Slocum,57,"3' 3""",188.667,58,138
54,T45,T45,Brandt Snedeker,98,"3' 3""",417.333,128,15
55,T45,T45,Brendan Steele,88,"3' 3""",433.333,132,68
56,T45,T45,Henrik Stenson,63,"3' 3""",197.417,60,25
57,T45,T45,Camilo Villegas,83,"3' 3""",446.25,137,96
58,T59,T59,Jason Bohn,95,"3' 4""",520.9169999999999,155,51
59,T59,T59,Scott Brown,97,"3' 4""",544.0,163,55
60,T59,T59,Ben Crane,62,"3' 4""",264.83299999999997,80,29
61,T59,T59,Graham DeLaet,65,"3' 4""",290.5,88,133
62,T59,T59,Harris English,105,"3' 4""",518.4169999999999,156,36
63,T59,T59,Retief Goosen,81,"3' 4""",366.75,111,85
64,T59,T59,George McNeill,93,"3' 4""",498.833,148,44
65,T59,T59,Carl Pettersson,106,"3' 4""",578.0,175,26
66,T59,T59,Patrick Reed,103,"3' 4""",450.25,136,28
67,T59,T59,Kyle Reifers,96,"3' 4""",373.5,111,40
68,T59,T59,Tim Wilkinson,73,"3' 4""",325.0,98,111
69,T70,T70,Jonas Blixt,78,"3' 5""",240.917,71,107
70,T70,T70,Alex Cejka,94,"3' 5""",479.5,142,62
71,T70,T70,Derek Ernst,75,"3' 5""",355.917,104,135
72,T70,T70,Lucas Glover,79,"3' 5""",384.25,113,164
73,T70,T70,James Hahn,94,"3' 5""",427.0,125,108
74,T70,T70,Jason Kokrak,88,"3' 5""",473.5,137,114
75,T70,T70,Jeff Overton,94,"3' 5""",434.333,128,98
76,T70,T70,Ryan Palmer,80,"3' 5""",345.083,102,60
77,T70,T70,Sung Joon Park,79,"3' 5""",369.083,109,8
78,T70,T70,Vijay Singh,78,"3' 5""",465.667,136,50
79,T70,T70,Chris Stroud,84,"3' 5""",393.25,115,71
80,T70,T70,Brendon Todd,96,"3' 5""",466.0,137,22
81,T70,T70,Mark Wilson,89,"3' 5""",328.333,95,63
82,T83,T83,Charlie Beljan,76,"3' 6""",397.0,113,184
83,T83,T83,Brendon de Jonge,106,"3' 6""",540.3330000000001,154,91
84,T83,T83,Martin Flores,95,"3' 6""",386.667,111,99
85,T83,T83,Robert Garrigus,70,"3' 6""",395.75,114,176
86,T83,T83,Adam Hadwin,95,"3' 6""",431.0,124,110
87,T83,T83,Scott Langley,94,"3' 6""",459.167,130,93
88,T83,T83,Francesco Molinari,56,"3' 6""",228.333,66,111
89,T83,T83,Scott Piercy,90,"3' 6""",485.0,139,105
90,T83,T83,Roger Sloan,56,"3' 6""",233.083,66,175
91,T83,T83,Willy Wilcox,58,"3' 6""",178.917,51,24
92,T93,T93,Paul Casey,87,"3' 7""",315.66700000000003,89,150
93,T93,T93,Ernie Els,57,"3' 7""",253.083,70,144
94,T93,T93,Derek Fathauer,81,"3' 7""",416.667,117,129
95,T93,T93,Chesson Hadley,101,"3' 7""",604.5830000000001,167,125
96,T93,T93,Bryce Molder,91,"3' 7""",384.0,108,20
97,T93,T93,Cameron Percy,72,"3' 7""",386.333,107,148
98,T93,T93,Andrew Putnam,68,"3' 7""",382.667,107,139
99,T93,T93,Brian Stuard,97,"3' 7""",547.4169999999999,154,66
100,T93,T93,Hudson Swafford,97,"3' 7""",479.75,133,160
101,T93,T93,Johnson Wagner,68,"3' 7""",322.0,89,82
102,T93,T93,Jimmy Walker,89,"3' 7""",329.583,92,124
103,T104,T104,Sangmoon Bae,98,"3' 8""",566.5830000000001,153,45
104,T104,T104,Zac Blair,108,"3' 8""",506.167,139,6
105,T104,T104,Jason Dufner,76,"3' 8""",284.16700000000003,77,162
106,T104,T104,Brian Harman,90,"3' 8""",444.0,121,77
107,T104,T104,Charley Hoffman,97,"3' 8""",461.167,125,100
108,T104,T104,Brooks Koepka,84,"3' 8""",377.75,104,143
109,T104,T104,Matt Kuchar,97,"3' 8""",420.75,115,13
110,T104,T104,Greg Owen,58,"3' 8""",232.75,64,74
111,T104,T104,Robert Streb,110,"3' 8""",489.5,134,79
112,T113,T113,Daniel Berger,97,"3' 9""",509.917,135,59
113,T113,T113,Kevin Chappell,86,"3' 9""",484.167,129,87
114,T113,T113,Chad Collins,79,"3' 9""",446.5,119,1
115,T113,T113,Luke Guthrie,84,"3' 9""",453.167,121,127
116,T113,T113,Russell Henley,87,"3' 9""",354.0,95,130
117,T113,T113,Davis Love III,51,"3' 9""",299.16700000000003,80,136
118,T113,T113,Hunter Mahan,88,"3' 9""",399.667,107,78
119,T113,T113,Phil Mickelson,70,"3' 9""",385.083,103,84
120,T113,T113,Carlos Ortiz,100,"3' 9""",470.917,125,158
121,T113,T113,Pat Perez,96,"3' 9""",541.5830000000001,143,69
122,T113,T113,Sam Saunders,83,"3' 9""",485.667,129,121
123,T113,T113,Kevin Streelman,95,"3' 9""",415.583,112,104
124,T113,T113,Michael Thompson,83,"3' 9""",377.667,100,161
125,T113,T113,Gary Woodland,81,"3' 9""",328.833,88,142
126,T127,T127,Keegan Bradley,87,"3' 10""",418.417,109,115
127,T127,T127,Roberto Castro,54,"3' 10""",248.917,65,169
128,T127,T127,Matt Every,73,"3' 10""",409.083,106,153
129,T127,T127,Tony Finau,106,"3' 10""",579.1669999999999,150,149
130,T127,T127,Danny Lee,120,"3' 10""",743.6669999999999,194,52
131,T127,T127,Scott Pinckney,88,"3' 10""",386.0,101,155
132,T127,T127,John Senden,80,"3' 10""",319.66700000000003,83,163
133,T134,T134,Blayne Barber,76,"3' 11""",454.5,116,80
134,T134,T134,Billy Horschel,99,"3' 11""",430.333,111,126
135,T134,T134,Mark Hubbard,79,"3' 11""",384.75,99,38
136,T134,T134,Kevin Kisner,104,"3' 11""",709.8330000000001,183,21
137,T134,T134,Russell Knox,96,"3' 11""",536.75,138,71
138,T134,T134,Martin Laird,77,"3' 11""",433.417,111,67
139,T134,T134,Justin Leonard,61,"3' 11""",315.5,80,34
140,T134,T134,William McGirt,103,"3' 11""",599.3330000000001,152,11
141,T134,T134,Kevin Na,98,"3' 11""",445.667,114,19
142,T134,T134,Seung-Yul Noh,65,"3' 11""",296.08299999999997,75,166
143,T134,T134,Charl Schwartzel,67,"3' 11""",272.0,70,168
144,T134,T134,Lee Westwood,56,"3' 11""",223.583,57,178
145,T146,T146,Ángel Cabrera,53,"4' 0""",303.83299999999997,76,183
146,T146,T146,Stewart Cink,77,"4' 0""",317.25,80,117
147,T146,T146,Erik Compton,86,"4' 0""",524.4169999999999,130,61
148,T146,T146,Tom Hoge,83,"4' 0""",467.917,116,106
149,T146,T146,Marc Leishman,74,"4' 0""",377.333,94,141
150,T146,T146,Ben Martin,93,"4' 0""",442.25,111,174
151,T146,T146,Hideki Matsuyama,95,"4' 0""",511.417,127,30
152,T146,T146,Geoff Ogilvy,50,"4' 0""",173.083,43,181
153,T146,T146,Alex Prugh,84,"4' 0""",376.833,94,177
154,T146,T146,Michael Putnam,87,"4' 0""",378.167,95,95
155,T146,T146,Jonathan Randolph,72,"4' 0""",315.83299999999997,79,53
156,T146,T146,Justin Rose,69,"4' 0""",307.5,77,94
157,T146,T146,Shawn Stefani,94,"4' 0""",544.3330000000001,137,146
158,T146,T146,Nick Taylor,91,"4' 0""",544.9169999999999,137,113
159,T146,T146,Steve Wheatcroft,87,"4' 0""",470.0,118,56
160,T161,T161,J.J. Henry,94,"4' 1""",376.417,92,170
161,T161,T161,Charles Howell III,105,"4' 1""",543.8330000000001,134,151
162,T161,T161,Spencer Levin,99,"4' 1""",560.0,138,76
163,T161,T161,David Lingmerth,90,"4' 1""",638.6669999999999,158,42
164,T161,T161,John Merrick,78,"4' 1""",402.667,98,134
165,T166,T166,Jon Curran,83,"4' 2""",382.667,91,35
166,T166,T166,Fabián Gómez,83,"4' 2""",497.583,119,101
167,T166,T166,Andres Gonzales,90,"4' 2""",417.917,100,157
168,T166,T166,John Huh,102,"4' 2""",623.4169999999999,150,23
169,T166,T166,Dustin Johnson,75,"4' 2""",438.667,105,119
170,T166,T166,Ryan Moore,81,"4' 2""",425.0,103,65
171,T166,T166,Bubba Watson,71,"4' 2""",385.333,92,32
172,T173,T173,Jim Herman,88,"4' 3""",429.25,101,118
173,T173,T173,Max Homa,78,"4' 3""",430.333,101,90
174,T173,T173,Colt Knost,90,"4' 3""",543.4169999999999,129,97
175,T173,T173,Jim Renner,68,"4' 3""",447.083,105,165
176,T177,T177,Daniel Summerhays,101,"4' 5""",624.0,142,122
177,T177,T177,Nicholas Thompson,90,"4' 5""",510.75,115,179
178,T179,T179,Jason Gore,76,"4' 6""",435.667,96,167
179,T179,T179,Andrew Svoboda,80,"4' 6""",471.5,105,182
180,T181,T181,Ken Duke,93,"4' 7""",645.75,140,102
181,T181,T181,Oscar Fraustro,58,"4' 7""",284.91700000000003,62,147
182,T181,T181,Patrick Rodgers,57,"4' 7""",310.0,68,145
183,184,184,Bill Lunde,50,"4' 8""",260.0,56,128
