,Proximity_to_Hole_from_20-30_yards_RANK THIS WEEK,Proximity_to_Hole_from_20-30_yards_RANK LAST WEEK,Proximity_to_Hole_from_20-30_yards_PLAYER NAME,Proximity_to_Hole_from_20-30_yards_ROUNDS,Proximity_to_Hole_from_20-30_yards_AVG DTP,Proximity_to_Hole_from_20-30_yards_TOTAL DISTANCE (FEET),Proximity_to_Hole_from_20-30_yards_# OF SHOTS,Proximity_to_Hole_from_20-30_yards_SCRAMBLING RANK
0,1,1,Kevin Na,98,"6' 8""",690.6669999999999,103,19
1,2,2,Tim Wilkinson,73,"7' 3""",645.0,89,111
2,T3,T3,Greg Owen,58,"7' 4""",357.5,49,74
3,T3,T3,Webb Simpson,81,"7' 4""",652.8330000000001,89,9
4,T3,T3,Byron Smith,59,"7' 4""",337.5,46,172
5,T6,T6,Jason Dufner,76,"7' 5""",524.4169999999999,71,162
6,T6,T6,Matt Kuchar,97,"7' 5""",931.8330000000001,126,13
7,T8,T8,Colt Knost,90,"7' 8""",753.25,98,97
8,T8,T8,Brendon Todd,96,"7' 8""",888.25,116,22
9,10,10,Luke Donald,71,"7' 10""",717.6669999999999,92,46
10,T11,T11,J.B. Holmes,89,"7' 11""",812.4169999999999,103,85
11,T11,T11,Jordan Spieth,91,"7' 11""",650.25,82,4
12,T13,T13,Derek Ernst,75,"8' 1""",700.9169999999999,87,135
13,T13,T13,Padraig Harrington,60,"8' 1""",566.4169999999999,70,137
14,T13,T13,Whee Kim,71,"8' 1""",502.417,62,123
15,T13,T13,Pat Perez,96,"8' 1""",803.1669999999999,99,69
16,T17,T17,Steven Alker,62,"8' 2""",565.6669999999999,69,39
17,T17,T17,Danny Lee,120,"8' 2""",1155.917,142,52
18,T17,T17,John Merrick,78,"8' 2""",654.0,80,134
19,T17,T17,Ryan Moore,81,"8' 2""",663.5830000000001,81,65
20,T17,T17,Brandt Snedeker,98,"8' 2""",992.6669999999999,121,15
21,T17,T17,Chris Stroud,84,"8' 2""",770.0,94,71
22,T23,T23,Chad Collins,79,"8' 3""",698.9169999999999,85,1
23,T23,T23,Brian Davis,86,"8' 3""",815.25,99,56
24,T23,T23,Charles Howell III,105,"8' 3""",1257.75,153,151
25,T23,T23,Phil Mickelson,70,"8' 3""",831.9169999999999,101,84
26,T27,T27,Jamie Donaldson,50,"8' 4""",514.5,62,81
27,T27,T27,Luke Guthrie,84,"8' 4""",813.3330000000001,98,127
28,T27,T27,Morgan Hoffmann,85,"8' 4""",1042.417,125,92
29,T27,T27,Ben Martin,93,"8' 4""",870.1669999999999,104,174
30,T27,T27,Sung Joon Park,79,"8' 4""",733.5830000000001,88,8
31,T27,T27,Heath Slocum,57,"8' 4""",468.917,56,138
32,T27,T27,Robert Streb,110,"8' 4""",1205.583,145,79
33,T27,T27,Jimmy Walker,89,"8' 4""",732.4169999999999,88,124
34,T35,T35,Steven Bowditch,103,"8' 5""",1203.417,143,3
35,T35,T35,Scott Brown,97,"8' 5""",938.9169999999999,112,55
36,T35,T35,Jonathan Byrd,69,"8' 5""",674.3330000000001,80,5
37,T35,T35,Ben Crane,62,"8' 5""",553.8330000000001,66,29
38,T35,T35,Jim Renner,68,"8' 5""",675.5,80,165
39,T35,T35,Michael Thompson,83,"8' 5""",953.4169999999999,113,161
40,T35,T35,Camilo Villegas,83,"8' 5""",897.0,107,96
41,T35,T35,Mark Wilson,89,"8' 5""",1091.917,130,63
42,T43,T43,Zac Blair,108,"8' 7""",1215.333,141,6
43,T43,T43,Jerry Kelly,79,"8' 7""",940.5830000000001,110,7
44,T43,T43,Bryce Molder,91,"8' 7""",1008.5,117,20
45,T43,T43,Ian Poulter,68,"8' 7""",703.9169999999999,82,54
46,T43,T43,Jhonattan Vegas,90,"8' 7""",876.1669999999999,102,89
47,T48,T48,Matt Every,73,"8' 8""",878.3330000000001,101,153
48,T48,T48,Justin Leonard,61,"8' 8""",793.75,92,34
49,T48,T48,Patrick Rodgers,57,"8' 8""",423.25,49,145
50,T48,T48,Cameron Tringale,96,"8' 8""",975.3330000000001,113,27
51,T48,T48,Boo Weekley,79,"8' 8""",686.4169999999999,79,73
52,T53,T53,Brian Harman,90,"8' 9""",959.75,110,77
53,T53,T53,Russell Henley,87,"8' 9""",954.9169999999999,109,130
54,T53,T53,Mark Hubbard,79,"8' 9""",745.3330000000001,85,38
55,T53,T53,Patrick Reed,103,"8' 9""",997.0,114,28
56,T53,T53,Kyle Reifers,96,"8' 9""",1047.083,120,40
57,T58,T58,Jason Bohn,95,"8' 10""",910.6669999999999,103,51
58,T58,T58,Kevin Chappell,86,"8' 10""",890.1669999999999,101,87
59,T58,T58,Jon Curran,83,"8' 10""",762.5830000000001,86,35
60,T58,T58,David Hearn,97,"8' 10""",969.5,110,131
61,T58,T58,J.J. Henry,94,"8' 10""",947.1669999999999,107,170
62,T58,T58,Francesco Molinari,56,"8' 10""",510.583,58,111
63,T58,T58,Justin Thomas,106,"8' 10""",1126.25,128,37
64,T65,T65,Aaron Baddeley,76,"8' 11""",1148.833,129,48
65,T65,T65,Jonas Blixt,78,"8' 11""",604.0830000000001,68,107
66,T65,T65,Hideki Matsuyama,95,"8' 11""",768.75,86,30
67,T65,T65,Nick Watney,91,"8' 11""",939.6669999999999,105,103
68,T69,T69,Chad Campbell,97,"9' 0""",1037.167,115,88
69,T69,T69,Alex Cejka,94,"9' 0""",1046.833,116,62
70,T69,T69,Greg Chalmers,58,"9' 0""",459.25,51,132
71,T69,T69,Scott Langley,94,"9' 0""",926.3330000000001,103,93
72,T69,T69,Andrew Putnam,68,"9' 0""",767.25,85,139
73,T69,T69,Rory Sabbatini,81,"9' 0""",865.5,96,17
74,T69,T69,Bubba Watson,71,"9' 0""",770.8330000000001,86,32
75,T76,T76,Roberto Castro,54,"9' 1""",490.167,54,169
76,T76,T76,K.J. Choi,66,"9' 1""",783.8330000000001,86,16
77,T76,T76,Brian Stuard,97,"9' 1""",897.5830000000001,99,66
78,T76,T76,Tyrone Van Aswegen,58,"9' 1""",498.833,55,116
79,T80,T80,Ricky Barnes,82,"9' 2""",967.5,106,69
80,T80,T80,Tony Finau,106,"9' 2""",1137.083,124,149
81,T80,T80,Fabián Gómez,83,"9' 2""",762.5830000000001,83,101
82,T80,T80,Retief Goosen,81,"9' 2""",837.3330000000001,91,85
83,T80,T80,Brooks Koepka,84,"9' 2""",727.0,79,143
84,T80,T80,Marc Leishman,74,"9' 2""",725.3330000000001,79,141
85,T80,T80,Ryan Palmer,80,"9' 2""",579.6669999999999,63,60
86,T80,T80,D.A. Points,72,"9' 2""",791.0,86,75
87,T80,T80,Jonathan Randolph,72,"9' 2""",761.4169999999999,83,53
88,T80,T80,Shawn Stefani,94,"9' 2""",1104.833,121,146
89,T80,T80,Nick Taylor,91,"9' 2""",1088.667,119,113
90,T80,T80,Willy Wilcox,58,"9' 2""",404.417,44,24
91,T92,T92,Gonzalo Fernandez-Castaño,81,"9' 3""",999.1669999999999,108,120
92,T92,T92,Jim Furyk,71,"9' 3""",573.6669999999999,62,18
93,T92,T92,Chesson Hadley,101,"9' 3""",1278.167,138,125
94,T92,T92,George McNeill,93,"9' 3""",1239.833,134,44
95,T92,T92,Louis Oosthuizen,68,"9' 3""",564.3330000000001,61,41
96,T97,T97,Jason Day,75,"9' 4""",744.5830000000001,80,2
97,T97,T97,Chris Kirk,76,"9' 4""",699.6669999999999,75,64
98,T99,T99,Ernie Els,57,"9' 5""",564.8330000000001,60,144
99,T99,T99,Zach Johnson,90,"9' 5""",931.3330000000001,99,49
100,T99,T99,Matt Jones,89,"9' 5""",1071.833,114,42
101,T99,T99,Kevin Kisner,104,"9' 5""",1141.167,121,21
102,T99,T99,Jason Kokrak,88,"9' 5""",1101.833,117,114
103,T99,T99,Charl Schwartzel,67,"9' 5""",650.3330000000001,69,168
104,T99,T99,Adam Scott,51,"9' 5""",377.0,40,173
105,T106,T106,Martin Flores,95,"9' 6""",922.0830000000001,97,99
106,T106,T106,Bill Haas,89,"9' 6""",964.8330000000001,102,31
107,T106,T106,Charley Hoffman,97,"9' 6""",1290.417,136,100
108,T106,T106,John Huh,102,"9' 6""",1236.167,130,23
109,T106,T106,David Lingmerth,90,"9' 6""",1049.083,110,42
110,T106,T106,William McGirt,103,"9' 6""",1322.5829999999999,139,11
111,T106,T106,David Toms,62,"9' 6""",694.9169999999999,73,12
112,T106,T106,Bo Van Pelt,81,"9' 6""",810.9169999999999,85,154
