,Hang_Time_RANK THIS WEEK,Hang_Time_RANK LAST WEEK,Hang_Time_PLAYER NAME,Hang_Time_ROUNDS,Hang_Time_AVG.,Hang_Time_TOTAL ACTUAL HANG TIME,Hang_Time_TOTAL ATTEMPTS,Hang_Time_LONGEST ACT. HANG TIME,Hang_Time_SHORTEST ACT. HANG TIME
0,1,1,Graham DeLaet,94,6.9,466.1,68,7.9,4.8
1,T2,T2,Jason Day,86,6.8,312.7,46,8.0,3.5
2,T2,T2,Rickie Fowler,75,6.8,369.6,54,7.9,4.3
3,T2,T2,Patrick Reed,83,6.8,432.2,64,8.2,4.3
4,T2,T2,Henrik Stenson,65,6.8,156.7,23,7.6,5.5
5,T2,T2,Josh Teater,86,6.8,399.2,59,8.0,4.6
6,T7,T7,Ángel Cabrera,73,6.7,352.5,53,7.8,5.0
7,T7,T7,Nick Watney,88,6.7,447.6,67,8.2,4.7
8,T9,T9,Keegan Bradley,88,6.6,383.9,58,7.7,3.7
9,T9,T9,Bud Cauley,67,6.6,337.6,51,7.8,5.2
10,T9,T9,Charley Hoffman,84,6.6,474.6,72,7.6,3.9
11,T9,T9,Billy Horschel,96,6.6,500.5,76,7.8,5.0
12,T9,T9,Sean O'Hair,56,6.6,264.1,40,7.6,4.0
13,T9,T9,John Rollins,77,6.6,427.2,65,7.5,5.5
14,T15,T15,Charlie Beljan,62,6.5,286.4,44,7.5,3.4
15,T15,T15,Luke Guthrie,82,6.5,437.9,67,8.2,4.3
16,T15,T15,Bill Haas,85,6.5,417.0,64,7.5,4.1
17,T15,T15,James Hahn,78,6.5,403.9,62,7.6,3.5
18,T15,T15,Hunter Mahan,91,6.5,408.2,63,7.6,2.4
19,T15,T15,Rory McIlroy,56,6.5,209.1,32,7.6,4.2
20,T15,T15,Seung-Yul Noh,71,6.5,368.9,57,7.6,3.6
21,T15,T15,Geoff Ogilvy,57,6.5,258.7,40,7.5,3.9
22,T15,T15,Pat Perez,69,6.5,414.5,64,7.6,3.8
23,T15,T15,Kevin Stadler,83,6.5,449.2,69,7.5,3.4
24,T15,T15,Kyle Stanley,71,6.5,347.0,53,8.0,1.9
25,T15,T15,Cameron Tringale,80,6.5,410.7,63,7.4,5.3
26,T27,T27,Jonas Blixt,76,6.4,425.2,66,7.6,3.7
27,T27,T27,Kevin Chappell,80,6.4,356.3,56,7.2,4.5
28,T27,T27,Nicolas Colsaerts,50,6.4,210.9,33,8.1,4.4
29,T27,T27,Ben Crane,62,6.4,336.9,53,7.5,3.7
30,T27,T27,Derek Ernst,58,6.4,328.8,51,7.9,3.8
31,T27,T27,Matt Every,89,6.4,547.1,85,7.4,4.1
32,T27,T27,Sergio Garcia,65,6.4,223.0,35,7.7,2.8
33,T27,T27,Scott Gardiner,61,6.4,346.2,54,7.5,4.2
34,T27,T27,Padraig Harrington,52,6.4,184.8,29,7.7,5.2
35,T27,T27,David Hearn,88,6.4,458.9,72,7.4,3.4
36,T27,T27,Morgan Hoffmann,64,6.4,330.8,52,7.5,3.5
37,T27,T27,Matt Jones,83,6.4,415.3,65,7.5,4.1
38,T27,T27,David Lingmerth,68,6.4,386.7,60,7.3,5.0
39,T27,T27,George McNeill,68,6.4,371.6,58,7.3,4.0
40,T27,T27,Ryan Palmer,79,6.4,385.3,60,7.9,4.6
41,T27,T27,Jin Park,52,6.4,281.9,44,7.0,4.3
42,T27,T27,Webb Simpson,92,6.4,389.2,61,7.4,4.8
43,T27,T27,Steve Stricker,51,6.4,205.1,32,7.0,5.5
44,T27,T27,Vaughn Taylor,50,6.4,244.7,38,7.7,4.5
45,T27,T27,Nicholas Thompson,99,6.4,530.6,83,7.6,4.6
46,T27,T27,Michael Thompson,66,6.4,321.9,50,7.3,5.4
47,T27,T27,Bubba Watson,76,6.4,266.8,42,8.1,3.9
48,T27,T27,Lee Westwood,70,6.4,344.3,54,7.4,2.0
49,T27,T27,Mark Wilson,56,6.4,308.3,48,7.2,5.1
50,T51,T51,Robert Allenby,58,6.3,294.0,47,7.3,4.2
51,T51,T51,Roberto Castro,97,6.3,476.5,76,7.4,3.2
52,T51,T51,Brendon de Jonge,110,6.3,527.8,84,7.3,0.8
53,T51,T51,Luke Donald,60,6.3,265.6,42,7.4,1.6
54,T51,T51,Ernie Els,63,6.3,263.2,42,7.3,4.1
55,T51,T51,J.J. Henry,83,6.3,307.8,49,7.3,4.3
56,T51,T51,Martin Kaymer,61,6.3,276.5,44,7.3,2.3
57,T51,T51,Martin Laird,68,6.3,282.4,45,7.7,3.2
58,T51,T51,Steve LeBrun,66,6.3,313.5,50,7.3,2.4
59,T51,T51,Richard Lee,81,6.3,425.3,68,7.2,3.8
60,T51,T51,Marc Leishman,77,6.3,382.6,61,7.6,2.4
61,T51,T51,Jeff Maggert,63,6.3,344.0,55,7.1,5.5
62,T51,T51,Troy Matteson,68,6.3,336.2,53,7.7,3.5
63,T51,T51,Cameron Percy,68,6.3,351.7,56,7.2,4.0
64,T51,T51,Brandt Snedeker,79,6.3,344.4,55,7.3,4.8
65,T51,T51,Brendan Steele,86,6.3,448.3,71,7.5,4.8
66,T51,T51,Andrew Svoboda,46,6.3,227.4,36,7.2,4.7
67,T51,T51,David Toms,49,6.3,169.3,27,7.0,4.0
68,T51,T51,Bo Van Pelt,72,6.3,309.0,49,7.3,4.0
69,T51,T51,Johnson Wagner,64,6.3,312.8,50,7.4,4.1
70,T71,T71,Brian Davis,91,6.2,535.8,86,7.4,4.1
71,T71,T71,Harris English,95,6.2,411.1,66,7.5,2.7
72,T71,T71,Brad Fritsch,81,6.2,428.7,69,7.7,4.4
73,T71,T71,Robert Garrigus,69,6.2,228.6,37,7.5,2.3
74,T71,T71,Peter Hanson,45,6.2,206.2,33,7.3,4.0
75,T71,T71,Tim Herron,45,6.2,237.1,38,7.1,4.4
76,T71,T71,Charles Howell III,87,6.2,474.8,76,7.3,4.4
77,T71,T71,John Huh,88,6.2,444.8,72,7.3,4.4
78,T71,T71,Jerry Kelly,75,6.2,382.9,62,7.2,2.6
79,T71,T71,Chris Kirk,89,6.2,459.4,74,7.2,1.5
80,T71,T71,Colt Knost,69,6.2,370.7,60,7.1,4.9
81,T71,T71,Ben Kohles,75,6.2,372.8,60,7.3,2.5
82,T71,T71,Doug LaBelle II,72,6.2,354.3,57,7.2,3.0
83,T71,T71,D.H. Lee,65,6.2,347.2,56,7.2,4.3
84,T71,T71,Henrik Norlander,70,6.2,321.7,52,7.6,2.5
85,T71,T71,Greg Owen,73,6.2,383.1,62,7.3,1.9
86,T71,T71,Ian Poulter,59,6.2,204.4,33,7.2,4.6
87,T71,T71,Chez Reavie,72,6.2,443.9,72,7.1,3.4
88,T71,T71,Justin Rose,62,6.2,241.9,39,7.1,4.0
89,T71,T71,Charl Schwartzel,69,6.2,292.8,47,7.5,3.4
90,T71,T71,John Senden,79,6.2,358.4,58,7.2,3.4
91,T71,T71,Scott Stallings,79,6.2,380.7,61,7.7,3.6
92,T71,T71,Shawn Stefani,63,6.2,252.8,41,7.5,3.6
93,T71,T71,Kevin Streelman,86,6.2,426.7,69,7.3,3.1
94,T71,T71,Brian Stuard,78,6.2,403.0,65,7.1,5.0
95,T71,T71,Aaron Watkins,46,6.2,218.3,35,7.2,4.0
96,T71,T71,Gary Woodland,94,6.2,327.6,53,7.4,3.6
97,T71,T71,Tiger Woods,61,6.2,174.1,28,7.4,3.9
98,T99,T99,Sangmoon Bae,83,6.1,430.1,71,7.2,3.9
99,T99,T99,Jason Bohn,70,6.1,385.2,63,7.2,4.3
100,T99,T99,Scott Brown,65,6.1,336.2,55,7.1,3.0
101,T99,T99,Greg Chalmers,77,6.1,427.6,70,7.2,3.9
102,T99,T99,James Driscoll,76,6.1,371.3,61,7.3,2.6
103,T99,T99,Martin Flores,83,6.1,473.2,77,7.4,3.2
104,T99,T99,Bobby Gates,49,6.1,237.2,39,7.2,2.6
105,T99,T99,Brian Gay,79,6.1,434.6,71,6.9,4.2
106,T99,T99,Brian Harman,89,6.1,463.2,76,7.4,3.6
107,T99,T99,Russell Henley,80,6.1,363.5,60,7.1,3.9
108,T99,T99,Zach Johnson,84,6.1,402.1,66,7.1,2.6
109,T99,T99,Robert Karlsson,56,6.1,226.3,37,7.2,2.2
110,T99,T99,David Mathis,71,6.1,357.6,59,7.0,2.3
111,T99,T99,Phil Mickelson,78,6.1,141.0,23,7.4,4.5
112,T99,T99,Bryce Molder,82,6.1,414.8,68,7.1,3.1
113,T99,T99,Ryan Moore,72,6.1,329.9,54,7.3,3.2
114,T99,T99,Jeff Overton,78,6.1,419.6,69,7.3,3.4
115,T99,T99,Scott Piercy,78,6.1,290.8,48,7.3,2.6
116,T99,T99,Alistair Presnell,59,6.1,268.2,44,7.1,2.5
117,T99,T99,Tag Ridings,69,6.1,274.9,45,7.2,3.9
118,T99,T99,Rory Sabbatini,86,6.1,396.4,65,7.5,3.8
119,T99,T99,Adam Scott,61,6.1,212.7,35,6.8,4.5
120,T99,T99,Jordan Spieth,82,6.1,413.3,68,7.4,4.2
121,T99,T99,Chris Stroud,88,6.1,460.5,75,7.3,0.8
122,T99,T99,Daniel Summerhays,83,6.1,491.7,80,7.2,4.5
123,T124,T124,Stephen Ames,49,6.0,226.3,38,6.9,3.9
124,T124,T124,Aaron Baddeley,68,6.0,280.8,47,7.2,3.8
125,T124,T124,Justin Bolli,59,6.0,258.8,43,7.2,4.2
126,T124,T124,Steven Bowditch,67,6.0,341.7,57,7.3,3.0
127,T124,T124,Stewart Cink,71,6.0,238.0,40,7.3,3.1
128,T124,T124,Will Claxton,67,6.0,324.1,54,7.1,4.4
129,T124,T124,Erik Compton,74,6.0,336.5,56,7.1,3.2
130,T124,T124,Ben Curtis,59,6.0,277.9,46,7.1,3.0
131,T124,T124,Jim Furyk,80,6.0,363.8,61,7.1,4.4
132,T124,T124,Tom Gillis,69,6.0,346.5,58,6.9,4.2
133,T124,T124,Lucas Glover,65,6.0,253.0,42,7.1,4.1
134,T124,T124,Fabián Gómez,65,6.0,322.6,54,6.8,4.1
135,T124,T124,Justin Hicks,79,6.0,328.2,55,6.9,4.6
136,T124,T124,Brandt Jobe,62,6.0,302.1,50,7.3,4.1
137,T124,T124,William McGirt,75,6.0,423.9,71,7.1,3.0
138,T124,T124,Carl Pettersson,82,6.0,348.9,58,7.2,3.8
139,T124,T124,Andres Romero,63,6.0,283.9,47,7.2,4.2
140,T124,T124,Jimmy Walker,84,6.0,428.8,71,7.7,3.4
141,T124,T124,Charlie Wi,75,6.0,380.7,63,7.1,3.4
142,T124,T124,Lee Williams,62,6.0,317.7,53,7.3,3.0
143,T144,T144,Stuart Appleby,88,5.9,429.8,73,7.1,2.7
144,T144,T144,Michael Bradley,56,5.9,193.4,33,7.3,2.3
145,T144,T144,K.J. Choi,85,5.9,316.9,54,7.0,4.1
146,T144,T144,Jason Dufner,78,5.9,372.9,63,7.0,3.8
147,T144,T144,Jim Herman,59,5.9,207.5,35,6.9,3.2
148,T144,T144,Trevor Immelman,73,5.9,316.5,54,6.7,2.9
149,T144,T144,Ryo Ishikawa,72,5.9,314.9,53,7.1,3.7
150,T144,T144,Dustin Johnson,71,5.9,222.3,38,7.3,3.0
151,T144,T144,Jason Kokrak,78,5.9,373.7,63,7.2,2.2
152,T144,T144,Matt Kuchar,93,5.9,414.4,70,7.4,2.4
153,T144,T144,Eric Meierdierks,48,5.9,214.1,36,7.4,3.3
154,T144,T144,Rod Pampling,46,5.9,210.9,36,7.2,3.8
155,T144,T144,Dicky Pride,71,5.9,331.6,56,7.1,4.3
156,T144,T144,Darron Stiles,51,5.9,236.1,40,6.7,3.8
157,T144,T144,Robert Streb,75,5.9,343.5,58,7.4,3.1
158,T144,T144,D.J. Trahan,48,5.9,193.9,33,7.0,1.8
159,T144,T144,Boo Weekley,100,5.9,505.2,85,7.3,4.2
160,T144,T144,Mike Weir,60,5.9,247.8,42,7.0,3.5
161,T162,T162,Ricky Barnes,74,5.8,330.0,57,7.2,4.1
162,T162,T162,Chad Campbell,78,5.8,381.9,66,7.0,3.6
163,T162,T162,Tim Clark,64,5.8,222.2,38,6.8,3.5
164,T162,T162,Bob Estes,66,5.8,285.5,49,6.8,2.3
165,T162,T162,Tommy Gainey,84,5.8,419.4,72,7.3,3.4
166,T162,T162,Justin Leonard,86,5.8,421.2,73,6.6,4.3
167,T162,T162,David Lynn,70,5.8,295.1,51,6.9,2.5
168,T162,T162,Graeme McDowell,53,5.8,214.5,37,6.7,4.5
169,T162,T162,John Merrick,79,5.8,365.9,63,6.5,4.0
170,T162,T162,D.A. Points,87,5.8,368.7,64,7.1,3.0
171,T162,T162,"Ted Potter, Jr.",65,5.8,307.2,53,6.7,1.9
172,T162,T162,Vijay Singh,61,5.8,259.8,45,7.1,2.0
173,T162,T162,Casey Wittenberg,72,5.8,354.5,61,7.1,2.6
174,T162,T162,Y.E. Yang,56,5.8,226.6,39,6.9,2.6
175,T176,T176,Ken Duke,87,5.7,384.6,67,6.5,4.2
176,T176,T176,Freddie Jacobson,63,5.7,250.5,44,6.7,4.6
177,T176,T176,Luke List,65,5.7,273.0,48,7.4,2.7
178,T176,T176,Camilo Villegas,79,5.7,338.3,59,6.9,1.0
179,180,180,Scott Langley,79,5.4,319.3,59,6.5,1.4
