,Driving_Pct.__240_All_Drives_RANK THIS WEEK,Driving_Pct.__240_All_Drives_RANK LAST WEEK,Driving_Pct.__240_All_Drives_PLAYER NAME,Driving_Pct.__240_All_Drives_ROUNDS,Driving_Pct.__240_All_Drives_%,Driving_Pct.__240_All_Drives_TOTAL DRIVES FOR <= 240,Driving_Pct.__240_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct.__240_All_Drives_RELATIVE TO PAR
99,100,100,Justin Bolli,59,5.93,38,641,+0.184
100,T101,T101,Tommy Gainey,84,5.9,62,1050,+0.113
101,T101,T101,Brandt Snedeker,79,5.9,48,813,+0.021
102,103,103,Adam Scott,61,5.88,36,612,-0.056
103,T104,T104,Ian Poulter,59,5.83,32,549,+0.281
104,T104,T104,Webb Simpson,92,5.83,57,978,+0.018
105,106,106,Justin Rose,62,5.75,37,644,-0.081
106,107,107,Camilo Villegas,79,5.72,51,892,+0.137
107,108,108,Rod Pampling,46,5.71,28,490,+0.357
108,109,109,David Toms,49,5.63,25,444,+0.200
109,110,110,Jason Bohn,70,5.54,51,920,+0.098
110,111,111,Henrik Stenson,65,5.52,34,616,E
111,112,112,Padraig Harrington,52,5.51,27,490,+0.259
112,113,113,Kyle Stanley,71,5.46,46,842,+0.130
113,114,114,William McGirt,75,5.45,54,990,+0.315
114,115,115,David Lingmerth,68,5.43,43,792,+0.047
115,116,116,Robert Karlsson,56,5.42,28,517,+0.143
116,117,117,Nick Watney,88,5.39,55,1021,+0.109
117,118,118,Nicolas Colsaerts,50,5.36,27,504,+0.037
118,119,119,Ben Crane,62,5.35,41,767,+0.146
119,120,120,Keegan Bradley,88,5.34,54,1011,+0.056
120,T121,T121,Steven Bowditch,67,5.32,43,808,+0.070
121,T121,T121,Brendan Steele,86,5.32,57,1072,+0.053
122,123,123,Luke Guthrie,82,5.3,48,906,+0.354
123,T124,T124,Robert Garrigus,69,5.29,36,680,-0.028
124,T124,T124,John Rollins,77,5.29,50,946,+0.040
125,T124,T124,John Senden,79,5.29,45,850,+0.267
126,127,127,Jason Kokrak,78,5.28,53,1004,+0.226
127,128,128,Kevin Chappell,80,5.25,49,934,+0.184
128,129,129,Vijay Singh,61,5.24,35,668,-0.114
129,130,130,Ryo Ishikawa,72,5.22,40,767,+0.175
130,131,131,Scott Stallings,79,5.2,48,923,+0.354
131,T132,T132,Peter Hanson,45,5.19,24,462,+0.417
132,T132,T132,Bubba Watson,76,5.19,43,829,+0.209
133,T134,T134,Geoff Ogilvy,57,5.15,30,582,+0.267
134,T134,T134,Cameron Percy,68,5.15,41,796,+0.268
135,136,136,Luke List,65,5.11,37,724,+0.568
136,137,137,Russell Henley,80,5.1,47,921,+0.043
137,T138,T138,Rory Sabbatini,86,5.08,51,1003,+0.098
138,T138,T138,Jimmy Walker,84,5.08,53,1044,-0.057
139,140,140,Martin Laird,68,5.03,37,736,+0.189
140,141,141,Bill Haas,85,4.96,48,968,+0.146
141,142,142,Y.E. Yang,56,4.72,27,572,+0.296
142,143,143,Andrew Svoboda,46,4.7,23,489,+0.348
143,144,144,Ryan Palmer,79,4.69,45,960,+0.111
144,145,145,Greg Owen,73,4.67,43,920,+0.116
145,146,146,James Hahn,78,4.6,43,934,+0.279
146,147,147,Josh Teater,86,4.59,39,849,+0.231
147,148,148,Tom Gillis,69,4.55,38,836,+0.026
148,149,149,Martin Flores,83,4.53,48,1059,+0.104
149,150,150,Bo Van Pelt,72,4.51,34,754,+0.088
150,151,151,Vaughn Taylor,50,4.46,25,560,+0.120
151,152,152,Lucas Glover,65,4.43,32,722,+0.125
152,153,153,Gary Woodland,94,4.4,51,1159,+0.078
153,154,154,Charles Howell III,87,4.38,49,1118,+0.184
154,T155,T155,Charley Hoffman,84,4.33,44,1016,+0.136
155,T155,T155,Nicholas Thompson,99,4.33,52,1200,+0.346
156,157,157,Scott Gardiner,61,4.28,31,725,+0.161
157,158,158,Will Claxton,67,4.23,33,781,+0.242
158,159,159,Dustin Johnson,71,4.18,30,717,+0.300
159,T160,T160,Ernie Els,63,4.17,28,672,-0.036
160,T160,T160,Jeff Overton,78,4.17,43,1030,+0.209
161,162,162,Billy Horschel,96,4.15,48,1156,+0.250
162,163,163,Harris English,95,4.12,47,1142,+0.170
163,164,164,Fabián Gómez,65,4.1,32,780,+0.250
164,165,165,Tim Clark,64,3.99,24,601,+0.083
165,166,166,Morgan Hoffmann,64,3.78,28,741,-0.143
166,167,167,Jeff Maggert,63,3.77,30,796,+0.267
167,168,168,Jim Herman,59,3.75,23,614,-0.087
168,169,169,Derek Ernst,58,3.65,25,685,+0.240
169,170,170,Brian Harman,89,3.59,38,1059,+0.289
170,171,171,Patrick Reed,83,3.58,37,1033,+0.027
171,172,172,Matt Every,89,3.49,39,1117,+0.359
172,173,173,Boo Weekley,100,3.46,40,1156,+0.200
173,174,174,Jordan Spieth,82,3.43,32,934,-0.031
174,175,175,Andres Romero,63,3.31,24,726,+0.208
175,176,176,Eric Meierdierks,48,3.3,17,515,+0.412
176,177,177,Lee Westwood,70,3.22,23,714,-0.043
177,178,178,Bud Cauley,67,2.56,20,781,+0.250
178,179,179,Rory McIlroy,56,2.09,12,573,+0.333
179,180,180,Phil Mickelson,78,1.88,15,796,+0.067
