,Carry_Efficiency_RANK THIS WEEK,Carry_Efficiency_RANK LAST WEEK,Carry_Efficiency_PLAYER NAME,Carry_Efficiency_ROUNDS,Carry_Efficiency_AVG.,Carry_Efficiency_AVERAGE CARRY DIST. YARDS,Carry_Efficiency_AVERAGE CLUB HEAD SPEED,Carry_Efficiency_TOTAL ATTEMPTS,Carry_Efficiency_HIGHEST CARRY EFFICIENCY
53,T54,T54,Brendan Steele,86,2.443,279.9,114.53200000000001,65,2.6039999999999996
54,T54,T54,Shawn Stefani,63,2.443,284.9,116.626,34,2.5980000000000003
55,T56,T56,Scott Gardiner,61,2.4419999999999997,274.3,112.337,44,2.708
56,T56,T56,Brian Gay,79,2.4419999999999997,255.6,104.686,64,2.6210000000000004
57,T56,T56,Casey Wittenberg,72,2.4419999999999997,267.3,109.488,53,2.66
58,T59,T59,Robert Garrigus,69,2.439,292.9,120.094,35,2.668
59,T59,T59,J.J. Henry,83,2.439,277.9,113.94,46,2.62
60,T59,T59,Troy Matteson,68,2.439,280.1,114.866,43,2.667
61,T62,T62,Padraig Harrington,52,2.438,278.1,114.089,28,2.685
62,T62,T62,David Lynn,70,2.438,263.2,107.96700000000001,47,2.66
63,64,64,Rory McIlroy,56,2.437,296.2,121.512,31,2.6710000000000003
64,T65,T65,Rickie Fowler,75,2.436,281.7,115.619,52,2.654
65,T65,T65,Darron Stiles,51,2.436,255.4,104.818,37,2.592
66,67,67,Luke Guthrie,82,2.434,274.8,112.91,60,2.641
67,T68,T68,Charl Schwartzel,69,2.4330000000000003,287.6,118.19200000000001,34,2.66
68,T68,T68,Lee Westwood,70,2.4330000000000003,281.9,115.833,47,2.702
69,70,70,Charley Hoffman,84,2.432,283.1,116.381,65,2.661
70,T71,T71,Scott Brown,65,2.43,277.2,114.05,50,2.588
71,T71,T71,David Lingmerth,68,2.43,270.5,111.27600000000001,54,2.63
72,T71,T71,Phil Mickelson,78,2.43,282.1,116.066,19,2.625
73,T74,T74,Tim Clark,64,2.4290000000000003,254.0,104.59299999999999,38,2.633
74,T74,T74,Brandt Jobe,62,2.4290000000000003,276.6,113.89299999999999,39,2.697
75,76,76,Aaron Watkins,46,2.428,259.2,106.764,31,2.57
76,T77,T77,Robert Allenby,58,2.426,271.5,111.917,44,2.701
77,T77,T77,Tim Herron,45,2.426,271.3,111.804,35,2.653
78,T77,T77,John Rollins,77,2.426,280.3,115.579,58,2.6039999999999996
79,80,80,Martin Kaymer,61,2.425,283.8,117.02799999999999,37,2.674
80,81,81,Harris English,95,2.424,286.1,118.03,57,2.734
81,T82,T82,Justin Bolli,59,2.423,262.1,108.178,37,2.645
82,T82,T82,Luke Donald,60,2.423,266.9,110.191,38,2.685
83,T82,T82,Bill Haas,85,2.423,278.5,114.93299999999999,60,2.585
84,T82,T82,Marc Leishman,77,2.423,282.0,116.37799999999999,51,2.641
85,T86,T86,William McGirt,75,2.4219999999999997,268.9,111.059,57,2.6289999999999996
86,T86,T86,Jordan Spieth,82,2.4219999999999997,270.9,111.869,65,2.639
87,T88,T88,Kevin Chappell,80,2.421,283.2,116.971,50,2.6189999999999998
88,T88,T88,John Huh,88,2.421,268.3,110.807,64,2.677
89,T88,T88,Lee Williams,62,2.421,257.5,106.35799999999999,47,2.603
90,T91,T91,Seung-Yul Noh,71,2.42,289.7,119.705,43,2.674
91,T91,T91,Ian Poulter,59,2.42,271.5,112.197,29,2.61
92,93,93,Graeme McDowell,53,2.419,265.6,109.809,30,2.6060000000000003
93,T94,T94,Ben Curtis,59,2.418,261.6,108.164,40,2.676
94,T94,T94,Matt Kuchar,93,2.418,268.0,110.834,66,2.654
95,T94,T94,Ryan Moore,72,2.418,267.6,110.685,54,2.636
96,T94,T94,Vijay Singh,61,2.418,270.8,112.02600000000001,41,2.645
97,T98,T98,Alistair Presnell,59,2.417,270.1,111.73,39,2.633
98,T98,T98,Patrick Reed,83,2.417,284.1,117.546,55,2.674
99,100,100,Charles Howell III,87,2.416,283.3,117.24600000000001,71,2.661
100,101,101,Jeff Overton,78,2.414,274.3,113.60600000000001,64,2.765
101,102,102,Brad Fritsch,81,2.4130000000000003,279.4,115.804,58,2.588
102,103,103,Cameron Percy,68,2.412,275.2,114.12100000000001,49,2.61
103,T104,T104,Jason Kokrak,78,2.411,290.4,120.42399999999999,53,2.668
104,T104,T104,Luke List,65,2.411,296.9,123.137,35,2.6919999999999997
105,T104,T104,Andrew Svoboda,46,2.411,270.5,112.196,32,2.59
106,T107,T107,D.J. Trahan,48,2.41,273.4,113.45200000000001,30,2.608
107,T107,T107,Boo Weekley,100,2.41,275.3,114.214,71,2.61
108,109,109,Justin Leonard,86,2.4090000000000003,256.5,106.478,65,2.633
109,T110,T110,Lucas Glover,65,2.408,282.2,117.18299999999999,37,2.668
110,T110,T110,David Mathis,71,2.408,262.0,108.83200000000001,51,2.5789999999999997
111,T112,T112,Roberto Castro,97,2.407,271.1,112.662,63,2.583
112,T112,T112,Daniel Summerhays,83,2.407,268.6,111.564,80,2.591
113,T114,T114,Bob Estes,66,2.406,267.1,111.016,40,2.7089999999999996
114,T114,T114,Charlie Wi,75,2.406,262.9,109.29,59,2.609
115,T116,T116,Erik Compton,74,2.405,273.6,113.749,52,2.657
116,T116,T116,Y.E. Yang,56,2.405,268.1,111.448,34,2.6069999999999998
117,118,118,Eric Meierdierks,48,2.404,288.6,120.052,27,2.571
118,T119,T119,Jim Herman,59,2.403,278.9,116.064,30,2.5660000000000003
119,T119,T119,Steve LeBrun,66,2.403,277.2,115.37700000000001,46,2.662
120,T119,T119,Jimmy Walker,84,2.403,284.2,118.257,61,2.75
121,122,122,Bryce Molder,82,2.4019999999999997,259.8,108.161,62,2.6260000000000003
122,T123,T123,Martin Flores,83,2.401,283.7,118.17,65,2.595
123,T123,T123,Bubba Watson,76,2.401,295.3,122.95700000000001,38,2.762
124,T125,T125,Stuart Appleby,88,2.4,269.5,112.26700000000001,65,2.719
125,T125,T125,Webb Simpson,92,2.4,272.9,113.70100000000001,59,2.572
126,T127,T127,George McNeill,68,2.399,278.3,115.994,52,2.597
127,T127,T127,Kevin Streelman,86,2.399,273.6,114.014,63,2.67
128,129,129,D.A. Points,87,2.398,262.5,109.445,57,2.634
129,T130,T130,Ángel Cabrera,73,2.397,287.8,120.075,44,2.648
130,T130,T130,Jerry Kelly,75,2.397,253.0,105.54899999999999,62,2.676
131,T130,T130,Ben Kohles,75,2.397,264.3,110.259,57,2.6319999999999997
132,T130,T130,Gary Woodland,94,2.397,293.2,122.359,41,2.616
133,134,134,Matt Jones,83,2.396,282.0,117.698,55,2.654
134,135,135,Richard Lee,81,2.394,263.8,110.19,62,2.6689999999999996
135,136,136,Adam Scott,61,2.3930000000000002,286.0,119.51799999999999,30,2.616
136,137,137,Tag Ridings,69,2.391,285.0,119.199,38,2.647
137,T138,T138,Will Claxton,67,2.3890000000000002,264.5,110.75200000000001,49,2.616
138,T138,T138,John Merrick,79,2.3890000000000002,270.3,113.15799999999999,59,2.645
139,T140,T140,Greg Chalmers,77,2.388,261.4,109.484,62,2.6430000000000002
140,T140,T140,Fabián Gómez,65,2.388,268.2,112.31200000000001,49,2.559
141,142,142,Dicky Pride,71,2.387,254.8,106.77,58,2.5989999999999998
142,143,143,Johnson Wagner,64,2.384,262.8,110.213,41,2.572
143,T144,T144,Jason Bohn,70,2.383,258.6,108.539,58,2.556
144,T144,T144,Jason Dufner,78,2.383,268.1,112.505,57,2.597
145,T144,T144,Robert Karlsson,56,2.383,271.2,113.807,33,2.622
146,147,147,Jim Furyk,80,2.3819999999999997,260.8,109.475,55,2.612
147,148,148,Colt Knost,69,2.381,251.9,105.771,59,2.612
148,T149,T149,Aaron Baddeley,68,2.379,282.6,118.79299999999999,33,2.6260000000000003
149,T149,T149,James Driscoll,76,2.379,279.1,117.315,44,2.602
150,T149,T149,Ryo Ishikawa,72,2.379,272.5,114.523,48,2.647
151,152,152,Nick Watney,88,2.378,284.6,119.68700000000001,58,2.5839999999999996
152,T153,T153,Sangmoon Bae,83,2.377,270.7,113.867,59,2.6910000000000003
153,T153,T153,Stewart Cink,71,2.377,277.7,116.846,32,2.568
154,155,155,D.H. Lee,65,2.376,261.6,110.09700000000001,48,2.5869999999999997
155,156,156,Chad Campbell,78,2.374,269.0,113.274,54,2.602
156,157,157,Michael Bradley,56,2.371,270.1,113.934,23,2.5989999999999998
157,T158,T158,Justin Hicks,79,2.3680000000000003,259.7,109.64299999999999,53,2.7239999999999998
158,T158,T158,"Ted Potter, Jr.",65,2.3680000000000003,261.6,110.47,49,2.633
159,T160,T160,K.J. Choi,85,2.362,258.4,109.426,57,2.549
160,T160,T160,Derek Ernst,58,2.362,283.5,120.01100000000001,42,2.557
161,162,162,Sergio Garcia,65,2.3609999999999998,285.0,120.71,31,2.69
162,163,163,Greg Owen,73,2.36,276.6,117.194,56,2.617
163,164,164,Cameron Tringale,80,2.359,272.9,115.71700000000001,55,2.575
164,165,165,Charlie Beljan,62,2.358,294.0,124.66,32,2.519
165,T166,T166,Brendon de Jonge,110,2.356,273.1,115.904,79,2.54
166,T166,T166,Pat Perez,69,2.356,277.2,117.63,53,2.597
167,168,168,Robert Streb,75,2.353,278.5,118.32700000000001,45,2.595
168,169,169,Scott Langley,79,2.35,254.4,108.26799999999999,50,2.57
169,170,170,Bobby Gates,49,2.3480000000000003,279.9,119.234,33,2.517
170,171,171,John Senden,79,2.346,271.6,115.77,50,2.563
171,172,172,Rod Pampling,46,2.345,261.2,111.405,31,2.521
172,173,173,Camilo Villegas,79,2.343,266.5,113.74700000000001,49,2.617
173,174,174,Stephen Ames,49,2.342,258.0,110.181,33,2.543
174,175,175,Mike Weir,60,2.332,254.1,108.971,36,2.508
175,176,176,Ken Duke,87,2.325,256.9,110.46700000000001,61,2.56
176,177,177,Tom Gillis,69,2.319,264.5,114.035,52,2.489
177,178,178,Freddie Jacobson,63,2.306,263.6,114.32,40,2.573
178,179,179,Ricky Barnes,74,2.302,268.1,116.49600000000001,48,2.467
179,180,180,Trevor Immelman,73,2.289,270.1,118.006,45,2.5380000000000003
