,Driving_Pct._240-260_Measured_RANK THIS WEEK,Driving_Pct._240-260_Measured_RANK LAST WEEK,Driving_Pct._240-260_Measured_PLAYER NAME,Driving_Pct._240-260_Measured_ROUNDS,Driving_Pct._240-260_Measured_%,Driving_Pct._240-260_Measured_TOTAL DRIVES FOR 240-260,Driving_Pct._240-260_Measured_TOTAL DRVS - OVERALL,Driving_Pct._240-260_Measured_RELATIVE TO PAR
0,1,1,Bryce Molder,82,20.63,33.0,160,-0.03
1,2,2,Colt Knost,69,20.0,26.0,130,+0.19
2,3,3,Mike Weir,60,19.23,20.0,104,+0.15
3,4,4,Jerry Kelly,75,19.01,27.0,142,-0.11
4,5,5,Jason Bohn,70,17.14,24.0,140,+0.25
5,6,6,Ken Duke,87,17.09,27.0,158,+0.04
6,7,7,Jin Park,52,17.0,17.0,100,+0.06
7,8,8,Tim Clark,64,15.96,15.0,94,E
8,9,9,Mark Wilson,56,15.38,16.0,104,+0.19
9,10,10,David Lynn,70,15.25,18.0,118,+0.39
10,11,11,Richard Lee,81,14.94,23.0,154,+0.13
11,12,12,Ben Curtis,59,14.89,14.0,94,+0.43
12,13,13,Ben Kohles,75,14.79,21.0,142,+0.05
13,14,14,Greg Chalmers,77,14.38,21.0,146,+0.24
14,T15,T15,Darron Stiles,51,14.29,14.0,98,+0.14
15,T15,T15,Johnson Wagner,64,14.29,16.0,112,+0.44
16,17,17,Dicky Pride,71,13.43,18.0,134,+0.06
17,18,18,Justin Leonard,86,13.41,22.0,164,+0.36
18,19,19,K.J. Choi,85,13.24,18.0,136,-0.11
19,20,20,David Hearn,88,13.13,21.0,160,+0.33
20,21,21,Zach Johnson,84,13.04,18.0,138,+0.06
21,22,22,Roberto Castro,97,12.9,24.0,186,+0.13
22,23,23,Brian Stuard,78,12.5,18.0,144,E
23,24,24,Brian Gay,79,12.33,18.0,146,+0.22
24,25,25,Jim Furyk,80,12.12,16.0,132,E
25,26,26,D.A. Points,87,12.0,18.0,150,+0.17
26,27,27,Justin Bolli,59,11.82,13.0,110,+0.15
27,28,28,David Toms,49,11.76,8.0,68,-0.13
28,29,29,Lee Williams,62,11.67,14.0,120,E
29,30,30,Robert Allenby,58,11.61,13.0,112,E
30,31,31,Scott Langley,79,11.27,16.0,142,+0.19
31,32,32,Jeff Maggert,63,11.11,14.0,126,+0.07
32,33,33,Chris Stroud,88,11.05,19.0,172,E
33,34,34,William McGirt,75,10.67,16.0,150,+0.06
34,35,35,Matt Kuchar,93,10.56,15.0,142,-0.07
35,36,36,"Ted Potter, Jr.",65,10.53,12.0,114,-0.25
36,37,37,Aaron Watkins,46,10.23,9.0,88,E
37,38,38,Casey Wittenberg,72,9.56,13.0,136,+0.38
38,39,39,Trevor Immelman,73,9.23,12.0,130,+0.17
39,40,40,Stephen Ames,49,9.18,9.0,98,+0.33
40,41,41,Rickie Fowler,75,9.17,11.0,120,+0.45
41,42,42,Carl Pettersson,82,9.09,12.0,132,+0.08
42,43,43,Daniel Summerhays,83,9.04,15.0,166,+0.07
43,44,44,Brian Davis,91,8.99,16.0,178,-0.13
44,45,45,David Mathis,71,8.96,12.0,134,-0.08
45,46,46,Doug LaBelle II,72,8.82,12.0,136,E
46,T47,T47,Ryan Moore,72,8.77,10.0,114,E
47,T47,T47,Bo Van Pelt,72,8.77,10.0,114,+0.40
48,49,49,Ben Crane,62,8.62,10.0,116,+0.20
49,50,50,Steve Stricker,51,8.57,6.0,70,-0.17
50,51,51,Alistair Presnell,59,8.49,9.0,106,+0.22
51,T52,T52,Chez Reavie,72,8.33,12.0,144,E
52,T52,T52,Michael Thompson,66,8.33,9.0,108,+0.22
53,54,54,Jason Dufner,78,8.2,10.0,122,+0.30
54,55,55,Graeme McDowell,53,8.11,6.0,74,-0.17
55,56,56,Tim Herron,45,7.78,7.0,90,E
56,T57,T57,D.H. Lee,65,7.69,10.0,130,+0.50
57,T57,T57,Marc Leishman,77,7.69,10.0,130,+0.40
58,59,59,Scott Gardiner,61,7.63,9.0,118,+0.22
59,60,60,Justin Hicks,79,7.53,11.0,146,+0.45
60,61,61,Charlie Beljan,62,7.5,9.0,120,+0.22
61,62,62,Jonas Blixt,76,7.35,10.0,136,+0.10
62,63,63,David Lingmerth,68,7.26,9.0,124,+0.11
63,64,64,Chad Campbell,78,7.24,11.0,152,+0.36
64,T65,T65,J.J. Henry,83,7.14,11.0,154,+0.09
65,T65,T65,Brandt Snedeker,79,7.14,9.0,126,-0.22
66,67,67,Charlie Wi,75,7.04,10.0,142,+0.40
67,68,68,Fabián Gómez,65,6.92,9.0,130,+0.44
68,69,69,Bob Estes,66,6.82,9.0,132,E
69,70,70,Padraig Harrington,52,6.76,5.0,74,+0.20
70,71,71,Michael Bradley,56,6.73,7.0,104,+0.43
71,72,72,George McNeill,68,6.62,9.0,136,+0.44
72,73,73,Brendon de Jonge,110,6.6,14.0,212,+0.29
73,74,74,Phil Mickelson,78,6.45,8.0,124,+0.50
74,75,75,Ian Poulter,59,6.41,5.0,78,E
75,76,76,Lucas Glover,65,6.36,7.0,110,+0.57
76,T77,T77,Matt Every,89,6.32,11.0,174,+0.36
77,T77,T77,Nicholas Thompson,99,6.32,12.0,190,+0.08
78,T79,T79,James Driscoll,76,6.25,9.0,144,E
79,T79,T79,Brandt Jobe,62,6.25,7.0,112,+0.29
80,81,81,John Merrick,79,6.16,9.0,146,E
81,82,82,Jordan Spieth,82,6.08,9.0,148,+0.11
82,T83,T83,Martin Kaymer,61,5.95,5.0,84,E
83,T83,T83,Rod Pampling,46,5.95,5.0,84,+0.20
84,85,85,Bud Cauley,67,5.93,7.0,118,+0.43
85,86,86,Ricky Barnes,74,5.71,8.0,140,+0.25
86,87,87,Sangmoon Bae,83,5.7,9.0,158,+0.22
87,T88,T88,Cameron Tringale,80,5.63,9.0,160,+0.33
88,T88,T88,Jimmy Walker,84,5.63,9.0,160,-0.11
89,90,90,Charl Schwartzel,69,5.56,6.0,108,E
90,T91,T91,Aaron Baddeley,68,5.47,7.0,128,-0.29
91,T91,T91,John Senden,79,5.47,7.0,128,+0.14
92,93,93,Luke Donald,60,5.43,5.0,92,+0.80
93,T94,T94,Webb Simpson,92,5.41,8.0,148,E
94,T94,T94,Kevin Streelman,86,5.41,8.0,148,+0.38
95,T96,T96,Stuart Appleby,88,5.36,9.0,168,+0.44
96,T96,T96,Derek Ernst,58,5.36,6.0,112,+0.17
97,98,98,John Huh,88,5.26,8.0,152,+0.38
98,99,99,Freddie Jacobson,63,5.21,5.0,96,E
99,100,100,Jeff Overton,78,5.13,8.0,156,E
100,101,101,Andres Romero,63,5.08,6.0,118,+0.50
101,102,102,Pat Perez,69,5.07,7.0,138,+0.29
102,T103,T103,Tommy Gainey,84,5.0,8.0,160,-0.25
103,T103,T103,Boo Weekley,100,5.0,9.0,180,+0.22
104,105,105,Scott Brown,65,4.92,6.0,122,+0.33
105,T106,T106,Ángel Cabrera,73,4.84,6.0,124,+0.50
