,Driving_Pct._280-300_All_Drives_RANK THIS WEEK,Driving_Pct._280-300_All_Drives_RANK LAST WEEK,Driving_Pct._280-300_All_Drives_PLAYER NAME,Driving_Pct._280-300_All_Drives_ROUNDS,Driving_Pct._280-300_All_Drives_%,Driving_Pct._280-300_All_Drives_TOTAL DRIVES FOR 280-300,Driving_Pct._280-300_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._280-300_All_Drives_RELATIVE TO PAR
0,1,1,Lee Westwood,70,41.04,293,714,-0.072
1,2,2,Derek Ernst,58,40.0,274,685,+0.066
2,3,3,Boo Weekley,100,39.71,459,1156,-0.078
3,4,4,Phil Mickelson,78,39.45,314,796,-0.099
4,5,5,Matt Every,89,38.32,428,1117,-0.114
5,6,6,Patrick Reed,83,38.04,393,1033,+0.003
6,7,7,Brian Harman,89,37.58,398,1059,+0.008
7,8,8,Ernie Els,63,37.5,252,672,-0.060
8,9,9,Cameron Tringale,80,37.45,391,1044,-0.151
9,10,10,Bill Haas,85,37.4,362,968,-0.102
10,11,11,Martin Kaymer,61,37.37,219,586,-0.037
11,12,12,Geoff Ogilvy,57,36.94,215,582,+0.056
12,13,13,Andrew Svoboda,46,36.81,180,489,+0.011
13,14,14,Charles Howell III,87,36.67,410,1118,-0.090
14,15,15,Matt Kuchar,93,36.55,352,963,-0.094
15,16,16,Vijay Singh,61,36.53,244,668,+0.008
16,17,17,Russell Henley,80,36.37,335,921,-0.015
17,T18,T18,Brandt Snedeker,79,36.16,294,813,-0.156
18,T18,T18,Josh Teater,86,36.16,307,849,-0.091
19,20,20,Jason Dufner,78,36.11,308,853,-0.159
20,21,21,Kevin Stadler,83,35.97,346,962,-0.127
21,22,22,Lucas Glover,65,35.87,259,722,-0.058
22,23,23,Luke Guthrie,82,35.65,323,906,-0.046
23,24,24,Kevin Streelman,86,35.62,337,946,-0.104
24,25,25,Roberto Castro,97,35.56,416,1170,-0.130
25,26,26,Jordan Spieth,82,35.55,332,934,-0.072
26,27,27,Peter Hanson,45,35.5,164,462,-0.043
27,28,28,Rory Sabbatini,86,35.49,356,1003,-0.081
28,29,29,Scott Brown,65,35.38,271,766,-0.026
29,30,30,Y.E. Yang,56,35.31,202,572,-0.064
30,31,31,Billy Horschel,96,35.12,406,1156,-0.062
31,32,32,Jonas Blixt,76,35.11,329,937,-0.036
32,33,33,Nicholas Thompson,99,35.08,421,1200,-0.083
33,34,34,Erik Compton,74,35.03,317,905,+0.003
34,35,35,John Rollins,77,34.99,331,946,-0.060
