,Driving_Pct._260-280_Measured_RANK THIS WEEK,Driving_Pct._260-280_Measured_RANK LAST WEEK,Driving_Pct._260-280_Measured_PLAYER NAME,Driving_Pct._260-280_Measured_ROUNDS,Driving_Pct._260-280_Measured_%,Driving_Pct._260-280_Measured_TOTAL DRIVES FOR 260-280,Driving_Pct._260-280_Measured_TOTAL DRVS - OVERALL,Driving_Pct._260-280_Measured_RELATIVE TO PAR
0,1,1,Aaron Watkins,46,50.0,44,88,-0.11
1,2,2,Colt Knost,69,46.92,61,130,+0.10
2,3,3,Jerry Kelly,75,46.48,66,142,-0.18
3,4,4,Mike Weir,60,46.15,48,104,-0.04
4,5,5,Brian Davis,91,46.07,82,178,-0.06
5,6,6,Brian Gay,79,45.89,67,146,-0.10
6,7,7,Dicky Pride,71,45.52,61,134,-0.08
7,8,8,Lee Williams,62,45.0,54,120,E
8,9,9,Darron Stiles,51,44.9,44,98,+0.16
9,10,10,Tim Clark,64,44.68,42,94,-0.12
10,11,11,Jin Park,52,44.0,44,100,E
11,12,12,Justin Leonard,86,43.9,72,164,-0.06
12,13,13,Jeff Maggert,63,43.65,55,126,E
13,14,14,Chris Stroud,88,43.6,75,172,-0.03
14,15,15,Rod Pampling,46,42.86,36,84,-0.28
15,16,16,Justin Bolli,59,40.91,45,110,+0.13
16,17,17,David Lynn,70,40.68,48,118,-0.02
17,18,18,Doug LaBelle II,72,40.44,55,136,-0.07
18,19,19,Ben Kohles,75,40.14,57,142,-0.05
19,20,20,David Toms,49,39.71,27,68,-0.15
20,T21,T21,Scott Langley,79,39.44,56,142,-0.18
21,T21,T21,Charlie Wi,75,39.44,56,142,E
22,23,23,Bryce Molder,82,39.38,63,160,-0.08
23,24,24,Ben Curtis,59,39.36,37,94,E
24,25,25,Johnson Wagner,64,39.29,44,112,+0.07
25,26,26,Graeme McDowell,53,39.19,29,74,-0.17
26,27,27,Zach Johnson,84,39.13,54,138,-0.13
27,28,28,Greg Chalmers,77,39.04,57,146,-0.12
28,29,29,Michael Thompson,66,38.89,42,108,+0.05
29,30,30,Stephen Ames,49,38.78,38,98,+0.13
30,31,31,Jason Bohn,70,38.57,54,140,-0.22
31,32,32,Richard Lee,81,38.31,59,154,-0.15
32,33,33,Casey Wittenberg,72,38.24,52,136,-0.02
33,34,34,Ken Duke,87,37.97,60,158,+0.02
34,35,35,Jim Furyk,80,37.12,49,132,-0.18
35,36,36,John Huh,88,36.18,55,152,+0.13
36,37,37,Chez Reavie,72,36.11,52,144,+0.12
37,38,38,William McGirt,75,35.33,53,150,+0.09
38,39,39,David Hearn,88,35.0,56,160,-0.16
39,40,40,Tom Gillis,69,34.62,45,130,+0.11
40,41,41,Luke Donald,60,33.7,31,92,+0.03
41,42,42,Ben Crane,62,33.62,39,116,+0.13
42,43,43,David Mathis,71,33.58,45,134,-0.04
43,T44,T44,Bob Estes,66,33.33,44,132,-0.07
44,T44,T44,Bo Van Pelt,72,33.33,38,114,-0.08
45,46,46,Justin Hicks,79,32.88,48,146,-0.15
46,47,47,D.A. Points,87,32.67,49,150,-0.08
47,48,48,Vaughn Taylor,50,32.61,30,92,+0.07
48,49,49,Geoff Ogilvy,57,31.91,30,94,+0.10
49,50,50,Will Claxton,67,31.75,40,126,+0.18
50,51,51,Mark Wilson,56,31.73,33,104,+0.06
51,T52,T52,Ryan Moore,72,31.58,36,114,-0.03
