,Driving_Pct._320_Measured_RANK THIS WEEK,Driving_Pct._320_Measured_RANK LAST WEEK,Driving_Pct._320_Measured_PLAYER NAME,Driving_Pct._320_Measured_ROUNDS,Driving_Pct._320_Measured_%,Driving_Pct._320_Measured_TOTAL DRIVES FOR 320+,Driving_Pct._320_Measured_TOTAL DRVS - OVERALL,Driving_Pct._320_Measured_RELATIVE TO PAR
113,114,114,Brian Harman,89,4.12,7.0,170,-0.43
114,115,115,Graeme McDowell,53,4.05,3.0,74,+0.33
115,116,116,Phil Mickelson,78,4.03,5.0,124,-0.80
116,T117,T117,Tom Gillis,69,3.85,5.0,130,-0.60
117,T117,T117,Mark Wilson,56,3.85,4.0,104,-0.25
118,119,119,David Hearn,88,3.75,6.0,160,-0.17
119,120,120,Casey Wittenberg,72,3.68,5.0,136,-0.60
120,121,121,Zach Johnson,84,3.62,5.0,138,-0.20
121,122,122,Johnson Wagner,64,3.57,4.0,112,-0.50
122,123,123,Ryan Moore,72,3.51,4.0,114,-0.50
123,T124,T124,Brian Gay,79,3.42,5.0,146,E
124,T124,T124,Justin Hicks,79,3.42,5.0,146,-0.80
125,126,126,Stewart Cink,71,3.39,4.0,118,-0.25
126,T127,T127,Rickie Fowler,75,3.33,4.0,120,-0.25
127,T127,T127,William McGirt,75,3.33,5.0,150,-0.40
128,129,129,John Huh,88,3.29,5.0,152,-0.60
129,130,130,Luke Donald,60,3.26,3.0,92,+0.33
130,131,131,Cameron Tringale,80,3.13,5.0,160,-0.60
131,132,132,Stephen Ames,49,3.06,3.0,98,-0.67
132,133,133,Bob Estes,66,3.03,4.0,132,E
133,134,134,David Mathis,71,2.99,4.0,134,E
134,135,135,Russell Henley,80,2.94,4.0,136,+0.25
135,136,136,Ben Kohles,75,2.82,4.0,142,-0.50
136,137,137,Justin Bolli,59,2.73,3.0,110,E
137,138,138,Roberto Castro,97,2.69,5.0,186,-0.20
138,139,139,Bo Van Pelt,72,2.63,3.0,114,E
139,140,140,David Lynn,70,2.54,3.0,118,-0.67
140,141,141,David Lingmerth,68,2.42,3.0,124,E
141,142,142,Will Claxton,67,2.38,3.0,126,-0.67
142,143,143,Trevor Immelman,73,2.31,3.0,130,+0.33
143,144,144,Matt Every,89,2.3,4.0,174,-0.25
144,145,145,K.J. Choi,85,2.21,3.0,136,+0.33
145,146,146,Ben Curtis,59,2.13,2.0,94,E
146,T147,T147,Matt Kuchar,93,2.11,3.0,142,-1.00
147,T147,T147,Scott Langley,79,2.11,3.0,142,-0.33
148,149,149,Chez Reavie,72,2.08,3.0,144,-0.33
149,150,150,Greg Chalmers,77,2.05,3.0,146,-0.67
150,151,151,Luke Guthrie,82,2.03,3.0,148,-0.67
151,152,152,Justin Leonard,86,1.83,3.0,164,-0.33
152,153,153,Stuart Appleby,88,1.79,3.0,168,-0.33
153,154,154,Ben Crane,62,1.72,2.0,116,E
154,155,155,Brian Davis,91,1.69,3.0,178,-0.33
155,156,156,Lee Williams,62,1.67,2.0,120,+0.50
156,157,157,D.H. Lee,65,1.54,2.0,130,E
157,158,158,David Toms,49,1.47,1.0,68,+1.00
158,159,159,Jerry Kelly,75,1.41,2.0,142,-1.00
159,160,160,Brian Stuard,78,1.39,2.0,144,-0.50
160,161,161,Richard Lee,81,1.3,2.0,154,-0.50
161,162,162,Ken Duke,87,1.27,2.0,158,-1.00
162,163,163,Rod Pampling,46,1.19,1.0,84,E
163,164,164,Geoff Ogilvy,57,1.06,1.0,94,E
164,165,165,Jin Park,52,1.0,1.0,100,E
165,166,166,"Ted Potter, Jr.",65,0.88,1.0,114,E
166,167,167,Jeff Maggert,63,0.79,1.0,126,E
167,168,168,Jim Furyk,80,0.76,1.0,132,-1.00
168,169,169,Doug LaBelle II,72,0.74,1.0,136,-1.00
169,170,170,Jason Bohn,70,0.71,1.0,140,+1.00
170,171,171,Charlie Wi,75,0.7,1.0,142,-1.00
171,172,172,Chris Stroud,88,0.58,1.0,172,E
172,T173,T173,Tim Clark,64,0.0,,94,E
173,T173,T173,Colt Knost,69,0.0,,130,E
174,T173,T173,Bryce Molder,82,0.0,,160,E
175,T173,T173,Dicky Pride,71,0.0,,134,E
176,T173,T173,Brandt Snedeker,79,0.0,,126,E
177,T173,T173,Darron Stiles,51,0.0,,98,E
178,T173,T173,Aaron Watkins,46,0.0,,88,E
179,T173,T173,Mike Weir,60,0.0,,104,E
