,Driving_Pct._300-320_All_Drives_RANK THIS WEEK,Driving_Pct._300-320_All_Drives_RANK LAST WEEK,Driving_Pct._300-320_All_Drives_PLAYER NAME,Driving_Pct._300-320_All_Drives_ROUNDS,Driving_Pct._300-320_All_Drives_%,Driving_Pct._300-320_All_Drives_TOTAL DRIVES FOR 300-320,Driving_Pct._300-320_All_Drives_TOTAL DRIVES - OVERALL,Driving_Pct._300-320_All_Drives_RELATIVE TO PAR
0,1,1,Rory McIlroy,56,30.02,172,573,-0.134
1,2,2,Kyle Stanley,71,28.5,240,842,-0.088
2,3,3,Bubba Watson,76,28.23,234,829,-0.145
3,4,4,Robert Garrigus,69,27.79,189,680,-0.032
4,5,5,Ryan Palmer,79,27.4,263,960,-0.190
5,6,6,Shawn Stefani,63,27.38,190,694,-0.116
6,7,7,Nicolas Colsaerts,50,26.98,136,504,-0.051
7,8,8,Eric Meierdierks,48,26.8,138,515,-0.007
8,9,9,Steven Bowditch,67,26.11,211,808,-0.118
9,10,10,Gary Woodland,94,25.97,301,1159,-0.110
10,11,11,Jason Kokrak,78,25.6,257,1004,-0.078
11,12,12,Ángel Cabrera,73,25.57,203,794,-0.069
12,13,13,Luke List,65,25.41,184,724,-0.179
13,14,14,Martin Flores,83,24.46,259,1059,-0.139
14,15,15,Jason Day,86,24.24,206,850,-0.117
15,16,16,Charl Schwartzel,69,24.21,183,756,-0.120
16,17,17,Scott Piercy,78,24.17,210,869,-0.014
17,18,18,Scott Stallings,79,24.16,223,923,-0.184
18,19,19,Dustin Johnson,71,24.13,173,717,-0.064
19,20,20,Adam Scott,61,24.02,147,612,-0.218
20,21,21,Keegan Bradley,88,23.84,241,1011,-0.199
21,22,22,Martin Laird,68,23.64,174,736,-0.155
22,23,23,Robert Streb,75,23.32,201,862,-0.174
23,24,24,Sean O'Hair,56,23.27,165,709,-0.145
24,25,25,Graham DeLaet,94,22.96,259,1128,-0.220
25,26,26,Derek Ernst,58,22.92,157,685,-0.115
26,27,27,Nick Watney,88,22.82,233,1021,-0.103
27,28,28,Harris English,95,22.77,260,1142,-0.196
28,29,29,Charles Howell III,87,22.72,254,1118,-0.213
29,30,30,Charley Hoffman,84,22.54,229,1016,-0.079
30,31,31,Troy Matteson,68,22.41,184,821,-0.147
31,32,32,Hunter Mahan,91,22.2,212,955,-0.231
32,33,33,Morgan Hoffmann,64,22.13,164,741,-0.134
33,34,34,Brad Fritsch,81,22.05,209,948,-0.158
34,35,35,Rory Sabbatini,86,22.03,221,1003,-0.186
35,36,36,Tag Ridings,69,21.96,177,806,-0.113
36,37,37,Justin Rose,62,21.74,140,644,-0.150
37,38,38,Charlie Beljan,62,21.69,167,770,-0.060
38,39,39,Andres Romero,63,21.63,157,726,-0.134
39,40,40,Jim Herman,59,21.5,132,614,-0.076
40,41,41,Russell Henley,80,21.28,196,921,-0.184
41,42,42,Jimmy Walker,84,20.98,219,1044,-0.205
42,43,43,John Rollins,77,20.93,198,946,-0.136
43,44,44,Josh Teater,86,20.85,177,849,-0.186
44,45,45,Seung-Yul Noh,71,20.81,180,865,-0.089
45,46,46,Jeff Overton,78,20.78,214,1030,-0.126
46,47,47,Carl Pettersson,82,20.67,185,895,-0.173
47,48,48,Kevin Chappell,80,20.66,193,934,-0.161
48,49,49,Phil Mickelson,78,20.48,163,796,-0.215
49,50,50,Greg Owen,73,20.43,188,920,-0.138
50,51,51,Kevin Stadler,83,20.37,196,962,-0.194
51,52,52,Billy Horschel,96,20.07,232,1156,-0.203
52,53,53,Patrick Reed,83,19.85,205,1033,-0.151
53,54,54,Bill Haas,85,19.63,190,968,-0.232
54,55,55,Padraig Harrington,52,19.59,96,490,-0.177
55,56,56,Scott Brown,65,19.45,149,766,-0.148
56,57,57,Aaron Baddeley,68,19.39,159,820,-0.126
57,58,58,Matt Every,89,19.16,214,1117,-0.173
58,59,59,Tommy Gainey,84,19.14,201,1050,-0.070
59,60,60,Lucas Glover,65,19.11,138,722,-0.007
60,61,61,Sergio Garcia,65,18.96,124,654,-0.218
61,62,62,Cameron Percy,68,18.84,150,796,-0.140
62,63,63,Freddie Jacobson,63,18.79,121,644,-0.215
63,64,64,Tiger Woods,61,18.77,113,602,-0.301
64,65,65,Stewart Cink,71,18.64,145,778,-0.248
65,66,66,Jordan Spieth,82,18.63,174,934,-0.213
66,67,67,Pat Perez,69,18.52,165,891,-0.242
67,68,68,Ryo Ishikawa,72,18.38,141,767,-0.113
68,69,69,Boo Weekley,100,18.25,211,1156,-0.218
69,70,70,Marc Leishman,77,17.99,161,895,-0.124
70,71,71,Steve LeBrun,66,17.81,132,741,-0.121
71,72,72,Sangmoon Bae,83,17.76,178,1002,-0.174
72,73,73,Henrik Norlander,70,17.74,146,823,-0.082
73,74,74,Brian Harman,89,17.66,187,1059,-0.230
74,75,75,Brendan Steele,86,17.54,188,1072,-0.202
75,76,76,Bo Van Pelt,72,17.37,131,754,-0.244
76,77,77,Nicholas Thompson,99,17.33,208,1200,-0.144
77,78,78,Matt Jones,83,17.01,166,976,-0.096
78,79,79,Scott Gardiner,61,16.97,123,725,-0.114
79,T80,T80,Bobby Gates,49,16.95,90,531,-0.033
80,T80,T80,Chris Kirk,89,16.95,192,1133,-0.271
81,82,82,Lee Westwood,70,16.81,120,714,-0.108
82,83,83,James Driscoll,76,16.76,147,877,-0.211
83,84,84,John Senden,79,16.71,142,850,-0.056
84,85,85,Henrik Stenson,65,16.56,102,616,-0.127
85,86,86,Martin Kaymer,61,16.55,97,586,-0.196
86,87,87,Jason Dufner,78,16.41,140,853,-0.171
87,88,88,Ricky Barnes,74,16.23,147,906,-0.129
88,89,89,Brandt Jobe,62,16.17,120,742,-0.175
89,90,90,Vijay Singh,61,16.02,107,668,-0.131
90,91,91,David Lingmerth,68,15.91,126,792,-0.183
91,92,92,James Hahn,78,15.85,148,934,-0.155
92,T93,T93,Rickie Fowler,75,15.8,131,829,-0.122
93,T93,T93,Peter Hanson,45,15.8,73,462,-0.178
94,95,95,D.J. Trahan,48,15.53,82,528,-0.232
95,96,96,Andrew Svoboda,46,15.34,75,489,-0.240
96,97,97,Bud Cauley,67,15.24,119,781,-0.227
97,98,98,Tim Herron,45,15.2,93,612,-0.086
98,99,99,Matt Kuchar,93,15.16,146,963,-0.288
99,100,100,Webb Simpson,92,14.93,146,978,-0.110
100,101,101,Roberto Castro,97,14.79,173,1170,-0.225
101,102,102,Erik Compton,74,14.7,133,905,-0.195
102,103,103,Camilo Villegas,79,14.69,131,892,-0.107
103,104,104,George McNeill,68,14.64,131,895,-0.267
104,105,105,Steve Stricker,51,14.6,72,493,-0.264
105,106,106,Brendon de Jonge,110,14.42,195,1352,-0.169
106,107,107,Ernie Els,63,14.29,96,672,-0.073
107,108,108,Daniel Summerhays,83,14.09,153,1086,-0.261
108,109,109,Brandt Snedeker,79,14.02,114,813,-0.175
109,T110,T110,John Merrick,79,13.99,133,951,-0.120
110,T110,T110,Y.E. Yang,56,13.99,80,572,-0.138
111,112,112,Kevin Streelman,86,13.95,132,946,-0.227
112,113,113,Alistair Presnell,59,13.75,88,640,-0.102
113,114,114,J.J. Henry,83,13.62,141,1035,-0.227
114,115,115,Luke Guthrie,82,13.47,122,906,-0.180
115,116,116,Robert Karlsson,56,13.35,69,517,-0.159
116,117,117,Ian Poulter,59,13.3,73,549,-0.233
117,118,118,Ryan Moore,72,13.27,106,799,-0.330
118,119,119,Cameron Tringale,80,13.12,137,1044,-0.109
119,120,120,Chad Campbell,78,13.03,131,1005,-0.260
120,121,121,Stuart Appleby,88,13.0,143,1100,-0.133
121,122,122,Will Claxton,67,12.93,101,781,-0.139
122,123,123,Fabián Gómez,65,12.82,100,780,-0.300
123,124,124,Jonas Blixt,76,12.38,116,937,-0.207
124,125,125,Vaughn Taylor,50,12.32,69,560,-0.101
125,126,126,Rod Pampling,46,12.24,60,490,-0.217
126,127,127,John Huh,88,12.08,127,1051,-0.102
127,128,128,Geoff Ogilvy,57,11.86,69,582,-0.203
128,129,129,Tom Gillis,69,11.48,96,836,E
129,130,130,Robert Allenby,58,11.17,81,725,+0.049
130,T131,T131,"Ted Potter, Jr.",65,10.89,84,771,-0.214
131,T131,T131,Charlie Wi,75,10.89,100,918,-0.170
132,133,133,David Hearn,88,10.21,104,1019,-0.231
133,134,134,Michael Bradley,56,10.2,61,598,-0.148
134,135,135,Ben Crane,62,10.17,78,767,-0.167
135,136,136,Casey Wittenberg,72,10.11,86,851,+0.081
136,137,137,William McGirt,75,10.1,100,990,-0.210
137,138,138,Zach Johnson,84,9.93,93,937,-0.237
138,139,139,D.A. Points,87,9.81,93,948,-0.032
139,140,140,Chez Reavie,72,9.74,91,934,-0.220
140,141,141,Mark Wilson,56,9.71,68,700,-0.162
141,142,142,Stephen Ames,49,9.67,59,610,-0.102
142,143,143,Brian Davis,91,9.16,106,1157,-0.179
143,144,144,Graeme McDowell,53,9.07,47,518,-0.255
144,145,145,Johnson Wagner,64,9.05,66,729,-0.076
145,146,146,Justin Hicks,79,9.04,83,918,-0.133
146,147,147,Scott Langley,79,8.98,80,891,-0.163
147,148,148,David Lynn,70,8.94,70,783,-0.171
148,149,149,Trevor Immelman,73,8.92,77,863,-0.195
149,150,150,Ben Curtis,59,8.81,57,647,-0.158
150,151,151,Bob Estes,66,8.68,75,864,-0.240
151,152,152,Brian Stuard,78,8.45,74,876,-0.176
152,153,153,D.H. Lee,65,8.42,68,808,-0.250
153,154,154,Michael Thompson,66,8.24,61,740,-0.230
154,155,155,David Mathis,71,8.1,70,864,-0.157
155,156,156,K.J. Choi,85,8.09,71,878,-0.183
156,157,157,Justin Bolli,59,7.96,51,641,-0.059
157,158,158,Ken Duke,87,7.93,83,1047,-0.217
158,159,159,Ben Kohles,75,7.54,65,862,-0.015
159,160,160,Chris Stroud,88,7.45,81,1087,-0.284
160,161,161,Dicky Pride,71,7.31,60,821,-0.183
161,162,162,Jeff Maggert,63,7.16,57,796,-0.175
162,163,163,Lee Williams,62,7.04,50,710,-0.180
163,164,164,Greg Chalmers,77,6.88,67,974,-0.239
164,165,165,Jim Furyk,80,6.73,60,892,-0.150
165,166,166,Mike Weir,60,6.72,44,655,-0.227
166,167,167,Luke Donald,60,6.56,42,640,-0.381
167,168,168,Tim Clark,64,6.49,39,601,-0.179
168,169,169,Justin Leonard,86,6.32,66,1044,-0.242
169,170,170,Richard Lee,81,6.09,61,1002,-0.213
170,171,171,Jason Bohn,70,5.98,55,920,-0.182
171,172,172,Brian Gay,79,5.86,58,990,-0.190
172,173,173,Darron Stiles,51,5.63,33,586,-0.212
