,Smash_Factor_RANK THIS WEEK,Smash_Factor_RANK LAST WEEK,Smash_Factor_PLAYER NAME,Smash_Factor_ROUNDS,Smash_Factor_AVG.,Smash_Factor_TOTAL SMASH FACTOR,Smash_Factor_TOTAL ATTEMPTS,Smash_Factor_HIGHEST VALUE,Smash_Factor_LOWEST VALUE
0,T1,T1,Nicolas Colsaerts,50,1.485,53.445,36,1.485,1.4709999999999999
1,T1,T1,Ben Crane,62,1.485,80.186,54,1.485,1.4809999999999999
2,T1,T1,Brian Davis,91,1.485,129.185,87,1.485,1.4809999999999999
3,T1,T1,Harris English,95,1.485,105.402,71,1.485,1.466
4,T1,T1,Robert Garrigus,69,1.485,60.88399999999999,41,1.485,1.484
5,T1,T1,Russell Henley,80,1.485,96.508,65,1.485,1.4709999999999999
6,T1,T1,Justin Hicks,79,1.485,86.10700000000001,58,1.485,1.472
7,T1,T1,Billy Horschel,96,1.485,117.27600000000001,79,1.485,1.466
8,T1,T1,Martin Laird,68,1.485,68.292,46,1.485,1.4669999999999999
9,T1,T1,Marc Leishman,77,1.485,95.01100000000001,64,1.485,1.476
10,T1,T1,Justin Leonard,86,1.485,115.82700000000001,78,1.485,1.483
11,T1,T1,David Lynn,70,1.485,83.16,56,1.485,1.485
12,T1,T1,Jin Park,52,1.485,68.31,46,1.485,1.485
13,T1,T1,Carl Pettersson,82,1.485,93.525,63,1.49,1.45
14,T1,T1,Scott Piercy,78,1.485,78.685,53,1.49,1.46
15,T1,T1,David Toms,49,1.485,46.035,31,1.485,1.485
16,T1,T1,Camilo Villegas,79,1.485,96.494,65,1.485,1.47
17,T1,T1,Lee Williams,62,1.485,80.18,54,1.485,1.4809999999999999
18,T19,T19,Michael Bradley,56,1.484,54.902,37,1.485,1.446
19,T19,T19,Greg Chalmers,77,1.484,111.273,75,1.4980000000000002,1.4509999999999998
20,T19,T19,Tim Clark,64,1.484,66.798,45,1.485,1.4709999999999999
21,T19,T19,Ernie Els,63,1.484,66.80199999999999,45,1.485,1.4680000000000002
22,T19,T19,Tommy Gainey,84,1.484,111.28399999999999,75,1.485,1.4280000000000002
23,T19,T19,Luke Guthrie,82,1.484,102.402,69,1.485,1.4669999999999999
24,T19,T19,J.J. Henry,83,1.484,80.123,54,1.485,1.455
25,T19,T19,Jim Herman,59,1.484,56.379,38,1.485,1.465
26,T19,T19,John Huh,88,1.484,112.789,76,1.5,1.465
27,T19,T19,Chris Kirk,89,1.484,117.20200000000001,79,1.485,1.454
28,T19,T19,Richard Lee,81,1.484,108.36399999999999,73,1.485,1.465
29,T19,T19,David Lingmerth,68,1.484,90.527,61,1.485,1.446
30,T19,T19,Jeff Maggert,63,1.484,87.579,59,1.485,1.4580000000000002
31,T19,T19,Hunter Mahan,91,1.484,100.919,68,1.486,1.462
32,T19,T19,John Merrick,79,1.484,97.95100000000001,66,1.485,1.469
33,T19,T19,Seung-Yul Noh,71,1.484,89.068,60,1.485,1.474
34,T19,T19,Henrik Norlander,70,1.484,81.608,55,1.485,1.4609999999999999
35,T19,T19,Jeff Overton,78,1.484,109.82799999999999,74,1.485,1.45
36,T19,T19,Ryan Palmer,79,1.484,93.499,63,1.492,1.432
37,T19,T19,Ian Poulter,59,1.484,53.426,36,1.485,1.466
38,T19,T19,Chez Reavie,72,1.484,108.307,73,1.485,1.464
39,T19,T19,Adam Scott,61,1.484,56.402,38,1.485,1.4569999999999999
40,T19,T19,Vijay Singh,61,1.484,71.251,48,1.485,1.469
41,T19,T19,Jordan Spieth,82,1.484,105.34299999999999,71,1.485,1.463
42,T19,T19,Steve Stricker,51,1.484,51.957,35,1.49,1.466
43,T19,T19,Brian Stuard,78,1.484,99.459,67,1.485,1.456
44,T19,T19,Vaughn Taylor,50,1.484,57.86,39,1.485,1.453
