,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_5s_TOTAL DISTANCE
65,66,66,D.J. Trahan,48,52.48,33356.4,63558
66,67,67,Ernie Els,63,52.47,43927.8,83714
67,T68,T68,Peter Hanson,45,52.43,27519.1,52483
68,T68,T68,Troy Matteson,68,52.43,55309.1,105484
69,70,70,Henrik Stenson,65,52.41,39864.8,76068
70,71,71,Nicholas Thompson,99,52.4,78533.4,149885
71,T72,T72,Stewart Cink,71,52.39,51842.8,98960
72,T72,T72,James Hahn,78,52.39,63913.6,121998
73,T72,T72,Padraig Harrington,52,52.39,30729.4,58659
74,T72,T72,Carl Pettersson,82,52.39,58352.9,111374
75,76,76,Billy Horschel,96,52.35,77055.6,147187
76,77,77,Marc Leishman,77,52.34,55735.2,106479
77,78,78,Matt Every,89,52.29,74298.7,142093
78,79,79,Camilo Villegas,79,52.26,55866.6,106899
79,80,80,Sangmoon Bae,83,52.25,63646.2,121811
80,T81,T81,Sergio Garcia,65,52.19,42995.1,82376
81,T81,T81,Kevin Streelman,86,52.19,60165.3,115281
82,83,83,Phil Mickelson,78,52.18,53045.6,101657
83,84,84,Brandt Jobe,62,52.16,47751.7,91555
84,85,85,Chad Campbell,78,52.15,64465.9,123606
85,T86,T86,Tommy Gainey,84,52.14,65934.8,126457
86,T86,T86,Brian Harman,89,52.14,69771.8,133811
87,88,88,Pat Perez,69,52.11,60712.0,116510
88,89,89,Bill Haas,85,52.07,63546.9,122040
89,90,90,Scott Gardiner,61,52.04,47359.1,91011
90,91,91,Vijay Singh,61,52.02,42519.1,81740
91,92,92,Brendan Steele,86,51.96,71636.7,137880
92,93,93,John Senden,79,51.95,58128.3,111896
93,94,94,James Driscoll,76,51.94,59418.8,114397
94,95,95,Geoff Ogilvy,57,51.89,41778.5,80511
95,96,96,Webb Simpson,92,51.83,61050.7,117786
96,97,97,Fabián Gómez,65,51.82,50674.9,97782
97,T98,T98,Freddie Jacobson,63,51.8,38716.8,74743
98,T98,T98,Vaughn Taylor,50,51.8,34323.3,66267
99,100,100,Jordan Spieth,82,51.79,59361.3,114629
100,T101,T101,George McNeill,68,51.76,55439.8,107118
101,T101,T101,Y.E. Yang,56,51.76,33290.2,64312
102,T103,T103,Alistair Presnell,59,51.72,41727.0,80680
103,T103,T103,Bo Van Pelt,72,51.72,50962.9,98542
104,105,105,Ricky Barnes,74,51.67,57517.4,111321
105,106,106,John Merrick,79,51.6,62144.3,120429
106,T107,T107,Rickie Fowler,75,51.59,54181.0,105023
107,T107,T107,J.J. Henry,83,51.59,67521.8,130878
108,109,109,Matt Kuchar,93,51.58,62286.3,120762
109,110,110,Brendon de Jonge,110,51.57,85677.8,166129
110,111,111,David Lingmerth,68,51.54,54052.0,104874
111,112,112,Luke Guthrie,82,51.5,60624.6,117713
112,113,113,Ryan Moore,72,51.49,51626.2,100269
113,T114,T114,Jason Dufner,78,51.48,52141.4,101290
114,T114,T114,Robert Karlsson,56,51.48,32808.1,63729
115,116,116,Will Claxton,67,51.41,50248.1,97746
116,117,117,Stuart Appleby,88,51.4,70805.3,137748
117,118,118,Brandt Snedeker,79,51.34,53354.7,103916
118,119,119,Bud Cauley,67,51.29,51596.2,100592
119,120,120,Robert Allenby,58,51.27,47948.5,93518
120,121,121,Tim Herron,45,51.25,38801.9,75710
121,122,122,Daniel Summerhays,83,51.19,72770.8,142163
122,123,123,Cameron Tringale,80,51.1,68915.6,134863
123,124,124,John Huh,88,51.08,67088.6,131353
124,125,125,Bob Estes,66,51.06,55130.1,107968
125,126,126,Graeme McDowell,53,51.03,32618.6,63918
126,127,127,Roberto Castro,97,51.02,75667.4,148295
127,T128,T128,William McGirt,75,51.01,63331.2,124147
128,T128,T128,Rod Pampling,46,51.01,31637.2,62026
129,130,130,Michael Bradley,56,50.96,37579.4,73736
130,T131,T131,Jonas Blixt,76,50.94,58626.5,115082
131,T131,T131,Tom Gillis,69,50.94,49821.8,97812
132,133,133,Steve Stricker,51,50.91,31913.2,62682
133,134,134,Ben Crane,62,50.88,45767.4,89950
134,135,135,Michael Thompson,66,50.87,46609.3,91619
135,136,136,Mark Wilson,56,50.78,42451.2,83596
136,137,137,Brian Stuard,78,50.77,55263.0,108839
137,138,138,"Ted Potter, Jr.",65,50.74,46208.0,91070
138,139,139,Ian Poulter,59,50.71,34499.5,68038
139,140,140,Justin Hicks,79,50.69,58189.3,114801
140,141,141,Johnson Wagner,64,50.66,47143.8,93060
141,142,142,Jeff Maggert,63,50.62,47373.0,93577
142,143,143,Trevor Immelman,73,50.61,55749.8,110165
143,144,144,Chez Reavie,72,50.54,56956.4,112690
144,145,145,Zach Johnson,84,50.51,58029.0,114885
145,146,146,Casey Wittenberg,72,50.49,53734.6,106430
146,147,147,David Hearn,88,50.46,65997.1,130780
147,148,148,Stephen Ames,49,50.38,35616.1,70690
148,149,149,Doug LaBelle II,72,50.32,50158.2,99687
149,T150,T150,David Mathis,71,50.26,52503.9,104458
150,T150,T150,Charlie Wi,75,50.26,57476.1,114357
151,152,152,D.A. Points,87,50.17,60168.1,119924
152,153,153,Luke Donald,60,50.12,41145.9,82093
153,154,154,K.J. Choi,85,50.04,55300.3,110519
154,155,155,Scott Langley,79,50.03,56301.2,112539
155,T156,T156,Greg Chalmers,77,50.02,63156.6,126267
156,T156,T156,Tim Clark,64,50.02,33683.4,67343
157,158,158,Lee Williams,62,50.01,43976.9,87934
158,159,159,D.H. Lee,65,49.96,49507.1,99093
159,160,160,Chris Stroud,88,49.84,69734.1,139904
160,161,161,Richard Lee,81,49.81,66046.7,132591
161,162,162,Justin Bolli,59,49.75,40187.5,80777
162,T163,T163,Jason Bohn,70,49.74,57070.9,114744
163,T163,T163,Ben Kohles,75,49.74,53693.1,107944
164,T163,T163,Darron Stiles,51,49.74,34521.6,69402
165,166,166,Brian Davis,91,49.6,72341.1,145835
166,T167,T167,Ben Curtis,59,49.53,41337.3,83467
167,T167,T167,David Lynn,70,49.53,51891.1,104775
168,169,169,David Toms,49,49.43,28924.7,58515
169,170,170,Ken Duke,87,49.41,63910.9,129337
170,171,171,Jim Furyk,80,49.36,57339.8,116167
171,172,172,Justin Leonard,86,49.35,64061.9,129801
172,173,173,Mike Weir,60,49.27,41438.3,84111
173,174,174,Jerry Kelly,75,49.22,54590.7,110916
174,175,175,Aaron Watkins,46,49.21,28752.8,58432
175,176,176,Dicky Pride,71,49.11,47900.1,97527
176,177,177,Bryce Molder,82,49.1,59603.7,121393
177,178,178,Brian Gay,79,48.96,57046.7,116520
178,179,179,Jin Park,52,48.86,36653.6,75014
179,180,180,Colt Knost,69,48.78,49367.0,101194
