,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL DISTANCE
36,37,37,Adam Scott,61,66.11,134642.0,203657
37,38,38,Harris English,95,66.1,251132.1,379917
38,39,39,Jason Dufner,78,66.09,188382.1,285046
39,40,40,Brian Harman,89,66.07,230809.8,349329
40,41,41,Phil Mickelson,78,66.05,174596.3,264334
41,42,42,Lee Westwood,70,66.04,154608.3,234114
42,T43,T43,Justin Rose,62,66.01,142088.3,215260
43,T43,T43,Jordan Spieth,82,66.01,205552.4,311377
44,45,45,Tommy Gainey,84,65.98,232118.1,351785
45,46,46,Troy Matteson,68,65.95,178287.5,270328
46,47,47,Jim Herman,59,65.93,135669.1,205792
47,48,48,Tag Ridings,69,65.92,176195.1,267305
48,49,49,Boo Weekley,100,65.91,255715.3,387996
49,50,50,Jeff Overton,78,65.9,225097.4,341563
50,51,51,Nicholas Thompson,99,65.89,261255.9,396485
51,T52,T52,Sean O'Hair,56,65.88,153734.3,233358
52,T52,T52,Cameron Percy,68,65.88,174990.5,265622
53,54,54,Robert Streb,75,65.85,190535.8,289366
54,55,55,Webb Simpson,92,65.84,214619.2,325990
55,56,56,Charl Schwartzel,69,65.83,167312.9,254173
56,57,57,Freddie Jacobson,63,65.82,142657.1,216734
57,58,58,Padraig Harrington,52,65.79,107492.6,163382
58,59,59,Josh Teater,86,65.78,181545.6,276010
59,T60,T60,Kevin Chappell,80,65.75,199853.7,303966
60,T60,T60,Ryo Ishikawa,72,65.75,167375.9,254572
61,T62,T62,Billy Horschel,96,65.73,251995.7,383392
62,T62,T62,Greg Owen,73,65.73,201114.1,305987
63,64,64,Bill Haas,85,65.72,211350.2,321615
64,65,65,Lucas Glover,65,65.7,154586.6,235288
65,66,66,Martin Laird,68,65.68,157207.4,239358
66,67,67,Matt Kuchar,93,65.58,208777.5,318354
67,68,68,Steve Stricker,51,65.55,106373.3,162290
68,69,69,Russell Henley,80,65.54,202561.7,309069
69,70,70,Scott Gardiner,61,65.51,156581.3,239015
70,71,71,Scott Brown,65,65.48,162381.0,247982
71,72,72,Marc Leishman,77,65.44,195637.6,298954
72,73,73,Andrew Svoboda,46,65.37,107369.5,164237
73,74,74,Graham DeLaet,94,65.36,245637.0,375850
74,75,75,Vijay Singh,61,65.34,146037.7,223516
75,76,76,Peter Hanson,45,65.33,103200.6,157968
76,77,77,Steve LeBrun,66,65.32,160009.4,244974
77,T78,T78,Ernie Els,63,65.31,145282.6,222466
78,T78,T78,Bobby Gates,49,65.31,115037.2,176151
79,80,80,Martin Kaymer,61,65.28,129348.8,198159
80,81,81,D.J. Trahan,48,65.27,114390.2,175257
81,82,82,Chris Kirk,89,65.26,243134.4,372538
82,83,83,Henrik Stenson,65,65.23,134306.1,205905
83,84,84,Brad Fritsch,81,65.2,205100.4,314553
84,85,85,Henrik Norlander,70,65.16,177962.6,273114
85,86,86,Matt Jones,83,65.15,210019.0,322384
86,87,87,Bud Cauley,67,65.09,167616.1,257530
87,88,88,Bo Van Pelt,72,65.07,160913.5,247293
88,89,89,James Hahn,78,65.06,199302.9,306338
89,90,90,Vaughn Taylor,50,65.05,122162.5,187785
90,91,91,Brendan Steele,86,65.03,229518.1,352934
91,92,92,Rod Pampling,46,64.99,104504.9,160804
92,93,93,Sergio Garcia,65,64.97,141143.7,217233
93,94,94,Jonas Blixt,76,64.95,202554.2,311878
94,95,95,Erik Compton,74,64.93,197208.9,303741
95,96,96,Will Claxton,67,64.88,167727.0,258527
96,97,97,Pat Perez,69,64.87,190007.9,292926
97,98,98,Aaron Baddeley,68,64.86,171671.8,264688
98,99,99,David Lingmerth,68,64.85,167605.3,258446
99,100,100,Brendon de Jonge,110,64.83,291286.8,449324
100,T101,T101,Rickie Fowler,75,64.82,177324.1,273583
101,T101,T101,Brandt Snedeker,79,64.82,173977.3,268397
102,T101,T101,Camilo Villegas,79,64.82,193412.4,298385
103,104,104,Tim Herron,45,64.81,131789.8,203337
104,105,105,Roberto Castro,97,64.77,250985.6,387526
105,106,106,Ryan Moore,72,64.76,170990.6,264027
106,107,107,Sangmoon Bae,83,64.75,216987.2,335093
107,T108,T108,Fabián Gómez,65,64.74,167374.8,258527
108,T108,T108,Geoff Ogilvy,57,64.74,120556.0,186202
109,T108,T108,John Senden,79,64.74,180379.1,278640
110,T108,T108,Kevin Streelman,86,64.74,204288.3,315544
111,112,112,William McGirt,75,64.68,210731.0,325787
112,113,113,Daniel Summerhays,83,64.67,228899.3,353946
113,114,114,Alistair Presnell,59,64.64,136009.1,210407
114,115,115,Cameron Tringale,80,64.63,222595.7,344440
115,116,116,John Merrick,79,64.6,203184.1,314513
116,117,117,Tom Gillis,69,64.57,182713.4,282965
117,118,118,Robert Karlsson,56,64.56,111376.3,172511
118,T119,T119,James Driscoll,76,64.54,185609.7,287604
119,T119,T119,J.J. Henry,83,64.54,220546.9,341740
120,T121,T121,Stuart Appleby,88,64.52,234164.3,362911
121,T121,T121,Stewart Cink,71,64.52,165506.7,256538
122,123,123,Y.E. Yang,56,64.4,126652.8,196653
123,124,124,Ricky Barnes,74,64.39,193631.9,300739
124,125,125,George McNeill,68,64.38,193700.7,300893
125,126,126,Zach Johnson,84,64.29,199343.6,310056
126,127,127,Ben Crane,62,64.27,166080.7,258414
127,128,128,Chad Campbell,78,64.22,214995.4,334763
128,129,129,Brandt Jobe,62,64.19,158843.2,247442
129,130,130,Chez Reavie,72,64.12,200457.7,312641
130,131,131,Tiger Woods,61,64.11,128574.7,200541
131,132,132,Luke Guthrie,82,64.09,191173.9,298312
132,T133,T133,K.J. Choi,85,64.03,185991.5,290491
133,T133,T133,Tim Clark,64,64.03,129786.9,202705
134,135,135,Brian Davis,91,64.01,244502.1,381980
135,T136,T136,Jeff Maggert,63,64.0,170954.7,267123
136,T136,T136,Johnson Wagner,64,64.0,152629.1,238489
137,138,138,John Huh,88,63.99,222178.5,347222
138,T139,T139,Justin Bolli,59,63.97,135542.6,211870
139,T139,T139,David Hearn,88,63.97,215093.6,336232
140,T141,T141,Ben Curtis,59,63.94,136079.3,212819
141,T141,T141,"Ted Potter, Jr.",65,63.94,165805.8,259299
142,143,143,David Mathis,71,63.91,184702.8,289017
143,144,144,Mark Wilson,56,63.88,149429.1,233908
144,145,145,Graeme McDowell,53,63.87,109620.1,171622
145,146,146,David Lynn,70,63.86,162620.5,254638
146,147,147,Casey Wittenberg,72,63.85,180094.8,282049
147,148,148,Charlie Wi,75,63.73,194299.1,304876
148,T149,T149,D.H. Lee,65,63.71,172140.8,270175
149,T149,T149,D.A. Points,87,63.71,200393.9,314518
150,151,151,Justin Hicks,79,63.62,193236.4,303720
151,152,152,Ben Kohles,75,63.6,181571.9,285470
152,153,153,David Toms,49,63.56,91431.0,143854
153,154,154,Michael Thompson,66,63.54,156183.9,245823
154,155,155,Brian Stuard,78,63.5,184833.8,291093
155,156,156,Richard Lee,81,63.49,206792.3,325713
156,157,157,Jason Bohn,70,63.44,192845.0,303995
157,158,158,Scott Langley,79,63.39,185951.6,293360
158,159,159,Chris Stroud,88,63.36,224724.9,354688
159,160,160,Ken Duke,87,63.35,220437.3,347993
160,161,161,Stephen Ames,49,63.34,130964.4,206755
161,162,162,Trevor Immelman,73,63.33,180317.5,284733
162,163,163,Greg Chalmers,77,63.3,201679.8,318621
163,164,164,Lee Williams,62,63.29,148592.2,234774
164,165,165,Brian Gay,79,63.27,210722.5,333044
165,166,166,Aaron Watkins,46,63.26,103611.1,163786
166,167,167,Justin Leonard,86,63.22,219781.8,347642
167,T168,T168,Robert Allenby,58,63.18,150897.1,238828
168,T168,T168,Michael Bradley,56,63.18,125028.0,197899
169,170,170,Darron Stiles,51,63.14,123309.0,195305
170,171,171,Bob Estes,66,63.12,180555.3,286046
171,172,172,Doug LaBelle II,72,63.01,173513.0,275383
172,173,173,Luke Donald,60,63.0,133046.5,211197
173,174,174,Jerry Kelly,75,62.99,185098.6,293847
174,175,175,Dicky Pride,71,62.93,173521.4,275746
175,176,176,Jim Furyk,80,62.87,184297.7,293122
176,177,177,Jin Park,52,62.58,123688.0,197643
177,178,178,Colt Knost,69,62.52,166693.1,266614
178,179,179,Bryce Molder,82,62.5,205410.0,328639
179,180,180,Mike Weir,60,61.96,133467.0,215395
