,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK THIS WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_RANK LAST WEEK,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_PLAYER NAME,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_ROUNDS,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_AVG (%),Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL SHOT DISTANCE,Percentage_of_Yardage_covered_by_Tee_Shots_-_Par_4s_TOTAL DISTANCE
0,1,1,Bubba Watson,76,69.14,187373.2,271014
1,2,2,Rory McIlroy,56,68.44,125748.5,183741
2,3,3,Dustin Johnson,71,67.97,163436.8,240441
3,4,4,Nicolas Colsaerts,50,67.67,113993.8,168444
4,5,5,Kyle Stanley,71,67.31,184668.3,274343
5,6,6,Robert Garrigus,69,67.26,147651.2,219524
6,7,7,Luke List,65,67.25,159544.2,237242
7,8,8,Scott Stallings,79,67.21,203552.0,302844
8,9,9,Scott Piercy,78,67.19,195033.3,290285
9,10,10,Steven Bowditch,67,67.16,179788.1,267695
10,11,11,Keegan Bradley,88,67.11,228284.1,340187
11,12,12,Morgan Hoffmann,64,66.98,169559.3,253158
12,13,13,Eric Meierdierks,48,66.88,113365.0,169499
13,14,14,Ryan Palmer,79,66.78,214375.9,321037
14,15,15,Jason Kokrak,78,66.69,220640.7,330866
15,16,16,Jason Day,86,66.67,187305.7,280924
16,17,17,Gary Woodland,94,66.61,256817.9,385533
17,18,18,Charlie Beljan,62,66.51,167335.1,251582
18,19,19,Jimmy Walker,84,66.49,226054.3,340000
19,20,20,Rory Sabbatini,86,66.46,223764.7,336682
20,T21,T21,Martin Flores,83,66.38,235693.9,355043
21,T21,T21,Charles Howell III,87,66.38,244408.4,368205
22,T23,T23,Matt Every,89,66.37,243414.2,366741
23,T23,T23,Charley Hoffman,84,66.37,219000.3,329986
24,25,25,Carl Pettersson,82,66.32,196200.8,295827
25,26,26,Seung-Yul Noh,71,66.3,188227.9,283915
26,27,27,Ian Poulter,59,66.29,120004.5,181020
27,28,28,Shawn Stefani,63,66.26,154956.4,233874
28,T29,T29,Ángel Cabrera,73,66.21,175942.4,265723
29,T29,T29,Hunter Mahan,91,66.21,206634.5,312098
30,T31,T31,Kevin Stadler,83,66.19,210481.2,317984
31,T31,T31,Nick Watney,88,66.19,221671.5,334880
32,33,33,Patrick Reed,83,66.16,229549.3,346971
33,34,34,Andres Romero,63,66.15,159137.5,240571
34,35,35,John Rollins,77,66.14,208689.4,315518
35,36,36,Derek Ernst,58,66.12,152066.5,229991
