,Driving_Pct._300-320_Measured_RANK THIS WEEK,Driving_Pct._300-320_Measured_RANK LAST WEEK,Driving_Pct._300-320_Measured_PLAYER NAME,Driving_Pct._300-320_Measured_ROUNDS,Driving_Pct._300-320_Measured_%,Driving_Pct._300-320_Measured_TOTAL DRIVES FOR 300-320,Driving_Pct._300-320_Measured_TOTAL DRVS - OVERALL,Driving_Pct._300-320_Measured_RELATIVE TO PAR
0,1,1,Rory McIlroy,56,43.9,36,82,4.11
1,2,2,Gary Woodland,94,42.44,73,172,3.9
2,3,3,Robert Garrigus,69,41.67,45,108,4.0
3,4,4,Ryan Palmer,79,39.73,58,146,3.93
4,5,5,Graham DeLaet,94,39.2,69,176,3.74
5,6,6,Bubba Watson,76,38.14,45,118,3.73
6,7,7,Kyle Stanley,71,38.1,48,126,3.6
7,8,8,Sean O'Hair,56,37.5,42,112,3.62
8,9,9,Shawn Stefani,63,37.29,44,118,3.95
9,10,10,Bobby Gates,49,36.67,33,90,4.0
10,11,11,Keegan Bradley,88,36.3,53,146,3.68
11,12,12,Scott Piercy,78,35.71,45,126,3.73
12,13,13,Jason Kokrak,78,35.53,54,152,3.63
13,14,14,Tag Ridings,69,35.38,46,130,3.8
14,15,15,Ángel Cabrera,73,34.68,43,124,3.6
15,16,16,Josh Teater,86,34.29,48,140,3.77
16,17,17,Morgan Hoffmann,64,33.87,42,124,3.88
17,18,18,Robert Streb,75,33.8,48,142,3.63
18,19,19,Jimmy Walker,84,33.75,54,160,3.72
19,20,20,Jason Day,86,33.59,43,128,3.88
20,21,21,Jim Herman,59,33.33,34,102,3.59
21,22,22,Martin Flores,83,33.13,55,166,3.62
22,23,23,Brad Fritsch,81,33.12,51,154,3.65
23,24,24,Seung-Yul Noh,71,32.84,44,134,4.02
24,25,25,Luke List,65,32.79,40,122,3.55
25,26,26,Greg Owen,73,32.39,46,142,3.28
26,27,27,Adam Scott,61,31.82,28,88,3.54
27,28,28,Martin Laird,68,31.25,35,112,3.43
28,29,29,Harris English,95,31.03,54,174,3.78
29,30,30,Steven Bowditch,67,30.77,40,130,3.63
30,31,31,Stewart Cink,71,30.51,36,118,3.36
31,32,32,Justin Rose,62,30.43,28,92,3.68
32,33,33,Russell Henley,80,30.15,41,136,3.66
33,34,34,Charles Howell III,87,30.12,50,166,3.5
34,35,35,Nicolas Colsaerts,50,29.73,22,74,3.36
35,T36,T36,Pat Perez,69,29.71,41,138,3.66
36,T36,T36,Scott Stallings,79,29.71,41,138,3.59
37,38,38,Andres Romero,63,29.66,35,118,3.83
38,39,39,Dustin Johnson,71,29.63,32,108,3.59
39,T40,T40,Troy Matteson,68,29.55,39,132,3.77
40,T40,T40,Tiger Woods,61,29.55,26,88,3.85
41,42,42,Charlie Beljan,62,29.17,35,120,3.71
42,43,43,Nick Watney,88,28.95,44,152,3.43
43,44,44,Charl Schwartzel,69,28.7,31,108,3.9
44,45,45,Henrik Norlander,70,28.68,39,136,3.62
45,46,46,Derek Ernst,58,28.57,32,112,3.72
46,47,47,Kevin Chappell,80,28.38,42,148,3.5
47,48,48,Steve LeBrun,66,28.23,35,124,3.51
48,49,49,Brandt Jobe,62,27.68,31,112,3.52
49,50,50,Sergio Garcia,65,27.66,26,94,3.46
50,51,51,Phil Mickelson,78,27.42,34,124,3.85
51,52,52,Aaron Baddeley,68,27.34,35,128,3.74
