,Ball_Speed_RANK THIS WEEK,Ball_Speed_RANK LAST WEEK,Ball_Speed_PLAYER NAME,Ball_Speed_ROUNDS,Ball_Speed_AVG.,Ball_Speed_TOTAL BALL SPEED,Ball_Speed_TOTAL ATTEMPTS,Ball_Speed_FASTEST SPEED,Ball_Speed_SLOWEST SPEED
0,1,1,Bubba Watson,76,182.53,9491.56,52,187.34,177.22
1,2,2,Charlie Beljan,62,182.26,8201.82,45,188.92,174.15
2,3,3,Luke List,65,181.24,9243.45,51,186.03,175.25
3,4,4,Gary Woodland,94,180.64,9935.07,55,185.4,174.86
4,5,5,Dustin Johnson,71,180.32,7212.76,40,186.67,176.09
5,6,6,Rory McIlroy,56,179.86,6295.21,35,185.21,172.51
6,7,7,Nicolas Colsaerts,50,179.56,6464.19,36,183.22,172.8
7,8,8,Graham DeLaet,94,178.8,12695.1,71,184.81,173.77
8,9,9,Robert Garrigus,69,178.45,7316.31,41,183.88,172.78
9,10,10,Jason Kokrak,78,178.34,11235.56,63,186.56,171.06
10,11,11,Eric Meierdierks,48,177.9,6582.43,37,183.79,167.91
11,12,12,Ángel Cabrera,73,177.89,9783.93,55,184.93,168.82
12,13,13,Seung-Yul Noh,71,177.77,10666.47,60,181.69,173.04
13,14,14,Adam Scott,61,177.57,6747.64,38,182.11,174.23
14,15,15,Nick Watney,88,177.48,12956.31,73,181.82,172.76
15,16,16,Jason Day,86,177.04,8498.08,48,182.69,165.24
16,17,17,Scott Stallings,79,176.94,10970.07,62,182.7,171.64
17,18,18,Kyle Stanley,71,176.93,9908.15,56,186.03,156.41
18,19,19,Tag Ridings,69,176.87,8489.81,48,182.32,170.25
19,20,20,Sergio Garcia,65,176.34,6524.65,37,179.86,170.58
20,21,21,Aaron Baddeley,68,176.32,8463.57,48,181.09,169.77
21,22,22,Henrik Stenson,65,175.8,4043.3,23,182.92,164.95
22,23,23,Keegan Bradley,88,175.42,10700.33,61,178.74,171.65
23,24,24,Jimmy Walker,84,175.39,13154.38,75,181.31,170.46
24,25,25,Robert Streb,75,175.33,10870.56,62,180.09,168.43
25,26,26,Martin Flores,83,175.3,13673.71,78,180.68,170.68
26,27,27,Harris English,95,175.28,12444.61,71,181.56,169.66
27,28,28,Derek Ernst,58,175.23,9462.38,54,180.15,165.37
28,29,29,Tiger Woods,61,175.06,5426.84,31,180.45,170.96
29,30,30,Charl Schwartzel,69,174.62,8556.31,49,178.03,170.13
30,31,31,Matt Jones,83,174.61,12222.66,70,179.68,169.9
31,32,32,Bobby Gates,49,174.15,6966.02,40,179.21,154.75
32,33,33,Charles Howell III,87,173.62,14063.41,81,178.39,168.3
33,34,34,Martin Laird,68,173.6,7985.63,46,177.12,169.48
34,35,35,Patrick Reed,83,173.23,11779.32,68,178.11,165.14
35,36,36,Lucas Glover,65,173.07,8480.4,49,178.12,166.8
36,37,37,Sean O'Hair,56,172.98,6919.14,40,177.68,167.23
37,T38,T38,James Driscoll,76,172.97,10723.91,62,178.57,167.02
38,T38,T38,Ryan Palmer,79,172.97,10897.06,63,177.01,168.5
39,40,40,Steven Bowditch,67,172.96,10204.72,59,178.62,169.08
40,T41,T41,Stewart Cink,71,172.85,7087.0,41,178.62,160.94
41,T41,T41,Scott Piercy,78,172.85,9161.09,53,177.56,167.41
42,43,43,Greg Owen,73,172.76,11229.08,65,178.27,161.45
43,T44,T44,Charley Hoffman,84,172.65,13121.37,76,178.72,164.81
44,T44,T44,Marc Leishman,77,172.65,11049.7,64,177.97,167.07
45,46,46,Jim Herman,59,172.29,6546.98,38,174.85,167.83
46,47,47,George McNeill,68,172.07,10324.1,60,180.43,165.79
47,48,48,Trevor Immelman,73,171.87,9968.55,58,177.95,159.97
48,49,49,Kevin Chappell,80,171.85,9967.05,58,177.37,165.65
49,50,50,Shawn Stefani,63,171.75,7556.93,44,180.1,166.55
50,51,51,Lee Westwood,70,171.63,9611.48,56,175.28,166.24
