,Ball_Speed_RANK THIS WEEK,Ball_Speed_RANK LAST WEEK,Ball_Speed_PLAYER NAME,Ball_Speed_ROUNDS,Ball_Speed_AVG.,Ball_Speed_TOTAL BALL SPEED,Ball_Speed_TOTAL ATTEMPTS,Ball_Speed_FASTEST SPEED,Ball_Speed_SLOWEST SPEED
51,52,52,John Senden,79,171.44,10286.52,60,174.95,166.11
52,53,53,Martin Kaymer,61,171.38,7711.88,45,175.18,165.43
53,54,54,Brad Fritsch,81,171.37,12167.29,71,178.73,165.37
54,55,55,Rickie Fowler,75,171.33,10108.28,59,177.41,167.51
55,56,56,Ricky Barnes,74,171.29,10106.05,59,175.93,166.15
56,57,57,Phil Mickelson,78,171.08,4448.02,26,177.03,164.4
57,58,58,Brendon de Jonge,110,171.02,15562.48,91,175.01,165.26
58,59,59,Steve LeBrun,66,170.66,8703.72,51,177.0,163.24
59,60,60,John Rollins,77,170.64,11432.59,67,176.9,164.69
60,61,61,Kevin Stadler,83,170.36,12436.46,73,177.89,159.81
61,62,62,Bill Haas,85,170.2,11914.2,70,174.48,163.81
62,63,63,Troy Matteson,68,170.17,9359.4,55,173.87,165.03
63,64,64,Justin Rose,62,170.03,6801.11,40,175.07,164.97
64,65,65,Andres Romero,63,170.01,7990.63,47,173.5,163.86
65,66,66,Pat Perez,69,169.98,11048.78,65,177.53,160.82
66,67,67,Josh Teater,86,169.88,10362.38,61,175.74,165.08
67,T68,T68,Padraig Harrington,52,169.64,5428.49,32,177.89,164.7
68,T68,T68,Henrik Norlander,70,169.64,9330.4,55,173.29,165.68
69,70,70,Brendan Steele,86,169.61,12720.61,75,174.78,160.46
70,71,71,Boo Weekley,100,169.33,14732.04,87,179.47,162.91
71,72,72,Morgan Hoffmann,64,169.3,8972.98,53,175.04,162.7
72,73,73,Cameron Tringale,80,169.27,11679.61,69,178.19,162.04
73,74,74,Russell Henley,80,169.23,11000.17,65,176.53,154.13
74,75,75,J.J. Henry,83,169.22,9138.06,54,173.49,162.82
75,76,76,Geoff Ogilvy,57,169.2,6937.32,41,172.91,157.93
76,77,77,Erik Compton,74,169.15,10656.68,63,176.31,164.46
77,78,78,James Hahn,78,169.07,11158.59,66,176.6,154.61
78,T79,T79,Michael Bradley,56,169.05,6254.95,37,174.26,165.29
79,T79,T79,Scott Brown,65,169.05,9636.08,57,172.76,162.54
80,81,81,Camilo Villegas,79,168.89,10977.84,65,173.31,164.29
81,82,82,Brandt Jobe,62,168.81,8440.35,50,172.22,162.26
82,83,83,Carl Pettersson,82,168.79,10633.89,63,173.83,164.69
83,84,84,Cameron Percy,68,168.77,9451.37,56,174.5,162.51
84,85,85,Robert Karlsson,56,168.74,6412.27,38,172.99,163.79
85,86,86,Ryo Ishikawa,72,168.64,9443.75,56,176.17,162.21
86,87,87,Jeff Overton,78,168.57,12474.26,74,173.9,161.59
87,88,88,Rory Sabbatini,86,168.21,12447.33,74,173.06,158.05
88,89,89,Webb Simpson,92,168.18,10931.54,65,173.37,161.35
89,90,90,Sangmoon Bae,83,168.11,12272.34,73,175.44,162.61
90,91,91,Nicholas Thompson,99,168.01,14616.47,87,172.37,159.45
91,92,92,John Merrick,79,167.98,11086.62,66,171.32,163.53
92,93,93,Chad Campbell,78,167.97,11422.11,68,174.18,163.57
93,94,94,D.J. Trahan,48,167.89,6044.08,36,172.71,159.66
94,95,95,Billy Horschel,96,167.88,13262.16,79,173.35,161.09
95,96,96,Bo Van Pelt,72,167.86,8896.58,53,172.46,162.93
96,97,97,Kevin Streelman,86,167.76,11911.06,71,172.68,157.17
97,98,98,Luke Guthrie,82,167.62,11565.58,69,171.99,162.27
98,99,99,Peter Hanson,45,167.58,5697.79,34,172.4,162.11
99,100,100,Freddie Jacobson,63,167.44,8204.33,49,171.03,161.76
100,101,101,Tom Gillis,69,167.41,10212.1,61,170.76,158.97
101,102,102,Tommy Gainey,84,167.36,12551.74,75,172.82,160.33
102,103,103,Chris Kirk,89,166.99,13192.44,79,173.4,160.73
103,104,104,Hunter Mahan,91,166.86,11346.19,68,176.34,163.33
104,105,105,Matt Every,89,166.83,14681.08,88,175.2,152.64
105,106,106,Scott Gardiner,61,166.7,9168.77,55,174.0,159.5
106,107,107,Ian Poulter,59,166.6,5997.7,36,172.08,161.86
107,108,108,Fabián Gómez,65,166.36,9316.01,56,169.9,160.08
108,109,109,Jason Dufner,78,166.34,10978.59,66,173.68,158.7
109,110,110,Stuart Appleby,88,166.27,12636.22,76,170.64,159.04
110,111,111,Vijay Singh,61,166.14,7974.57,48,171.62,161.27
111,T112,T112,Robert Allenby,58,166.08,7805.81,47,171.28,157.61
112,T112,T112,Jordan Spieth,82,166.08,11791.55,71,170.2,160.24
113,114,114,Jonas Blixt,76,165.98,11950.74,72,172.96,160.17
114,115,115,Tim Herron,45,165.97,6804.72,41,169.3,161.9
115,116,116,Ernie Els,63,165.96,7468.0,45,170.71,161.4
116,117,117,Roberto Castro,97,165.88,13104.15,79,169.91,159.55
117,118,118,Michael Thompson,66,165.69,8450.01,51,171.6,160.47
118,119,119,Andrew Svoboda,46,165.62,6127.77,37,169.68,159.29
119,120,120,Alistair Presnell,59,165.5,7944.11,48,171.33,161.5
120,121,121,Daniel Summerhays,83,165.38,13726.17,83,171.09,160.01
121,122,122,David Lingmerth,68,165.31,10083.65,61,169.42,160.65
122,123,123,Rod Pampling,46,164.91,5936.75,36,169.54,160.15
123,124,124,Steve Stricker,51,164.85,5769.69,35,168.77,162.04
124,125,125,Y.E. Yang,56,164.53,6745.89,41,169.46,158.95
125,126,126,Bob Estes,66,164.49,8388.93,51,168.84,158.9
126,127,127,Brian Harman,89,164.41,13152.49,80,169.57,159.2
127,128,128,John Huh,88,164.38,12493.0,76,169.89,155.59
128,T129,T129,Will Claxton,67,164.3,9529.24,58,170.15,156.4
129,T129,T129,William McGirt,75,164.3,11829.84,72,169.07,157.17
130,131,131,Matt Kuchar,93,164.11,12472.27,76,168.91,156.82
131,132,132,Richard Lee,81,163.85,11961.08,73,172.02,157.33
132,133,133,Brandt Snedeker,79,163.68,9657.34,59,167.33,158.43
133,134,134,Ryan Moore,72,163.67,9983.59,61,171.45,155.56
134,135,135,Bud Cauley,67,163.53,8503.66,52,169.16,151.05
135,136,136,Vaughn Taylor,50,163.45,6374.59,39,168.04,158.38
136,137,137,Luke Donald,60,163.39,7352.67,45,168.47,159.31
137,138,138,Ken Duke,87,163.38,11763.41,72,169.51,156.67
138,139,139,Graeme McDowell,53,163.18,6527.32,40,168.6,158.78
139,140,140,Johnson Wagner,64,163.14,8483.45,52,172.65,156.74
140,T141,T141,Justin Hicks,79,162.88,9447.22,58,166.59,155.8
141,T141,T141,Chris Stroud,88,162.88,13030.54,80,170.12,157.93
142,143,143,D.H. Lee,65,162.45,9584.74,59,167.96,147.59
143,144,144,Brian Stuard,78,162.39,10880.01,67,167.07,158.52
144,145,145,Greg Chalmers,77,162.38,12178.26,75,172.31,154.99
145,146,146,"Ted Potter, Jr.",65,162.36,9254.47,57,166.5,157.06
146,147,147,D.A. Points,87,162.28,11034.87,68,169.06,153.2
147,148,148,Stephen Ames,49,162.12,6484.76,40,166.68,156.66
148,149,149,Casey Wittenberg,72,162.1,10212.05,63,168.37,155.74
149,150,150,Ben Kohles,75,161.93,10039.58,62,167.23,156.91
150,151,151,Charlie Wi,75,161.66,10508.09,65,171.36,155.82
151,152,152,K.J. Choi,85,161.62,9696.98,60,167.0,153.43
152,153,153,Jim Furyk,80,161.3,10968.2,68,169.27,154.71
153,154,154,David Hearn,88,161.15,12408.64,77,165.99,156.18
154,155,155,David Mathis,71,160.98,9819.62,61,166.05,152.06
155,156,156,Ben Crane,62,160.81,8683.53,54,165.0,155.92
156,157,157,Scott Langley,79,160.78,10129.24,63,165.0,155.36
157,158,158,Jason Bohn,70,160.73,11251.43,70,168.15,155.61
158,159,159,Mike Weir,60,160.63,7228.14,45,164.0,153.84
159,160,160,David Lynn,70,160.41,8983.03,56,165.25,155.48
160,161,161,Justin Bolli,59,160.36,7536.72,47,166.01,154.78
161,162,162,Ben Curtis,59,160.32,7695.49,48,164.2,154.83
162,163,163,Bryce Molder,82,160.31,11542.54,72,164.6,154.67
163,164,164,Zach Johnson,84,160.16,11371.34,71,164.59,155.7
164,165,165,Chez Reavie,72,160.04,11682.57,73,163.38,156.68
165,166,166,Brian Davis,91,159.41,13868.9,87,167.48,154.77
166,167,167,Doug LaBelle II,72,158.81,9687.22,61,164.33,152.55
167,168,168,Aaron Watkins,46,158.44,5703.93,36,162.66,151.16
168,169,169,Mark Wilson,56,158.3,8073.06,51,162.51,153.9
169,170,170,Dicky Pride,71,158.28,9813.12,62,162.71,153.9
170,171,171,Justin Leonard,86,158.06,12328.57,78,163.34,153.21
171,172,172,Lee Williams,62,157.7,8515.58,54,163.04,154.04
172,173,173,David Toms,49,157.01,4867.36,31,166.8,150.39
173,174,174,Jeff Maggert,63,156.59,9238.69,59,159.52,151.16
174,175,175,Jerry Kelly,75,156.38,10321.31,66,159.97,152.55
175,176,176,Colt Knost,69,155.79,9503.33,61,159.99,150.36
176,T177,T177,Brian Gay,79,155.57,11667.55,75,176.48,148.68
177,T177,T177,Darron Stiles,51,155.57,6222.86,40,160.43,151.06
178,179,179,Tim Clark,64,155.25,6986.12,45,159.74,150.75
179,180,180,Jin Park,52,155.16,7137.36,46,160.16,149.35
