,SG_Off-the-Tee_RANK THIS WEEK,SG_Off-the-Tee_RANK LAST WEEK,SG_Off-the-Tee_PLAYER NAME,SG_Off-the-Tee_ROUNDS,SG_Off-the-Tee_AVERAGE,SG_Off-the-Tee_TOTAL SG:OTT,SG_Off-the-Tee_MEASURED ROUNDS
0,1,1,Bubba Watson,76,0.937,55.275,59
1,2,2,Adam Scott,61,0.7340000000000001,32.289,44
2,3,3,Henrik Stenson,65,0.71,31.23,44
3,4,4,Keegan Bradley,88,0.698,50.236999999999995,72
4,5,5,Kyle Stanley,71,0.64,38.383,60
5,6,6,Rory McIlroy,56,0.624,25.601,41
6,7,7,Jordan Spieth,82,0.611,40.943000000000005,67
7,8,8,Boo Weekley,100,0.594,49.303999999999995,83
8,9,9,Nicolas Colsaerts,50,0.552,19.868,36
9,10,10,Jim Herman,59,0.55,24.206,44
10,11,11,Lucas Glover,65,0.541,28.116,52
11,12,12,Robert Garrigus,69,0.509,24.956,49
12,13,13,Graham DeLaet,94,0.488,39.499,81
13,14,14,Jason Dufner,78,0.475,28.968000000000004,61
14,15,15,Billy Horschel,96,0.465,38.602,83
15,16,16,Nick Watney,88,0.461,33.653,73
16,17,17,Justin Rose,62,0.45899999999999996,21.104,46
17,18,18,Jason Day,86,0.452,27.553,61
18,19,19,Lee Westwood,70,0.439,22.364,51
19,20,20,Russell Henley,80,0.43200000000000005,28.484,66
20,21,21,Charlie Beljan,62,0.424,23.319000000000003,55
21,22,22,Nicholas Thompson,99,0.42,36.115,86
22,23,23,Hunter Mahan,91,0.41700000000000004,28.364,68
23,24,24,Ryan Palmer,79,0.41100000000000003,28.375,69
24,25,25,Kevin Stadler,83,0.41,28.318,69
25,26,26,Kevin Streelman,86,0.406,27.594,68
26,27,27,Martin Kaymer,61,0.402,16.883,42
27,28,28,Matt Jones,83,0.396,27.74,70
28,T29,T29,Martin Laird,68,0.389,20.635,53
29,T29,T29,Scott Stallings,79,0.389,25.666,66
30,31,31,Chez Reavie,72,0.381,25.541999999999998,67
31,32,32,Vijay Singh,61,0.371,17.788,48
32,T33,T33,Bill Haas,85,0.365,25.168000000000003,69
33,T33,T33,Josh Teater,86,0.365,22.256,61
34,35,35,John Senden,79,0.344,20.971,61
35,36,36,Will Claxton,67,0.341,19.096,56
36,37,37,Scott Brown,65,0.33799999999999997,18.598,55
37,38,38,Charley Hoffman,84,0.33299999999999996,24.313000000000002,73
38,39,39,Dustin Johnson,71,0.332,16.956,51
39,40,40,Gary Woodland,94,0.331,27.432,83
40,41,41,Matt Every,89,0.32299999999999995,25.846,80
41,T42,T42,Brian Harman,89,0.316,24.033,76
42,T42,T42,Eric Meierdierks,48,0.316,11.708,37
43,44,44,Steve Stricker,51,0.311,10.870999999999999,35
44,45,45,David Lingmerth,68,0.301,17.167,57
45,46,46,Jeff Overton,78,0.29600000000000004,21.926,74
46,47,47,Ángel Cabrera,73,0.294,16.768,57
47,48,48,Brendon de Jonge,110,0.28,27.12,97
48,49,49,Kevin Chappell,80,0.276,18.488,67
49,50,50,Rory Sabbatini,86,0.273,19.669,72
50,51,51,Graeme McDowell,53,0.251,9.27,37
51,52,52,Steve LeBrun,66,0.248,13.144,53
52,53,53,Ryan Moore,72,0.23199999999999998,13.197000000000001,57
53,54,54,Derek Ernst,58,0.231,11.32,49
54,55,55,Morgan Hoffmann,64,0.22699999999999998,12.045,53
55,56,56,Justin Hicks,79,0.218,14.418,66
56,57,57,Webb Simpson,92,0.21600000000000003,15.085999999999999,70
57,58,58,Roberto Castro,97,0.204,17.145,84
58,59,59,Ian Poulter,59,0.2,7.7829999999999995,39
59,60,60,Charl Schwartzel,69,0.195,10.527999999999999,54
60,61,61,Bo Van Pelt,72,0.18600000000000003,10.046,54
61,62,62,Mark Wilson,56,0.185,9.255,50
62,63,63,D.J. Trahan,48,0.182,6.91,38
63,64,64,Zach Johnson,84,0.18100000000000002,12.142999999999999,67
64,65,65,John Huh,88,0.179,13.435,75
65,T66,T66,Henrik Norlander,70,0.166,9.812999999999999,59
66,T66,T66,"Ted Potter, Jr.",65,0.166,9.137,55
67,T68,T68,John Rollins,77,0.16399999999999998,11.144,68
68,T68,T68,Robert Streb,75,0.16399999999999998,10.189,62
69,70,70,Scott Piercy,78,0.14400000000000002,8.929,62
70,71,71,Rickie Fowler,75,0.14300000000000002,8.439,59
71,72,72,J.J. Henry,83,0.138,10.208,74
72,73,73,Martin Flores,83,0.136,10.337,76
73,T74,T74,Charles Howell III,87,0.133,10.665999999999999,80
74,T74,T74,Y.E. Yang,56,0.133,5.4479999999999995,41
75,76,76,Sergio Garcia,65,0.131,6.15,47
76,77,77,Harris English,95,0.115,9.452,82
77,T78,T78,Ernie Els,63,0.11,5.289,48
78,T78,T78,Ryo Ishikawa,72,0.11,6.034,55
79,80,80,Jerry Kelly,75,0.109,6.98,64
80,81,81,Brandt Jobe,62,0.10400000000000001,5.506,53
81,82,82,K.J. Choi,85,0.096,6.044,63
82,T83,T83,Fabián Gómez,65,0.08900000000000001,4.9719999999999995,56
83,T83,T83,Patrick Reed,83,0.08900000000000001,6.604,74
84,85,85,Jimmy Walker,84,0.08199999999999999,6.1770000000000005,75
85,86,86,Jason Kokrak,78,0.079,5.67,72
86,87,87,Freddie Jacobson,63,0.075,3.472,46
87,88,88,Jeff Maggert,63,0.07400000000000001,4.244,57
88,89,89,Scott Gardiner,61,0.069,3.58,52
89,90,90,Greg Owen,73,0.064,4.209,66
90,91,91,Tom Gillis,69,0.062,3.7310000000000003,60
91,92,92,Sangmoon Bae,83,0.053,3.843,72
92,93,93,Brian Davis,91,0.051,4.209,83
93,94,94,Tim Clark,64,0.048,2.062,43
94,95,95,James Hahn,78,0.044000000000000004,2.9189999999999996,67
95,96,96,Steven Bowditch,67,0.040999999999999995,2.381,58
96,97,97,John Merrick,79,0.038,2.55,68
97,98,98,Sean O'Hair,56,0.028999999999999998,1.49,51
98,99,99,Carl Pettersson,82,0.026000000000000002,1.643,64
99,100,100,Brendan Steele,86,0.025,1.9380000000000002,77
100,101,101,Jim Furyk,80,0.023,1.5030000000000001,64
101,102,102,Phil Mickelson,78,0.021,1.18,57
102,103,103,Erik Compton,74,0.012,0.8029999999999999,65
103,104,104,Ken Duke,87,0.009000000000000001,0.64,75
104,105,105,Brad Fritsch,81,0.005,0.34,68
105,106,106,Cameron Percy,68,0.001,0.068,57
106,107,107,Matt Kuchar,93,-0.01,-0.7240000000000001,69
107,108,108,George McNeill,68,-0.012,-0.7759999999999999,64
108,109,109,Brandt Snedeker,79,-0.025,-1.474,58
109,110,110,Andrew Svoboda,46,-0.027000000000000003,-0.9309999999999999,35
110,T111,T111,Ben Kohles,75,-0.042,-2.63,62
111,T111,T111,Vaughn Taylor,50,-0.042,-1.676,40
112,113,113,Andres Romero,63,-0.05,-2.585,52
113,114,114,Tag Ridings,69,-0.054000000000000006,-3.109,58
114,115,115,Daniel Summerhays,83,-0.062,-4.843,78
115,116,116,Bud Cauley,67,-0.063,-3.528,56
116,117,117,Cameron Tringale,80,-0.079,-5.919,75
117,118,118,Darron Stiles,51,-0.087,-3.64,42
118,119,119,Tommy Gainey,84,-0.098,-7.38,75
119,120,120,Marc Leishman,77,-0.099,-6.313,64
120,121,121,Shawn Stefani,63,-0.11,-5.518,50
121,122,122,Rod Pampling,46,-0.115,-4.007,35
122,123,123,Luke Guthrie,82,-0.11599999999999999,-7.513999999999999,65
123,124,124,Pat Perez,69,-0.127,-8.109,64
124,125,125,Brian Stuard,78,-0.128,-8.094,63
125,126,126,Richard Lee,81,-0.134,-9.613,72
126,T127,T127,D.H. Lee,65,-0.142,-8.245,58
127,T127,T127,Tiger Woods,61,-0.142,-6.124,43
128,129,129,Ben Crane,62,-0.14300000000000002,-7.864,55
129,130,130,Jason Bohn,70,-0.156,-10.275,66
130,131,131,Geoff Ogilvy,57,-0.161,-6.742999999999999,42
131,132,132,Seung-Yul Noh,71,-0.162,-10.05,62
132,T133,T133,Ricky Barnes,74,-0.18100000000000002,-11.787,65
133,T133,T133,Trevor Immelman,73,-0.18100000000000002,-11.227,62
134,135,135,Camilo Villegas,79,-0.183,-11.687000000000001,64
135,136,136,D.A. Points,87,-0.19399999999999998,-13.161,68
136,137,137,David Hearn,88,-0.19899999999999998,-14.505999999999998,73
137,138,138,Troy Matteson,68,-0.20600000000000002,-12.139000000000001,59
138,T139,T139,Tim Herron,45,-0.20800000000000002,-9.157,44
139,T139,T139,William McGirt,75,-0.20800000000000002,-14.772,71
140,141,141,Chris Kirk,89,-0.213,-17.233,81
141,142,142,Bob Estes,66,-0.21600000000000003,-13.369000000000002,62
142,143,143,Robert Karlsson,56,-0.217,-8.038,37
143,144,144,Charlie Wi,75,-0.22399999999999998,-14.761,66
144,145,145,Jonas Blixt,76,-0.22699999999999998,-15.217,67
145,146,146,David Lynn,70,-0.22899999999999998,-12.835999999999999,56
146,147,147,Doug LaBelle II,72,-0.243,-14.345,59
147,148,148,Stewart Cink,71,-0.264,-14.76,56
148,149,149,Justin Bolli,59,-0.273,-12.55,46
149,T150,T150,Stuart Appleby,88,-0.28,-22.142,79
150,T150,T150,Michael Thompson,66,-0.28,-14.834000000000001,53
151,152,152,Chad Campbell,78,-0.28600000000000003,-20.605999999999998,72
152,153,153,Scott Langley,79,-0.302,-19.333,64
153,154,154,Peter Hanson,45,-0.306,-10.106,33
154,155,155,David Mathis,71,-0.32799999999999996,-20.349,62
155,156,156,Jin Park,52,-0.335,-14.42,43
156,157,157,Justin Leonard,86,-0.341,-25.558000000000003,75
157,158,158,Padraig Harrington,52,-0.345,-12.084000000000001,35
158,159,159,Dicky Pride,71,-0.365,-21.521,59
159,160,160,David Toms,49,-0.37,-11.825,32
160,161,161,James Driscoll,76,-0.42200000000000004,-26.612,63
161,162,162,Luke List,65,-0.447,-23.265,52
162,163,163,Luke Donald,60,-0.45899999999999996,-21.131999999999998,46
163,164,164,Johnson Wagner,64,-0.461,-23.97,52
164,165,165,Lee Williams,62,-0.514,-26.199,51
165,166,166,Bryce Molder,82,-0.5379999999999999,-38.169000000000004,71
166,167,167,Alistair Presnell,59,-0.5479999999999999,-25.219,46
167,168,168,Greg Chalmers,77,-0.552,-38.606,70
168,169,169,Aaron Watkins,46,-0.568,-19.881,35
169,170,170,Brian Gay,79,-0.5770000000000001,-40.935,71
170,171,171,Chris Stroud,88,-0.578,-45.04600000000001,78
171,172,172,Bobby Gates,49,-0.58,-22.039,38
172,173,173,Aaron Baddeley,68,-0.603,-35.59,59
173,174,174,Colt Knost,69,-0.625,-36.257,58
174,175,175,Ben Curtis,59,-0.632,-29.078000000000003,46
175,176,176,Stephen Ames,49,-0.662,-29.116999999999997,44
176,177,177,Robert Allenby,58,-0.733,-38.101,52
177,178,178,Michael Bradley,56,-1.058,-45.49,43
178,179,179,Casey Wittenberg,72,-1.071,-65.337,61
179,180,180,Mike Weir,60,-1.338,-62.907,47
