,Fairway_Bunker_Tendency_RANK THIS WEEK,Fairway_Bunker_Tendency_RANK LAST WEEK,Fairway_Bunker_Tendency_PLAYER NAME,Fairway_Bunker_Tendency_ROUNDS,Fairway_Bunker_Tendency_%,Fairway_Bunker_Tendency_TOTAL FAIRWAY BUNKERS,Fairway_Bunker_Tendency_POSSIBLE FWYS,Fairway_Bunker_Tendency_RELATIVE TO PAR
0,1,1,Mark Wilson,56,3.3,23,696,+0.304
1,2,2,D.J. Trahan,48,3.8,20,522,+0.100
2,3,3,Jerry Kelly,75,3.9,35,888,+0.286
3,4,4,Zach Johnson,84,4.3,40,936,+0.425
4,T5,T5,Hunter Mahan,91,4.5,43,951,+0.186
5,T5,T5,Steve Stricker,51,4.5,22,490,+0.136
6,T7,T7,Graham DeLaet,94,4.6,51,1116,+0.118
7,T7,T7,Darron Stiles,51,4.6,27,582,+0.259
8,T9,T9,Padraig Harrington,52,4.8,23,483,+0.261
9,T9,T9,Ryan Moore,72,4.8,38,796,+0.184
10,T9,T9,Henrik Stenson,65,4.8,29,607,+0.310
11,T12,T12,Brian Harman,89,4.9,52,1054,+0.346
12,T12,T12,Bryce Molder,82,4.9,48,982,+0.229
13,T12,T12,Jin Park,52,4.9,29,597,+0.172
14,T12,T12,Jordan Spieth,82,4.9,46,930,+0.087
15,16,16,Charlie Wi,75,5.0,46,916,+0.130
16,T17,T17,Robert Garrigus,69,5.1,34,672,+0.235
17,T17,T17,Russell Henley,80,5.1,47,915,+0.234
18,T17,T17,Jim Herman,59,5.1,31,610,+0.290
19,T17,T17,Eric Meierdierks,48,5.1,26,508,+0.192
20,T17,T17,"Ted Potter, Jr.",65,5.1,39,768,+0.256
21,22,22,J.J. Henry,83,5.2,53,1028,+0.208
22,T23,T23,Keegan Bradley,88,5.3,53,996,+0.170
23,T23,T23,Ken Duke,87,5.3,55,1043,+0.218
24,T23,T23,Jim Furyk,80,5.3,47,889,+0.106
25,T23,T23,Doug LaBelle II,72,5.3,43,813,+0.326
26,T23,T23,Marc Leishman,77,5.3,47,887,+0.106
27,T23,T23,David Mathis,71,5.3,45,857,+0.244
28,T23,T23,Pat Perez,69,5.3,47,883,+0.149
29,T23,T23,Chez Reavie,72,5.3,49,932,+0.265
30,T31,T31,Brian Davis,91,5.4,62,1153,+0.226
31,T31,T31,Bob Estes,66,5.4,46,858,+0.065
32,T33,T33,Charlie Beljan,62,5.5,41,752,+0.317
33,T33,T33,Brian Gay,79,5.5,54,983,+0.111
