,Fairway_Bunker_Tendency_RANK THIS WEEK,Fairway_Bunker_Tendency_RANK LAST WEEK,Fairway_Bunker_Tendency_PLAYER NAME,Fairway_Bunker_Tendency_ROUNDS,Fairway_Bunker_Tendency_%,Fairway_Bunker_Tendency_TOTAL FAIRWAY BUNKERS,Fairway_Bunker_Tendency_POSSIBLE FWYS,Fairway_Bunker_Tendency_RELATIVE TO PAR
34,T33,T33,Henrik Norlander,70,5.5,45,813,+0.178
35,T33,T33,Kevin Stadler,83,5.5,53,958,+0.283
36,T33,T33,Bubba Watson,76,5.5,45,823,+0.311
37,T38,T38,David Lingmerth,68,5.6,44,787,+0.182
38,T38,T38,Brandt Snedeker,79,5.6,45,809,+0.022
39,T38,T38,Brendan Steele,86,5.6,60,1066,+0.267
40,T41,T41,K.J. Choi,85,5.7,50,876,+0.380
41,T41,T41,Morgan Hoffmann,64,5.7,42,731,E
42,T41,T41,David Lynn,70,5.7,44,775,+0.182
43,T41,T41,Ian Poulter,59,5.7,31,544,+0.032
44,T41,T41,Johnson Wagner,64,5.7,41,720,+0.171
45,T46,T46,Justin Hicks,79,5.8,53,916,+0.226
46,T46,T46,John Huh,88,5.8,61,1049,+0.246
47,T46,T46,Scott Stallings,79,5.8,53,912,+0.491
48,T49,T49,Peter Hanson,45,5.9,27,458,+0.074
49,T49,T49,Matt Jones,83,5.9,57,965,+0.228
50,T49,T49,Martin Kaymer,61,5.9,34,574,+0.382
51,T49,T49,Richard Lee,81,5.9,59,999,+0.237
52,T49,T49,Robert Streb,75,5.9,50,844,+0.060
53,T49,T49,Nicholas Thompson,99,5.9,70,1191,+0.057
54,T49,T49,Michael Thompson,66,5.9,43,730,+0.233
55,T56,T56,Ángel Cabrera,73,6.0,47,781,+0.298
56,T56,T56,Brendon de Jonge,110,6.0,80,1339,+0.338
57,T56,T56,Ben Kohles,75,6.0,51,856,+0.353
58,T56,T56,Jeff Maggert,63,6.0,48,796,+0.313
59,T56,T56,Vaughn Taylor,50,6.0,33,553,+0.121
60,T56,T56,Josh Teater,86,6.0,50,835,+0.200
61,T62,T62,Brad Fritsch,81,6.1,57,937,+0.175
62,T62,T62,Sergio Garcia,65,6.1,39,644,+0.231
63,T62,T62,Lucas Glover,65,6.1,44,717,+0.250
64,T62,T62,Steve LeBrun,66,6.1,45,734,+0.267
65,T62,T62,Charl Schwartzel,69,6.1,45,738,+0.200
66,T62,T62,Adam Scott,61,6.1,37,608,+0.297
67,T68,T68,Tim Clark,64,6.2,37,598,+0.054
68,T68,T68,Dicky Pride,71,6.2,51,819,+0.294
69,T68,T68,Webb Simpson,92,6.2,60,975,+0.233
70,T71,T71,Will Claxton,67,6.3,49,775,+0.265
71,T71,T71,Ben Crane,62,6.3,48,763,+0.167
72,T71,T71,Ben Curtis,59,6.3,40,638,+0.200
73,T71,T71,Brandt Jobe,62,6.3,46,733,+0.196
74,T71,T71,D.H. Lee,65,6.3,50,800,+0.240
75,T71,T71,Justin Leonard,86,6.3,65,1038,+0.185
76,T71,T71,George McNeill,68,6.3,56,889,+0.161
77,T71,T71,John Rollins,77,6.3,59,931,+0.136
78,T71,T71,Cameron Tringale,80,6.3,65,1037,+0.015
79,T80,T80,Kevin Chappell,80,6.4,59,928,+0.136
80,T80,T80,James Driscoll,76,6.4,55,860,+0.218
81,T80,T80,Scott Gardiner,61,6.4,46,716,+0.391
82,T80,T80,Bill Haas,85,6.4,61,960,+0.164
83,T80,T80,Trevor Immelman,73,6.4,55,853,+0.055
84,T80,T80,Kevin Streelman,86,6.4,60,943,+0.217
85,T86,T86,Nicolas Colsaerts,50,6.5,32,495,+0.219
86,T86,T86,Jason Day,86,6.5,55,841,+0.164
87,T86,T86,Jason Dufner,78,6.5,55,852,+0.218
88,T86,T86,Colt Knost,69,6.5,52,801,+0.346
89,T86,T86,Greg Owen,73,6.5,59,913,+0.339
90,T86,T86,Cameron Percy,68,6.5,51,786,+0.216
91,T86,T86,D.A. Points,87,6.5,61,942,+0.197
92,T86,T86,Mike Weir,60,6.5,42,645,+0.024
93,T86,T86,Casey Wittenberg,72,6.5,54,836,+0.074
94,T95,T95,Aaron Baddeley,68,6.6,53,801,+0.264
95,T95,T95,Scott Brown,65,6.6,50,761,+0.100
96,T95,T95,Seung-Yul Noh,71,6.6,56,845,+0.321
97,T95,T95,Rod Pampling,46,6.6,32,488,+0.125
98,T95,T95,John Senden,79,6.6,56,845,+0.036
99,T95,T95,Andrew Svoboda,46,6.6,32,486,+0.031
100,T95,T95,Camilo Villegas,79,6.6,59,888,+0.169
101,T102,T102,Roberto Castro,97,6.7,78,1163,+0.231
102,T102,T102,Rickie Fowler,75,6.7,55,820,+0.127
103,T102,T102,Justin Rose,62,6.7,43,640,E
104,T105,T105,Stephen Ames,49,6.8,41,604,+0.073
105,T105,T105,Jason Bohn,70,6.8,62,913,+0.226
106,T105,T105,Greg Chalmers,77,6.8,65,958,+0.077
107,T105,T105,Rory McIlroy,56,6.8,38,562,+0.158
108,T105,T105,Ryan Palmer,79,6.8,65,951,+0.154
109,T105,T105,Tag Ridings,69,6.8,54,793,+0.167
110,T105,T105,Rory Sabbatini,86,6.8,68,994,+0.162
111,T112,T112,Tom Gillis,69,6.9,57,832,+0.316
112,T112,T112,Jason Kokrak,78,6.9,68,985,+0.118
113,T112,T112,Martin Laird,68,6.9,50,729,+0.280
114,T115,T115,Stewart Cink,71,7.0,54,768,+0.056
115,T115,T115,Dustin Johnson,71,7.0,49,701,+0.122
116,T115,T115,Scott Piercy,78,7.0,60,857,+0.267
117,T115,T115,Aaron Watkins,46,7.0,34,486,+0.294
118,T115,T115,Gary Woodland,94,7.0,80,1144,+0.250
119,T115,T115,Y.E. Yang,56,7.0,40,570,+0.325
120,T121,T121,Stuart Appleby,88,7.1,77,1083,+0.078
121,T121,T121,Ricky Barnes,74,7.1,64,901,+0.094
122,T121,T121,Luke Guthrie,82,7.1,64,901,+0.047
123,T121,T121,James Hahn,78,7.1,66,925,+0.182
124,T121,T121,Robert Karlsson,56,7.1,36,510,+0.222
125,T121,T121,Troy Matteson,68,7.1,57,802,+0.070
126,T121,T121,Graeme McDowell,53,7.1,37,518,+0.243
127,T121,T121,Brian Stuard,78,7.1,62,873,+0.339
128,T121,T121,Lee Williams,62,7.1,50,708,+0.220
129,T130,T130,Sangmoon Bae,83,7.2,72,998,+0.319
130,T130,T130,Justin Bolli,59,7.2,46,636,+0.130
131,T130,T130,Steven Bowditch,67,7.2,57,790,+0.088
132,T130,T130,Matt Every,89,7.2,80,1110,+0.088
133,T130,T130,Tommy Gainey,84,7.2,75,1038,+0.120
134,T130,T130,Geoff Ogilvy,57,7.2,41,573,+0.146
135,T130,T130,Chris Stroud,88,7.2,78,1076,+0.167
136,T130,T130,David Toms,49,7.2,32,444,+0.125
137,T138,T138,Jonas Blixt,76,7.3,68,926,+0.132
138,T138,T138,Bud Cauley,67,7.3,56,772,+0.339
139,T138,T138,Martin Flores,83,7.3,76,1046,+0.224
140,T138,T138,Alistair Presnell,59,7.3,46,627,+0.413
141,T138,T138,Andres Romero,63,7.3,52,712,+0.192
142,T138,T138,Nick Watney,88,7.3,74,1011,+0.257
143,T138,T138,Boo Weekley,100,7.3,84,1154,+0.262
144,T138,T138,Tiger Woods,61,7.3,43,593,+0.256
145,T146,T146,Luke Donald,60,7.4,47,636,+0.128
146,T146,T146,Harris English,95,7.4,83,1129,+0.120
147,T146,T146,Billy Horschel,96,7.4,85,1147,+0.024
148,T146,T146,Chris Kirk,89,7.4,83,1116,+0.108
149,T146,T146,Matt Kuchar,93,7.4,71,958,+0.085
150,T146,T146,Bo Van Pelt,72,7.4,55,748,+0.218
151,T152,T152,Charley Hoffman,84,7.5,75,1005,+0.147
152,T152,T152,Freddie Jacobson,63,7.5,48,636,+0.063
153,T152,T152,Daniel Summerhays,83,7.5,81,1075,+0.247
154,155,155,Robert Allenby,58,7.6,54,710,+0.130
155,T156,T156,John Merrick,79,7.7,73,948,+0.205
156,T156,T156,Phil Mickelson,78,7.7,60,777,+0.017
157,T156,T156,Kyle Stanley,71,7.7,64,832,+0.188
158,T159,T159,Derek Ernst,58,7.8,53,681,+0.245
159,T159,T159,David Hearn,88,7.8,79,1013,+0.215
160,T161,T161,Chad Campbell,78,7.9,79,999,+0.152
161,T161,T161,Scott Langley,79,7.9,70,890,+0.314
162,T161,T161,Sean O'Hair,56,7.9,55,696,+0.164
163,T161,T161,Jeff Overton,78,7.9,81,1020,+0.210
164,T161,T161,Lee Westwood,70,7.9,56,708,+0.161
165,T166,T166,Michael Bradley,56,8.0,47,587,+0.213
166,T166,T166,Patrick Reed,83,8.0,81,1017,+0.284
167,168,168,Bobby Gates,49,8.2,42,515,+0.167
168,T169,T169,Luke List,65,8.4,58,693,+0.103
169,T169,T169,Jimmy Walker,84,8.4,86,1025,+0.012
170,T171,T171,Fabián Gómez,65,8.5,66,773,+0.152
171,T171,T171,Tim Herron,45,8.5,51,601,+0.118
172,T173,T173,Ryo Ishikawa,72,8.6,65,758,+0.200
173,T173,T173,Carl Pettersson,82,8.6,76,883,+0.224
174,T175,T175,William McGirt,75,8.7,85,982,+0.188
175,T175,T175,Vijay Singh,61,8.7,58,663,+0.190
176,T175,T175,Shawn Stefani,63,8.7,59,680,+0.305
177,T178,T178,Erik Compton,74,8.9,79,890,+0.139
178,T178,T178,Ernie Els,63,8.9,59,663,+0.186
179,180,180,Charles Howell III,87,9.8,108,1104,+0.157
