,Short_Game_Rating_RANK THIS WEEK,Short_Game_Rating_RANK LAST WEEK,Short_Game_Rating_PLAYER NAME,Short_Game_Rating_EVENTS,Short_Game_Rating_RATING
0,1,1,Tim Clark,2,9.0
1,2,2,Hennie Otto,1,8.5
2,3,3,Richard Green,1,8.4
3,4,4,Patrick Reed,1,8.1
4,5,5,Troy Kelly,1,7.9
5,6,6,Bud Cauley,4,7.7
6,T7,T7,Patrick Cantlay,4,7.5
7,T7,T7,Corey Pavin,2,7.5
8,T9,T9,Marco Dawson,2,7.4
9,T9,T9,K.T. Kim,2,7.4
10,T9,T9,Billy Mayfair,15,7.4
11,T9,T9,Brett Quigley,2,7.4
12,T13,T13,Joe Durant,9,7.3
13,T13,T13,Marcus Fraser,1,7.3
14,T13,T13,Kirk Triplett,3,7.3
15,T16,T16,Alex Cejka,8,7.2
16,T16,T16,Chad Collins,6,7.2
17,T16,T16,Ben Curtis,10,7.2
18,T16,T16,Bob Estes,5,7.2
19,T16,T16,Brian Gay,16,7.2
20,T16,T16,Michael Letzig,4,7.2
21,T16,T16,Bryce Molder,13,7.2
22,T23,T23,Craig Barlow,3,7.1
23,T23,T23,Mark Brooks,1,7.1
24,T23,T23,Jonathan Byrd,15,7.1
25,T23,T23,Greg Chalmers,15,7.1
26,T23,T23,K.J. Choi,10,7.1
27,T23,T23,Davis Love III,8,7.1
28,T23,T23,Charl Schwartzel,10,7.1
29,T23,T23,Mike Small,1,7.1
30,T23,T23,Brandt Snedeker,12,7.1
31,T23,T23,Steve Stricker,12,7.1
32,T33,T33,Aaron Baddeley,15,7.0
33,T33,T33,Tom Byrum,1,7.0
34,T33,T33,Daniel Chopra,1,7.0
35,T33,T33,Luke Donald,12,7.0
36,T33,T33,Jason Dufner,14,7.0
37,T33,T33,Rocco Mediate,6,7.0
38,T33,T33,Shaun Micheel,7,7.0
39,T33,T33,Kevin Na,14,7.0
40,T33,T33,José María Olazábal,1,7.0
41,T33,T33,Peter Senior,1,7.0
42,T43,T43,Woody Austin,10,6.9
43,T43,T43,D.J. Brigman,8,6.9
44,T43,T43,Steve Elkington,6,6.9
45,T43,T43,Tom Gillis,9,6.9
46,T43,T43,Zach Johnson,14,6.9
47,T43,T43,Skip Kendall,1,6.9
48,T43,T43,Troy Merritt,7,6.9
49,T43,T43,Francesco Molinari,4,6.9
50,T43,T43,Ian Poulter,8,6.9
51,T43,T43,Chris Riley,12,6.9
52,T43,T43,Michael Thompson,12,6.9
53,T54,T54,Robert Damron,2,6.8
54,T54,T54,Jason Day,13,6.8
55,T54,T54,Matt Kuchar,16,6.8
56,T54,T54,Mark O'Meara,1,6.8
57,T54,T54,Kenny Perry,5,6.8
58,T54,T54,Justin Rose,14,6.8
59,T54,T54,Paul Stankowski,13,6.8
60,T54,T54,Nick Watney,14,6.8
61,T54,T54,Drew Weaver,1,6.8
62,T63,T63,Stephen Ames,10,6.7
63,T63,T63,Brian Davis,20,6.7
64,T63,T63,Hunter Haas,14,6.7
65,T63,T63,Ryo Ishikawa,2,6.7
66,T63,T63,Brandt Jobe,16,6.7
67,T63,T63,Sung Kang,7,6.7
68,T63,T63,Jerry Kelly,13,6.7
69,T63,T63,John Mallinger,5,6.7
70,T63,T63,Phil Mickelson,13,6.7
71,T63,T63,Nick O'Hern,14,6.7
72,T63,T63,Tom Pernice Jr.,6,6.7
73,T63,T63,D.A. Points,17,6.7
74,T63,T63,Jordan Spieth,1,6.7
75,T63,T63,Andre Stolz,2,6.7
76,T63,T63,Daniel Summerhays,7,6.7
77,T63,T63,Kevin Sutherland,5,6.7
78,T63,T63,Scott Verplank,6,6.7
79,T80,T80,Thomas Bjørn,2,6.6
80,T80,T80,Steve Flesch,15,6.6
81,T80,T80,Sergio Garcia,8,6.6
82,T80,T80,Nathan Green,10,6.6
83,T80,T80,Padraig Harrington,10,6.6
84,T80,T80,Charles Howell III,19,6.6
85,T80,T80,Ryuji Imada,11,6.6
86,T80,T80,Lee Janzen,10,6.6
87,T80,T80,Derek Lamely,7,6.6
88,T80,T80,Geoff Ogilvy,10,6.6
89,T80,T80,Michael Putnam,9,6.6
90,T80,T80,Webb Simpson,19,6.6
91,T80,T80,Vijay Singh,13,6.6
92,T80,T80,David Toms,12,6.6
93,T80,T80,Mark Wilson,12,6.6
94,T95,T95,Shane Bertsch,10,6.5
95,T95,T95,Craig Bowden,1,6.5
96,T95,T95,Stewart Cink,11,6.5
97,T95,T95,Will Claxton,1,6.5
98,T95,T95,Ernie Els,12,6.5
99,T95,T95,Andres Gonzales,6,6.5
100,T95,T95,Todd Hamilton,3,6.5
101,T95,T95,Peter Hanson,3,6.5
102,T95,T95,Trevor Immelman,13,6.5
103,T95,T95,Chris Kirk,14,6.5
104,T95,T95,Matt McQuillan,6,6.5
105,T95,T95,Louis Oosthuizen,5,6.5
106,T95,T95,Sam Saunders,2,6.5
107,T95,T95,Heath Slocum,12,6.5
108,T95,T95,Y.E. Yang,7,6.5
109,T110,T110,Chris Baryla,1,6.4
110,T110,T110,Cameron Beckman,9,6.4
111,T110,T110,Rich Beem,4,6.4
112,T110,T110,Keegan Bradley,14,6.4
113,T110,T110,Chris DiMarco,14,6.4
114,T110,T110,Todd Fischer,1,6.4
115,T110,T110,Jim Furyk,11,6.4
116,T110,T110,Retief Goosen,8,6.4
117,T110,T110,Adam Hadwin,4,6.4
118,T110,T110,Anders Hansen,2,6.4
119,T110,T110,Billy Horschel,10,6.4
120,T110,T110,Martin Kaymer,5,6.4
121,T110,T110,Bio Kim,8,6.4
122,T110,T110,Spencer Levin,21,6.4
123,T110,T110,Sean O'Hair,10,6.4
124,T110,T110,Joe Ogilvie,9,6.4
125,T110,T110,Rod Pampling,12,6.4
126,T110,T110,Pat Perez,12,6.4
127,T110,T110,Scott Piercy,13,6.4
128,T110,T110,Andres Romero,15,6.4
129,T110,T110,Nate Smith,7,6.4
130,T110,T110,D.J. Trahan,14,6.4
131,T110,T110,Marc Turnesa,5,6.4
132,T110,T110,Dean Wilson,9,6.4
133,T134,T134,Notah Begay III,1,6.3
134,T134,T134,Kevin Chappell,9,6.3
135,T134,T134,Robert Garrigus,14,6.3
136,T134,T134,Mathias Grönberg,1,6.3
137,T134,T134,David Hearn,13,6.3
138,T134,T134,Freddie Jacobson,15,6.3
139,T134,T134,Anthony Kim,8,6.3
140,T134,T134,Marc Leishman,14,6.3
141,T134,T134,William McGirt,16,6.3
142,T134,T134,Alex Noren,1,6.3
143,T134,T134,Tim Petrovic,12,6.3
144,T134,T134,Rory Sabbatini,12,6.3
145,T134,T134,Brendan Steele,13,6.3
146,T134,T134,Kevin Streelman,15,6.3
147,T134,T134,Jimmy Walker,14,6.3
148,T134,T134,Charlie Wi,16,6.3
149,T134,T134,Jay Williamson,1,6.3
150,T151,T151,Arjun Atwal,15,6.2
151,T151,T151,Fred Couples,3,6.2
152,T151,T151,Ben Crane,11,6.2
153,T151,T151,Harrison Frazar,6,6.2
154,T151,T151,Robert Gamez,2,6.2
155,T151,T151,Paul Goydos,14,6.2
156,T151,T151,Scott Gutschewski,6,6.2
157,T151,T151,J.J. Henry,16,6.2
158,T151,T151,Tim Herron,12,6.2
159,T151,T151,Charley Hoffman,16,6.2
160,T151,T151,Justin Leonard,14,6.2
161,T151,T151,Jarrod Lyle,10,6.2
162,T151,T151,Ryan Moore,13,6.2
163,T151,T151,Ryan Palmer,9,6.2
164,T151,T151,Jae-bum Park,1,6.2
165,T151,T151,Henrik Stenson,4,6.2
166,T151,T151,Josh Teater,18,6.2
167,T151,T151,Cameron Tringale,18,6.2
168,T151,T151,Peter Uihlein,2,6.2
169,T151,T151,Bo Van Pelt,14,6.2
170,T151,T151,Lee Westwood,5,6.2
171,T172,T172,Robert Allenby,14,6.1
172,T172,T172,Stuart Appleby,10,6.1
173,T172,T172,Matt Bettencourt,13,6.1
174,T172,T172,Guy Boros,1,6.1
175,T172,T172,Paul Casey,5,6.1
176,T172,T172,Chris Couch,15,6.1
177,T172,T172,Rickie Fowler,14,6.1
178,T172,T172,J.B. Holmes,12,6.1
179,T172,T172,Matt Jones,9,6.1
180,T172,T172,Kevin Kisner,6,6.1
181,T172,T172,Steve Marino,11,6.1
182,T172,T172,Graeme McDowell,7,6.1
183,T172,T172,Dicky Pride,3,6.1
184,T172,T172,Jeff Quinney,3,6.1
185,T172,T172,Jonathan Randolph,1,6.1
186,T172,T172,Jim Renner,7,6.1
187,T172,T172,Adam Scott,8,6.1
188,T172,T172,Chris Stroud,12,6.1
189,T172,T172,Chris Tidland,1,6.1
190,T172,T172,Johnson Wagner,10,6.1
191,T172,T172,Mike Weir,2,6.1
192,T193,T193,Thomas Aiken,1,6.0
193,T193,T193,Briny Baird,9,6.0
194,T193,T193,Ricky Barnes,12,6.0
195,T193,T193,Bobby Gates,7,6.0
196,T193,T193,Mathew Goggin,1,6.0
197,T193,T193,Mark Hensby,1,6.0
198,T193,T193,Morgan Hoffmann,2,6.0
199,T193,T193,Martin Laird,14,6.0
200,T193,T193,Peter Lonard,2,6.0
201,T193,T193,Bill Lunde,14,6.0
202,T193,T193,Hunter Mahan,19,6.0
203,T193,T193,Cameron Percy,5,6.0
204,T193,T193,Alexandre Rocha,7,6.0
205,T193,T193,John Rollins,13,6.0
206,T193,T193,Michael Sim,4,6.0
