,Last_15_Events_-_Short_Game_RANK THIS WEEK,Last_15_Events_-_Short_Game_RANK LAST WEEK,Last_15_Events_-_Short_Game_PLAYER NAME,Last_15_Events_-_Short_Game_EVENTS,Last_15_Events_-_Short_Game_RATING
0,1,1,Tim Clark,3,8.5
1,2,2,Richard Green,1,8.4
2,3,3,Patrick Reed,1,8.1
3,4,4,Troy Kelly,1,7.9
4,5,5,Bud Cauley,4,7.7
5,6,6,Billy Mayfair,8,7.6
6,T7,T7,Patrick Cantlay,4,7.5
7,T7,T7,Alex Cejka,5,7.5
8,T7,T7,Jay Williamson,4,7.5
9,T10,T10,K.T. Kim,2,7.4
10,T10,T10,Michael Letzig,5,7.4
11,T10,T10,Bryce Molder,9,7.4
12,T10,T10,Hennie Otto,2,7.4
13,T10,T10,Jerod Turner,1,7.4
14,T15,T15,Marcus Fraser,1,7.3
15,T15,T15,Davis Love III,5,7.3
16,T15,T15,Michael Thompson,8,7.3
17,T18,T18,Aaron Baddeley,9,7.2
18,T18,T18,Jonathan Byrd,6,7.2
19,T18,T18,Greg Chalmers,8,7.2
20,T18,T18,Chad Collins,6,7.2
21,T18,T18,Bob Estes,5,7.2
22,T18,T18,Robin Freeman,1,7.2
23,T18,T18,Brandt Jobe,9,7.2
24,T18,T18,Shaun Micheel,3,7.2
25,T26,T26,Craig Barlow,5,7.1
26,T26,T26,K.J. Choi,6,7.1
27,T26,T26,Brian Gay,7,7.1
28,T26,T26,Zach Johnson,7,7.1
29,T26,T26,Derek Lamely,5,7.1
30,T26,T26,Corey Pavin,4,7.1
31,T26,T26,Tim Petrovic,7,7.1
32,T26,T26,Charl Schwartzel,8,7.1
33,T26,T26,Mike Small,1,7.1
34,T26,T26,Nick Watney,8,7.1
35,T36,T36,Stephen Ames,7,7.0
36,T36,T36,Tom Byrum,1,7.0
37,T36,T36,Ben Curtis,6,7.0
38,T36,T36,Jason Dufner,5,7.0
39,T36,T36,Spencer Levin,11,7.0
40,T36,T36,José María Olazábal,1,7.0
41,T36,T36,Peter Senior,1,7.0
42,T36,T36,Steve Stricker,7,7.0
43,T36,T36,Kirk Triplett,5,7.0
44,T36,T36,Y.E. Yang,6,7.0
45,T46,T46,Woody Austin,10,6.9
46,T46,T46,Brian Davis,9,6.9
47,T46,T46,Marco Dawson,3,6.9
48,T46,T46,Joe Durant,6,6.9
49,T46,T46,Steve Elkington,6,6.9
50,T46,T46,Ernie Els,7,6.9
51,T46,T46,Jeff Klauk,3,6.9
52,T46,T46,Matt Kuchar,7,6.9
53,T46,T46,Troy Merritt,4,6.9
54,T46,T46,Francesco Molinari,4,6.9
55,T46,T46,Ian Poulter,5,6.9
56,T46,T46,Kevin Sutherland,6,6.9
57,T46,T46,Omar Uresti,2,6.9
58,T59,T59,Robert Damron,2,6.8
59,T59,T59,Luke Donald,10,6.8
60,T59,T59,Brad Faxon,1,6.8
61,T59,T59,Sung Kang,6,6.8
62,T59,T59,William McGirt,9,6.8
63,T59,T59,Matt McQuillan,5,6.8
64,T59,T59,Mark O'Meara,1,6.8
65,T59,T59,Tom Pernice Jr.,7,6.8
66,T59,T59,Kenny Perry,5,6.8
67,T59,T59,Justin Rose,7,6.8
68,T59,T59,Brandt Snedeker,7,6.8
69,T59,T59,Drew Weaver,1,6.8
70,T59,T59,Dean Wilson,7,6.8
71,T72,T72,Jason Day,9,6.7
72,T72,T72,Padraig Harrington,8,6.7
73,T72,T72,Charles Howell III,9,6.7
74,T72,T72,Jerry Kelly,8,6.7
75,T72,T72,John Mallinger,5,6.7
76,T72,T72,Phil Mickelson,8,6.7
77,T72,T72,Nick O'Hern,8,6.7
78,T72,T72,Louis Oosthuizen,4,6.7
79,T72,T72,Dicky Pride,5,6.7
80,T72,T72,Andres Romero,10,6.7
81,T72,T72,Jordan Spieth,1,6.7
82,T72,T72,Paul Stankowski,11,6.7
83,T72,T72,Andre Stolz,2,6.7
84,T72,T72,Scott Verplank,6,6.7
85,T86,T86,Arjun Atwal,7,6.6
86,T86,T86,Thomas Bjørn,2,6.6
87,T86,T86,Keegan Bradley,7,6.6
88,T86,T86,D.J. Brigman,6,6.6
89,T86,T86,Daniel Chopra,2,6.6
90,T86,T86,Stewart Cink,6,6.6
91,T86,T86,Sergio Garcia,8,6.6
92,T86,T86,Bobby Gates,3,6.6
93,T86,T86,Lee Janzen,9,6.6
94,T86,T86,Matt Jones,3,6.6
95,T86,T86,Rocco Mediate,4,6.6
96,T86,T86,John Rollins,8,6.6
