,Last_5_Events_-_Accuracy_RANK THIS WEEK,Last_5_Events_-_Accuracy_RANK LAST WEEK,Last_5_Events_-_Accuracy_PLAYER NAME,Last_5_Events_-_Accuracy_EVENTS,Last_5_Events_-_Accuracy_RATING
0,T1,T1,Tim Clark,2,9.0
1,T1,T1,Omar Uresti,1,9.0
2,3,3,Rory McIlroy,1,8.8
3,4,4,Joe Durant,2,8.4
4,5,5,José María Olazábal,1,8.2
5,T6,T6,Kris Blanks,3,8.1
6,T6,T6,Alex Prugh,1,8.1
7,T8,T8,Paul Goydos,2,8.0
8,T8,T8,Edoardo Molinari,1,8.0
9,T8,T8,Kenny Perry,2,8.0
10,T11,T11,Michael Connell,1,7.9
11,T11,T11,David Mathis,3,7.9
12,T13,T13,Keegan Bradley,1,7.8
13,T13,T13,Jim Furyk,3,7.8
14,T13,T13,Lucas Glover,3,7.8
15,T13,T13,Zach Johnson,2,7.8
16,T13,T13,Vaughn Taylor,3,7.8
17,T13,T13,Lee Westwood,1,7.8
18,T19,T19,Chad Campbell,3,7.7
19,T19,T19,Ben Crane,2,7.7
20,T19,T19,Jason Dufner,3,7.7
21,T19,T19,Bryce Molder,3,7.7
22,T19,T19,John Rollins,3,7.7
23,T19,T19,Chris Stroud,3,7.7
24,T25,T25,Guy Boros,2,7.6
25,T25,T25,Will Claxton,1,7.6
26,T25,T25,Ben Curtis,2,7.6
27,T25,T25,Todd Hamilton,2,7.6
28,T25,T25,Trevor Immelman,4,7.6
29,T25,T25,Jeff Overton,3,7.6
30,T25,T25,Tom Pernice Jr.,3,7.6
31,T25,T25,Kevin Streelman,2,7.6
32,T25,T25,Charles Warren,3,7.6
33,T25,T25,Boo Weekley,1,7.6
34,T35,T35,Michael Allen,2,7.5
35,T35,T35,Shane Bertsch,2,7.5
36,T35,T35,Paul Casey,2,7.5
37,T35,T35,Hunter Haas,2,7.5
38,T35,T35,Billy Horschel,3,7.5
39,T35,T35,Kent Jones,1,7.5
40,T35,T35,Louis Oosthuizen,2,7.5
41,T35,T35,Cameron Percy,2,7.5
