,Last_5_Events_-_Power_RANK THIS WEEK,Last_5_Events_-_Power_RANK LAST WEEK,Last_5_Events_-_Power_PLAYER NAME,Last_5_Events_-_Power_EVENTS,Last_5_Events_-_Power_RATING
0,T1,T1,John Daly,2,10.0
1,T1,T1,Alvaro Quiros,1,10.0
2,T3,T3,Graham DeLaet,1,9.8
3,T3,T3,Robert Garrigus,3,9.8
4,T3,T3,J.B. Holmes,2,9.8
5,6,6,Scott Stallings,1,9.7
6,T7,T7,Harrison Frazar,1,9.6
7,T7,T7,Bubba Watson,3,9.6
8,T7,T7,Gary Woodland,2,9.6
9,T10,T10,Dustin Johnson,3,9.5
10,T10,T10,Rory McIlroy,1,9.5
11,12,12,Alex Prugh,1,9.4
12,T13,T13,Steven Bowditch,3,9.3
13,T13,T13,Kevin Chappell,2,9.3
14,T13,T13,Charles Warren,3,9.3
15,T16,T16,Scott Piercy,4,9.1
16,T16,T16,Josh Teater,4,9.1
17,T16,T16,Martin Trainer,1,9.1
18,T19,T19,Jason Day,3,9.0
19,T19,T19,Lee Westwood,1,9.0
20,T21,T21,Chris Couch,1,8.9
21,T21,T21,Charley Hoffman,3,8.9
22,T21,T21,Tag Ridings,2,8.9
23,T21,T21,Boo Weekley,1,8.9
24,T25,T25,D.J. Trahan,2,8.8
25,T25,T25,Peter Uihlein,2,8.8
26,T27,T27,Erick Justesen,1,8.7
27,T27,T27,Adam Scott,3,8.7
28,29,29,Nick Watney,3,8.6
29,T30,T30,Ángel Cabrera,2,8.5
30,T30,T30,Jim Herman,2,8.5
31,T30,T30,Zack Miller,1,8.5
32,T30,T30,Kyle Stanley,4,8.5
33,T34,T34,Adam Hadwin,4,8.4
34,T34,T34,Robert Karlsson,2,8.4
35,T34,T34,Martin Laird,3,8.4
36,T34,T34,Ryan Palmer,3,8.4
37,T34,T34,John Rollins,3,8.4
38,T34,T34,Will Strickler,2,8.4
39,T40,T40,Mathew Goggin,1,8.3
40,T40,T40,Bio Kim,2,8.3
41,T40,T40,Jhonattan Vegas,2,8.3
42,T40,T40,Brett Wetterich,4,8.3
43,T44,T44,Alex Aragon,1,8.2
44,T44,T44,Ben Crane,2,8.2
45,T44,T44,Ross Fisher,1,8.2
46,T44,T44,Tom Gillis,1,8.2
47,T44,T44,Derek Lamely,3,8.2
