,Last_15_Events_-_Power_RANK THIS WEEK,Last_15_Events_-_Power_RANK LAST WEEK,Last_15_Events_-_Power_PLAYER NAME,Last_15_Events_-_Power_EVENTS,Last_15_Events_-_Power_RATING
0,1,1,J.B. Holmes,9,9.9
1,2,2,Graham DeLaet,1,9.8
2,3,3,Bubba Watson,9,9.7
3,4,4,Robert Garrigus,8,9.6
4,T5,T5,Steven Bowditch,6,9.5
5,T5,T5,Gary Woodland,7,9.5
6,T7,T7,Alvaro Quiros,4,9.4
7,T7,T7,Scott Stallings,7,9.4
8,9,9,Dustin Johnson,8,9.3
9,10,10,Charles Warren,4,9.2
10,T11,T11,Harrison Frazar,4,9.1
11,T11,T11,Rory McIlroy,4,9.1
12,T11,T11,Scott Piercy,9,9.1
13,T11,T11,Martin Trainer,1,9.1
14,T11,T11,Jhonattan Vegas,8,9.1
15,16,16,Tag Ridings,8,9.0
16,17,17,Alex Prugh,4,8.9
17,T18,T18,Ryan Palmer,6,8.8
18,T18,T18,Peter Uihlein,2,8.8
19,T20,T20,Ángel Cabrera,4,8.7
20,T20,T20,John Daly,5,8.7
21,T20,T20,Erick Justesen,1,8.7
22,T20,T20,Josh Teater,12,8.7
23,T20,T20,Lee Westwood,5,8.7
24,T20,T20,Brett Wetterich,7,8.7
25,T26,T26,Chris Baryla,1,8.6
26,T26,T26,Adam Scott,7,8.6
27,T26,T26,D.J. Trahan,7,8.6
28,T29,T29,Charley Hoffman,8,8.5
29,T29,T29,Martin Laird,7,8.5
30,T29,T29,Seung-Yul Noh,1,8.5
31,T29,T29,Sam Saunders,3,8.5
32,T29,T29,Kyle Stanley,10,8.5
33,T29,T29,Will Strickler,6,8.5
34,T35,T35,Chris Couch,10,8.4
35,T35,T35,Matt Jones,3,8.4
36,T35,T35,Derek Lamely,5,8.4
37,T35,T35,John Rollins,8,8.4
38,T35,T35,Nick Watney,9,8.4
39,T40,T40,Kevin Chappell,6,8.3
40,T40,T40,Jason Day,9,8.3
41,T40,T40,Mathew Goggin,1,8.3
42,T40,T40,Jason Gore,2,8.3
43,T40,T40,Boo Weekley,6,8.3
44,T45,T45,Alex Aragon,1,8.2
45,T45,T45,Rickie Fowler,7,8.2
46,T45,T45,Adam Hadwin,5,8.2
47,T45,T45,Bio Kim,5,8.2
48,T45,T45,Troy Matteson,9,8.2
49,T45,T45,Zack Miller,4,8.2
50,T45,T45,Patrick Reed,1,8.2
51,T52,T52,Ross Fisher,3,8.1
52,T52,T52,Morgan Hoffmann,2,8.1
53,T52,T52,Phil Mickelson,9,8.1
54,T55,T55,Aaron Baddeley,9,8.0
55,T55,T55,Keegan Bradley,7,8.0
56,T55,T55,James Driscoll,7,8.0
57,T55,T55,Bo Van Pelt,7,8.0
58,T59,T59,Daniel Chopra,2,7.9
59,T59,T59,Tommy Gainey,6,7.9
60,T59,T59,Sergio Garcia,9,7.9
61,T59,T59,Jim Herman,7,7.9
62,T59,T59,Davis Love III,6,7.9
63,T59,T59,Sean O'Hair,8,7.9
64,T59,T59,Michael Putnam,6,7.9
65,T59,T59,Roland Thatcher,5,7.9
66,T67,T67,Patrick Cantlay,4,7.8
67,T67,T67,Brandt Jobe,10,7.8
68,T67,T67,Louis Oosthuizen,5,7.8
69,T70,T70,Thomas Aiken,1,7.7
70,T70,T70,Paul Casey,5,7.7
