,Last_15_Events_-_Accuracy_RANK THIS WEEK,Last_15_Events_-_Accuracy_RANK LAST WEEK,Last_15_Events_-_Accuracy_PLAYER NAME,Last_15_Events_-_Accuracy_EVENTS,Last_15_Events_-_Accuracy_RATING
0,1,1,Justin Hicks,1,8.4
1,2,2,Tim Clark,3,8.3
2,3,3,José María Olazábal,1,8.2
3,T4,T4,Jim Furyk,6,8.0
4,T4,T4,Len Mattiace,1,8.0
5,T6,T6,Kris Blanks,10,7.9
6,T6,T6,Jason Dufner,5,7.9
7,T6,T6,Joe Durant,7,7.9
8,T6,T6,Lucas Glover,6,7.9
9,T6,T6,Paul Goydos,8,7.9
10,T6,T6,Zach Johnson,7,7.9
11,T12,T12,Mark Calcavecchia,3,7.8
12,T12,T12,Kenny Perry,5,7.8
13,T14,T14,Chad Campbell,9,7.7
14,T14,T14,Jason Gore,2,7.7
15,T14,T14,Todd Hamilton,3,7.7
16,T14,T14,Rory McIlroy,4,7.7
17,T14,T14,Chez Reavie,9,7.7
18,T14,T14,Lee Westwood,5,7.7
19,T20,T20,Guy Boros,2,7.6
20,T20,T20,Will Claxton,1,7.6
21,T20,T20,Robert Gamez,3,7.6
22,T20,T20,Anders Hansen,2,7.6
23,T20,T20,Trevor Immelman,6,7.6
24,T20,T20,Francesco Molinari,4,7.6
25,T20,T20,Heath Slocum,10,7.6
26,T20,T20,Kevin Stadler,8,7.6
27,T20,T20,Omar Uresti,4,7.6
28,T29,T29,K.J. Choi,8,7.5
29,T29,T29,Luke Donald,10,7.5
30,T29,T29,Sung Kang,6,7.5
31,T29,T29,Davis Love III,6,7.5
32,T29,T29,Bryce Molder,9,7.5
33,T29,T29,Alex Prugh,4,7.5
34,T29,T29,John Rollins,8,7.5
35,T29,T29,David Toms,7,7.5
36,T37,T37,Robert Allenby,8,7.4
37,T37,T37,Notah Begay III,1,7.4
38,T37,T37,Paul Casey,5,7.4
39,T37,T37,Bud Cauley,6,7.4
40,T37,T37,Alex Cejka,6,7.4
41,T37,T37,Brian Gay,7,7.4
42,T37,T37,Dustin Johnson,8,7.4
43,T37,T37,Jerry Kelly,8,7.4
44,T37,T37,David Mathis,9,7.4
45,T37,T37,Matt McQuillan,6,7.4
46,T37,T37,Nick O'Hern,8,7.4
47,T37,T37,Webb Simpson,9,7.4
48,T37,T37,Charles Warren,4,7.4
49,T50,T50,Michael Allen,3,7.3
50,T50,T50,Briny Baird,10,7.3
51,T50,T50,Robert Damron,2,7.3
52,T50,T50,Rickie Fowler,7,7.3
53,T50,T50,Tom Gillis,6,7.3
54,T50,T50,Hunter Haas,6,7.3
55,T50,T50,Adam Hadwin,5,7.3
56,T50,T50,David Hearn,11,7.3
57,T50,T50,Brandt Jobe,10,7.3
58,T50,T50,K.T. Kim,3,7.3
59,T50,T50,Louis Oosthuizen,5,7.3
60,T50,T50,Corey Pavin,4,7.3
61,T50,T50,Pat Perez,10,7.3
62,T50,T50,Carl Pettersson,11,7.3
63,T50,T50,Kyle Stanley,10,7.3
64,T50,T50,Vaughn Taylor,8,7.3
65,T50,T50,D.J. Trahan,7,7.3
66,T50,T50,Scott Verplank,7,7.3
67,T68,T68,Stephen Ames,7,7.2
68,T68,T68,Shane Bertsch,9,7.2
69,T68,T68,Jason Bohn,10,7.2
70,T68,T68,Keegan Bradley,7,7.2
71,T68,T68,Mark Brooks,2,7.2
72,T68,T68,Tom Byrum,1,7.2
73,T68,T68,Michael Connell,8,7.2
74,T68,T68,Brian Davis,9,7.2
75,T68,T68,Brendon de Jonge,7,7.2
76,T68,T68,Ernie Els,7,7.2
77,T68,T68,Hiroyuki Fujita,2,7.2
78,T68,T68,Peter Hanson,4,7.2
79,T68,T68,John Merrick,8,7.2
80,T68,T68,Dustin Risdon,1,7.2
