,Last_15_Events_-_Putting_RANK THIS WEEK,Last_15_Events_-_Putting_RANK LAST WEEK,Last_15_Events_-_Putting_PLAYER NAME,Last_15_Events_-_Putting_EVENTS,Last_15_Events_-_Putting_RATING
0,1,1,Jordan Spieth,1,9.5
1,T2,T2,Chris Baryla,1,9.2
2,T2,T2,Shigeki Maruyama,1,9.2
3,4,4,Todd Fischer,1,9.0
4,T5,T5,Anthony Paolucci,1,8.8
5,T5,T5,Patrick Reed,1,8.8
6,T7,T7,Jesper Parnevik,3,8.7
7,T7,T7,Chris Tidland,1,8.7
8,T9,T9,Mathias Grönberg,1,8.6
9,T9,T9,Matt Jones,3,8.6
10,T9,T9,Peter Lonard,2,8.6
11,T9,T9,Bryce Molder,9,8.6
12,T9,T9,Kevin Na,8,8.6
13,T14,T14,Steven Bowditch,6,8.5
14,T14,T14,Greg Chalmers,8,8.5
15,T14,T14,Brad Faxon,1,8.5
16,T14,T14,José María Olazábal,1,8.5
17,T14,T14,Andres Romero,10,8.5
18,T14,T14,Willie Wood,1,8.5
19,T20,T20,Jeff Klauk,3,8.4
20,T20,T20,Michael Letzig,5,8.4
21,T20,T20,WC Liang,2,8.4
22,T20,T20,Steve Stricker,7,8.4
23,T24,T24,Daniel Chopra,2,8.3
24,T24,T24,Luke Donald,10,8.3
25,T24,T24,Richard Green,1,8.3
26,T24,T24,Morgan Hoffmann,2,8.3
27,T24,T24,Freddie Jacobson,9,8.3
28,T24,T24,Joe Ogilvie,7,8.3
29,T24,T24,Nate Smith,3,8.3
30,T24,T24,Michael Thompson,9,8.3
31,T24,T24,Charlie Wi,9,8.3
32,T33,T33,Aaron Baddeley,9,8.2
33,T33,T33,Marcus Fraser,1,8.2
34,T33,T33,Zach Johnson,7,8.2
35,T33,T33,Chris Kirk,7,8.2
36,T33,T33,Matt Kuchar,7,8.2
37,T33,T33,John Mallinger,5,8.2
38,T33,T33,George McNeill,8,8.2
39,T33,T33,Garth Mulroy,1,8.2
40,T33,T33,Alex Noren,2,8.2
41,T33,T33,Tom Pernice Jr.,7,8.2
42,T33,T33,Webb Simpson,9,8.2
43,T33,T33,Dean Wilson,7,8.2
44,T45,T45,Blake Adams,11,8.1
45,T45,T45,Stephen Ames,7,8.1
46,T45,T45,D.J. Brigman,6,8.1
47,T45,T45,Tom Byrum,1,8.1
48,T45,T45,Ángel Cabrera,4,8.1
49,T45,T45,Chris Couch,10,8.1
50,T45,T45,Brian Davis,9,8.1
51,T45,T45,Steve Flesch,10,8.1
52,T45,T45,Rickie Fowler,7,8.1
53,T45,T45,Scott Gordon,1,8.1
54,T45,T45,Ryuji Imada,7,8.1
55,T45,T45,Jamie Lovemark,1,8.1
56,T45,T45,Matteo Manassero,3,8.1
57,T45,T45,Scott McCarron,5,8.1
58,T45,T45,Nick O'Hern,8,8.1
59,T45,T45,Corey Pavin,4,8.1
60,T45,T45,Carl Pettersson,11,8.1
61,T45,T45,Ted Purdy,2,8.1
62,T45,T45,Brett Quigley,4,8.1
63,T45,T45,Jeff Quinney,6,8.1
64,T45,T45,Sam Saunders,3,8.1
65,T45,T45,Brandt Snedeker,8,8.1
66,T45,T45,Henrik Stenson,5,8.1
67,T45,T45,Kevin Streelman,9,8.1
68,T69,T69,Shane Bertsch,9,8.0
69,T69,T69,Bud Cauley,6,8.0
70,T69,T69,Brendon de Jonge,7,8.0
71,T69,T69,Chris DiMarco,7,8.0
72,T69,T69,David Duval,3,8.0
73,T69,T69,Brad Fritsch,1,8.0
74,T69,T69,Tommy Gainey,6,8.0
75,T69,T69,Brian Gay,7,8.0
76,T69,T69,Nathan Green,7,8.0
77,T69,T69,Padraig Harrington,8,8.0
78,T69,T69,Billy Horschel,7,8.0
79,T69,T69,Lee Janzen,9,8.0
80,T69,T69,Sung Kang,6,8.0
81,T69,T69,Robert Karlsson,7,8.0
82,T69,T69,Martin Kaymer,5,8.0
83,T69,T69,Frank Lickliter II,7,8.0
84,T69,T69,Matt McQuillan,6,8.0
85,T69,T69,Ryan Moore,9,8.0
86,T69,T69,Seung-Yul Noh,1,8.0
87,T69,T69,Geoff Ogilvy,8,8.0
88,T69,T69,Pat Perez,10,8.0
89,T69,T69,Dicky Pride,5,8.0
90,T69,T69,Chez Reavie,9,8.0
91,T69,T69,Mike Small,1,8.0
92,T69,T69,Paul Stankowski,11,8.0
93,T69,T69,Andre Stolz,2,8.0
94,T69,T69,Will Strickler,6,8.0
95,T69,T69,Roland Thatcher,5,8.0
96,T69,T69,David Toms,7,8.0
97,T69,T69,Nick Watney,9,8.0
98,T69,T69,Mike Weir,2,8.0
99,T100,T100,Michael Allen,3,7.9
100,T100,T100,Jason Bohn,10,7.9
101,T100,T100,Mark Brooks,2,7.9
102,T100,T100,SSP Chawrasia,1,7.9
103,T100,T100,Robert Damron,2,7.9
104,T100,T100,Jason Day,9,7.9
105,T100,T100,Bob Estes,5,7.9
106,T100,T100,Mathew Goggin,1,7.9
107,T100,T100,Retief Goosen,8,7.9
108,T100,T100,Paul Goydos,8,7.9
109,T100,T100,Richard Johnson,6,7.9
110,T100,T100,Skip Kendall,4,7.9
111,T100,T100,Bio Kim,5,7.9
112,T100,T100,Kevin Kisner,8,7.9
113,T100,T100,Derek Lamely,5,7.9
114,T100,T100,Steve Marino,7,7.9
115,T100,T100,David Mathis,9,7.9
116,T100,T100,William McGirt,10,7.9
117,T100,T100,Tim Petrovic,8,7.9
118,T100,T100,Michael Putnam,6,7.9
119,T100,T100,Justin Rose,7,7.9
120,T100,T100,Vaughn Taylor,8,7.9
121,T100,T100,Garrett Willis,8,7.9
122,T123,T123,Arjun Atwal,7,7.8
123,T123,T123,Notah Begay III,1,7.8
124,T123,T123,Jonathan Byrd,6,7.8
125,T123,T123,Tim Clark,3,7.8
126,T123,T123,Ben Crane,6,7.8
127,T123,T123,James Driscoll,7,7.8
128,T123,T123,Steve Elkington,6,7.8
129,T123,T123,Mark Hensby,3,7.8
130,T123,T123,Ryo Ishikawa,3,7.8
131,T123,T123,Erick Justesen,1,7.8
132,T123,T123,Jerry Kelly,8,7.8
133,T123,T123,Anthony Kim,3,7.8
134,T123,T123,Jarrod Lyle,3,7.8
135,T123,T123,Graeme McDowell,5,7.8
136,T123,T123,Rory McIlroy,4,7.8
137,T123,T123,Rod Pampling,10,7.8
138,T123,T123,Carl Paulson,3,7.8
139,T123,T123,Ian Poulter,5,7.8
140,T123,T123,Adam Scott,7,7.8
141,T123,T123,Michael Sim,2,7.8
142,T123,T123,Kyle Stanley,10,7.8
143,T123,T123,Scott Verplank,7,7.8
144,T123,T123,Lee Westwood,5,7.8
145,T123,T123,Tiger Woods,6,7.8
146,T147,T147,Guy Boros,2,7.7
147,T147,T147,Keegan Bradley,7,7.7
148,T147,T147,Josh Broadaway,1,7.7
149,T147,T147,Kevin Chappell,6,7.7
150,T147,T147,K.J. Choi,8,7.7
151,T147,T147,Stewart Cink,6,7.7
152,T147,T147,Chad Collins,6,7.7
153,T147,T147,Ben Curtis,6,7.7
154,T147,T147,Matt Every,4,7.7
155,T147,T147,Robert Gamez,3,7.7
156,T147,T147,David Hearn,11,7.7
157,T147,T147,Charles Howell III,10,7.7
158,T147,T147,Trevor Immelman,6,7.7
159,T147,T147,Colt Knost,5,7.7
160,T147,T147,Tom Lehman,2,7.7
161,T147,T147,Marc Leishman,6,7.7
162,T147,T147,Phil Mickelson,9,7.7
163,T147,T147,Cameron Percy,6,7.7
164,T147,T147,Kenny Perry,5,7.7
165,T147,T147,Aron Price,9,7.7
166,T147,T147,Chris Riley,7,7.7
