,Accuracy_Rating_RANK THIS WEEK,Accuracy_Rating_RANK LAST WEEK,Accuracy_Rating_PLAYER NAME,Accuracy_Rating_EVENTS,Accuracy_Rating_RATING
0,T1,T1,Tim Clark,2,9.0
1,T1,T1,Omar Uresti,1,9.0
2,3,3,José María Olazábal,1,8.2
3,4,4,Joe Durant,10,8.0
4,T5,T5,Mark Calcavecchia,2,7.8
5,T5,T5,Chad Campbell,18,7.8
6,T5,T5,Jim Furyk,14,7.8
7,T5,T5,Justin Hicks,3,7.8
8,T5,T5,Kenny Perry,5,7.8
9,T10,T10,Brian Gay,16,7.7
10,T10,T10,Jason Gore,2,7.7
11,T10,T10,Paul Goydos,14,7.7
12,T10,T10,Todd Hamilton,3,7.7
13,T10,T10,Rory McIlroy,4,7.7
14,T10,T10,Lee Westwood,5,7.7
15,T16,T16,Will Claxton,1,7.6
16,T16,T16,Luke Donald,12,7.6
17,T16,T16,Jason Dufner,14,7.6
18,T16,T16,Anders Hansen,2,7.6
19,T16,T16,Brandt Jobe,18,7.6
20,T16,T16,Francesco Molinari,4,7.6
21,T16,T16,Heath Slocum,13,7.6
22,T16,T16,Charles Warren,3,7.6
23,T24,T24,Michael Allen,2,7.5
24,T24,T24,Stephen Ames,11,7.5
25,T24,T24,Davis Love III,10,7.5
26,T24,T24,Nick O'Hern,14,7.5
27,T24,T24,David Toms,13,7.5
28,T29,T29,Notah Begay III,1,7.4
29,T29,T29,Paul Casey,6,7.4
30,T29,T29,Bud Cauley,6,7.4
31,T29,T29,Alex Cejka,9,7.4
32,T29,T29,Marco Dawson,2,7.4
33,T29,T29,Robert Gamez,2,7.4
34,T29,T29,Tom Gillis,9,7.4
35,T29,T29,Adam Hadwin,4,7.4
36,T29,T29,Zach Johnson,14,7.4
37,T29,T29,David Mathis,14,7.4
38,T29,T29,Louis Oosthuizen,6,7.4
39,T29,T29,Chez Reavie,16,7.4
40,T29,T29,John Rollins,14,7.4
41,T29,T29,Kyle Stanley,17,7.4
42,T29,T29,Boo Weekley,10,7.4
43,T44,T44,Briny Baird,10,7.3
