,Power_Rating_RANK THIS WEEK,Power_Rating_RANK LAST WEEK,Power_Rating_PLAYER NAME,Power_Rating_EVENTS,Power_Rating_RATING
0,1,1,J.B. Holmes,12,9.8
1,2,2,Bubba Watson,14,9.7
2,3,3,Robert Garrigus,14,9.6
3,4,4,Alvaro Quiros,3,9.5
4,5,5,Dustin Johnson,12,9.4
5,T6,T6,Steven Bowditch,14,9.3
6,T6,T6,Charles Warren,3,9.3
7,8,8,Gary Woodland,16,9.2
8,T9,T9,Rory McIlroy,4,9.1
9,T9,T9,Martin Trainer,1,9.1
10,T11,T11,Harrison Frazar,6,9.0
11,T11,T11,Martin Laird,14,9.0
12,T11,T11,Scott Stallings,11,9.0
13,T14,T14,John Daly,6,8.9
14,T14,T14,Jhonattan Vegas,14,8.9
15,T16,T16,Ángel Cabrera,6,8.8
16,T16,T16,Peter Uihlein,2,8.8
17,T18,T18,Erick Justesen,1,8.7
18,T18,T18,Tag Ridings,13,8.7
19,T18,T18,Lee Westwood,5,8.7
20,T21,T21,Chris Baryla,1,8.6
21,T21,T21,Jason Day,13,8.6
22,T21,T21,Ryan Palmer,12,8.6
23,T21,T21,Scott Piercy,13,8.6
24,T21,T21,Kyle Stanley,17,8.6
25,T21,T21,Josh Teater,18,8.6
26,T27,T27,Charley Hoffman,16,8.5
27,T27,T27,Derek Lamely,7,8.5
28,T27,T27,Seung-Yul Noh,1,8.5
29,T27,T27,Alex Prugh,10,8.5
30,T27,T27,Will Strickler,6,8.5
31,T27,T27,Brett Wetterich,5,8.5
32,T33,T33,Adam Hadwin,4,8.4
33,T33,T33,Adam Scott,9,8.4
34,T33,T33,D.J. Trahan,15,8.4
35,T36,T36,Keegan Bradley,15,8.3
36,T36,T36,Chris Couch,16,8.3
37,T36,T36,Mathew Goggin,1,8.3
38,T36,T36,Jason Gore,2,8.3
39,T36,T36,Troy Matteson,15,8.3
40,T36,T36,Nick Watney,15,8.3
41,T42,T42,Alex Aragon,1,8.2
42,T42,T42,Rickie Fowler,14,8.2
43,T42,T42,Patrick Reed,1,8.2
44,T45,T45,Tommy Gainey,16,8.1
45,T45,T45,Morgan Hoffmann,2,8.1
46,T45,T45,Bio Kim,8,8.1
47,T45,T45,Davis Love III,10,8.1
48,T49,T49,Aaron Baddeley,15,8.0
49,T49,T49,Phil Mickelson,14,8.0
50,T49,T49,Zack Miller,11,8.0
51,T49,T49,Sam Saunders,2,8.0
52,T53,T53,Paul Casey,6,7.9
53,T53,T53,Kevin Chappell,10,7.9
54,T53,T53,James Driscoll,10,7.9
55,T53,T53,David Duval,9,7.9
56,T53,T53,Ross Fisher,2,7.9
57,T53,T53,Sergio Garcia,10,7.9
58,T53,T53,Jim Herman,10,7.9
59,T53,T53,John Rollins,14,7.9
60,T53,T53,Bo Van Pelt,14,7.9
61,T53,T53,Boo Weekley,10,7.9
62,63,63,Patrick Cantlay,4,7.8
63,T64,T64,Thomas Aiken,1,7.7
64,T64,T64,Bill Haas,16,7.7
65,T64,T64,Brandt Jobe,18,7.7
66,T64,T64,Cameron Percy,5,7.7
67,T64,T64,Fran Quinn,3,7.7
68,T64,T64,Webb Simpson,20,7.7
69,T70,T70,Steve Allan,1,7.6
70,T70,T70,Matt Every,2,7.6
71,T70,T70,Bobby Gates,8,7.6
72,T70,T70,Charles Howell III,20,7.6
73,T70,T70,Jeff Overton,17,7.6
74,T70,T70,Kenny Perry,5,7.6
75,T70,T70,Andres Romero,15,7.6
76,T70,T70,Charl Schwartzel,10,7.6
77,T78,T78,Michael Letzig,4,7.5
78,T78,T78,Sean O'Hair,11,7.5
79,T78,T78,Louis Oosthuizen,6,7.5
80,T81,T81,Brad Fritsch,1,7.4
81,T81,T81,Mathias Grönberg,1,7.4
82,T81,T81,Chris Kirk,14,7.4
83,T81,T81,Marc Leishman,15,7.4
84,T85,T85,Bud Cauley,6,7.3
85,T85,T85,Scott Gutschewski,7,7.3
86,T85,T85,Will MacKenzie,8,7.3
87,T85,T85,Anthony Paolucci,1,7.3
88,T85,T85,Jim Renner,8,7.3
89,T85,T85,Kevin Stadler,14,7.3
90,T91,T91,Todd Hamilton,3,7.2
91,T91,T91,Padraig Harrington,10,7.2
92,T91,T91,Ryo Ishikawa,2,7.2
93,T91,T91,Robert Karlsson,9,7.2
94,T91,T91,Anthony Kim,8,7.2
95,T91,T91,Steve Marino,13,7.2
96,T91,T91,Michael Putnam,10,7.2
97,T91,T91,Chris Stroud,14,7.2
98,T91,T91,Jimmy Walker,15,7.2
99,T91,T91,Tiger Woods,5,7.2
100,T101,T101,Alex Noren,1,7.1
101,T101,T101,Martin Piller,7,7.1
102,T101,T101,Drew Weaver,1,7.1
103,T104,T104,Fred Couples,3,7.0
104,T104,T104,Marco Dawson,2,7.0
