,Scoring_Rating_RANK THIS WEEK,Scoring_Rating_RANK LAST WEEK,Scoring_Rating_PLAYER NAME,Scoring_Rating_EVENTS,Scoring_Rating_RATING
0,1,1,Luke Donald,12,8.8
1,1,1,Sam Saunders,2,8.8
2,1,1,Jordan Spieth,1,8.8
3,4,4,Bud Cauley,6,8.7
4,5,5,Chris Baryla,1,8.6
5,5,5,Shigeki Maruyama,1,8.6
6,5,5,Webb Simpson,20,8.6
7,5,5,Steve Stricker,12,8.6
8,9,9,Tim Clark,2,8.5
9,9,9,Anders Hansen,2,8.5
10,9,9,Peter Lonard,2,8.5
11,9,9,Bryce Molder,13,8.5
12,9,9,Tom Pernice Jr.,6,8.5
13,9,9,Nick Watney,15,8.5
14,9,9,Lee Westwood,5,8.5
15,16,16,Matt Kuchar,17,8.4
16,16,16,Michael Letzig,4,8.4
17,16,16,Brandt Snedeker,13,8.4
18,16,16,David Toms,13,8.4
19,20,20,Marco Dawson,2,8.3
20,20,20,Jason Day,13,8.3
21,20,20,Todd Fischer,1,8.3
22,20,20,Jim Furyk,14,8.3
23,20,20,Tommy Gainey,16,8.3
24,20,20,Mathias Grönberg,1,8.3
25,20,20,Charles Howell III,20,8.3
26,20,20,Zach Johnson,14,8.3
27,20,20,Jerry Kelly,14,8.3
28,20,20,Chris Kirk,14,8.3
29,20,20,Rory McIlroy,4,8.3
30,20,20,Matt McQuillan,7,8.3
31,20,20,Kevin Na,14,8.3
32,20,20,Adam Scott,9,8.3
33,20,20,Kevin Streelman,16,8.3
34,20,20,Gary Woodland,16,8.3
35,36,36,Aaron Baddeley,15,8.2
36,36,36,K.J. Choi,13,8.2
37,36,36,Ben Curtis,10,8.2
38,36,36,Jason Dufner,14,8.2
39,36,36,Rickie Fowler,14,8.2
40,36,36,Brian Gay,16,8.2
41,36,36,Lucas Glover,13,8.2
42,36,36,Bill Haas,16,8.2
43,36,36,Todd Hamilton,3,8.2
44,36,36,Justin Hicks,3,8.2
45,36,36,Morgan Hoffmann,2,8.2
46,36,36,J.B. Holmes,12,8.2
47,36,36,Billy Horschel,10,8.2
48,36,36,Ryuji Imada,12,8.2
49,36,36,Freddie Jacobson,16,8.2
50,36,36,Jeff Klauk,1,8.2
51,36,36,Martin Laird,14,8.2
52,36,36,Spencer Levin,22,8.2
53,36,36,Hunter Mahan,19,8.2
54,36,36,Phil Mickelson,14,8.2
55,36,36,Nick O'Hern,14,8.2
56,36,36,Chez Reavie,16,8.2
57,36,36,John Senden,18,8.2
58,36,36,Kyle Stanley,17,8.2
59,36,36,Kevin Sutherland,5,8.2
60,36,36,Roland Thatcher,10,8.2
61,36,36,Brett Wetterich,5,8.2
62,63,63,Robert Allenby,15,8.1
63,63,63,Briny Baird,10,8.1
64,63,63,Notah Begay III,1,8.1
65,63,63,Kris Blanks,16,8.1
66,63,63,Jonathan Byrd,15,8.1
67,63,63,Chad Campbell,18,8.1
68,63,63,Paul Casey,6,8.1
69,63,63,Greg Chalmers,16,8.1
70,63,63,Chris Couch,16,8.1
71,63,63,Brendon de Jonge,19,8.1
72,63,63,Chris DiMarco,14,8.1
73,63,63,James Driscoll,10,8.1
74,63,63,Adam Hadwin,4,8.1
75,63,63,David Hearn,15,8.1
76,63,63,Charley Hoffman,16,8.1
77,63,63,Brandt Jobe,18,8.1
78,63,63,Robert Karlsson,9,8.1
79,63,63,Marc Leishman,15,8.1
80,63,63,Davis Love III,10,8.1
81,63,63,Steve Marino,13,8.1
82,63,63,Billy Mayfair,16,8.1
83,63,63,George McNeill,10,8.1
84,63,63,John Merrick,12,8.1
85,63,63,Francesco Molinari,4,8.1
86,63,63,Ryan Moore,14,8.1
87,63,63,Geoff Ogilvy,12,8.1
88,63,63,Rod Pampling,12,8.1
89,63,63,Pat Perez,14,8.1
90,63,63,Kenny Perry,5,8.1
91,63,63,Carl Pettersson,20,8.1
92,63,63,Aron Price,9,8.1
93,63,63,John Rollins,14,8.1
94,63,63,Justin Rose,14,8.1
95,63,63,Rory Sabbatini,13,8.1
96,63,63,Vijay Singh,14,8.1
97,63,63,Scott Stallings,11,8.1
98,63,63,D.J. Trahan,15,8.1
99,63,63,Marc Turnesa,6,8.1
100,63,63,Bo Van Pelt,14,8.1
101,63,63,Scott Verplank,7,8.1
102,63,63,Charles Warren,3,8.1
103,104,104,Blake Adams,22,8.0
104,104,104,Woody Austin,10,8.0
105,104,104,Shane Bertsch,10,8.0
106,104,104,Matt Bettencourt,13,8.0
107,104,104,Craig Bowden,1,8.0
108,104,104,Steven Bowditch,14,8.0
109,104,104,Michael Bradley,10,8.0
110,104,104,Keegan Bradley,15,8.0
111,104,104,Tom Byrum,1,8.0
112,104,104,Patrick Cantlay,4,8.0
113,104,104,Stewart Cink,11,8.0
114,104,104,Ben Crane,13,8.0
115,104,104,Brian Davis,20,8.0
116,104,104,Joe Durant,10,8.0
117,104,104,Sergio Garcia,10,8.0
118,104,104,Tom Gillis,9,8.0
119,104,104,Retief Goosen,9,8.0
120,104,104,Scott Gordon,1,8.0
121,104,104,Hunter Haas,15,8.0
122,104,104,Tim Herron,13,8.0
123,104,104,Ryo Ishikawa,2,8.0
124,104,104,Dustin Johnson,12,8.0
125,104,104,Matt Jones,10,8.0
126,104,104,Sung Kang,8,8.0
127,104,104,K.T. Kim,3,8.0
128,104,104,John Mallinger,5,8.0
129,104,104,William McGirt,17,8.0
130,104,104,Louis Oosthuizen,6,8.0
131,104,104,Hennie Otto,1,8.0
132,104,104,Anthony Paolucci,1,8.0
133,104,104,Jesper Parnevik,3,8.0
134,104,104,Andres Romero,15,8.0
135,104,104,Charl Schwartzel,10,8.0
136,104,104,Richard Scott,1,8.0
137,104,104,Michael Thompson,13,8.0
138,104,104,Omar Uresti,1,8.0
139,104,104,Camilo Villegas,10,8.0
140,104,104,Jimmy Walker,15,8.0
141,104,104,Bubba Watson,14,8.0
142,104,104,Boo Weekley,10,8.0
143,104,104,Jay Williamson,1,8.0
144,104,104,Garrett Willis,11,8.0
145,104,104,Tiger Woods,5,8.0
146,147,147,Stephen Ames,11,7.9
147,147,147,Bob Estes,5,7.9
148,147,147,Matt Every,2,7.9
149,147,147,Bobby Gates,8,7.9
150,147,147,Andres Gonzales,6,7.9
151,147,147,Peter Hanson,4,7.9
152,147,147,J.J. Henry,17,7.9
153,147,147,Lee Janzen,10,7.9
154,147,147,Erick Justesen,1,7.9
155,147,147,Martin Kaymer,5,7.9
156,147,147,Anthony Kim,8,7.9
157,147,147,Troy Matteson,15,7.9
158,147,147,Jeff Overton,17,7.9
159,147,147,Cameron Percy,5,7.9
160,147,147,Tim Petrovic,14,7.9
161,147,147,D.A. Points,17,7.9
162,147,147,Ian Poulter,8,7.9
163,147,147,Ted Purdy,1,7.9
164,147,147,Michael Putnam,10,7.9
165,147,147,Alexandre Rocha,7,7.9
166,147,147,Paul Stankowski,13,7.9
167,147,147,Brendan Steele,15,7.9
168,147,147,Henrik Stenson,5,7.9
169,147,147,Vaughn Taylor,17,7.9
170,147,147,Josh Teater,18,7.9
171,147,147,Peter Tomasulo,4,7.9
172,147,147,Cameron Tringale,20,7.9
173,147,147,Kirk Triplett,4,7.9
174,147,147,Dean Wilson,10,7.9
175,147,147,Mark Wilson,15,7.9
176,177,177,Stuart Appleby,10,7.8
177,177,177,Ricky Barnes,13,7.8
178,177,177,Cameron Beckman,10,7.8
179,177,177,Jason Bohn,14,7.8
180,177,177,Alex Cejka,9,7.8
181,177,177,Daniel Chopra,1,7.8
182,177,177,Fred Couples,3,7.8
183,177,177,Simon Dyson,1,7.8
184,177,177,Steve Flesch,15,7.8
185,177,177,Robert Garrigus,14,7.8
186,177,177,Mathew Goggin,1,7.8
187,177,177,Padraig Harrington,10,7.8
188,177,177,Trevor Immelman,14,7.8
189,177,177,Kent Jones,12,7.8
190,177,177,Derek Lamely,7,7.8
191,177,177,Bill Lunde,16,7.8
192,177,177,Ben Martin,10,7.8
193,177,177,David Mathis,14,7.8
194,177,177,Graeme McDowell,7,7.8
