,Last_5_Events_-_Short_Game_RANK THIS WEEK,Last_5_Events_-_Short_Game_RANK LAST WEEK,Last_5_Events_-_Short_Game_PLAYER NAME,Last_5_Events_-_Short_Game_EVENTS,Last_5_Events_-_Short_Game_RATING
49,T42,T42,David Toms,3,7.2
50,T51,T51,Craig Barlow,3,7.1
51,T51,T51,Mark Brooks,1,7.1
52,T51,T51,Greg Chalmers,4,7.1
53,T51,T51,Todd Hamilton,2,7.1
54,T51,T51,Jerry Kelly,2,7.1
55,T51,T51,Derek Lamely,3,7.1
56,T51,T51,David Mathis,3,7.1
57,T51,T51,Rocco Mediate,2,7.1
58,T51,T51,Sean O'Hair,2,7.1
59,T51,T51,Pat Perez,3,7.1
60,T51,T51,Mike Small,1,7.1
61,T51,T51,Kirk Triplett,2,7.1
62,T51,T51,Lee Westwood,1,7.1
63,T64,T64,Tom Byrum,1,7.0
64,T64,T64,John Daly,2,7.0
65,T64,T64,José María Olazábal,1,7.0
66,T64,T64,D.A. Points,2,7.0
67,T64,T64,Justin Rose,2,7.0
68,T64,T64,Peter Senior,1,7.0
69,T70,T70,Chris Couch,1,6.9
70,T70,T70,Marco Dawson,3,6.9
71,T70,T70,Luke Donald,4,6.9
72,T70,T70,Sergio Garcia,2,6.9
73,T70,T70,J.J. Henry,1,6.9
74,T70,T70,Skip Kendall,1,6.9
75,T70,T70,Phil Mickelson,3,6.9
76,T70,T70,Corey Pavin,3,6.9
77,T70,T70,Tim Petrovic,2,6.9
78,T70,T70,Tag Ridings,2,6.9
79,T70,T70,Heath Slocum,3,6.9
80,T70,T70,Scott Stallings,1,6.9
81,T70,T70,Kevin Sutherland,2,6.9
82,T83,T83,Woody Austin,5,6.8
83,T83,T83,Robert Damron,2,6.8
84,T83,T83,Jason Day,3,6.8
85,T83,T83,Anders Hansen,1,6.8
86,T83,T83,Sung Kang,4,6.8
87,T83,T83,Justin Leonard,3,6.8
88,T83,T83,Scott McCarron,1,6.8
89,T83,T83,William McGirt,4,6.8
90,T83,T83,Mark O'Meara,1,6.8
91,T83,T83,Drew Weaver,1,6.8
92,T93,T93,Jason Dufner,3,6.7
93,T93,T93,Joe Durant,2,6.7
94,T93,T93,Nathan Green,3,6.7
95,T93,T93,Trevor Immelman,3,6.7
96,T93,T93,Zach Johnson,2,6.7
97,T93,T93,Kevin Na,2,6.7
98,T93,T93,Geoff Ogilvy,2,6.7
99,T93,T93,Andres Romero,3,6.7
100,T93,T93,Jordan Spieth,1,6.7
101,T93,T93,Andre Stolz,2,6.7
102,T103,T103,Chad Campbell,3,6.6
103,T103,T103,Paul Casey,1,6.6
104,T103,T103,Daniel Chopra,2,6.6
105,T103,T103,Steve Elkington,3,6.6
106,T103,T103,Matt Kuchar,3,6.6
107,T103,T103,Troy Merritt,1,6.6
108,T103,T103,Nick O'Hern,3,6.6
109,T103,T103,Cameron Percy,2,6.6
110,T103,T103,Charl Schwartzel,2,6.6
111,T112,T112,Craig Bowden,1,6.5
112,T112,T112,Will Claxton,1,6.5
113,T112,T112,Robert Garrigus,3,6.5
114,T112,T112,Tom Gillis,1,6.5
115,T112,T112,Retief Goosen,2,6.5
116,T112,T112,Martin Laird,3,6.5
117,T112,T112,Spencer Levin,4,6.5
118,T112,T112,Dicky Pride,1,6.5
119,T112,T112,Michael Sim,1,6.5
120,T112,T112,Jhonattan Vegas,2,6.5
121,T112,T112,Gary Woodland,2,6.5
122,T123,T123,Todd Fischer,1,6.4
123,T123,T123,Adam Hadwin,4,6.4
124,T123,T123,Charley Hoffman,3,6.4
125,T123,T123,Charles Howell III,3,6.4
126,T123,T123,Freddie Jacobson,3,6.4
127,T123,T123,Brandt Jobe,4,6.4
128,T123,T123,Martin Kaymer,1,6.4
129,T123,T123,John Mallinger,2,6.4
130,T123,T123,Paul Stankowski,4,6.4
131,T123,T123,Brett Wetterich,4,6.4
132,T133,T133,Notah Begay III,1,6.3
133,T133,T133,Mathias Grönberg,1,6.3
134,T133,T133,David Hearn,3,6.3
135,T133,T133,Ben Martin,2,6.3
136,T133,T133,Alex Noren,1,6.3
137,T133,T133,Rory Sabbatini,1,6.3
138,T133,T133,Kevin Streelman,2,6.3
139,T133,T133,Josh Teater,4,6.3
140,T133,T133,Jay Williamson,1,6.3
141,T142,T142,Fred Couples,3,6.2
142,T142,T142,J.B. Holmes,2,6.2
143,T142,T142,Billy Horschel,3,6.2
144,T142,T142,Miguel Angel Jiménez,1,6.2
145,T142,T142,Matt Jones,1,6.2
146,T142,T142,Chris Kirk,2,6.2
147,T142,T142,Ryan Palmer,3,6.2
148,T142,T142,Jae-bum Park,1,6.2
149,T142,T142,Webb Simpson,2,6.2
150,T142,T142,Peter Uihlein,2,6.2
151,T152,T152,Jonathan Randolph,1,6.1
152,T152,T152,Chris Tidland,1,6.1
153,T152,T152,Cameron Tringale,2,6.1
154,T152,T152,Bubba Watson,3,6.1
155,T156,T156,Thomas Aiken,1,6.0
156,T156,T156,Robert Allenby,3,6.0
157,T156,T156,Guy Boros,2,6.0
158,T156,T156,Robert Gamez,1,6.0
159,T156,T156,Mathew Goggin,1,6.0
160,T156,T156,Andres Gonzales,3,6.0
161,T156,T156,Mark Hensby,1,6.0
162,T156,T156,Morgan Hoffmann,2,6.0
163,T156,T156,Kevin Kisner,2,6.0
164,T156,T156,Marc Leishman,2,6.0
165,T156,T156,Peter Lonard,2,6.0
166,T156,T156,Jeff Maggert,1,6.0
167,T156,T156,Hunter Mahan,3,6.0
168,T156,T156,Scott Piercy,4,6.0
169,T156,T156,John Senden,3,6.0
170,T156,T156,Henrik Stenson,2,6.0
171,T156,T156,Chris Stroud,3,6.0
172,T156,T156,Willie Wood,1,6.0
173,T174,T174,Arjun Atwal,3,5.9
174,T174,T174,Thomas Bjørn,1,5.9
175,T174,T174,Steven Bowditch,3,5.9
176,T174,T174,SSP Chawrasia,1,5.9
177,T174,T174,Graham DeLaet,1,5.9
178,T174,T174,Peter Hanson,1,5.9
179,T174,T174,Tim Herron,3,5.9
180,T174,T174,Lee Janzen,2,5.9
181,T174,T174,Colt Knost,1,5.9
182,T174,T174,John Merrick,2,5.9
183,T174,T174,Michael Putnam,3,5.9
184,T174,T174,Vijay Singh,2,5.9
185,T186,T186,Stuart Appleby,2,5.8
186,T186,T186,Briny Baird,4,5.8
187,T186,T186,Lucas Glover,3,5.8
188,T186,T186,Hunter Haas,2,5.8
189,T186,T186,Jeff Klauk,1,5.8
190,T186,T186,Zack Miller,1,5.8
191,T186,T186,Joe Ogilvie,1,5.8
192,T186,T186,Fran Quinn,1,5.8
193,T186,T186,Chris Riley,2,5.8
194,T186,T186,Kyle Stanley,4,5.8
195,T186,T186,Mike Weir,1,5.8
196,T197,T197,Alex Cejka,1,5.7
197,T197,T197,Kevin Chappell,2,5.7
198,T197,T197,Richard Johnson,2,5.7
199,T197,T197,J.L. Lewis,1,5.7
200,T197,T197,Matt McQuillan,2,5.7
201,T197,T197,Carl Paulson,2,5.7
202,T197,T197,Aron Price,3,5.7
203,T197,T197,Nate Smith,2,5.7
204,T197,T197,Kevin Stadler,2,5.7
205,T197,T197,Marc Turnesa,2,5.7
206,T197,T197,Jimmy Walker,2,5.7
207,T197,T197,Matt Weibring,2,5.7
208,T209,T209,Blake Adams,5,5.6
209,T209,T209,Michael Allen,2,5.6
210,T209,T209,Shane Bertsch,2,5.6
211,T209,T209,Matt Every,2,5.6
212,T209,T209,Paul Goydos,2,5.6
213,T209,T209,John Rollins,3,5.6
214,T215,T215,James Driscoll,1,5.5
215,T215,T215,David Duval,1,5.5
216,T215,T215,Ross Fisher,1,5.5
217,T215,T215,Fabián Gómez,3,5.5
218,T215,T215,Padraig Harrington,3,5.5
219,T215,T215,Frank Lickliter II,2,5.5
220,T215,T215,George McNeill,3,5.5
221,T215,T215,Louis Oosthuizen,1,5.5
222,T215,T215,Anthony Paolucci,1,5.5
223,T224,T224,Jason Bohn,4,5.4
224,T224,T224,Simon Dyson,1,5.4
225,T224,T224,Steve Flesch,2,5.4
226,T224,T224,Bill Haas,3,5.4
227,T224,T224,WC Liang,1,5.4
228,T224,T224,Rod Pampling,2,5.4
229,T224,T224,Nick Price,1,5.4
230,T224,T224,Jeff Quinney,1,5.4
231,T224,T224,Alvaro Quiros,1,5.4
232,T224,T224,Jim Renner,2,5.4
233,T224,T224,Roland Thatcher,3,5.4
234,T224,T224,Tiger Woods,2,5.4
235,T236,T236,Rich Beem,1,5.3
236,T236,T236,D.J. Brigman,1,5.3
237,T236,T236,Will MacKenzie,3,5.3
238,T236,T236,Shigeki Maruyama,1,5.3
239,T236,T236,Bob May,1,5.3
240,T236,T236,Carl Pettersson,3,5.3
241,T236,T236,Chez Reavie,2,5.3
242,T236,T236,Charles Warren,3,5.3
243,T244,T244,Kris Blanks,2,5.2
244,T244,T244,Michael Bradley,3,5.2
245,T244,T244,Scott Gutschewski,2,5.2
246,T244,T244,Tom Lehman,2,5.2
247,T248,T248,Rhys Davies,1,5.1
248,T248,T248,Rickie Fowler,2,5.1
249,T248,T248,Bill Lunde,2,5.1
250,T248,T248,Garth Mulroy,1,5.1
251,T248,T248,Martin Piller,1,5.1
252,T248,T248,Camilo Villegas,2,5.1
253,T254,T254,Steve Allan,1,5.0
254,T254,T254,Matt Bettencourt,1,5.0
255,T254,T254,Josh Broadaway,1,5.0
256,T254,T254,Erik Compton,2,5.0
257,T254,T254,Michael Connell,1,5.0
258,T254,T254,J.P. Hayes,3,5.0
259,T254,T254,Dustin Johnson,3,5.0
260,T254,T254,Bio Kim,2,5.0
261,T254,T254,Steve Marino,1,5.0
262,T254,T254,Graeme McDowell,1,5.0
263,T254,T254,Peter Tomasulo,2,5.0
264,T265,T265,Brendon de Jonge,2,4.9
265,T265,T265,Harrison Frazar,1,4.9
266,T265,T265,Adam Scott,2,4.9
267,T265,T265,Brendan Steele,2,4.9
268,T265,T265,Will Strickler,2,4.9
269,T265,T265,Duffy Waldorf,2,4.9
270,T271,T271,Billy Hurley III,1,4.8
271,T271,T271,Pablo Larrazabal,1,4.8
272,T271,T271,Matteo Manassero,1,4.8
273,T271,T271,Garrett Willis,2,4.8
274,T275,T275,Alex Aragon,1,4.7
275,T275,T275,Robert Karlsson,2,4.7
276,T277,T277,Ángel Cabrera,2,4.6
277,T277,T277,Jeff Overton,3,4.6
278,T277,T277,Vaughn Taylor,3,4.6
279,T280,T280,Ricky Barnes,3,4.5
280,T280,T280,Tommy Gainey,1,4.5
281,T280,T280,Kent Jones,1,4.5
282,T283,T283,Martin Trainer,1,4.4
283,T283,T283,Dean Wilson,1,4.4
284,T285,T285,Brian Bateman,1,4.3
285,T285,T285,Dustin Risdon,1,4.3
286,287,287,Ted Purdy,1,4.1
287,T288,T288,Mark Calcavecchia,1,4.0
288,T288,T288,Troy Matteson,2,4.0
289,T290,T290,Darren Clarke,1,3.8
290,T290,T290,Erick Justesen,1,3.8
291,T290,T290,Rory McIlroy,1,3.8
292,T290,T290,Edoardo Molinari,1,3.8
293,T294,T294,Cameron Beckman,1,3.5
294,T294,T294,Yuta Ikeda,1,3.5
295,296,296,Jarrod Lyle,1,3.3
296,297,297,Johnson Wagner,1,2.0
297,298,298,"Jerry Richardson, Jr.",1,1.0
