,Last_5_Events_-_Putting_RANK THIS WEEK,Last_5_Events_-_Putting_RANK LAST WEEK,Last_5_Events_-_Putting_PLAYER NAME,Last_5_Events_-_Putting_EVENTS,Last_5_Events_-_Putting_RATING
0,1,1,Jordan Spieth,1,9.5
1,2,2,Ryo Ishikawa,1,9.3
2,3,3,Shigeki Maruyama,1,9.2
3,T4,T4,Todd Fischer,1,9.0
4,T4,T4,Jeff Klauk,1,9.0
5,T6,T6,Luke Donald,4,8.8
6,T6,T6,Tommy Gainey,1,8.8
7,T6,T6,Martin Kaymer,1,8.8
8,T6,T6,Kevin Na,2,8.8
9,T6,T6,Anthony Paolucci,1,8.8
10,T6,T6,Patrick Reed,1,8.8
11,T12,T12,Chris DiMarco,1,8.7
12,T12,T12,Ryuji Imada,2,8.7
13,T12,T12,Freddie Jacobson,3,8.7
14,T12,T12,Michael Letzig,3,8.7
15,T12,T12,Nick O'Hern,3,8.7
16,T12,T12,Ted Purdy,1,8.7
17,T12,T12,Chris Tidland,1,8.7
18,T19,T19,Paul Casey,2,8.6
19,T19,T19,Mathias Grönberg,1,8.6
20,T19,T19,Skip Kendall,1,8.6
21,T19,T19,Peter Lonard,2,8.6
22,T19,T19,Bryce Molder,3,8.6
23,T19,T19,Michael Thompson,2,8.6
24,T25,T25,D.J. Brigman,1,8.5
25,T25,T25,Greg Chalmers,4,8.5
26,T25,T25,Jason Day,3,8.5
27,T25,T25,David Duval,1,8.5
28,T25,T25,Scott McCarron,1,8.5
29,T25,T25,Graeme McDowell,1,8.5
30,T25,T25,José María Olazábal,1,8.5
31,T25,T25,Rod Pampling,2,8.5
32,T25,T25,Nate Smith,2,8.5
33,T25,T25,Will Strickler,2,8.5
34,T25,T25,Willie Wood,1,8.5
35,T36,T36,Michael Bradley,3,8.4
36,T36,T36,Billy Horschel,3,8.4
37,T36,T36,Jerry Kelly,2,8.4
38,T36,T36,Kevin Kisner,3,8.4
39,T36,T36,John Mallinger,2,8.4
40,T36,T36,Alex Noren,1,8.4
41,T36,T36,Chez Reavie,2,8.4
42,T36,T36,Mike Weir,1,8.4
43,T44,T44,Stephen Ames,3,8.3
44,T44,T44,Shane Bertsch,2,8.3
45,T44,T44,Daniel Chopra,2,8.3
46,T44,T44,Ben Crane,2,8.3
47,T44,T44,Richard Green,1,8.3
48,T44,T44,Morgan Hoffmann,2,8.3
49,T44,T44,Steve Marino,2,8.3
50,T44,T44,Andres Romero,3,8.3
51,T44,T44,Michael Sim,1,8.3
52,T44,T44,Tiger Woods,2,8.3
53,T54,T54,Kevin Chappell,2,8.2
54,T54,T54,Marcus Fraser,1,8.2
55,T54,T54,Harrison Frazar,1,8.2
56,T54,T54,Richard Johnson,2,8.2
57,T54,T54,Robert Karlsson,2,8.2
58,T54,T54,William McGirt,4,8.2
59,T54,T54,Garth Mulroy,1,8.2
60,T54,T54,Geoff Ogilvy,3,8.2
61,T54,T54,Carl Pettersson,4,8.2
62,T54,T54,Charlie Wi,3,8.2
63,T64,T64,Steven Bowditch,3,8.1
64,T64,T64,Tom Byrum,1,8.1
65,T64,T64,Chad Collins,1,8.1
66,T64,T64,Brendon de Jonge,2,8.1
67,T64,T64,Steve Flesch,2,8.1
68,T64,T64,Retief Goosen,3,8.1
69,T64,T64,Paul Goydos,2,8.1
70,T64,T64,Lee Janzen,2,8.1
71,T64,T64,Frank Lickliter II,2,8.1
