,Official_World_Golf_Ranking_RANK THIS WEEK,Official_World_Golf_Ranking_RANK LAST WEEK,Official_World_Golf_Ranking_PLAYER NAME,Official_World_Golf_Ranking_EVENTS,Official_World_Golf_Ranking_AVG POINTS,Official_World_Golf_Ranking_TOTAL POINTS,Official_World_Golf_Ranking_POINTS LOST,Official_World_Golf_Ranking_POINTS GAINED,Official_World_Golf_Ranking_COUNTRY
57,58,,Matteo Manassero,47,2.33,109.47,-71.92,94.09,ITA
58,59,,Robert Allenby,54,2.24,120.91,-187.34,99.39,AUS
59,60,,Greg Chalmers,54,2.22,119.68,-58.23,113.48,AUS
60,61,,Toru Taniguchi,48,2.21,106.04,-68.65,76.85,JPN
61,62,,Mark Wilson,54,2.2,118.57,-81.88,157.85,USA
62,63,,Vijay Singh,51,2.14,109.33,-83.83,119.61,FIJ
63,64,,Joost Luiten,53,2.12,112.28,-43.29,96.6,NED
64,65,,Edoardo Molinari,54,2.11,113.91,-176.04,66.38,ITA
65,66,,Alex Noren,54,2.08,112.58,-69.36,121.45,SWE
66,67,,Chez Reavie,44,2.05,90.29,-14.53,99.71,USA
67,68,,Hiroyuki Fujita,54,2.04,109.96,-106.46,80.47,JPN
68,69,,Lucas Glover,49,2.03,99.33,-120.67,103.67,USA
69,70,,Kevin Na,54,2.0,107.94,-104.89,104.06,USA
70,71,,Rory Sabbatini,54,1.99,107.25,-102.71,126.23,RSA
71,72,,Nicolas Colsaerts,47,1.95,91.61,-58.84,99.37,BEL
72,73,,Ryan Palmer,54,1.93,104.42,-106.33,90.69,USA
73,74,,Jeff Overton,54,1.91,103.16,-105.71,76.41,USA
74,75,,Yuta Ikeda,54,1.88,101.63,-120.61,59.77,JPN
75,76,,Charles Howell III,54,1.87,101.14,-67.18,106.58,USA
76,77,,Pablo Larrazabal,54,1.86,100.6,-37.86,111.97,ESP
77,78,,Anthony Kim,48,1.86,89.2,-140.9,75.17,USA
78,79,,Sean O'Hair,50,1.83,91.5,-126.46,72.53,USA
79,80,,Brendan Jones,41,1.82,74.63,-67.94,49.23,AUS
80,81,,Koumei Oda,52,1.78,92.69,-64.56,83.27,JPN
81,82,,George Coetzee,54,1.77,95.78,-32.75,106.64,RSA
82,83,,Paul Lawrie,49,1.77,86.54,-38.78,89.86,SCO
83,84,,Charley Hoffman,53,1.76,93.42,-96.31,64.33,USA
84,85,,Padraig Harrington,54,1.74,94.03,-167.79,61.25,IRL
85,86,,Jamie Donaldson,50,1.73,86.73,-64.27,76.48,WAL
86,87,,Thomas Aiken,54,1.73,93.19,-71.72,95.7,RSA
87,88,,Tetsuji Hiratsuka,54,1.72,93.09,-87.19,74.94,JPN
88,89,,Camilo Villegas,54,1.71,92.28,-136.48,65.24,COL
89,90,,Grégory Havret,54,1.7,92.02,-56.12,78.95,FRA
90,91,,David Lynn,50,1.7,85.19,-40.43,85.09,ENG
91,92,,Scott Verplank,40,1.7,68.1,-83.87,63.64,USA
92,93,,Spencer Levin,54,1.7,91.86,-52.71,104.27,USA
93,94,,Tim Clark,40,1.68,67.35,-148.84,28.13,RSA
94,95,,Steve Marino,48,1.66,79.8,-95.69,95.33,USA
95,96,,Tommy Gainey,54,1.66,89.57,-48.12,97.46,USA
96,97,,Marcus Fraser,52,1.66,86.14,-51.53,74.7,AUS
97,98,,Chris Kirk,51,1.64,83.56,-48.86,85.84,USA
98,99,,Richard Green,46,1.63,75.15,-74.01,45.19,AUS
99,100,,Ross Fisher,53,1.63,86.54,-135.93,56.1,ENG
100,101,,Fredrik Andersson Hed,52,1.63,84.88,-72.35,67.76,SWE
101,102,,Michael Hoey,54,1.6,86.65,-26.23,86.49,NIR
102,103,,Richie Ramsay,54,1.6,86.57,-58.03,76.95,SCO
103,104,,Jaco Van Zyl,40,1.58,63.06,-23.33,64.82,RSA
104,105,,Robert Garrigus,49,1.55,76.17,-55.27,76.94,USA
105,106,,Raphael Jacquelin,54,1.55,83.85,-79.47,78.17,FRA
106,107,,Seung-Yul Noh,53,1.54,81.38,-69.02,58.39,KOR
107,108,,J.B. Holmes,44,1.53,67.36,-97.09,63.8,USA
108,109,,Johan Edfors,51,1.49,76.07,-60.25,72.06,SWE
109,110,,Carl Pettersson,54,1.48,80.13,-68.27,68.89,SWE
110,111,,Jhonattan Vegas,53,1.47,78.01,-51.44,89.07,VEN
111,112,,Shingo Katayama,47,1.46,68.48,-55.82,58.19,JPN
112,113,,Toshinori Muto,48,1.46,69.87,-24.93,68.66,JPN
113,114,,Tomohiro Kondo,48,1.44,69.11,-38.88,70.31,JPN
114,115,,Bryce Molder,53,1.44,76.27,-74.64,66.64,USA
115,116,,Hennie Otto,54,1.42,76.88,-37.95,81.53,RSA
116,117,,Brian Davis,54,1.41,76.3,-86.28,63.46,ENG
117,118,,Rafa Cabrera Bello,54,1.41,76.03,-54.15,83.39,ESP
118,119,,Shane Lowry,53,1.4,74.09,-50.47,71.02,IRL
119,120,,D.A. Points,54,1.38,74.64,-62.45,89.06,USA
120,121,,David Horsey,54,1.37,73.89,-69.25,63.51,ENG
121,122,,Michio Matsumura,54,1.36,73.48,-53.71,40.36,JPN
122,123,,Robert Rock,54,1.36,73.47,-61.65,63.34,ENG
123,124,,Grégory Bourdy,54,1.36,73.4,-77.62,71.03,FRA
124,125,,Andres Romero,45,1.35,60.97,-42.68,59.56,ARG
125,126,,Brendan Steele,54,1.35,73.14,-36.02,71.18,USA
126,127,,Brandt Jobe,52,1.35,70.36,-33.99,77.05,USA
127,128,,Brad Kennedy,40,1.35,53.97,-8.11,53.38,AUS
128,129,,Davis Love III,46,1.34,61.84,-63.25,57.87,USA
129,130,,Trevor Immelman,45,1.34,60.49,-27.77,61.65,RSA
130,131,,Michael Thompson,40,1.34,53.71,-4.89,58.6,USA
131,132,,Jerry Kelly,54,1.34,72.3,-68.07,75.13,USA
132,133,,Tommy Fleetwood,40,1.33,53.06,-10.47,50.61,ENG
133,134,,Ricky Barnes,54,1.32,71.46,-83.13,61.3,USA
134,135,,Tadahiro Takayama,51,1.32,67.41,-38.35,58.79,JPN
135,136,,Nick O'Hern,44,1.32,58.08,-42.23,57.14,AUS
136,137,,Kevin Streelman,54,1.31,70.96,-59.73,60.56,USA
137,138,,Kurt Barnes,40,1.31,52.44,-12.13,54.36,AUS
138,139,,Ángel Cabrera,41,1.3,53.21,-96.73,47.99,ARG
139,140,,Stewart Cink,47,1.29,60.56,-115.57,47.25,USA
140,141,,Lorenzo Gagli,49,1.28,62.83,-16.48,59.84,ITA
141,142,,Stephen Gallacher,54,1.27,68.34,-59.72,58.64,SCO
142,143,,Mark Foster,54,1.26,67.89,-32.45,71.44,ENG
143,144,,Brendon de Jonge,54,1.25,67.56,-69.91,56.37,ZIM
144,145,,Scott Stallings,54,1.23,66.52,-18.36,75.63,USA
145,146,,Kenichi Kuboya,54,1.22,65.75,-48.23,58.07,JPN
146,147,,Harrison Frazar,40,1.19,47.8,-18.31,55.63,USA
147,148,,Kyle Stanley,54,1.19,64.1,-22.85,67.37,USA
148,149,,Rhys Davies,54,1.16,62.75,-94.4,47.75,WAL
149,150,,Do-Hoon Kim,50,1.15,57.64,-31.66,36.5,KOR
150,151,,Thongchai Jaidee,54,1.14,61.77,-94.87,44.0,THA
151,152,,Danny Lee,54,1.14,61.51,-19.89,67.27,NZL
152,153,,Peter Lawrie,54,1.14,61.48,-62.19,44.89,IRL
153,154,,Charlie Wi,54,1.14,61.31,-59.94,52.28,KOR
154,155,,Jbe' Kruger,54,1.14,61.3,-46.97,52.67,RSA
155,156,,Heath Slocum,54,1.13,61.22,-105.61,33.72,USA
156,157,,Juvic Pagunsan,40,1.13,45.23,-13.73,40.22,PHI
157,158,,Siddikur Rahman,40,1.13,45.13,-27.14,38.22,BAN
158,159,,Kevin Chappell,53,1.13,59.78,-35.11,60.34,USA
159,160,,Sung Kang,40,1.12,44.64,-11.81,45.77,KOR
160,161,,Thomas Levet,46,1.1,50.65,-37.04,53.7,FRA
161,162,,Bernd Wiesberger,54,1.09,59.07,-26.69,48.26,AUT
162,163,,,54,1.09,58.62,-38.86,44.29,DEN
163,164,,Paul Goydos,50,1.08,54.07,-56.54,55.94,USA
164,165,,Jimmy Walker,52,1.08,55.92,-44.36,64.96,USA
165,166,,George McNeill,49,1.07,52.65,-43.92,55.52,USA
166,167,,Kris Blanks,54,1.07,57.83,-35.71,54.38,USA
167,168,,Garth Mulroy,52,1.07,55.64,-21.38,64.08,RSA
168,169,,Stuart Appleby,54,1.07,57.73,-81.47,32.46,AUS
169,170,,Cho Min-jun,46,1.07,49.17,-16.72,43.73,KOR
170,171,,Marc Leishman,54,1.06,57.3,-81.61,55.91,AUS
171,172,,Tom Lewis,40,1.06,42.38,-2.07,41.15,ENG
172,173,,Chad Campbell,54,1.06,57.05,-60.87,58.65,USA
173,174,,"Ted Potter, Jr.",40,1.05,42.08,-5.61,46.14,USA
174,175,,Scott Piercy,54,1.05,56.73,-27.1,57.49,USA
175,175,,John Rollins,53,1.05,55.68,-54.72,53.74,USA
176,177,,Kiradech Aphibarnrat,54,1.05,56.54,-46.75,48.29,THA
177,178,,James Morrison,54,1.04,56.25,-42.12,49.44,ENG
178,179,,Chawalit Plaphol,46,1.04,47.62,-7.16,48.99,THA
179,180,,Lee Slattery,52,1.03,53.74,-23.15,47.22,ENG
180,181,,Andrea Pavan,40,1.03,41.28,-3.26,43.54,ITA
181,182,,D.H. Lee,40,1.02,40.92,-2.86,43.78,KOR
182,183,,Gary Boyd,52,1.01,52.76,-43.22,37.26,ENG
183,184,,Christian Nilsson,50,1.01,50.26,-37.17,43.72,ENG
184,185,,Pat Perez,51,1.0,50.83,-46.35,53.87,USA
185,186,,Thaworn Wiratchant,51,1.0,50.76,-38.97,35.49,THA
186,187,,Jeev Milkha Singh,54,0.99,53.28,-52.64,46.02,IND
187,188,,Benjamin Hebert,46,0.98,44.98,-10.95,46.51,FRA
188,189,,Koichiro Kawano,40,0.96,38.54,-8.14,36.99,JPN
189,190,,Danny Willett,52,0.96,50.09,-67.54,28.63,ENG
190,191,,Jason Kokrak,40,0.96,38.28,-1.58,38.85,USA
191,192,,Prayad Marksaeng,54,0.96,51.67,-40.19,45.86,THA
192,193,,Felipe Aguilar,54,0.96,51.62,-25.21,55.76,CHI
193,194,,Daisuke Maruyama,54,0.93,50.43,-52.69,41.2,JPN
194,195,,Søren Kjeldsen,54,0.93,50.42,-76.17,37.44,DEN
195,196,,James Kingston,52,0.92,48.08,-63.76,53.57,RSA
196,197,,Cameron Tringale,54,0.92,49.86,-14.03,54.17,USA
197,198,,José Manuel Lara,54,0.92,49.79,-35.75,41.13,ESP
198,199,,Shunsuke Sonoda,50,0.92,45.91,-40.84,23.72,JPN
199,200,,George Murray,50,0.91,45.74,-25.13,34.05,SCO
200,201,,Hideki Matsuyama,40,0.91,36.54,-6.96,33.48,JPN
201,202,,Sam Little,52,0.91,47.18,-8.39,48.27,ENG
202,203,,Hiroo Kawai,48,0.9,43.19,-18.79,44.23,THA
203,204,,Justin Leonard,53,0.89,47.05,-60.69,37.28,USA
204,205,,Chris Stroud,54,0.88,47.34,-32.5,44.02,USA
205,206,,Hunter Haas,53,0.87,46.23,-36.42,38.47,USA
206,207,,Henrik Stenson,48,0.87,41.8,-98.71,27.21,SWE
207,208,,Robert-Jan Derksen,54,0.87,46.94,-55.35,32.52,NED
208,209,,Blake Adams,54,0.87,46.78,-41.81,47.47,USA
209,210,,Katsumasa Miyamoto,52,0.86,44.87,-52.09,19.29,JPN
210,211,,Lu Wei-chih,45,0.86,38.57,-8.57,35.33,TPE
211,212,,Chris Wood,50,0.85,42.69,-66.55,37.82,ENG
212,213,,Brian Gay,54,0.85,45.98,-81.82,45.91,USA
213,214,,Scott Jamieson,53,0.83,44.06,-19.11,47.41,SCO
214,215,,J.J. Killeen,53,0.83,43.87,-13.65,45.32,USA
215,216,,John Mallinger,54,0.82,44.08,-38.94,35.15,USA
216,217,,Alejandro Cañizares,54,0.81,43.55,-51.83,25.6,ESP
217,218,,Anthony Wall,53,0.81,42.74,-44.13,44.55,ENG
218,219,,Kenneth Ferrie,54,0.81,43.48,-23.64,37.2,ENG
219,220,,Johnson Wagner,54,0.8,43.19,-27.03,46.42,USA
220,221,,Mathew Goggin,50,0.8,39.97,-39.77,46.89,AUS
221,222,,S.K. Ho,49,0.8,39.15,-17.64,33.79,KOR
222,223,,D.J. Trahan,54,0.79,42.87,-54.56,29.26,USA
223,224,,Ryuji Imada,54,0.79,42.75,-44.7,38.76,JPN
224,225,,Tom Gillis,47,0.79,37.19,-53.06,32.44,USA
225,226,,Jonas Blixt,49,0.79,38.68,-12.15,37.18,SWE
226,227,,Steve Webster,54,0.79,42.61,-33.28,37.16,ENG
227,228,,Chris Couch,44,0.78,34.49,-37.18,37.79,USA
228,229,,Brett Rumford,53,0.78,41.49,-56.24,26.26,AUS
229,230,,Rikard Karlberg,40,0.78,31.26,-24.17,14.59,SWE
230,231,,Pariya Junhasavasdikul,40,0.78,31.24,-24.71,16.08,THA
231,232,,Andre Stolz,40,0.78,31.06,-13.51,24.96,AUS
232,233,,J.J. Henry,54,0.78,41.86,-42.27,42.72,USA
233,234,,Peter Whiteford,54,0.77,41.84,-36.19,43.87,SCO
234,235,,John Parry,54,0.77,41.73,-51.39,19.46,ENG
235,236,,Matt Jones,54,0.77,41.54,-47.54,28.01,AUS
236,237,,Jung-gon Hwang,40,0.76,30.5,-4.06,34.56,KOR
237,238,,Adam Hadwin,40,0.75,30.15,-12.51,30.04,CAN
238,239,,Damian McGrane,54,0.74,39.83,-54.27,19.77,IRL
239,240,,Ignacio Garrido,54,0.74,39.76,-51.67,25.32,ESP
240,241,,Fabrizio Zanotti,54,0.74,39.73,-32.68,29.89,PAR
241,242,,Romain Wattel,40,0.73,29.4,-13.26,22.46,FRA
242,243,,Brett Wetterich,42,0.73,30.86,-14.72,33.69,USA
243,244,,Bradley Dredge,54,0.73,39.66,-53.66,33.41,WAL
244,245,,Ricardo Gonzalez,43,0.73,31.42,-32.66,37.97,ARG
245,246,,Arjun Atwal,53,0.73,38.56,-36.69,23.58,IND
246,247,,Daniel Chopra,54,0.73,39.26,-20.1,40.72,SWE
247,248,,Kim Hyung-Tae,50,0.72,36.21,-20.04,30.75,KOR
248,249,,Bud Cauley,40,0.72,28.92,-2.14,31.06,USA
249,250,,Jay Choi,49,0.72,35.27,-21.85,22.79,USA
250,251,,WC Liang,45,0.72,32.37,-71.52,9.49,CHN
251,252,,Tom Pernice Jr.,40,0.72,28.6,-20.67,24.88,USA
252,253,,Marcel Siem,54,0.71,38.57,-32.44,33.37,GER
253,254,,David Hearn,53,0.7,37.34,-20.7,34.46,CAN
254,255,,Yusaku Miyazato,49,0.7,34.23,-17.5,29.42,JPN
255,256,,Richard Finch,54,0.7,37.63,-32.8,38.61,ENG
256,257,,Simon Khan,51,0.68,34.86,-51.98,18.16,ENG
257,258,,Pablo Martin Benavides,52,0.68,35.26,-42.65,22.88,ESP
258,259,,Victor Dubuisson,40,0.67,26.89,-7.49,31.37,FRA
259,260,,Jae-bum Park,49,0.67,32.79,-15.16,29.18,KOR
260,261,,Gareth Maybin,52,0.66,34.55,-55.77,22.81,IRL
261,262,,Mark Tullo,50,0.66,32.84,-26.51,23.22,CHI
262,263,,David Mathis,49,0.65,32.07,-25.53,24.09,USA
263,264,,Gavin Coles,48,0.65,31.3,-13.19,28.27,AUS
264,265,,Ken Duke,52,0.65,33.72,-9.4,31.08,USA
265,266,,Troy Matteson,54,0.65,34.93,-46.74,37.81,USA
266,267,,Daniel Gaunt,44,0.65,28.42,-26.45,11.13,ENG
267,268,,Masatsugo Morofuji,40,0.65,25.81,-0.78,26.58,JPN
268,269,,Ricardo Santos,40,0.65,25.8,-6.69,29.75,POR
269,270,,Martin Wiegele,53,0.64,33.94,-25.73,27.32,AUT
270,271,,Branden Grace,54,0.64,34.54,-25.14,38.42,RSA
271,272,,Mamo Osanai,40,0.64,25.44,-15.92,16.9,JPN
272,273,,Tim Herron,52,0.63,32.95,-19.13,36.32,USA
273,274,,Harris English,40,0.63,25.26,-1.52,26.79,USA
274,275,,Kunihiro Kamii,48,0.63,30.25,-21.76,21.54,JPN
275,276,,Michael Bradley,48,0.63,30.25,-20.51,38.64,USA
276,277,,Oscar Floren,47,0.63,29.58,-25.88,25.6,SWE
277,278,,Briny Baird,49,0.63,30.75,-28.55,28.24,USA
278,279,,Jamie Moul,40,0.63,25.07,-6.81,29.36,ENG
279,280,,David Gleeson,40,0.62,24.98,-4.15,23.6,AUS
280,281,,Alex Cejka,54,0.62,33.67,-50.28,22.68,GER
281,282,,Edouard Dubois,40,0.62,24.73,-9.97,26.72,FRA
282,283,,Richard McEvoy,54,0.61,33.0,-22.23,28.13,ENG
283,284,,Gary Christian,44,0.61,26.84,-12.62,27.23,ENG
284,285,,Scott Brown,49,0.61,29.65,-7.33,30.51,USA
285,286,,Matthew Baldwin,40,0.6,24.19,-4.28,25.75,ENG
286,287,,Takashi Kanemoto,49,0.6,29.57,-40.53,9.4,JPN
287,288,,Mardan Mamat,51,0.6,30.63,-26.12,21.09,SIN
288,289,,Steven Bowditch,54,0.6,32.43,-21.84,25.68,AUS
289,290,,Erik Compton,40,0.6,23.86,-7.66,29.66,USA
290,291,,Kyung-Nam Kang,40,0.6,23.83,-14.83,17.37,KOR
291,291,,Azuma Yano,52,0.6,30.98,-31.26,25.25,JPN
292,293,,Danny Denison,40,0.6,23.81,-6.83,24.56,ENG
293,294,,Park Sang-eon,40,0.6,23.8,-6.46,29.05,KOR
294,295,,Josh Teater,54,0.59,32.09,-39.66,28.15,USA
295,296,,Masanori Kobayashi,40,0.59,23.69,-6.41,28.13,JPN
296,297,,Graeme Storm,54,0.59,31.9,-36.91,28.44,ENG
297,298,,Kyle Thompson,46,0.59,27.12,-13.74,27.24,USA
298,299,,Bill Lunde,54,0.59,31.84,-34.76,27.15,USA
299,300,,Matt Every,44,0.59,25.94,-27.54,27.26,USA
300,300,,Jean Baptiste Gonnet,50,0.59,29.48,-22.95,32.92,FRA
301,302,,Kirk Triplett,40,0.59,23.41,-13.28,18.65,USA
302,303,,Roland Thatcher,48,0.58,27.98,-27.51,27.49,USA
303,304,,Joel Sjöholm,52,0.58,30.29,-22.8,22.72,SWE
304,305,,Peter Senior,40,0.58,23.28,-13.6,8.64,AUS
305,306,,Colin Montgomerie,40,0.58,23.25,-16.87,22.48,SCO
306,307,,Ryuichi Oda,51,0.58,29.63,-43.74,17.81,JPN
307,308,,S.S. Hong,40,0.58,23.17,-3.95,27.11,KOR
308,308,,Russell Knox,40,0.58,23.16,-5.12,26.27,SCO
309,310,,Ben Curtis,48,0.58,27.66,-44.61,25.77,USA
310,311,,Tano Goya,54,0.58,31.09,-27.39,29.91,ARG
311,312,,Robert Coles,54,0.57,30.9,-28.9,30.54,ENG
312,313,,Matt Bettencourt,54,0.57,30.85,-39.91,31.51,USA
313,314,,Oliver Fisher,54,0.57,30.82,-30.49,25.22,ENG
314,315,,Pelle Edberg,47,0.57,26.68,-23.7,19.22,SWE
315,316,,Hyung-Sung Kim,49,0.57,27.77,-23.54,21.72,KOR
316,317,,David Howell,54,0.57,30.53,-24.02,29.07,ENG
317,318,,Joong Kyung Mo,40,0.56,22.56,-6.92,19.8,KOR
318,319,,Simon Thornton,40,0.56,22.51,-9.63,20.53,ENG
319,320,,Bob Estes,40,0.56,22.38,-25.15,17.38,USA
320,321,,Himmat Rai,40,0.55,22.17,-4.77,23.06,IND
321,322,,Benjamín Alvarado,40,0.55,22.09,-7.19,27.9,CHI
322,323,,Miguel Angel Carballo,53,0.55,29.2,-4.47,28.41,ARG
323,324,,Nobuhiro Masuda,47,0.55,25.76,-17.17,24.65,JPN
324,325,,Soren Hansen,54,0.55,29.48,-70.19,27.54,DEN
325,326,,Julien Quesne,52,0.55,28.37,-16.44,28.66,FRA
326,327,,Vaughn Taylor,54,0.55,29.44,-63.06,16.48,USA
327,328,,Charles-Edouard Russo,47,0.54,25.61,-21.27,21.94,FRA
328,329,,Jason Bohn,48,0.54,26.12,-53.58,17.84,USA
329,330,,Carlos Del Moral,52,0.54,28.02,-21.44,23.9,ESP
330,330,,Kevin Stadler,54,0.54,29.1,-35.36,28.42,USA
331,332,,Han Lee,45,0.54,24.23,-34.54,11.88,USA
332,333,,Fred Couples,40,0.54,21.53,-33.52,24.25,USA
333,334,,Simon Wakefield,44,0.53,23.53,-6.19,22.61,ENG
334,335,,Chinnarat Phadungsil,40,0.53,21.36,-16.48,18.91,THA
335,336,,Markus Brier,51,0.53,27.12,-21.56,32.89,AUT
336,337,,Stephen Ames,45,0.53,23.86,-57.55,21.16,CAN
337,338,,Dean Wilson,40,0.53,21.15,-24.53,15.13,USA
338,339,,Gary Orr,40,0.53,21.12,-14.45,20.57,SCO
339,340,,Rod Pampling,52,0.52,27.27,-31.84,29.14,AUS
340,341,,Daehyun Kim,40,0.52,20.93,-21.65,19.37,KOR
341,342,,Troy Kelly,40,0.52,20.91,-11.36,24.18,USA
342,343,,Alvaro Velasco,51,0.52,26.66,-29.55,18.71,ESP
343,344,,Chan Yih-shin,40,0.52,20.76,-17.73,17.24,TPE
344,345,,Paul Sheehan,52,0.52,26.91,-17.07,21.71,AUS
345,346,,Garrett Willis,49,0.52,25.31,-31.8,21.95,USA
346,347,,Tjaart van der Walt,44,0.52,22.7,-15.86,22.44,RSA
347,348,,Billy Mayfair,54,0.51,27.68,-22.17,26.84,USA
348,349,,Billy Hurley III,40,0.51,20.49,-1.85,22.34,USA
349,350,,Matt McQuillan,40,0.51,20.43,-3.24,21.89,CAN
350,351,,Kiyoshi Miyazato,47,0.51,23.95,-9.98,21.71,JPN
351,352,,Oliver Wilson,54,0.51,27.44,-74.72,17.65,ENG
352,353,,Magnus Carlsson,50,0.51,25.38,-11.9,23.23,SWE
353,354,,Sam Walker,40,0.51,20.21,-14.29,16.81,ENG
354,355,,David Drysdale,54,0.5,27.24,-39.47,21.52,SCO
355,356,,Michael Putnam,45,0.5,22.65,-20.3,17.55,USA
356,357,,John Merrick,54,0.5,27.17,-31.41,25.9,USA
357,358,,Aaron Goldberg,40,0.5,19.95,-12.43,13.44,USA
358,359,,Billy Horschel,40,0.5,19.92,-2.86,22.21,USA
359,360,,Neven Basic,40,0.5,19.89,-2.05,21.0,AUS
360,361,,Matthew Zions,53,0.49,25.89,-16.84,24.94,AUS
361,362,,Chris DiMarco,54,0.49,26.36,-19.04,29.3,USA
362,362,,Keith Horne,54,0.49,26.36,-26.16,24.6,RSA
363,364,,Federico Colombo,47,0.49,22.81,-9.4,22.85,ITA
364,365,,Anirban Lahiri,40,0.48,19.39,-16.53,20.24,IND
365,366,,Steve Wheatcroft,54,0.48,26.09,-24.83,25.83,USA
366,367,,Marc Warren,54,0.47,25.52,-16.62,24.5,SCO
367,368,,Bio Kim,40,0.47,18.83,-10.21,18.89,KOR
368,369,,David Lingmerth,40,0.47,18.7,-0.46,19.16,SWE
369,370,,James Driscoll,50,0.47,23.36,-18.88,23.5,USA
370,371,,Taichi Teshima,46,0.47,21.47,-17.44,13.23,JPN
371,372,,Ho Sung Choi,40,0.47,18.62,-7.32,19.0,KOR
