,Putting_Rating_RANK THIS WEEK,Putting_Rating_RANK LAST WEEK,Putting_Rating_PLAYER NAME,Putting_Rating_EVENTS,Putting_Rating_RATING
0,1,1,Jordan Spieth,1,9.5
1,T2,T2,Chris Baryla,1,9.2
2,T2,T2,Shigeki Maruyama,1,9.2
3,T4,T4,Todd Fischer,1,9.0
4,T4,T4,Jeff Klauk,1,9.0
5,T6,T6,Anthony Paolucci,1,8.8
6,T6,T6,Patrick Reed,1,8.8
7,T8,T8,Michael Letzig,4,8.7
8,T8,T8,Jesper Parnevik,3,8.7
9,T8,T8,Ted Purdy,1,8.7
10,T8,T8,Chris Tidland,1,8.7
11,T12,T12,Daniel Chopra,1,8.6
12,T12,T12,Mathias Grönberg,1,8.6
13,T12,T12,Ryo Ishikawa,2,8.6
14,T12,T12,Skip Kendall,1,8.6
15,T12,T12,Peter Lonard,2,8.6
16,T12,T12,Bryce Molder,13,8.6
17,T12,T12,Kevin Na,14,8.6
18,T19,T19,Greg Chalmers,16,8.5
19,T19,T19,José María Olazábal,1,8.5
20,T19,T19,Brandt Snedeker,13,8.5
21,T22,T22,Alex Noren,1,8.4
22,T22,T22,Brett Quigley,2,8.4
23,T22,T22,Steve Stricker,12,8.4
24,T25,T25,Guy Boros,1,8.3
25,T25,T25,Steven Bowditch,14,8.3
26,T25,T25,Ángel Cabrera,6,8.3
27,T25,T25,Luke Donald,12,8.3
28,T25,T25,Richard Green,1,8.3
29,T25,T25,Morgan Hoffmann,2,8.3
30,T25,T25,Bio Kim,8,8.3
31,T25,T25,Joe Ogilvie,10,8.3
32,T25,T25,Andres Romero,15,8.3
33,T25,T25,Sam Saunders,2,8.3
34,T35,T35,Rickie Fowler,14,8.2
35,T35,T35,Marcus Fraser,1,8.2
36,T35,T35,Freddie Jacobson,16,8.2
37,T35,T35,Zach Johnson,14,8.2
38,T35,T35,Matt Jones,10,8.2
39,T35,T35,John Mallinger,5,8.2
40,T35,T35,George McNeill,10,8.2
41,T35,T35,Garth Mulroy,1,8.2
42,T35,T35,Nate Smith,7,8.2
43,T35,T35,Charlie Wi,16,8.2
44,T45,T45,Arjun Atwal,15,8.1
45,T45,T45,Aaron Baddeley,15,8.1
46,T45,T45,Cameron Beckman,10,8.1
47,T45,T45,Matt Bettencourt,13,8.1
48,T45,T45,Tom Byrum,1,8.1
49,T45,T45,Chris Couch,16,8.1
50,T45,T45,Chris DiMarco,14,8.1
51,T45,T45,Steve Flesch,15,8.1
52,T45,T45,Scott Gordon,1,8.1
53,T45,T45,Matt Kuchar,17,8.1
54,T45,T45,Frank Lickliter II,6,8.1
55,T45,T45,Jamie Lovemark,1,8.1
56,T45,T45,Matteo Manassero,3,8.1
57,T45,T45,Hennie Otto,1,8.1
58,T45,T45,Pat Perez,14,8.1
59,T45,T45,Tom Pernice Jr.,6,8.1
60,T45,T45,Carl Pettersson,20,8.1
61,T45,T45,Webb Simpson,20,8.1
62,T45,T45,Henrik Stenson,5,8.1
63,T45,T45,Roland Thatcher,10,8.1
64,T45,T45,Michael Thompson,13,8.1
65,T45,T45,Jimmy Walker,15,8.1
66,T45,T45,Nick Watney,15,8.1
67,T68,T68,Michael Allen,2,8.0
68,T68,T68,Jonathan Byrd,15,8.0
69,T68,T68,Bud Cauley,6,8.0
70,T68,T68,Kevin Chappell,10,8.0
71,T68,T68,Tim Clark,2,8.0
72,T68,T68,Jason Day,13,8.0
73,T68,T68,Brendon de Jonge,19,8.0
74,T68,T68,Brad Fritsch,1,8.0
75,T68,T68,Brian Gay,16,8.0
76,T68,T68,Padraig Harrington,10,8.0
77,T68,T68,Martin Kaymer,5,8.0
78,T68,T68,Jerry Kelly,14,8.0
79,T68,T68,Anthony Kim,8,8.0
80,T68,T68,Chris Kirk,14,8.0
81,T68,T68,WC Liang,1,8.0
82,T68,T68,Matt McQuillan,7,8.0
83,T68,T68,Ryan Moore,14,8.0
84,T68,T68,Seung-Yul Noh,1,8.0
85,T68,T68,Geoff Ogilvy,12,8.0
86,T68,T68,Tim Petrovic,14,8.0
87,T68,T68,Michael Sim,4,8.0
88,T68,T68,Mike Small,1,8.0
89,T68,T68,Paul Stankowski,13,8.0
90,T68,T68,Andre Stolz,2,8.0
91,T68,T68,Will Strickler,6,8.0
92,T68,T68,Vaughn Taylor,17,8.0
93,T68,T68,David Toms,13,8.0
94,T68,T68,Mike Weir,2,8.0
95,T68,T68,Garrett Willis,11,8.0
96,T68,T68,Dean Wilson,10,8.0
97,T98,T98,Blake Adams,22,7.9
98,T98,T98,D.J. Brigman,8,7.9
99,T98,T98,SSP Chawrasia,1,7.9
100,T98,T98,Ben Crane,13,7.9
101,T98,T98,Robert Damron,2,7.9
102,T98,T98,Brian Davis,20,7.9
103,T98,T98,Jason Dufner,14,7.9
104,T98,T98,Bob Estes,5,7.9
105,T98,T98,Tommy Gainey,16,7.9
106,T98,T98,Lucas Glover,13,7.9
107,T98,T98,Mathew Goggin,1,7.9
108,T98,T98,Ryuji Imada,12,7.9
109,T98,T98,Lee Janzen,10,7.9
110,T98,T98,Richard Johnson,9,7.9
111,T98,T98,Sung Kang,8,7.9
112,T98,T98,Derek Lamely,7,7.9
113,T98,T98,Steve Marino,13,7.9
114,T98,T98,David Mathis,14,7.9
115,T98,T98,Graeme McDowell,7,7.9
116,T98,T98,Phil Mickelson,14,7.9
117,T98,T98,Jeff Overton,17,7.9
118,T98,T98,Rod Pampling,12,7.9
119,T98,T98,Dicky Pride,3,7.9
120,T98,T98,Jeff Quinney,5,7.9
121,T122,T122,Stuart Appleby,10,7.8
122,T122,T122,Notah Begay III,1,7.8
123,T122,T122,Shane Bertsch,10,7.8
124,T122,T122,K.J. Choi,13,7.8
125,T122,T122,Ben Curtis,10,7.8
126,T122,T122,David Duval,9,7.8
127,T122,T122,Simon Dyson,1,7.8
128,T122,T122,Retief Goosen,9,7.8
129,T122,T122,Hunter Haas,15,7.8
130,T122,T122,Billy Horschel,10,7.8
131,T122,T122,Erick Justesen,1,7.8
132,T122,T122,Kevin Kisner,9,7.8
133,T122,T122,Martin Laird,14,7.8
134,T122,T122,Marc Leishman,15,7.8
135,T122,T122,Hunter Mahan,19,7.8
136,T122,T122,Scott McCarron,9,7.8
137,T122,T122,Rory McIlroy,4,7.8
138,T122,T122,Nick O'Hern,14,7.8
139,T122,T122,Carl Paulson,3,7.8
140,T122,T122,D.A. Points,17,7.8
141,T122,T122,Ian Poulter,8,7.8
142,T122,T122,Michael Putnam,10,7.8
143,T122,T122,Tag Ridings,13,7.8
144,T122,T122,Justin Rose,14,7.8
145,T122,T122,Rory Sabbatini,13,7.8
146,T122,T122,Kyle Stanley,17,7.8
147,T122,T122,Kevin Streelman,16,7.8
148,T122,T122,Scott Verplank,7,7.8
149,T122,T122,Camilo Villegas,10,7.8
150,T122,T122,Lee Westwood,5,7.8
151,T152,T152,Jason Bohn,14,7.7
152,T152,T152,Josh Broadaway,1,7.7
153,T152,T152,Stewart Cink,11,7.7
154,T152,T152,Chad Collins,6,7.7
155,T152,T152,Michael Connell,12,7.7
156,T152,T152,James Driscoll,10,7.7
157,T152,T152,Fabián Gómez,13,7.7
158,T152,T152,Nathan Green,12,7.7
159,T152,T152,David Hearn,15,7.7
160,T152,T152,Mark Hensby,1,7.7
161,T152,T152,Tim Herron,13,7.7
162,T152,T152,Charley Hoffman,16,7.7
163,T152,T152,Charles Howell III,20,7.7
164,T152,T152,Kent Jones,12,7.7
165,T152,T152,Robert Karlsson,9,7.7
166,T152,T152,Colt Knost,11,7.7
167,T152,T152,Tom Lehman,2,7.7
