,Last_15_Events_-_Scoring_RANK THIS WEEK,Last_15_Events_-_Scoring_RANK LAST WEEK,Last_15_Events_-_Scoring_PLAYER NAME,Last_15_Events_-_Scoring_EVENTS,Last_15_Events_-_Scoring_RATING
0,1,1,Jordan Spieth,1,8.8
1,2,2,Bud Cauley,6,8.7
2,2,2,Luke Donald,10,8.7
3,2,2,Webb Simpson,9,8.7
4,5,5,Chris Baryla,1,8.6
5,5,5,Zach Johnson,7,8.6
6,5,5,Shigeki Maruyama,1,8.6
7,5,5,Bryce Molder,9,8.6
8,5,5,Steve Stricker,7,8.6
9,10,10,Tim Clark,3,8.5
10,10,10,Anders Hansen,2,8.5
11,10,10,Trevor Immelman,6,8.5
12,10,10,Sung Kang,6,8.5
13,10,10,Peter Lonard,2,8.5
14,10,10,Matt McQuillan,6,8.5
15,10,10,Tom Pernice Jr.,7,8.5
16,10,10,Lee Westwood,5,8.5
17,18,18,Kris Blanks,10,8.4
18,18,18,K.J. Choi,8,8.4
19,18,18,Jason Day,9,8.4
20,18,18,Jim Furyk,6,8.4
21,18,18,Justin Hicks,1,8.4
22,18,18,Charles Howell III,10,8.4
23,18,18,Kevin Na,8,8.4
24,18,18,Carl Pettersson,11,8.4
25,18,18,Chez Reavie,9,8.4
26,18,18,Sam Saunders,3,8.4
27,18,18,Kevin Streelman,9,8.4
28,18,18,Roland Thatcher,5,8.4
29,30,30,Jason Dufner,5,8.3
30,30,30,Todd Fischer,1,8.3
31,30,30,Lucas Glover,6,8.3
32,30,30,Mathias Grönberg,1,8.3
33,30,30,Billy Horschel,7,8.3
34,30,30,Robert Karlsson,7,8.3
35,30,30,Jerry Kelly,8,8.3
36,30,30,Chris Kirk,7,8.3
37,30,30,Matt Kuchar,7,8.3
38,30,30,Michael Letzig,5,8.3
39,30,30,Davis Love III,6,8.3
40,30,30,Rory McIlroy,4,8.3
41,30,30,Nick O'Hern,8,8.3
42,30,30,Andres Romero,10,8.3
43,30,30,Adam Scott,7,8.3
44,30,30,Kyle Stanley,10,8.3
45,30,30,Michael Thompson,9,8.3
46,30,30,Nick Watney,9,8.3
47,30,30,Charlie Wi,9,8.3
48,49,49,Stephen Ames,7,8.2
49,49,49,Shane Bertsch,9,8.2
50,49,49,James Driscoll,7,8.2
51,49,49,Tommy Gainey,6,8.2
52,49,49,Hunter Haas,6,8.2
53,49,49,Todd Hamilton,3,8.2
54,49,49,Morgan Hoffmann,2,8.2
55,49,49,J.B. Holmes,9,8.2
56,49,49,Ryuji Imada,7,8.2
57,49,49,John Merrick,8,8.2
58,49,49,Louis Oosthuizen,5,8.2
59,49,49,Pat Perez,10,8.2
60,49,49,Michael Putnam,6,8.2
61,49,49,Brett Quigley,4,8.2
62,49,49,John Rollins,8,8.2
63,49,49,John Senden,9,8.2
64,49,49,David Toms,7,8.2
65,49,49,D.J. Trahan,7,8.2
66,49,49,Kirk Triplett,6,8.2
67,49,49,Marc Turnesa,5,8.2
68,49,49,Bo Van Pelt,7,8.2
69,70,70,Blake Adams,11,8.1
70,70,70,Robert Allenby,8,8.1
71,70,70,Aaron Baddeley,9,8.1
72,70,70,Briny Baird,10,8.1
73,70,70,Notah Begay III,1,8.1
74,70,70,Steven Bowditch,6,8.1
75,70,70,Ángel Cabrera,4,8.1
76,70,70,Stewart Cink,6,8.1
77,70,70,Ben Curtis,6,8.1
78,70,70,Marco Dawson,3,8.1
79,70,70,Brendon de Jonge,7,8.1
80,70,70,Rickie Fowler,7,8.1
81,70,70,Brian Gay,7,8.1
82,70,70,Adam Hadwin,5,8.1
83,70,70,David Hearn,11,8.1
84,70,70,Freddie Jacobson,9,8.1
85,70,70,Brandt Jobe,10,8.1
86,70,70,Matt Jones,3,8.1
87,70,70,Spencer Levin,11,8.1
88,70,70,Hunter Mahan,9,8.1
89,70,70,Billy Mayfair,9,8.1
90,70,70,George McNeill,8,8.1
91,70,70,Phil Mickelson,9,8.1
92,70,70,Francesco Molinari,4,8.1
93,70,70,Ryan Moore,9,8.1
94,70,70,Geoff Ogilvy,8,8.1
95,70,70,Rod Pampling,10,8.1
