,Victory_Leaders_RANK THIS WEEK,Victory_Leaders_RANK LAST WEEK,Victory_Leaders_PLAYER NAME,Victory_Leaders_EVENTS,Victory_Leaders_VICTORIES
0,1,1,Tiger Woods,18,5.0
1,T2,T2,Davis Love III,23,4.0
2,T2,T2,Vijay Singh,27,4.0
3,T4,T4,Kenny Perry,26,3.0
4,T4,T4,Mike Weir,21,3.0
5,T6,T6,Ernie Els,17,2.0
6,T6,T6,Jim Furyk,27,2.0
7,T6,T6,David Toms,26,2.0
8,T9,T9,Stuart Appleby,27,1.0
9,T9,T9,Tommy Armour III,23,1.0
10,T9,T9,Chad Campbell,27,1.0
11,T9,T9,Darren Clarke,16,1.0
12,T9,T9,Fred Couples,18,1.0
13,T9,T9,Ben Crane,27,1.0
14,T9,T9,Ben Curtis,21,1.0
15,T9,T9,Steve Flesch,33,1.0
16,T9,T9,Retief Goosen,19,1.0
17,T9,T9,Scott Hoch,17,1.0
18,T9,T9,John Huston,23,1.0
19,T9,T9,Peter Jacobsen,22,1.0
20,T9,T9,Jonathan Kaye,27,1.0
21,T9,T9,Justin Leonard,23,1.0
22,T9,T9,J.L. Lewis,31,1.0
23,T9,T9,Frank Lickliter II,30,1.0
24,T9,T9,Shigeki Maruyama,28,1.0
25,T9,T9,Shaun Micheel,28,1.0
26,T9,T9,Rory Sabbatini,27,1.0
27,T9,T9,Adam Scott,14,1.0
28,T9,T9,Craig Stadler,10,1.0
29,T9,T9,Kirk Triplett,25,1.0
30,T9,T9,Bob Tway,26,1.0
31,T32,T32,Tommy Aaron,1,
32,T32,T32,"Joe Acosta, Jr.",3,
33,T32,T32,Brad Adamonis,1,
34,T32,T32,John Adams,1,
35,T32,T32,Felipe Aguilar,0,
36,T32,T32,Steven Alker,30,
37,T32,T32,Steve Allan,18,
38,T32,T32,Ken Allard,1,
39,T32,T32,Fulton Allem,15,
40,T32,T32,Michael Allen,0,
41,T32,T32,Robert Allenby,24,
42,T32,T32,Jason Allred,2,
43,T32,T32,Stephen Ames,27,
44,T32,T32,Robert Ames,0,
45,T32,T32,JC Anderson,2,
46,T32,T32,Chris Anderson,31,
47,T32,T32,Jeremy Anderson,1,
48,T32,T32,Billy Andrade,29,
49,T32,T32,Ryan Armour,0,
50,T32,T32,Anthony Arvidson,1,
51,T32,T32,Tony Arvold,1,
52,T32,T32,Arjun Atwal,1,
53,T32,T32,Woody Austin,31,
54,T32,T32,Paul Azinger,26,
