,Top_10_Finishes_RANK THIS WEEK,Top_10_Finishes_RANK LAST WEEK,Top_10_Finishes_PLAYER NAME,Top_10_Finishes_EVENTS,Top_10_Finishes_TOP 10,Top_10_Finishes_1ST,Top_10_Finishes_2ND,Top_10_Finishes_3RD
83,T78,T78,Marco Dawson,31,2,,,
84,T78,T78,Luke Donald,27,2,,,
85,T78,T78,Niclas Fasth,14,2,,,
86,T78,T78,Todd Fischer,32,2,,,1.0
87,T78,T78,David Frost,26,2,,,
88,T78,T78,Robert Gamez,31,2,,1.0,1.0
89,T78,T78,Sergio Garcia,20,2,,,
90,T78,T78,David Gossett,28,2,,,1.0
91,T78,T78,Paul Goydos,25,2,,,
92,T78,T78,Mike Grob,27,2,,,
93,T78,T78,Glen Hnatiuk,29,2,,,
94,T78,T78,Scott Hoch,17,2,1.0,,
95,T78,T78,John Huston,23,2,1.0,1.0,
96,T78,T78,Lee Janzen,25,2,,1.0,
97,T78,T78,Richard Johnson,28,2,,,1.0
98,T78,T78,Skip Kendall,30,2,,,
99,T78,T78,Bernhard Langer,21,2,,,
100,T78,T78,Stephen Leaney,9,2,,1.0,
101,T78,T78,Tom Lehman,25,2,,1.0,
102,T78,T78,Steve Lowery,29,2,,1.0,1.0
103,T78,T78,Jeff Maggert,24,2,,,
104,T78,T78,Len Mattiace,27,2,,1.0,
105,T78,T78,Scott McCarron,27,2,,1.0,
106,T78,T78,Arron Oberholser,25,2,,,
107,T78,T78,José María Olazábal,16,2,,,
108,T78,T78,Dennis Paulson,15,2,,,1.0
109,T78,T78,Pat Perez,33,2,,,
110,T78,T78,Brett Quigley,27,2,,,
111,T78,T78,Justin Rose,11,2,,,1.0
112,T78,T78,Adam Scott,14,2,1.0,,1.0
113,T78,T78,Heath Slocum,32,2,,1.0,
114,T78,T78,Dean Wilson,27,2,,,
115,T116,T116,Chris Anderson,31,1,,,
116,T116,T116,Tommy Armour III,23,1,1.0,,
117,T116,T116,Aaron Barber,32,1,,,
118,T116,T116,Pat Bates,35,1,,,
119,T116,T116,Cameron Beckman,26,1,,,
120,T116,T116,Thomas Bjørn,6,1,,1.0,
121,T116,T116,Guy Boros,6,1,,,
122,T116,T116,Greg Chalmers,32,1,,,
123,T116,T116,Michael Clark II,21,1,,,
124,T116,T116,José Coceres,21,1,,,
125,T116,T116,Russ Cochran,4,1,,,
126,T116,T116,Ben Curtis,21,1,1.0,,
127,T116,T116,John Daly,22,1,,,
128,T116,T116,Brian Davis,4,1,,,
129,T116,T116,Gary Evans,2,1,,,
130,T116,T116,Nick Faldo,7,1,,,
131,T116,T116,Carlos Franco,30,1,,,
132,T116,T116,Jeff Gallagher,10,1,,,
133,T116,T116,Ignacio Garrido,5,1,,,
134,T116,T116,Brian Gay,34,1,,,
135,T116,T116,Brent Geiberger,16,1,,1.0,
136,T116,T116,Tom Gillis,25,1,,,
137,T116,T116,Paul Gow,21,1,,,
138,T116,T116,Dudley Hart,22,1,,,
139,T116,T116,J.P. Hayes,25,1,,,
140,T116,T116,J.J. Henry,31,1,,,
141,T116,T116,Trevor Immelman,12,1,,,
142,T116,T116,Toshi Izawa,6,1,,,
143,T116,T116,Brandt Jobe,22,1,,,
144,T116,T116,Per-Ulrik Johansson,31,1,,,
145,T116,T116,Neal Lancaster,35,1,,,
146,T116,T116,Paul Lawrie,7,1,,,
147,T116,T116,Scott Laycock,25,1,,,
148,T116,T116,Thomas Levet,26,1,,,
149,T116,T116,John Maginnes,29,1,,,
150,T116,T116,Spike McRoy,35,1,,,
151,T116,T116,Mark O'Meara,25,1,,,
152,T116,T116,Hennie Otto,3,1,,,
153,T116,T116,Jesper Parnevik,31,1,,,
154,T116,T116,Steve Pate,16,1,,,
155,T116,T116,David Peoples,30,1,,,
156,T116,T116,Carl Pettersson,26,1,,1.0,
157,T116,T116,Phillip Price,9,1,,,
158,T116,T116,Dicky Pride,23,1,,,
159,T116,T116,Gene Sauers,30,1,,,
160,T116,T116,Joey Sindelar,29,1,,,1.0
161,T116,T116,Chris Smith,30,1,,,
162,T116,T116,Mike Sposa,25,1,,,
163,T116,T116,Craig Stadler,10,1,1.0,,
164,T116,T116,David Sutherland,25,1,,,
165,T116,T116,Phil Tataurangi,11,1,,,
166,T116,T116,Esteban Toledo,35,1,,,
167,T116,T116,Ty Tryon,21,1,,,
168,T116,T116,Nick Watney,8,1,,,
169,T116,T116,Jay Williamson,31,1,,,1.0
170,T116,T116,Mark Wilson,30,1,,,
