,Money_per_Event_Leaders_RANK THIS WEEK,Money_per_Event_Leaders_RANK LAST WEEK,Money_per_Event_Leaders_PLAYER NAME,Money_per_Event_Leaders_EVENTS,Money_per_Event_Leaders_MONEY PER EVENT,Money_per_Event_Leaders_TOTAL MONEY
0,1,1,Tiger Woods,18,"$370,745","$6,673,412"
1,2,2,Vijay Singh,27,"$280,515","$7,573,907"
2,3,3,Davis Love III,23,"$264,430","$6,081,896"
3,4,4,Mike Weir,21,"$234,233","$4,918,909"
4,5,5,Ernie Els,17,"$198,308","$3,371,237"
5,6,6,Jim Furyk,27,"$191,957","$5,182,864"
6,7,7,Kenny Perry,26,"$169,235","$4,400,122"
7,8,8,Retief Goosen,19,"$166,651","$3,166,373"
8,9,9,Chad Campbell,27,"$144,891","$3,912,063"
9,10,10,David Toms,26,"$142,727","$3,710,904"
10,11,11,Nick Price,17,"$133,594","$2,271,110"
11,12,12,Justin Leonard,23,"$106,544","$2,450,525"
12,13,13,Jay Haas,25,"$102,541","$2,563,544"
13,14,14,Fred Couples,18,"$101,138","$1,820,494"
14,15,15,Brad Faxon,27,"$100,683","$2,718,445"
15,16,16,Bob Tway,26,"$100,061","$2,601,600"
16,17,17,Stuart Appleby,27,"$98,612","$2,662,537"
17,18,18,Freddie Jacobson,8,"$98,346","$786,770"
18,19,19,Jonathan Kaye,27,"$91,660","$2,474,837"
19,20,20,Thomas Bjørn,6,"$91,402","$548,412"
20,21,21,Robert Allenby,24,"$90,685","$2,176,452"
21,22,22,Scott Verplank,26,"$88,719","$2,306,714"
22,23,23,Adam Scott,14,"$88,481","$1,238,736"
23,24,24,Padraig Harrington,11,"$87,385","$961,235"
24,25,25,Chris DiMarco,27,"$87,060","$2,350,630"
25,26,26,Charles Howell III,31,"$82,869","$2,568,954"
26,27,27,Stephen Leaney,9,"$80,442","$723,985"
27,28,28,Kirk Triplett,25,"$80,062","$2,001,560"
28,29,29,Rocco Mediate,24,"$76,360","$1,832,656"
29,30,30,Chris Riley,29,"$75,108","$2,178,133"
30,31,31,Tim Herron,29,"$75,047","$2,176,389"
31,32,32,Bob Estes,25,"$72,976","$1,824,414"
32,33,33,Jerry Kelly,30,"$71,944","$2,158,341"
33,34,34,Phil Mickelson,23,"$70,571","$1,623,137"
34,35,35,Scott Hoch,17,"$70,485","$1,198,249"
35,36,36,Steve Flesch,33,"$68,776","$2,269,629"
36,37,37,Ben Curtis,21,"$68,329","$1,434,910"
37,38,38,John Huston,23,"$68,048","$1,565,118"
38,39,39,Briny Baird,33,"$66,742","$2,202,518"
39,40,40,J.L. Lewis,31,"$65,782","$2,039,259"
40,41,41,Shaun Micheel,28,"$65,250","$1,827,000"
41,42,42,Fred Funk,33,"$64,989","$2,144,652"
42,43,43,Stewart Cink,28,"$63,638","$1,781,885"
43,44,44,K.J. Choi,32,"$62,489","$1,999,663"
44,45,45,Gary Evans,2,"$60,706","$121,412"
45,46,46,John Rollins,27,"$59,715","$1,612,314"
46,47,47,Shigeki Maruyama,28,"$59,617","$1,669,291"
47,48,48,Rory Sabbatini,27,"$59,433","$1,604,700"
48,49,49,Craig Stadler,10,"$58,483","$584,830"
49,50,50,Brian Davis,4,"$57,152","$228,611"
50,51,51,Geoff Ogilvy,26,"$56,817","$1,477,246"
51,52,52,Justin Rose,11,"$54,534","$599,874"
52,53,53,Tim Petrovic,32,"$54,354","$1,739,348"
53,54,54,Loren Roberts,24,"$54,072","$1,297,739"
54,55,55,Peter Jacobsen,22,"$52,851","$1,162,726"
55,56,56,Ben Crane,27,"$52,558","$1,419,069"
56,57,57,Peter Fowler,1,"$52,324","$52,324"
57,58,58,Jeff Sluman,31,"$51,927","$1,609,748"
58,59,59,Peter Lonard,26,"$50,907","$1,323,593"
59,60,60,Tim Clark,25,"$50,147","$1,253,690"
60,61,61,Aaron Baddeley,20,"$49,458","$989,168"
61,62,62,Jonathan Byrd,29,"$49,328","$1,430,538"
62,63,63,Robert Gamez,31,"$49,025","$1,519,803"
63,64,64,Woody Austin,31,"$48,990","$1,518,706"
64,65,65,Duffy Waldorf,25,"$48,240","$1,206,004"
65,66,66,Darren Clarke,16,"$47,745","$763,931"
66,67,67,Tom Lehman,25,"$46,929","$1,173,237"
67,68,68,Mark Calcavecchia,24,"$46,711","$1,121,069"
68,69,69,Scott McCarron,27,"$46,327","$1,250,849"
69,70,70,Lee Janzen,25,"$45,280","$1,132,000"
70,71,71,Len Mattiace,27,"$45,239","$1,221,476"
71,72,72,Frank Lickliter II,30,"$44,681","$1,340,435"
72,73,73,Dan Forsman,27,"$42,229","$1,140,209"
73,T74,T74,S.K. Ho,1,"$41,329","$41,329"
74,T74,T74,Andy Oldcorn,1,"$41,329","$41,329"
75,76,76,Tommy Armour III,23,"$40,564","$932,984"
76,77,77,Kevin Sutherland,27,"$40,478","$1,092,918"
77,78,78,Joe Durant,28,"$39,964","$1,119,001"
78,79,79,Brenden Pappas,33,"$39,630","$1,307,808"
79,80,80,Rod Pampling,27,"$39,443","$1,064,974"
80,81,81,Alex Cejka,30,"$39,429","$1,182,882"
81,82,82,Hal Sutton,24,"$39,154","$939,719"
82,83,83,Tom Pernice Jr.,31,"$39,049","$1,210,541"
83,84,84,Rich Beem,26,"$38,998","$1,013,950"
84,85,85,Hank Kuehne,23,"$37,919","$872,139"
85,86,86,Carl Pettersson,26,"$37,579","$977,075"
86,87,87,Nick Faldo,7,"$37,465","$262,258"
87,88,88,Stephen Ames,27,"$37,257","$1,005,959"
88,89,89,Brent Geiberger,16,"$36,783","$588,532"
89,90,90,Hennie Otto,3,"$36,030","$108,092"
90,91,91,Matt Gogel,25,"$35,896","$897,410"
91,92,92,Niclas Fasth,14,"$34,427","$481,982"
92,93,93,Paul Stankowski,21,"$34,258","$719,435"
93,94,94,Steve Allan,18,"$34,240","$616,325"
94,95,95,Hidemichi Tanaka,30,"$34,155","$1,024,678"
95,96,96,Skip Kendall,30,"$34,074","$1,022,244"
96,97,97,Sergio Garcia,20,"$33,319","$666,386"
97,98,98,Chris Downes,1,"$32,910","$32,910"
98,99,99,Paul Lawrie,7,"$32,281","$225,973"
99,100,100,Phil Tataurangi,11,"$32,189","$354,083"
100,101,101,Steve Lowery,29,"$32,148","$932,293"
101,102,102,Mathias Grönberg,4,"$32,003","$128,013"
102,103,103,Brandt Jobe,22,"$31,436","$691,603"
103,104,104,Jeff Maggert,24,"$31,131","$747,165"
104,105,105,Dennis Paulson,15,"$30,176","$452,648"
105,106,106,José María Olazábal,16,"$29,947","$479,155"
106,T107,T107,Adam Mednick,1,"$29,849","$29,849"
107,T107,T107,Gary Murphy,1,"$29,849","$29,849"
108,T107,T107,Marco Ruiz,1,"$29,849","$29,849"
109,110,110,Paul Goydos,25,"$29,371","$734,283"
110,111,111,Brett Quigley,27,"$29,121","$786,293"
111,112,112,Harrison Frazar,27,"$28,773","$776,876"
112,113,113,David Gossett,28,"$27,494","$769,839"
113,114,114,Billy Mayfair,31,"$27,167","$842,185"
114,115,115,Tom Watson,4,"$27,004","$108,017"
115,116,116,Ángel Cabrera,14,"$26,589","$372,252"
116,117,117,Bernhard Langer,21,"$26,475","$555,981"
117,118,118,Pierre Fulke,3,"$26,140","$78,420"
118,119,119,Luke Donald,27,"$26,115","$705,121"
119,120,120,Russ Cochran,4,"$25,850","$103,400"
120,121,121,Heath Slocum,32,"$25,494","$815,811"
121,122,122,Glen Day,31,"$25,437","$788,557"
122,123,123,Phillip Price,9,"$25,102","$225,926"
123,124,124,Arron Oberholser,25,"$24,794","$619,865"
124,125,125,Dean Wilson,27,"$24,235","$654,345"
125,126,126,Joey Sindelar,29,"$23,838","$691,328"
126,127,127,Kent Jones,23,"$23,466","$539,737"
127,128,128,Cameron Beckman,26,"$23,422","$608,981"
128,129,129,J.P. Hayes,25,"$23,413","$585,330"
129,130,130,Cliff Kresge,32,"$22,958","$734,667"
130,131,131,Billy Andrade,29,"$22,748","$659,693"
131,132,132,David Peoples,30,"$22,474","$674,222"
132,133,133,David Frost,26,"$22,429","$583,177"
133,134,134,Carlos Franco,30,"$22,400","$672,022"
134,135,135,Andrew Magee,26,"$22,252","$578,558"
135,136,136,Craig Barlow,29,"$22,024","$638,721"
136,137,137,J.J. Henry,31,"$21,301","$660,341"
137,138,138,Dicky Pride,23,"$21,040","$483,923"
138,139,139,Mark Foster,2,"$20,664","$41,329"
139,140,140,Jeff Brehaut,32,"$20,313","$650,019"
140,141,141,Jay Williamson,31,"$20,230","$627,131"
141,142,142,Richard Johnson,28,"$19,965","$559,021"
