,Tenth_Tee_Early_Par_4_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Par_4_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Par_4_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Par_4_Scoring_Average_ROUNDS,Tenth_Tee_Early_Par_4_Scoring_Average_AVG,Tenth_Tee_Early_Par_4_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Par_4_Scoring_Average_TOTAL HOLES
0,1,1,Shane Lowry,64,3.78,34,9
1,2,2,D.A. Points,63,3.85,239,62
2,T3,T3,Dustin Johnson,77,3.86,649,168
3,T3,T3,Matt Jones,70,3.86,579,150
4,T3,T3,Brooks Koepka,64,3.86,525,136
5,T6,T6,Dominic Bozzelli,65,3.87,643,166
6,T6,T6,Bryson DeChambeau,93,3.87,665,172
7,T6,T6,Justin Rose,70,3.87,538,139
8,T9,T9,Jason Day,75,3.88,620,160
9,T9,T9,Cameron Percy,56,3.88,287,74
10,11,11,Justin Thomas,91,3.89,740,190
11,12,12,Henrik Stenson,60,3.92,518,132
12,T13,T13,Andrew Landry,82,3.93,738,188
13,T13,T13,Ollie Schniederjans,91,3.93,688,175
14,T15,T15,Kevin Chappell,77,3.94,678,172
15,T15,T15,Beau Hossler,104,3.94,646,164
16,T15,T15,Kevin Kisner,89,3.94,615,156
17,T15,T15,Hunter Mahan,67,3.94,501,127
18,T15,T15,Ryan Palmer,69,3.94,481,122
19,T15,T15,Seamus Power,86,3.94,622,158
20,T15,T15,Chez Reavie,93,3.94,804,204
21,T15,T15,Michael Thompson,62,3.94,307,78
22,T15,T15,Gary Woodland,96,3.94,547,139
23,T24,T24,Stewart Cink,87,3.95,616,156
24,T24,T24,Brice Garnett,99,3.95,786,199
25,T24,T24,Tyrrell Hatton,58,3.95,304,77
26,T24,T24,Matt Kuchar,88,3.95,880,223
27,T24,T24,Ryan Moore,78,3.95,399,101
28,T24,T24,Scott Piercy,84,3.95,723,183
29,T24,T24,Jon Rahm,71,3.95,383,97
30,T24,T24,Rory Sabbatini,91,3.95,872,221
31,T24,T24,Webb Simpson,95,3.95,933,236
32,T33,T33,Billy Horschel,86,3.96,777,196
33,T33,T33,Zach Johnson,94,3.96,791,200
34,T33,T33,Hideki Matsuyama,75,3.96,554,140
35,T33,T33,William McGirt,84,3.96,487,123
36,T33,T33,Troy Merritt,89,3.96,511,129
37,T33,T33,Alex Noren,67,3.96,693,175
38,T33,T33,Ian Poulter,73,3.96,471,119
39,T33,T33,Brian Stuard,103,3.96,741,187
40,T33,T33,Nick Taylor,94,3.96,832,210
41,T33,T33,Tiger Woods,68,3.96,650,164
42,T43,T43,Brian Harman,94,3.97,580,146
43,T43,T43,John Huh,94,3.97,683,172
44,T43,T43,Anirban Lahiri,82,3.97,599,151
45,T43,T43,Ethan Tracy,72,3.97,603,152
46,T43,T43,Johnson Wagner,75,3.97,809,204
47,T48,T48,Kiradech Aphibarnrat,51,3.98,223,56
48,T48,T48,Zac Blair,64,3.98,545,137
49,T48,T48,Rafa Cabrera Bello,75,3.98,521,131
50,T48,T48,Adam Hadwin,92,3.98,753,189
51,T48,T48,Martin Laird,73,3.98,426,107
52,T48,T48,Marc Leishman,93,3.98,709,178
53,T48,T48,Nicholas Lindheim,77,3.98,689,173
54,T48,T48,Kevin Na,91,3.98,708,178
55,T48,T48,Louis Oosthuizen,62,3.98,426,107
56,T48,T48,Sam Saunders,80,3.98,795,200
57,T48,T48,Jordan Spieth,81,3.98,761,191
58,T59,T59,Paul Casey,74,3.99,475,119
59,T59,T59,Rickie Fowler,74,3.99,710,178
60,T59,T59,Whee Kim,93,3.99,751,188
61,T59,T59,Kelly Kraft,94,3.99,1042,261
62,T59,T59,Nate Lashley,51,3.99,295,74
63,T59,T59,David Lingmerth,82,3.99,695,174
64,T59,T59,C.T. Pan,104,3.99,966,242
65,T59,T59,Pat Perez,82,3.99,562,141
66,T59,T59,Xander Schauffele,96,3.99,658,165
67,T59,T59,Kyle Stanley,93,3.99,407,102
