,Front_9_Round_2_Scoring_Average_RANK THIS WEEK,Front_9_Round_2_Scoring_Average_RANK LAST WEEK,Front_9_Round_2_Scoring_Average_PLAYER NAME,Front_9_Round_2_Scoring_Average_AVG,Front_9_Round_2_Scoring_Average_TOTAL STROKES,Front_9_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Dustin Johnson,33.74,641,19
1,2,2,Johnson Wagner,33.89,644,19
2,3,3,Bryson DeChambeau,34.0,816,24
3,4,4,Brooks Koepka,34.06,545,16
4,T5,T5,Cameron Percy,34.14,478,14
5,T5,T5,Jordan Spieth,34.14,717,21
6,7,7,Lanto Griffin,34.25,822,24
7,8,8,Webb Simpson,34.28,857,25
8,T9,T9,Tommy Fleetwood,34.29,583,17
9,T9,T9,Sam Saunders,34.29,823,24
10,11,11,Rickie Fowler,34.35,687,20
11,12,12,Jason Day,34.39,619,18
12,13,13,Rory Sabbatini,34.4,860,25
13,T14,T14,Blayne Barber,34.52,725,21
14,T14,T14,Phil Mickelson,34.52,794,23
15,T14,T14,Scott Piercy,34.52,794,23
16,17,17,Brian Harman,34.54,829,24
17,18,18,Bubba Watson,34.55,760,22
18,T19,T19,James Hahn,34.56,864,25
19,T19,T19,Michael Thompson,34.56,622,18
20,21,21,Adam Scott,34.62,727,21
21,22,22,Hideki Matsuyama,34.63,658,19
22,T23,T23,Charles Howell III,34.67,936,27
23,T23,T23,Louis Oosthuizen,34.67,520,15
24,25,25,Denny McCarthy,34.7,694,20
25,T26,T26,Beau Hossler,34.71,972,28
26,T26,T26,Justin Thomas,34.71,729,21
27,T28,T28,Zac Blair,34.72,625,18
28,T28,T28,Tyrone Van Aswegen,34.72,1007,29
29,30,30,Ryan Moore,34.73,764,22
30,31,31,Patrick Reed,34.75,834,24
31,32,32,Brian Stuard,34.77,1043,30
32,33,33,Marc Leishman,34.79,835,24
33,T34,T34,Tyrrell Hatton,34.8,522,15
34,T34,T34,Henrik Stenson,34.8,522,15
35,36,36,Andrew Putnam,34.81,905,26
36,T37,T37,C.T. Pan,34.82,975,28
37,T37,T37,Justin Rose,34.82,592,17
38,T39,T39,Rafa Cabrera Bello,34.83,627,18
39,T39,T39,Tiger Woods,34.83,627,18
40,T41,T41,Aaron Baddeley,34.84,871,25
41,T41,T41,Ricky Barnes,34.84,662,19
42,T41,T41,Francesco Molinari,34.84,662,19
43,T44,T44,Hunter Mahan,34.85,697,20
44,T44,T44,Ollie Schniederjans,34.85,906,26
45,T44,T44,Ben Silverman,34.85,906,26
46,T44,T44,Kevin Streelman,34.85,906,26
47,T48,T48,Luke List,34.86,976,28
48,T48,T48,Scott Stallings,34.86,976,28
49,50,50,Zach Johnson,34.87,802,23
50,T51,T51,Ryan Blaum,34.88,872,25
51,T51,T51,Corey Conners,34.88,907,26
52,T51,T51,Troy Merritt,34.88,907,26
53,T51,T51,Harold Varner III,34.88,907,26
54,T55,T55,Martin Laird,34.9,698,20
55,T55,T55,Ben Martin,34.9,698,20
56,57,57,David Lingmerth,34.91,803,23
57,58,58,Kevin Na,34.92,838,24
58,59,59,Patrick Cantlay,34.95,734,21
59,T60,T60,Jamie Lovemark,34.96,874,25
60,T60,T60,Xander Schauffele,34.96,909,26
61,T60,T60,Kyle Stanley,34.96,874,25
62,T63,T63,Abraham Ancer,35.0,980,28
63,T63,T63,Keegan Bradley,35.0,875,25
64,T63,T63,Chesson Hadley,35.0,1015,29
65,T63,T63,Sean O'Hair,35.0,700,20
66,67,67,Kevin Tway,35.03,1016,29
67,T68,T68,Tony Finau,35.04,911,26
68,T68,T68,Brandon Harkins,35.04,981,28
69,T68,T68,Stephan Jaeger,35.04,841,24
70,T71,T71,Dominic Bozzelli,35.05,701,20
71,T71,T71,David Hearn,35.05,666,19
72,T73,T73,Jim Furyk,35.07,491,14
73,T73,T73,Patton Kizzire,35.07,982,28
74,75,75,J.J. Henry,35.08,912,26
75,76,76,Russell Henley,35.09,772,22
76,T77,T77,Daniel Berger,35.1,737,21
77,T77,T77,Brian Gay,35.1,1018,29
78,T77,T77,Kelly Kraft,35.1,1053,30
79,T77,T77,Pat Perez,35.1,737,21
80,81,81,Branden Grace,35.12,597,17
81,T82,T82,Adam Hadwin,35.13,843,24
82,T82,T82,Kevin Kisner,35.13,808,23
83,T82,T82,Anirban Lahiri,35.13,843,24
84,T82,T82,Peter Uihlein,35.13,843,24
85,T86,T86,Whee Kim,35.14,1019,29
86,T86,T86,Trey Mullinax,35.14,738,21
87,T86,T86,Patrick Rodgers,35.14,984,28
88,T86,T86,Cameron Smith,35.14,773,22
89,T90,T90,Chad Campbell,35.15,914,26
90,T90,T90,Joel Dahmen,35.15,914,26
91,T90,T90,Fabián Gómez,35.15,914,26
92,T90,T90,Tom Lovelady,35.15,914,26
93,T90,T90,Peter Malnati,35.15,914,26
94,95,95,Charl Schwartzel,35.17,633,18
95,T96,T96,Jonas Blixt,35.19,739,21
96,T96,T96,Roberto Díaz,35.19,739,21
97,T96,T96,Danny Lee,35.19,950,27
98,T99,T99,Si Woo Kim,35.2,1056,30
99,T99,T99,Ryan Palmer,35.2,704,20
100,T101,T101,Bill Haas,35.21,845,24
101,T101,T101,Steve Wheatcroft,35.21,669,19
102,103,103,Jimmy Walker,35.23,775,22
103,T104,T104,Stewart Cink,35.24,881,25
104,T104,T104,Brice Garnett,35.24,1022,29
105,T104,T104,Nick Taylor,35.24,1022,29
106,T107,T107,Jason Dufner,35.25,705,20
107,T107,T107,Emiliano Grillo,35.25,846,24
108,109,109,J.B. Holmes,35.26,811,23
109,110,110,Matt Kuchar,35.27,776,22
110,T111,T111,Austin Cook,35.28,1023,29
111,T111,T111,Jon Rahm,35.28,635,18
112,T111,T111,Nick Watney,35.28,882,25
113,T111,T111,Gary Woodland,35.28,882,25
114,115,115,Chris Kirk,35.29,988,28
115,T116,T116,Bronson Burgoon,35.3,812,23
116,T116,T116,Martin Flores,35.3,953,27
117,T118,T118,Tom Hoge,35.31,1024,29
118,T118,T118,Russell Knox,35.31,918,26
119,T120,T120,Kevin Chappell,35.32,777,22
120,T120,T120,Keith Mitchell,35.32,989,28
121,T120,T120,Sam Ryder,35.32,883,25
122,T123,T123,J.T. Poston,35.33,742,21
123,T123,T123,J.J. Spaun,35.33,848,24
124,T125,T125,Alex Cejka,35.35,707,20
125,T125,T125,Cody Gribble,35.35,813,23
126,127,127,Ethan Tracy,35.36,778,22
127,T128,T128,Harris English,35.38,1026,29
128,T128,T128,Matt Jones,35.38,743,21
129,130,130,Scott Brown,35.39,1097,31
130,T131,T131,Hudson Swafford,35.4,708,20
131,T131,T131,Kyle Thompson,35.4,708,20
132,133,133,Shane Lowry,35.41,602,17
133,T134,T134,Paul Casey,35.42,673,19
134,T134,T134,William McGirt,35.42,850,24
135,136,136,"Ted Potter, Jr.",35.43,992,28
136,137,137,Ian Poulter,35.44,638,18
137,138,138,Jason Kokrak,35.45,1028,29
138,139,139,Adam Schenk,35.46,922,26
139,140,140,Conrad Shindler,35.47,674,19
140,141,141,Derek Fathauer,35.48,958,27
141,T142,T142,Rob Oppenheim,35.5,852,24
142,T142,T142,Brandt Snedeker,35.5,852,24
143,T142,T142,Brendan Steele,35.5,710,20
144,T142,T142,Shawn Stefani,35.5,852,24
145,T142,T142,Jhonattan Vegas,35.5,923,26
146,T147,T147,Ryan Armour,35.52,1101,31
147,T147,T147,Charley Hoffman,35.52,817,23
148,T147,T147,Seamus Power,35.52,888,25
149,T150,T150,Alex Noren,35.53,604,17
150,T150,T150,Daniel Summerhays,35.53,604,17
151,152,152,Martin Piller,35.56,960,27
152,153,153,Wesley Bryan,35.57,747,21
153,T154,T154,Ben Crane,35.58,676,19
154,T154,T154,Mackenzie Hughes,35.58,925,26
155,T154,T154,Cameron Tringale,35.58,854,24
156,157,157,Aaron Wise,35.61,997,28
157,158,158,Kiradech Aphibarnrat,35.62,463,13
158,T159,T159,Robert Garrigus,35.63,855,24
159,T159,T159,D.A. Points,35.63,855,24
160,T161,T161,Nicholas Lindheim,35.64,784,22
161,T161,T161,Chris Stroud,35.64,784,22
162,163,163,Rory McIlroy,35.65,606,17
163,164,164,Zecheng Dou,35.68,678,19
164,T165,T165,Chez Reavie,35.69,928,26
165,T165,T165,Xinjun Zhang,35.69,928,26
166,T167,T167,Lucas Glover,35.71,607,17
167,T167,T167,Andrew Landry,35.71,857,24
168,169,169,Bud Cauley,35.73,536,15
169,T170,T170,Byeong Hun An,35.74,822,23
170,T170,T170,Greg Chalmers,35.74,679,19
171,T170,T170,Rod Pampling,35.74,679,19
172,T173,T173,Talor Gooch,35.75,858,24
173,T173,T173,Nate Lashley,35.75,572,16
174,T175,T175,Jonathan Byrd,35.77,787,22
175,T175,T175,Jonathan Randolph,35.77,787,22
176,177,177,Billy Hurley III,35.8,895,25
177,178,178,Robert Streb,35.82,1003,28
178,T179,T179,Billy Horschel,35.83,860,24
179,T179,T179,Richy Werenski,35.83,1075,30
180,181,181,Brett Stegmaier,35.84,681,19
181,182,182,Sung Kang,35.85,968,27
182,183,183,Vaughn Taylor,35.88,861,24
183,184,184,John Huh,35.89,1005,28
184,185,185,Tyler Duncan,35.9,1077,30
185,186,186,Graeme McDowell,36.0,648,18
186,187,187,Matt Every,36.08,938,26
187,188,188,Retief Goosen,36.17,651,18
188,T189,T189,Grayson Murray,36.2,724,20
189,T189,T189,Andrew Yun,36.2,724,20
190,191,191,Matt Atkins,36.21,688,19
191,192,192,Michael Kim,36.27,943,26
192,193,193,Satoshi Kodaira,36.65,623,17
