,Tenth_Tee_Early_Round_2_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Early_Round_2_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Early_Round_2_Scoring_Average_PLAYER NAME,Tenth_Tee_Early_Round_2_Scoring_Average_AVG,Tenth_Tee_Early_Round_2_Scoring_Average_TOTAL STROKES,Tenth_Tee_Early_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Jason Day,65.75,263,4
1,2,2,Michael Thompson,66.67,200,3
2,3,3,Dustin Johnson,67.0,402,6
3,4,4,Kevin Kisner,67.14,470,7
4,5,5,Whee Kim,67.2,336,5
5,6,6,Bryson DeChambeau,67.25,269,4
6,7,7,Ian Poulter,67.33,202,3
7,8,8,Brooks Koepka,67.5,405,6
8,9,9,Justin Thomas,67.71,474,7
9,10,10,Seamus Power,67.75,271,4
10,T11,T11,Satoshi Kodaira,68.0,68,1
11,T11,T11,Ryan Palmer,68.0,204,3
12,T11,T11,Johnson Wagner,68.0,544,8
13,14,14,Justin Rose,68.2,341,5
14,15,15,Zach Johnson,68.33,410,6
15,T16,T16,Patrick Cantlay,68.4,342,5
16,T16,T16,Anirban Lahiri,68.4,342,5
17,T18,T18,Troy Merritt,68.5,411,6
18,T18,T18,"Ted Potter, Jr.",68.5,274,4
19,20,20,Denny McCarthy,68.6,343,5
20,T21,T21,Scott Piercy,68.67,412,6
21,T21,T21,Sam Saunders,68.67,412,6
22,23,23,Paul Casey,68.75,275,4
23,T24,T24,Chesson Hadley,68.8,344,5
24,T24,T24,Gary Woodland,68.8,344,5
25,T26,T26,James Hahn,68.83,413,6
26,T26,T26,Ollie Schniederjans,68.83,413,6
27,T28,T28,Dominic Bozzelli,69.0,414,6
28,T28,T28,Jason Dufner,69.0,414,6
29,T28,T28,Brian Gay,69.0,138,2
30,T28,T28,Branden Grace,69.0,276,4
31,T28,T28,Bill Haas,69.0,345,5
32,T28,T28,Tyrrell Hatton,69.0,276,4
33,T28,T28,Matt Jones,69.0,483,7
34,T28,T28,Patton Kizzire,69.0,483,7
35,T28,T28,Marc Leishman,69.0,552,8
36,T28,T28,Shawn Stefani,69.0,207,3
37,T28,T28,Nick Watney,69.0,138,2
38,39,39,Phil Mickelson,69.11,622,9
39,40,40,Alex Noren,69.17,415,6
40,41,41,Louis Oosthuizen,69.2,346,5
41,T42,T42,Ricky Barnes,69.25,277,4
