,Round_1_Scoring_Average_RANK THIS WEEK,Round_1_Scoring_Average_RANK LAST WEEK,Round_1_Scoring_Average_PLAYER NAME,Round_1_Scoring_Average_AVG,Round_1_Scoring_Average_TOTAL STROKES,Round_1_Scoring_Average_TOTAL ROUNDS
171,172,172,Robert Streb,71.75,2009,28
172,T173,T173,Kiradech Aphibarnrat,71.77,933,13
173,T173,T173,Grayson Murray,71.77,1579,22
174,175,175,Trey Mullinax,71.82,1580,22
175,176,176,Jonas Blixt,71.86,1509,21
176,177,177,Ben Martin,71.9,1438,20
177,178,178,Jonathan Randolph,71.91,1654,23
178,179,179,Bud Cauley,71.94,1151,16
179,180,180,Adam Scott,72.0,1512,21
180,181,181,"Ted Potter, Jr.",72.04,2017,28
181,182,182,Derek Fathauer,72.07,1946,27
182,183,183,Sung Kang,72.11,2019,28
183,184,184,Kyle Thompson,72.25,1445,20
184,185,185,Charl Schwartzel,72.28,1301,18
185,186,186,Cody Gribble,72.3,1663,23
186,187,187,Cameron Tringale,72.33,1736,24
187,188,188,Greg Chalmers,72.37,1375,19
188,189,189,Zecheng Dou,72.38,1520,21
189,190,190,Andrew Yun,72.4,1448,20
190,191,191,D.A. Points,72.75,1746,24
191,192,192,Daniel Summerhays,72.82,1238,17
192,193,193,Satoshi Kodaira,72.94,1240,17
