,Round_1_Scoring_Average_RANK THIS WEEK,Round_1_Scoring_Average_RANK LAST WEEK,Round_1_Scoring_Average_PLAYER NAME,Round_1_Scoring_Average_AVG,Round_1_Scoring_Average_TOTAL STROKES,Round_1_Scoring_Average_TOTAL ROUNDS
0,1,1,Rickie Fowler,68.5,1370,20
1,2,2,Justin Rose,68.82,1170,17
2,3,3,Beau Hossler,68.86,1928,28
3,4,4,Cameron Percy,68.93,965,14
4,5,5,Chris Kirk,68.96,1931,28
5,6,6,Webb Simpson,69.12,1728,25
6,7,7,Henrik Stenson,69.13,1037,15
7,8,8,Tony Finau,69.15,1798,26
8,9,9,Billy Horschel,69.16,1729,25
9,10,10,Jon Rahm,69.22,1246,18
10,T11,T11,Ryan Armour,69.29,2148,31
11,T11,T11,Patrick Cantlay,69.29,1455,21
12,T11,T11,Justin Thomas,69.29,1455,21
13,14,14,Dustin Johnson,69.32,1317,19
14,15,15,Joel Dahmen,69.35,1803,26
15,16,16,Andrew Putnam,69.38,1804,26
16,17,17,Abraham Ancer,69.43,1944,28
17,18,18,Jason Kokrak,69.45,2014,29
18,19,19,Rafa Cabrera Bello,69.56,1252,18
19,20,20,Xander Schauffele,69.58,1809,26
20,21,21,Ryan Moore,69.59,1531,22
21,22,22,Keegan Bradley,69.6,1740,25
22,23,23,Zach Johnson,69.61,1601,23
23,24,24,Rory McIlroy,69.65,1184,17
24,25,25,Corey Conners,69.69,1812,26
25,T26,T26,Matt Kuchar,69.77,1535,22
26,T26,T26,Chez Reavie,69.77,1814,26
27,28,28,Kevin Na,69.79,1675,24
28,29,29,Keith Mitchell,69.82,1955,28
29,30,30,Hunter Mahan,69.85,1397,20
30,T31,T31,Brian Harman,69.92,1678,24
31,T31,T31,Rory Sabbatini,69.92,1818,26
32,T31,T31,Vaughn Taylor,69.92,1678,24
33,T34,T34,Alex Cejka,69.95,1539,22
34,T34,T34,Johnson Wagner,69.95,1329,19
35,T34,T34,Steve Wheatcroft,69.95,1329,19
36,T37,T37,Peter Malnati,69.96,1819,26
37,T37,T37,Kyle Stanley,69.96,1749,25
38,T39,T39,Byeong Hun An,70.0,1610,23
39,T39,T39,C.T. Pan,70.0,1960,28
40,T41,T41,Emiliano Grillo,70.04,1681,24
41,T41,T41,Marc Leishman,70.04,1681,24
42,T43,T43,Jonathan Byrd,70.05,1541,22
43,T43,T43,Hudson Swafford,70.05,1401,20
44,T45,T45,Zac Blair,70.06,1261,18
45,T45,T45,Tommy Fleetwood,70.06,1191,17
46,T45,T45,Brooks Koepka,70.06,1121,16
47,T45,T45,Alex Noren,70.06,1191,17
48,49,49,Brian Gay,70.07,2032,29
49,T50,T50,Ben Crane,70.11,1332,19
50,T50,T50,Brett Stegmaier,70.11,1332,19
51,52,52,Nick Watney,70.12,1753,25
52,53,53,J.J. Spaun,70.13,1683,24
53,T54,T54,Dominic Bozzelli,70.15,1403,20
54,T54,T54,Seamus Power,70.15,1824,26
55,56,56,Jason Day,70.17,1263,18
56,57,57,Sam Ryder,70.2,1755,25
57,58,58,Ryan Blaum,70.23,1826,26
58,59,59,Jamie Lovemark,70.24,1756,25
59,60,60,Nate Lashley,70.25,1124,16
60,61,61,Fabián Gómez,70.27,1827,26
61,62,62,Tiger Woods,70.28,1265,18
62,T63,T63,John Huh,70.29,1968,28
63,T63,T63,Pat Perez,70.29,1476,21
64,T65,T65,Austin Cook,70.31,2039,29
65,T65,T65,Troy Merritt,70.31,1828,26
66,67,67,Aaron Wise,70.36,1970,28
67,T68,T68,Anirban Lahiri,70.38,1689,24
68,T68,T68,Ben Silverman,70.38,1830,26
69,70,70,Lucas Glover,70.41,1197,17
70,71,71,Bill Haas,70.42,1690,24
71,72,72,Ian Poulter,70.44,1268,18
72,T73,T73,Russell Henley,70.45,1550,22
73,T73,T73,Ryan Palmer,70.45,1409,20
74,75,75,Si Woo Kim,70.47,2114,30
75,76,76,Gary Woodland,70.48,1762,25
76,77,77,Jim Furyk,70.5,987,14
77,T78,T78,Whee Kim,70.52,2045,29
78,T78,T78,Kevin Tway,70.52,2045,29
79,80,80,Bubba Watson,70.55,1552,22
80,81,81,Talor Gooch,70.56,1764,25
81,82,82,Charley Hoffman,70.57,1623,23
82,T83,T83,Martin Laird,70.6,1412,20
83,T83,T83,Brendan Steele,70.6,1412,20
84,85,85,Brandon Harkins,70.61,1977,28
85,T86,T86,J.T. Poston,70.62,1483,21
86,T86,T86,Nick Taylor,70.62,2048,29
87,T88,T88,Charles Howell III,70.63,1907,27
88,T88,T88,Conrad Shindler,70.63,1342,19
89,T88,T88,Shawn Stefani,70.63,1695,24
90,91,91,Bryson DeChambeau,70.64,1766,25
91,92,92,Nicholas Lindheim,70.65,1625,23
92,T93,T93,Daniel Berger,70.67,1484,21
93,T93,T93,Bronson Burgoon,70.67,1696,24
94,T93,T93,Brandt Snedeker,70.67,1696,24
95,T96,T96,Matt Atkins,70.68,1343,19
96,T96,T96,Luke List,70.68,1979,28
97,98,98,Tom Hoge,70.69,2050,29
98,99,99,Patrick Reed,70.71,1697,24
99,T100,T100,Wesley Bryan,70.73,1556,22
100,T100,T100,Adam Schenk,70.73,1839,26
101,T100,T100,Ollie Schniederjans,70.73,1839,26
102,T100,T100,Jimmy Walker,70.73,1556,22
103,104,104,Denny McCarthy,70.75,1415,20
104,T105,T105,Tyler Duncan,70.77,2123,30
105,T105,T105,Xinjun Zhang,70.77,1840,26
106,107,107,Phil Mickelson,70.78,1628,23
107,T108,T108,Mackenzie Hughes,70.81,1841,26
108,T108,T108,Matt Jones,70.81,1487,21
109,T110,T110,Brice Garnett,70.83,2054,29
110,T110,T110,Richy Werenski,70.83,2125,30
111,T112,T112,Kevin Streelman,70.85,1842,26
112,T112,T112,Harold Varner III,70.85,1842,26
113,114,114,Jordan Spieth,70.86,1488,21
114,115,115,Russell Knox,70.88,1843,26
115,116,116,David Hearn,70.89,1347,19
116,117,117,Patrick Rodgers,70.9,2056,29
117,T118,T118,William McGirt,70.92,1702,24
118,T118,T118,Scott Piercy,70.92,1773,25
119,T118,T118,Peter Uihlein,70.92,1702,24
120,121,121,Harris English,70.93,2057,29
121,122,122,Michael Thompson,70.94,1277,18
122,123,123,Paul Casey,70.95,1348,19
123,T124,T124,Kevin Kisner,70.96,1632,23
124,T124,T124,Danny Lee,70.96,1987,28
125,T124,T124,David Lingmerth,70.96,1703,24
126,T124,T124,Sam Saunders,70.96,1703,24
127,128,128,Chesson Hadley,70.97,2058,29
128,T129,T129,Aaron Baddeley,71.0,1775,25
129,T129,T129,Blayne Barber,71.0,1491,21
130,T129,T129,Stewart Cink,71.0,1775,25
131,T129,T129,Matt Every,71.0,1988,28
132,T129,T129,Adam Hadwin,71.0,1704,24
133,T129,T129,Michael Kim,71.0,1846,26
134,T129,T129,Graeme McDowell,71.0,1278,18
135,136,136,J.B. Holmes,71.04,1634,23
136,T137,T137,Hideki Matsuyama,71.05,1421,20
137,T137,T137,Francesco Molinari,71.05,1350,19
138,T139,T139,Kelly Kraft,71.07,2132,30
139,T139,T139,Brian Stuard,71.07,2132,30
140,141,141,Jhonattan Vegas,71.08,1848,26
141,142,142,Ricky Barnes,71.1,1422,20
142,143,143,Patton Kizzire,71.11,1991,28
143,T144,T144,Branden Grace,71.12,1209,17
144,T144,T144,Andrew Landry,71.12,1849,26
145,T146,T146,Roberto Díaz,71.13,1636,23
146,T146,T146,Stephan Jaeger,71.13,1707,24
147,T146,T146,Louis Oosthuizen,71.13,1067,15
148,T149,T149,Ethan Tracy,71.14,1565,22
149,T149,T149,Tyrone Van Aswegen,71.14,2063,29
150,151,151,Chris Stroud,71.16,1779,25
151,152,152,Scott Brown,71.19,2207,31
152,153,153,Tyrrell Hatton,71.2,1068,15
153,T154,T154,J.J. Henry,71.23,1852,26
154,T154,T154,Tom Lovelady,71.23,1852,26
155,T156,T156,Rod Pampling,71.26,1354,19
156,T156,T156,Martin Piller,71.26,1924,27
157,158,158,Kevin Chappell,71.27,1568,22
158,159,159,James Hahn,71.28,1782,25
159,T160,T160,Martin Flores,71.33,1926,27
160,T160,T160,Rob Oppenheim,71.33,1712,24
161,162,162,Jason Dufner,71.4,1428,20
162,163,163,Lanto Griffin,71.42,1714,24
163,T164,T164,Retief Goosen,71.44,1286,18
164,T164,T164,Billy Hurley III,71.44,1786,25
165,166,166,Shane Lowry,71.47,1215,17
166,167,167,Sean O'Hair,71.48,1501,21
167,168,168,Robert Garrigus,71.52,1788,25
168,169,169,Chad Campbell,71.62,1862,26
169,170,170,Cameron Smith,71.64,1576,22
170,171,171,Scott Stallings,71.71,2008,28
