,Front_9_Par_3_Scoring_Average_RANK THIS WEEK,Front_9_Par_3_Scoring_Average_RANK LAST WEEK,Front_9_Par_3_Scoring_Average_PLAYER NAME,Front_9_Par_3_Scoring_Average_ROUNDS,Front_9_Par_3_Scoring_Average_AVG,Front_9_Par_3_Scoring_Average_TOTAL STROKES,Front_9_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Dustin Johnson,77,2.94,432,147
1,T2,T2,Blayne Barber,69,2.95,395,134
2,T2,T2,Ricky Barnes,65,2.95,351,119
3,T2,T2,Rickie Fowler,74,2.95,425,144
4,T5,T5,Shane Lowry,64,2.96,329,111
5,T5,T5,Justin Rose,70,2.96,379,128
6,T5,T5,Webb Simpson,95,2.96,533,180
7,T8,T8,J.J. Henry,81,2.97,448,151
8,T8,T8,Nate Lashley,51,2.97,282,95
9,T8,T8,Danny Lee,88,2.97,511,172
10,T8,T8,Francesco Molinari,73,2.97,404,136
11,T8,T8,J.T. Poston,73,2.97,424,143
12,T8,T8,Andrew Putnam,97,2.97,532,179
13,T14,T14,Chesson Hadley,103,2.98,587,197
14,T14,T14,Brooks Koepka,64,2.98,357,120
15,T14,T14,Denny McCarthy,71,2.98,379,127
16,T14,T14,Pat Perez,82,2.98,438,147
17,T18,T18,Byeong Hun An,86,2.99,490,164
18,T18,T18,Emiliano Grillo,94,2.99,544,182
19,T18,T18,Beau Hossler,104,2.99,612,205
20,T18,T18,Hideki Matsuyama,75,2.99,425,142
21,T18,T18,Kevin Na,91,2.99,505,169
22,T18,T18,Patrick Rodgers,97,2.99,559,187
23,T18,T18,Brett Stegmaier,67,2.99,368,123
24,T18,T18,Michael Thompson,62,2.99,347,116
25,T18,T18,Xinjun Zhang,81,2.99,451,151
26,T27,T27,Austin Cook,107,3.0,634,211
27,T27,T27,Derek Fathauer,84,3.0,483,161
28,T27,T27,Martin Flores,92,3.0,516,172
29,T27,T27,Zach Johnson,94,3.0,510,170
30,T27,T27,Sam Ryder,82,3.0,483,161
31,T32,T32,Ryan Blaum,81,3.01,473,157
32,T32,T32,Paul Casey,74,3.01,418,139
33,T32,T32,Talor Gooch,78,3.01,437,145
34,T32,T32,Retief Goosen,60,3.01,307,102
35,T32,T32,James Hahn,85,3.01,496,165
36,T32,T32,Brandon Harkins,101,3.01,575,191
37,T32,T32,John Huh,94,3.01,542,180
38,T32,T32,Jason Kokrak,99,3.01,592,197
39,T32,T32,Rob Oppenheim,74,3.01,412,137
40,T32,T32,Sam Saunders,80,3.01,448,149
41,T32,T32,Xander Schauffele,96,3.01,547,182
42,T32,T32,Johnson Wagner,75,3.01,418,139
43,T32,T32,Aaron Wise,90,3.01,532,177
44,T32,T32,Tiger Woods,68,3.01,397,132
45,T46,T46,Abraham Ancer,98,3.02,574,190
46,T46,T46,Brian Gay,103,3.02,613,203
47,T46,T46,Branden Grace,67,3.02,383,127
48,T46,T46,Sung Kang,89,3.02,501,166
49,T46,T46,Patton Kizzire,92,3.02,531,176
50,T46,T46,Phil Mickelson,90,3.02,517,171
51,T46,T46,Scott Piercy,84,3.02,487,161
52,T46,T46,Henrik Stenson,60,3.02,326,108
53,T46,T46,Kevin Tway,110,3.02,629,208
54,T46,T46,Tyrone Van Aswegen,101,3.02,564,187
55,T56,T56,Zac Blair,64,3.03,355,117
56,T56,T56,Rafa Cabrera Bello,75,3.03,415,137
57,T56,T56,Si Woo Kim,108,3.03,619,204
58,T56,T56,Chris Kirk,108,3.03,646,213
59,T56,T56,Anirban Lahiri,82,3.03,491,162
60,T56,T56,Jon Rahm,71,3.03,397,131
61,T56,T56,Adam Scott,78,3.03,463,153
62,T56,T56,Nick Taylor,94,3.03,548,181
63,T56,T56,Justin Thomas,91,3.03,491,162
64,T65,T65,Wesley Bryan,69,3.04,408,134
65,T65,T65,Patrick Cantlay,87,3.04,478,157
66,T65,T65,Bud Cauley,55,3.04,322,106
67,T65,T65,Corey Conners,97,3.04,568,187
68,T65,T65,Brice Garnett,99,3.04,581,191
69,T65,T65,Adam Hadwin,92,3.04,529,174
70,T65,T65,Brian Harman,94,3.04,542,178
71,T65,T65,Martin Laird,73,3.04,395,130
72,T65,T65,Luke List,98,3.04,566,186
73,T65,T65,Trey Mullinax,75,3.04,423,139
74,T65,T65,Chez Reavie,93,3.04,519,171
75,T65,T65,Adam Schenk,86,3.04,489,161
76,T65,T65,Ben Silverman,90,3.04,514,169
77,T65,T65,Brandt Snedeker,84,3.04,496,163
78,T65,T65,Vaughn Taylor,83,3.04,483,159
79,T80,T80,Stewart Cink,87,3.05,522,171
80,T80,T80,Harris English,84,3.05,476,156
81,T80,T80,Tommy Fleetwood,73,3.05,390,128
82,T80,T80,Tyrrell Hatton,58,3.05,317,104
83,T80,T80,Mackenzie Hughes,80,3.05,467,153
84,T80,T80,Andrew Landry,82,3.05,482,158
85,T80,T80,Graeme McDowell,67,3.05,363,119
86,T80,T80,Troy Merritt,89,3.05,522,171
87,T80,T80,Peter Uihlein,83,3.05,470,154
88,T89,T89,Ryan Armour,109,3.06,651,213
