,First_Tee_Late_Round_4_Scoring_Average_RANK THIS WEEK,First_Tee_Late_Round_4_Scoring_Average_RANK LAST WEEK,First_Tee_Late_Round_4_Scoring_Average_PLAYER NAME,First_Tee_Late_Round_4_Scoring_Average_AVG,First_Tee_Late_Round_4_Scoring_Average_TOTAL STROKES,First_Tee_Late_Round_4_Scoring_Average_TOTAL ROUNDS
0,1,1,Chad Campbell,66.0,66,1
1,T2,T2,Keith Mitchell,67.0,335,5
2,T2,T2,Jonathan Randolph,67.0,67,1
3,T2,T2,Conrad Shindler,67.0,67,1
4,T5,T5,James Hahn,67.5,270,4
5,T5,T5,Patton Kizzire,67.5,135,2
6,7,7,Fabián Gómez,67.67,203,3
7,8,8,Brett Stegmaier,68.0,68,1
8,9,9,Brooks Koepka,68.13,545,8
9,T10,T10,J.J. Henry,68.33,205,3
10,T10,T10,Stephan Jaeger,68.33,205,3
11,T10,T10,Hideki Matsuyama,68.33,410,6
12,T10,T10,Francesco Molinari,68.33,615,9
13,T10,T10,Martin Piller,68.33,205,3
14,15,15,Aaron Wise,68.38,547,8
15,T16,T16,Ben Crane,68.5,137,2
16,T16,T16,Ben Silverman,68.5,137,2
17,18,18,Kevin Na,68.56,617,9
18,19,19,Joel Dahmen,68.63,549,8
19,20,20,Jimmy Walker,68.67,412,6
20,21,21,Dustin Johnson,68.73,1031,15
21,T22,T22,Branden Grace,68.75,275,4
22,T22,T22,Sean O'Hair,68.75,275,4
23,T24,T24,Blayne Barber,69.0,138,2
24,T24,T24,Jonathan Byrd,69.0,138,2
25,T24,T24,Phil Mickelson,69.0,621,9
26,T24,T24,Cameron Percy,69.0,69,1
27,T28,T28,Ryan Blaum,69.2,346,5
28,T28,T28,Richy Werenski,69.2,346,5
29,30,30,William McGirt,69.29,485,7
30,31,31,Justin Rose,69.31,901,13
31,T32,T32,Rafa Cabrera Bello,69.33,624,9
32,T32,T32,Jason Kokrak,69.33,416,6
33,T32,T32,Justin Thomas,69.33,1040,15
34,T32,T32,Nick Watney,69.33,208,3
35,36,36,Chez Reavie,69.38,555,8
36,T37,T37,Emiliano Grillo,69.4,694,10
37,T37,T37,Michael Thompson,69.4,347,5
38,39,39,Brian Gay,69.45,764,11
39,T40,T40,Retief Goosen,69.5,139,2
40,T40,T40,Shane Lowry,69.5,278,4
41,T40,T40,D.A. Points,69.5,139,2
42,43,43,Webb Simpson,69.53,1043,15
43,44,44,Bryson DeChambeau,69.55,765,11
44,45,45,Chris Kirk,69.56,626,9
45,T46,T46,Adam Hadwin,69.6,348,5
46,T46,T46,J.J. Spaun,69.6,348,5
47,48,48,Tiger Woods,69.62,905,13
48,T49,T49,Patrick Cantlay,69.67,836,12
49,T49,T49,Tom Hoge,69.67,209,3
50,T49,T49,Si Woo Kim,69.67,418,6
51,T49,T49,Russell Knox,69.67,418,6
52,T49,T49,David Lingmerth,69.67,209,3
53,T49,T49,Trey Mullinax,69.67,209,3
54,T49,T49,Ryan Palmer,69.67,418,6
55,56,56,Keegan Bradley,69.7,697,10
56,57,57,Cameron Smith,69.71,488,7
57,58,58,Sam Ryder,69.75,279,4
58,59,59,Jordan Spieth,69.78,628,9
59,60,60,Vaughn Taylor,69.8,349,5
60,61,61,Chesson Hadley,69.82,768,11
61,62,62,Whee Kim,69.83,419,6
62,63,63,Brandt Snedeker,69.86,489,7
63,T64,T64,Alex Cejka,70.0,140,2
64,T64,T64,Kevin Chappell,70.0,210,3
65,T64,T64,Tommy Fleetwood,70.0,700,10
66,T64,T64,Cody Gribble,70.0,140,2
67,T64,T64,Russell Henley,70.0,280,4
68,T64,T64,Mackenzie Hughes,70.0,350,5
69,T64,T64,Andrew Landry,70.0,420,6
70,T64,T64,Rory McIlroy,70.0,700,10
71,T64,T64,Shawn Stefani,70.0,280,4
72,73,73,Tony Finau,70.07,1051,15
73,T74,T74,Stewart Cink,70.1,701,10
74,T74,T74,Brian Harman,70.1,701,10
75,T76,T76,Tyrrell Hatton,70.14,491,7
76,T76,T76,Adam Scott,70.14,491,7
77,T76,T76,Bubba Watson,70.14,491,7
78,79,79,Patrick Reed,70.18,772,11
79,T80,T80,Ryan Armour,70.2,351,5
80,T80,T80,Harris English,70.2,351,5
81,82,82,Billy Horschel,70.22,632,9
82,T83,T83,Aaron Baddeley,70.25,281,4
83,T83,T83,Paul Casey,70.25,562,8
84,T85,T85,David Hearn,70.33,211,3
85,T85,T85,Nicholas Lindheim,70.33,211,3
86,T85,T85,J.T. Poston,70.33,422,6
87,T85,T85,"Ted Potter, Jr.",70.33,422,6
88,T85,T85,Steve Wheatcroft,70.33,211,3
89,90,90,Charles Howell III,70.4,704,10
90,91,91,Andrew Putnam,70.44,634,9
91,92,92,Jason Day,70.45,775,11
92,T93,T93,Brice Garnett,70.5,282,4
93,T93,T93,Satoshi Kodaira,70.5,282,4
94,T93,T93,Ben Martin,70.5,282,4
95,T93,T93,Kevin Streelman,70.5,564,8
96,97,97,Rickie Fowler,70.54,917,13
97,98,98,Patrick Rodgers,70.6,353,5
98,99,99,Gary Woodland,70.62,918,13
99,T100,T100,Zach Johnson,70.63,565,8
100,T100,T100,Henrik Stenson,70.63,565,8
101,102,102,Tyler Duncan,70.67,424,6
102,103,103,Brian Stuard,70.71,495,7
103,T104,T104,Abraham Ancer,70.75,566,8
