,Tenth_Tee_Late_Round_2_Scoring_Average_RANK THIS WEEK,Tenth_Tee_Late_Round_2_Scoring_Average_RANK LAST WEEK,Tenth_Tee_Late_Round_2_Scoring_Average_PLAYER NAME,Tenth_Tee_Late_Round_2_Scoring_Average_AVG,Tenth_Tee_Late_Round_2_Scoring_Average_TOTAL STROKES,Tenth_Tee_Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Tommy Fleetwood,62.0,62,1
1,2,2,Francesco Molinari,63.0,63,1
2,T3,T3,Dustin Johnson,64.0,64,1
3,T3,T3,Hideki Matsuyama,64.0,64,1
4,T5,T5,Bronson Burgoon,66.0,132,2
5,T5,T5,Brooks Koepka,66.0,66,1
6,T5,T5,Henrik Stenson,66.0,66,1
7,T8,T8,Matt Atkins,67.0,67,1
8,T8,T8,Rory McIlroy,67.0,67,1
9,T8,T8,Patrick Reed,67.0,134,2
10,11,11,Jon Rahm,67.67,203,3
11,T12,T12,Tony Finau,68.0,204,3
12,T12,T12,Charles Howell III,68.0,680,10
13,T12,T12,Adam Scott,68.0,136,2
14,15,15,Sam Saunders,68.2,341,5
15,16,16,Rory Sabbatini,68.25,273,4
16,T17,T17,J.B. Holmes,68.33,205,3
17,T17,T17,Jordan Spieth,68.33,205,3
18,T17,T17,Johnson Wagner,68.33,205,3
19,20,20,Ben Martin,68.5,411,6
20,T21,T21,Kiradech Aphibarnrat,68.67,206,3
21,T21,T21,Lucas Glover,68.67,206,3
22,T21,T21,Webb Simpson,68.67,206,3
23,24,24,Byeong Hun An,68.75,275,4
24,25,25,Andrew Putnam,68.86,482,7
25,T26,T26,Rafa Cabrera Bello,69.0,207,3
26,T26,T26,Billy Horschel,69.0,345,5
27,T26,T26,Zach Johnson,69.0,207,3
28,T26,T26,Kevin Tway,69.0,207,3
29,T26,T26,Tyrone Van Aswegen,69.0,414,6
30,T31,T31,Ryan Moore,69.14,484,7
31,T31,T31,Kevin Streelman,69.14,484,7
32,T33,T33,Patton Kizzire,69.33,624,9
33,T33,T33,Andrew Landry,69.33,208,3
34,T33,T33,Nicholas Lindheim,69.33,208,3
35,T33,T33,Kyle Stanley,69.33,208,3
36,T33,T33,Vaughn Taylor,69.33,624,9
37,38,38,Chesson Hadley,69.38,555,8
38,T39,T39,Zac Blair,69.5,278,4
39,T39,T39,Ben Crane,69.5,278,4
40,T39,T39,Charl Schwartzel,69.5,417,6
41,T39,T39,Kyle Thompson,69.5,278,4
42,T39,T39,Peter Uihlein,69.5,139,2
43,T39,T39,Gary Woodland,69.5,278,4
44,T45,T45,Brice Garnett,69.57,487,7
45,T45,T45,Jamie Lovemark,69.57,487,7
46,47,47,Kevin Na,69.6,348,5
47,T48,T48,Wesley Bryan,69.67,418,6
48,T48,T48,Beau Hossler,69.67,627,9
49,T48,T48,C.T. Pan,69.67,209,3
50,T51,T51,Luke List,69.71,488,7
51,T51,T51,Cameron Smith,69.71,488,7
52,T53,T53,Bud Cauley,69.75,279,4
53,T53,T53,Stephan Jaeger,69.75,279,4
54,55,55,Austin Cook,69.78,628,9
55,T56,T56,Aaron Baddeley,69.8,698,10
56,T56,T56,Martin Laird,69.8,349,5
57,T56,T56,Tom Lovelady,69.8,349,5
58,T59,T59,Cody Gribble,69.83,419,6
59,T59,T59,Jonathan Randolph,69.83,419,6
60,61,61,Cameron Percy,69.86,489,7
61,T62,T62,Abraham Ancer,69.88,559,8
62,T62,T62,Aaron Wise,69.88,559,8
63,64,64,James Hahn,69.9,699,10
64,65,65,Ryan Armour,69.91,769,11
65,T66,T66,Blayne Barber,70.0,210,3
66,T66,T66,Scott Brown,70.0,280,4
