,First_Tee_Early_Par_5_Scoring_Average_RANK THIS WEEK,First_Tee_Early_Par_5_Scoring_Average_RANK LAST WEEK,First_Tee_Early_Par_5_Scoring_Average_PLAYER NAME,First_Tee_Early_Par_5_Scoring_Average_ROUNDS,First_Tee_Early_Par_5_Scoring_Average_AVG,First_Tee_Early_Par_5_Scoring_Average_TOTAL STROKES,First_Tee_Early_Par_5_Scoring_Average_TOTAL HOLES
0,1,1,Dustin Johnson,77,4.14,116,28
1,2,2,Tommy Fleetwood,73,4.35,174,40
2,3,3,Gary Woodland,96,4.38,350,80
3,4,4,Ryan Palmer,69,4.4,220,50
4,5,5,Brooks Koepka,64,4.41,194,44
5,6,6,Henrik Stenson,60,4.42,137,31
6,T7,T7,Rory McIlroy,64,4.43,155,35
7,T7,T7,Seamus Power,86,4.43,341,77
8,T9,T9,Jason Day,75,4.47,161,36
9,T9,T9,Retief Goosen,60,4.47,134,30
10,T11,T11,Ricky Barnes,65,4.48,278,62
11,T11,T11,Bronson Burgoon,69,4.48,179,40
12,T11,T11,Bryson DeChambeau,93,4.48,394,88
13,14,14,Sam Ryder,82,4.49,319,71
14,T15,T15,Justin Rose,70,4.5,135,30
15,T15,T15,Conrad Shindler,60,4.5,225,50
16,T15,T15,Cameron Smith,85,4.5,333,74
17,T18,T18,Blayne Barber,69,4.51,275,61
18,T18,T18,Tony Finau,105,4.51,316,70
19,T18,T18,Phil Mickelson,90,4.51,284,63
20,T18,T18,Peter Uihlein,83,4.51,325,72
21,T22,T22,Bud Cauley,55,4.52,226,50
22,T22,T22,Rickie Fowler,74,4.52,131,29
23,T24,T24,Lanto Griffin,80,4.53,308,68
24,T24,T24,Jason Kokrak,99,4.53,462,102
25,T24,T24,Luke List,98,4.53,362,80
26,T24,T24,Patrick Reed,94,4.53,240,53
27,T24,T24,Jordan Spieth,81,4.53,263,58
28,T29,T29,Stephan Jaeger,81,4.54,327,72
29,T29,T29,Trey Mullinax,75,4.54,386,85
30,T29,T29,Sean O'Hair,67,4.54,309,68
31,T29,T29,Rob Oppenheim,74,4.54,327,72
32,T33,T33,David Hearn,66,4.55,232,51
33,T33,T33,Alex Noren,67,4.55,191,42
34,T33,T33,Justin Thomas,91,4.55,232,51
35,T33,T33,Kevin Tway,110,4.55,478,105
36,T33,T33,Tiger Woods,68,4.55,141,31
37,T38,T38,Charley Hoffman,87,4.56,301,66
38,T38,T38,Billy Horschel,86,4.56,246,54
39,T38,T38,Cameron Percy,56,4.56,260,57
40,T38,T38,Brandt Snedeker,84,4.56,260,57
41,T38,T38,Steve Wheatcroft,60,4.56,155,34
42,T38,T38,Aaron Wise,90,4.56,392,86
43,44,44,Patton Kizzire,92,4.57,553,121
44,T45,T45,Jonathan Byrd,70,4.58,197,43
45,T45,T45,Paul Casey,74,4.58,366,80
46,T45,T45,Lucas Glover,65,4.58,307,67
47,T45,T45,Russell Henley,77,4.58,371,81
48,T45,T45,Tom Hoge,101,4.58,467,102
49,T45,T45,Rory Sabbatini,91,4.58,330,72
50,T51,T51,Aaron Baddeley,84,4.59,459,100
51,T51,T51,Austin Cook,107,4.59,634,138
52,T51,T51,James Hahn,85,4.59,404,88
53,T51,T51,Beau Hossler,104,4.59,418,91
54,T51,T51,C.T. Pan,104,4.59,395,86
55,T51,T51,Scott Piercy,84,4.59,312,68
56,T51,T51,Richy Werenski,98,4.59,358,78
57,T58,T58,Fabián Gómez,88,4.6,474,103
58,T58,T58,J.B. Holmes,77,4.6,290,63
59,T58,T58,Mackenzie Hughes,80,4.6,405,88
60,T58,T58,Chris Kirk,108,4.6,570,124
61,T58,T58,Martin Laird,73,4.6,313,68
62,T58,T58,Denny McCarthy,71,4.6,239,52
63,T58,T58,Webb Simpson,95,4.6,239,52
64,T58,T58,Shawn Stefani,76,4.6,382,83
65,T58,T58,Xinjun Zhang,81,4.6,184,40
66,T67,T67,Ryan Armour,109,4.61,618,134
67,T67,T67,Kevin Chappell,77,4.61,378,82
68,T67,T67,Emiliano Grillo,94,4.61,438,95
69,T67,T67,Troy Merritt,89,4.61,489,106
70,T67,T67,Jon Rahm,71,4.61,226,49
