,Rounds_in_the_60s_RANK THIS WEEK,Rounds_in_the_60s_RANK LAST WEEK,Rounds_in_the_60s_PLAYER NAME,Rounds_in_the_60s_EVENTS,Rounds_in_the_60s_TOTAL RNDS
120,T116,T116,Nicholas Lindheim,26,26
121,T116,T116,Trey Mullinax,24,26
122,T116,T116,Joaquin Niemann,13,26
123,T124,T124,Zac Blair,20,25
124,T124,T124,Bill Haas,25,25
125,T124,T124,Kelly Kraft,31,25
126,T124,T124,Tom Lovelady,28,25
127,T124,T124,Cameron Percy,16,25
128,T124,T124,Ian Poulter,20,25
129,T124,T124,Adam Schenk,28,25
130,T124,T124,Adam Scott,21,25
131,T132,T132,Kevin Chappell,23,24
132,T132,T132,Branden Grace,18,24
133,T132,T132,J.J. Henry,28,24
134,T132,T132,Matt Jones,23,24
135,T132,T132,Ryan Palmer,22,24
136,T132,T132,Scott Piercy,26,24
137,T132,T132,Brendan Steele,22,24
138,T132,T132,Xinjun Zhang,28,24
139,T140,T140,Dominic Bozzelli,20,23
140,T140,T140,Chad Campbell,28,23
141,T140,T140,Louis Oosthuizen,17,23
142,T140,T140,Jonathan Randolph,25,23
143,T140,T140,Michael Thompson,19,23
144,T145,T145,Derek Fathauer,28,22
145,T145,T145,Talor Gooch,27,22
146,T145,T145,Martin Laird,22,22
147,T145,T145,Grayson Murray,22,22
148,T145,T145,Alex Noren,18,22
149,T145,T145,Conrad Shindler,20,22
150,T145,T145,Hudson Swafford,22,22
151,T152,T152,Aaron Baddeley,27,21
152,T152,T152,Ricky Barnes,22,21
153,T152,T152,Wesley Bryan,23,21
154,T152,T152,Ben Crane,21,21
155,T152,T152,Roberto Díaz,25,21
156,T152,T152,Jason Dufner,22,21
157,T152,T152,David Hearn,21,21
158,T152,T152,Shane Lowry,19,21
159,T152,T152,Ben Martin,20,21
160,T152,T152,Chris Stroud,27,21
161,T162,T162,Jonathan Byrd,24,20
162,T162,T162,Tyrrell Hatton,16,20
163,T162,T162,Hunter Mahan,21,20
164,T162,T162,Rob Oppenheim,26,20
165,T162,T162,Martin Piller,28,20
166,T167,T167,Bud Cauley,17,19
167,T167,T167,Matt Every,30,19
168,T167,T167,Michael Kim,27,19
169,T167,T167,Brett Stegmaier,21,19
170,T167,T167,Robert Streb,29,19
171,T167,T167,Ethan Tracy,23,19
172,T167,T167,Steve Wheatcroft,20,19
173,T174,T174,Lucas Glover,18,18
174,T174,T174,Billy Hurley III,27,18
175,T174,T174,Graeme McDowell,20,18
176,T174,T174,Steve Stricker,12,18
177,178,178,Cody Gribble,25,17
178,T179,T179,Matt Atkins,21,16
179,T179,T179,Sean O'Hair,22,16
180,T179,T179,John Peterson,10,16
181,T182,T182,Jim Furyk,15,15
182,T182,T182,Nate Lashley,17,15
183,T184,T184,Jonas Blixt,23,14
184,T184,T184,Sergio Garcia,15,14
185,T184,T184,Retief Goosen,20,14
186,T184,T184,Julian Suri,10,14
187,T188,T188,K.J. Choi,14,13
188,T188,T188,Ken Duke,15,13
189,T188,T188,Charl Schwartzel,20,13
190,T191,T191,Kiradech Aphibarnrat,14,12
191,T191,T191,Greg Chalmers,20,12
192,T191,T191,Matthew Fitzpatrick,13,12
193,T191,T191,John Oda,7,12
194,T191,T191,D.A. Points,25,12
195,196,196,Thomas Pieters,11,11
196,T197,T197,Sangmoon Bae,17,10
197,T197,T197,Ross Fisher,13,10
198,T197,T197,Dylan Meyer,8,10
199,T197,T197,Rod Pampling,20,10
200,T201,T201,Stuart Appleby,12,9
201,T201,T201,Sam Burns,11,9
202,T201,T201,Brendon de Jonge,14,9
203,T201,T201,Tim Herron,12,9
204,T201,T201,HaoTong Li,12,9
205,T201,T201,Parker McLachlin,11,9
206,T201,T201,Geoff Ogilvy,18,9
207,T201,T201,Daniel Summerhays,19,9
208,T201,T201,Kyle Thompson,22,9
209,T201,T201,T.J. Vogel,8,9
210,T211,T211,Dylan Frittelli,11,8
211,T211,T211,Padraig Harrington,16,8
212,T211,T211,Satoshi Kodaira,18,8
213,T211,T211,Davis Love III,12,8
214,T211,T211,Cameron Tringale,26,8
215,T211,T211,Mark Wilson,11,8
216,T217,T217,Jason Bohn,9,7
217,T217,T217,Brian Davis,12,7
218,T217,T217,Zecheng Dou,23,7
219,T217,T217,Steve Marino,6,7
220,T217,T217,Maverick McNealy,7,7
221,T217,T217,Shubhankar Sharma,11,7
222,T217,T217,Vijay Singh,10,7
223,T224,T224,Eric Axley,7,6
224,T224,T224,Jon Curran,15,6
225,T224,T224,Paul Dunne,8,6
226,T224,T224,Ernie Els,15,6
227,T224,T224,Tommy Gainey,10,6
228,T224,T224,Jim Herman,9,6
229,T224,T224,Smylie Kaufman,22,6
230,T224,T224,Colt Knost,10,6
231,T224,T224,George McNeill,10,6
232,T224,T224,John Merrick,11,6
233,T224,T224,Thorbjørn Olesen,5,6
234,T224,T224,Brandon Stone,5,6
235,T224,T224,D.J. Trahan,8,6
236,T224,T224,Camilo Villegas,14,6
237,T238,T238,Graham DeLaet,3,5
238,T238,T238,Doug Ghim,7,5
239,T238,T238,Seungsu Han,3,5
240,T238,T238,Nick Hardy,3,5
241,T238,T238,Yuta Ikeda,8,5
242,T238,T238,Daisuke Kataoka,2,5
243,T238,T238,Martin Kaymer,11,5
244,T238,T238,Dicky Pride,11,5
245,T238,T238,Andres Romero,6,5
246,T238,T238,John Senden,7,5
247,T238,T238,Josh Teater,2,5
248,T249,T249,Luke Donald,9,4
249,T249,T249,Ryan Fox,4,4
250,T249,T249,Morgan Hoffmann,9,4
251,T249,T249,Jerry Kelly,3,4
252,T249,T249,Rick Lamb,10,4
253,T249,T249,Wade Ormsby,2,4
254,T249,T249,Doc Redman,6,4
255,T249,T249,Chase Seiffert,2,4
256,T249,T249,Braden Thornberry,3,4
257,T249,T249,Charlie Wi,6,4
258,T249,T249,Norman Xiong,6,4
259,T249,T249,Will Zalatoris,6,4
260,T261,T261,Robert Allenby,8,3
261,T261,T261,Arjun Atwal,6,3
262,T261,T261,Charlie Beljan,9,3
263,T261,T261,Chris Crisologo,1,3
264,T261,T261,John Daly,7,3
265,T261,T261,Gavin Kyle Green,5,3
266,T261,T261,Shugo Imahira,3,3
267,T261,T261,Phachara Khongwatmai,2,3
268,T261,T261,David Lipsky,3,3
269,T261,T261,Dru Love,7,3
270,T261,T261,A.J. McInerney,4,3
271,T261,T261,Shaun Micheel,4,3
272,T261,T261,Henrik Norlander,1,3
273,T261,T261,Eddie Pepperell,2,3
274,T261,T261,Roger Sloan,1,3
275,T261,T261,Heath Slocum,5,3
276,T261,T261,Matt Wallace,3,3
277,T261,T261,Andrew Yun,22,3
278,T279,T279,Steve Allan,2,2
279,T279,T279,Cameron Beckman,6,2
280,T279,T279,Adam Bland,1,2
281,T279,T279,Michael Bradley,1,2
282,T279,T279,Ryan Brehm,1,2
283,T279,T279,Jorge Campillo,3,2
284,T279,T279,Daniel Chopra,6,2
285,T279,T279,Wyndham Clark,3,2
286,T279,T279,George Cunningham,1,2
287,T279,T279,Mickey DeMorat,2,2
288,T279,T279,James Driscoll,2,2
289,T279,T279,Derek Ernst,3,2
290,T279,T279,Bob Estes,8,2
291,T279,T279,Oscar Fraustro,1,2
292,T279,T279,Jason Gore,7,2
293,T279,T279,Brandon Hagy,3,2
294,T279,T279,Lucas Herbert,2,2
295,T279,T279,Grant Hirschman,1,2
296,T279,T279,Sungjae Im,2,2
297,T279,T279,Jazz Janewattananond,2,2
298,T279,T279,Lee Janzen,1,2
299,T279,T279,Poom Saksansin,2,2
300,T279,T279,Ben Kern,1,2
301,T279,T279,Neal Lancaster,1,2
302,T279,T279,Spencer Levin,2,2
303,T279,T279,Troy Matteson,7,2
304,T279,T279,Sean McCarty,2,2
305,T279,T279,Tyler McCumber,1,2
306,T279,T279,Sebastián Muñoz,2,2
307,T279,T279,Cooper Musselman,1,2
308,T279,T279,Shaun Norris,1,2
309,T279,T279,Carlos Ortiz,1,2
310,T279,T279,Adrian Otaegui,1,2
311,T279,T279,Carl Pettersson,10,2
312,T279,T279,John Rollins,9,2
313,T279,T279,Hyun-woo Ryu,1,2
314,T279,T279,Scottie Scheffler,3,2
315,T279,T279,Greyson Sigg,1,2
316,T279,T279,Jordan L Smith,3,2
317,T279,T279,Matthew Southgate,3,2
318,T279,T279,Jimmy Stanger,3,2
319,T279,T279,Scott Strohmeyer,3,2
320,T279,T279,Dawie van der Walt,1,2
321,T279,T279,John VanDerLaan,1,2
322,T279,T279,Mike Weir,6,2
323,T279,T279,Lee Westwood,2,2
324,T279,T279,Tom Whitney,3,2
325,T279,T279,Chris Wood,3,2
326,T279,T279,Ryan Yip,1,2
327,T328,T328,Jaco Ahlers,1,1
328,T328,T328,Marcus Armitage,1,1
329,T328,T328,Ashun Wu,1,1
330,T328,T328,Ryan Baca,2,1
331,T328,T328,Rich Beem,1,1
332,T328,T328,"David Berganio, Jr.",4,1
333,T328,T328,Shane Bertsch,2,1
334,T328,T328,Alexander Björk,3,1
335,T328,T328,Jay Don Blake,1,1
336,T328,T328,Kris Blanks,6,1
337,T328,T328,Michael Block,4,1
338,T328,T328,Steven Bowditch,8,1
339,T328,T328,Grady Brame Jr.,1,1
340,T328,T328,Mark Brooks,1,1
341,T328,T328,Dean Burmester,2,1
342,T328,T328,Ángel Cabrera,5,1
343,T328,T328,Will Cannon,1,1
344,T328,T328,Cameron Champ,6,1
345,T328,T328,Will Claxton,5,1
346,T328,T328,Joshua Creel,1,1
347,T328,T328,Sean Crocker,1,1
348,T328,T328,Thomas Curtis,1,1
349,T328,T328,Cameron Davis,4,1
350,T328,T328,Glen Day,1,1
351,T328,T328,Andrew Dorn,1,1
352,T328,T328,Jared du Toit,1,1
353,T328,T328,Broc Everett,1,1
354,T328,T328,Kevin Foley,1,1
355,T328,T328,Domenico Geminiani,1,1
356,T328,T328,Michael Gligic,1,1
357,T328,T328,Oliver Goss,1,1
358,T328,T328,Jeff Gove,1,1
359,T328,T328,Matthew Griffin,1,1
360,T328,T328,Dudley Hart,2,1
361,T328,T328,Scott Hend,2,1
362,T328,T328,Calum Hill,1,1
363,T328,T328,Ryan Hogue,1,1
364,T328,T328,Wes Homan,1,1
365,T328,T328,Sam Horsfield,1,1
366,T328,T328,Jung-gon Hwang,1,1
367,T328,T328,Kodai Ichihara,2,1
368,T328,T328,Trevor Immelman,2,1
369,T328,T328,Zach Johnson,1,1
370,T328,T328,Alex Kang,2,1
371,T328,T328,Masahiro Kawamura,1,1
372,T328,T328,Jonathan Kaye,3,1
373,T328,T328,Skip Kendall,1,1
374,T328,T328,Chan Kim,1,1
375,T328,T328,Hyung-Sung Kim,1,1
376,T328,T328,Marcus Kinhult,1,1
377,T328,T328,Jim Knous,1,1
378,T328,T328,Tatsuya Kodai,1,1
379,T328,T328,Mikko Korhonen,1,1
380,T328,T328,Bernhard Langer,2,1
381,T328,T328,Alexander Levy,6,1
382,T328,T328,Tom Lewis,2,1
383,T328,T328,Zander Lombard,1,1
384,T328,T328,Michael Lorenzo-Vera,2,1
385,T328,T328,Andrew Loupe,6,1
386,T328,T328,Curtis Luck,1,1
387,T328,T328,Joost Luiten,1,1
388,T328,T328,Prayad Marksaeng,1,1
389,T328,T328,Chip McDaniel,1,1
390,T328,T328,Yusaku Miyazato,7,1
391,T328,T328,Taylor Moore,2,1
392,T328,T328,David Muttitt,1,1
393,T328,T328,Seung-Yul Noh,1,1
394,T328,T328,Chris Paisley,4,1
395,T328,T328,Haydn Porteous,1,1
396,T328,T328,Charles Reiter,1,1
397,T328,T328,Santiago Rivas,1,1
398,T328,T328,Erik van Rooyen,1,1
399,T328,T328,Manav Shah,1,1
400,T328,T328,David Skinns,2,1
401,T328,T328,Richard Sterne,1,1
402,T328,T328,Andy Sullivan,2,1
403,T328,T328,Andrew Svoboda,1,1
404,T328,T328,Hideto Tanihara,2,1
405,T328,T328,Ryuko Tokimatsu,3,1
406,T328,T328,Omar Uresti,10,1
407,T328,T328,Duffy Waldorf,1,1
408,T328,T328,Bernd Wiesberger,5,1
409,T328,T328,Tim Wilkinson,3,1
410,T328,T328,Danny Willett,6,1
411,T328,T328,Chris Wilson,1,1
412,T328,T328,Casey Wittenberg,1,1
413,T328,T328,Zach Wright,1,1
