,Birdie_or_Better_Percentage_-_150-175_ya_RANK THIS WEEK,Birdie_or_Better_Percentage_-_150-175_ya_RANK LAST WEEK,Birdie_or_Better_Percentage_-_150-175_ya_PLAYER NAME,Birdie_or_Better_Percentage_-_150-175_ya_ROUNDS,Birdie_or_Better_Percentage_-_150-175_ya_%,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL BIRDIES,Birdie_or_Better_Percentage_-_150-175_ya_TOTAL HOLES
0,1,1,Tommy Fleetwood,73,22.71,47,207
1,2,2,D.A. Points,63,21.24,41,193
2,3,3,Rory McIlroy,64,20.12,33,164
3,4,4,Marc Leishman,93,20.0,53,265
4,5,5,Graeme McDowell,67,19.79,38,192
5,6,6,Cody Gribble,71,19.72,42,213
6,7,7,Peter Malnati,87,19.64,54,275
7,8,8,Derek Fathauer,84,19.25,51,265
8,9,9,Phil Mickelson,90,18.78,46,245
9,10,10,Brian Gay,103,18.77,61,325
10,11,11,Scott Brown,102,18.71,64,342
11,12,12,Rickie Fowler,74,18.63,49,263
12,13,13,Ricky Barnes,65,18.62,35,188
13,14,14,Bryson DeChambeau,93,18.6,56,301
14,15,15,Zach Johnson,94,18.37,54,294
15,16,16,James Hahn,85,18.34,53,289
16,17,17,Peter Uihlein,83,18.26,44,241
17,18,18,Cameron Smith,85,18.22,39,214
18,19,19,Chez Reavie,93,18.18,42,231
19,20,20,Charl Schwartzel,65,18.07,30,166
20,21,21,Andrew Yun,51,18.05,24,133
21,22,22,Dustin Johnson,77,18.04,35,194
22,23,23,Kelly Kraft,94,18.0,54,300
23,T24,T24,Martin Laird,73,17.95,49,273
24,T24,T24,Justin Rose,70,17.95,35,195
25,26,26,Brandt Snedeker,84,17.86,50,280
26,27,27,Nick Watney,94,17.85,58,325
27,28,28,Chris Stroud,81,17.84,38,213
28,T29,T29,Zac Blair,64,17.79,29,163
29,T29,T29,Emiliano Grillo,94,17.79,53,298
30,31,31,Ollie Schniederjans,91,17.72,56,316
31,32,32,Kevin Na,91,17.71,48,271
32,33,33,Kyle Stanley,93,17.67,47,266
33,34,34,Patrick Cantlay,87,17.62,37,210
34,35,35,Brian Stuard,103,17.6,60,341
35,T36,T36,Greg Chalmers,56,17.5,28,160
36,T36,T36,Kevin Kisner,89,17.5,42,240
37,38,38,Ryan Blaum,81,17.42,50,287
38,39,39,John Huh,94,17.27,62,359
39,T40,T40,Bud Cauley,55,17.22,26,151
40,T40,T40,Brooks Koepka,64,17.22,31,180
41,T40,T40,Jamie Lovemark,92,17.22,52,302
42,43,43,Aaron Wise,90,17.2,48,279
43,44,44,Tony Finau,105,17.15,47,274
44,45,45,Grayson Murray,72,17.09,34,199
45,46,46,Whee Kim,93,17.08,55,322
46,47,47,Stewart Cink,87,17.06,43,252
47,48,48,Ryan Armour,109,17.03,62,364
48,49,49,"Ted Potter, Jr.",87,16.97,46,271
49,50,50,Ben Silverman,90,16.96,49,289
50,51,51,Hideki Matsuyama,75,16.88,39,231
51,52,52,Patrick Reed,94,16.81,39,232
52,53,53,Sam Ryder,82,16.79,46,274
53,54,54,Charley Hoffman,87,16.67,46,276
54,55,55,Brian Harman,94,16.6,41,247
55,56,56,Tyrone Van Aswegen,101,16.52,56,339
56,57,57,Jordan Spieth,81,16.45,38,231
57,58,58,Russell Henley,77,16.43,34,207
58,T59,T59,Jonas Blixt,67,16.4,31,189
59,T59,T59,Tom Lovelady,87,16.4,41,250
60,61,61,Austin Cook,107,16.39,60,366
61,62,62,Andrew Putnam,97,16.38,47,287
62,63,63,Francesco Molinari,73,16.36,35,214
63,64,64,Alex Noren,67,16.3,30,184
64,65,65,Brice Garnett,99,16.29,50,307
65,66,66,Jim Furyk,50,16.23,31,191
66,T67,T67,Hunter Mahan,67,16.22,30,185
67,T67,T67,C.T. Pan,104,16.22,55,339
68,69,69,Rafa Cabrera Bello,75,16.18,28,173
69,70,70,Talor Gooch,78,16.17,43,266
70,71,71,Patton Kizzire,92,16.15,47,291
71,72,72,William McGirt,84,16.01,49,306
72,T73,T73,Beau Hossler,104,15.95,48,301
73,T73,T73,Matt Kuchar,88,15.95,37,232
74,75,75,Vaughn Taylor,83,15.93,47,295
75,76,76,J.J. Henry,81,15.89,41,258
76,77,77,Anirban Lahiri,82,15.88,44,277
77,78,78,Harold Varner III,91,15.86,49,309
78,79,79,Tiger Woods,68,15.81,34,215
79,T80,T80,Paul Casey,74,15.74,31,197
80,T80,T80,Sean O'Hair,67,15.74,37,235
