,Late_Par_3_Scoring_Average_RANK THIS WEEK,Late_Par_3_Scoring_Average_RANK LAST WEEK,Late_Par_3_Scoring_Average_PLAYER NAME,Late_Par_3_Scoring_Average_ROUNDS,Late_Par_3_Scoring_Average_AVG,Late_Par_3_Scoring_Average_TOTAL STROKES,Late_Par_3_Scoring_Average_TOTAL HOLES
0,1,1,Emiliano Grillo,94,2.95,552,187
1,T2,T2,Martin Flores,92,2.96,406,137
2,T2,T2,Billy Horschel,86,2.96,542,183
3,T4,T4,Nate Lashley,51,2.97,288,97
4,T4,T4,Patrick Rodgers,97,2.97,469,158
5,T6,T6,Nicholas Lindheim,77,2.98,376,126
6,T6,T6,Rob Oppenheim,74,2.98,358,120
7,T6,T6,Brett Stegmaier,67,2.98,289,97
8,T9,T9,Anirban Lahiri,82,2.99,475,159
9,T9,T9,Marc Leishman,93,2.99,547,183
10,T9,T9,Ryan Moore,78,2.99,509,170
11,T9,T9,Jimmy Walker,81,2.99,400,134
12,T13,T13,Jonathan Byrd,70,3.0,312,104
13,T13,T13,Brian Gay,103,3.0,629,210
14,T13,T13,Dustin Johnson,77,3.0,576,192
15,T13,T13,Sam Saunders,80,3.0,438,146
16,T17,T17,Byeong Hun An,86,3.01,455,151
17,T17,T17,Blayne Barber,69,3.01,382,127
18,T17,T17,Rafa Cabrera Bello,75,3.01,454,151
19,T17,T17,Bryson DeChambeau,93,3.01,553,184
20,T17,T17,Fabián Gómez,88,3.01,461,153
21,T17,T17,Chesson Hadley,103,3.01,639,212
22,T17,T17,Beau Hossler,104,3.01,722,240
23,T17,T17,Whee Kim,93,3.01,524,174
24,T17,T17,J.T. Poston,73,3.01,449,149
25,T17,T17,Chez Reavie,93,3.01,497,165
26,T17,T17,Sam Ryder,82,3.01,475,158
27,T17,T17,Shawn Stefani,76,3.01,422,140
28,T17,T17,Kevin Streelman,94,3.01,512,170
29,T30,T30,Abraham Ancer,98,3.02,582,193
30,T30,T30,Zac Blair,64,3.02,326,108
31,T30,T30,Joel Dahmen,93,3.02,570,189
32,T30,T30,David Hearn,66,3.02,365,121
33,T30,T30,John Huh,94,3.02,499,165
34,T30,T30,Zach Johnson,94,3.02,543,180
35,T30,T30,Chris Kirk,108,3.02,600,199
36,T30,T30,Danny Lee,88,3.02,487,161
37,T30,T30,Rory McIlroy,64,3.02,417,138
38,T30,T30,Kevin Na,91,3.02,508,168
39,T30,T30,Andrew Putnam,97,3.02,549,182
40,T30,T30,Justin Rose,70,3.02,522,173
41,T30,T30,J.J. Spaun,85,3.02,423,140
42,T30,T30,Tyrone Van Aswegen,101,3.02,483,160
43,T44,T44,Ricky Barnes,65,3.03,351,116
44,T44,T44,Austin Cook,107,3.03,509,168
45,T44,T44,Ben Crane,65,3.03,291,96
46,T44,T44,Sung Kang,89,3.03,506,167
47,T44,T44,Si Woo Kim,108,3.03,645,213
48,T44,T44,Patton Kizzire,92,3.03,446,147
49,T44,T44,Francesco Molinari,73,3.03,427,141
50,T44,T44,Louis Oosthuizen,62,3.03,400,132
51,T44,T44,Cameron Percy,56,3.03,279,92
52,T44,T44,Conrad Shindler,60,3.03,318,105
53,T44,T44,Harold Varner III,91,3.03,475,157
