,Late_Round_2_Scoring_Average_RANK THIS WEEK,Late_Round_2_Scoring_Average_RANK LAST WEEK,Late_Round_2_Scoring_Average_PLAYER NAME,Late_Round_2_Scoring_Average_AVG,Late_Round_2_Scoring_Average_TOTAL STROKES,Late_Round_2_Scoring_Average_TOTAL ROUNDS
0,1,1,Dustin Johnson,67.56,608,9
1,2,2,Johnson Wagner,68.13,545,8
2,3,3,Brooks Koepka,68.14,477,7
3,4,4,Webb Simpson,68.4,1026,15
4,5,5,Jordan Spieth,68.5,685,10
5,6,6,Charles Howell III,68.56,1097,16
6,7,7,Rickie Fowler,68.67,824,12
7,8,8,Rafa Cabrera Bello,68.83,413,6
8,9,9,Henrik Stenson,68.86,482,7
9,10,10,Marc Leishman,68.91,758,11
10,T11,T11,Patrick Reed,69.0,897,13
11,T11,T11,Justin Rose,69.0,621,9
12,T13,T13,Bryson DeChambeau,69.07,967,14
13,T13,T13,Xander Schauffele,69.07,967,14
14,T15,T15,Kevin Streelman,69.08,829,12
15,T15,T15,Bubba Watson,69.08,829,12
16,17,17,Tommy Fleetwood,69.11,622,9
17,18,18,Beau Hossler,69.13,1106,16
18,19,19,Hideki Matsuyama,69.18,761,11
19,20,20,Cameron Percy,69.33,624,9
20,T21,T21,Abraham Ancer,69.42,833,12
21,T21,T21,Austin Cook,69.42,833,12
22,T23,T23,Brice Garnett,69.43,972,14
23,T23,T23,Aaron Wise,69.43,972,14
24,25,25,Andrew Putnam,69.5,695,10
25,26,26,Luke List,69.54,904,13
26,27,27,Nicholas Lindheim,69.57,487,7
27,28,28,Billy Horschel,69.62,905,13
28,29,29,Kiradech Aphibarnrat,69.63,557,8
29,30,30,Ollie Schniederjans,69.64,766,11
30,31,31,Blayne Barber,69.67,627,9
31,T32,T32,Martin Laird,69.7,697,10
32,T32,T32,Ben Martin,69.7,697,10
33,T34,T34,Chesson Hadley,69.71,976,14
34,T34,T34,Francesco Molinari,69.71,488,7
35,36,36,Phil Mickelson,69.73,767,11
36,37,37,Lanto Griffin,69.75,837,12
37,T38,T38,Matt Atkins,69.78,628,9
38,T38,T38,Jon Rahm,69.78,628,9
39,40,40,Keegan Bradley,69.8,698,10
40,T41,T41,David Lingmerth,69.82,768,11
41,T41,T41,Kyle Stanley,69.82,768,11
42,43,43,Ryan Moore,69.83,838,12
43,44,44,Sam Saunders,69.85,908,13
44,45,45,Louis Oosthuizen,69.86,489,7
45,46,46,Emiliano Grillo,69.87,1048,15
46,T47,T47,Byeong Hun An,69.89,629,9
47,T47,T47,Zac Blair,69.89,629,9
48,T47,T47,Brian Gay,69.89,1258,18
49,T47,T47,Grayson Murray,69.89,629,9
50,T47,T47,Brett Stegmaier,69.89,629,9
51,52,52,Justin Thomas,69.92,909,13
52,53,53,Tyrone Van Aswegen,69.94,1119,16
53,T54,T54,Russell Henley,70.0,630,9
54,T54,T54,Jamie Lovemark,70.0,770,11
55,T54,T54,Kevin Tway,70.0,1190,17
56,T54,T54,Tiger Woods,70.0,770,11
57,58,58,Corey Conners,70.06,1121,16
58,59,59,Keith Mitchell,70.07,981,14
59,T60,T60,James Hahn,70.08,911,13
60,T60,T60,Russell Knox,70.08,841,12
