,6-10_Final_Round_Performance_RANK THIS WEEK,6-10_Final_Round_Performance_RANK LAST WEEK,6-10_Final_Round_Performance_PLAYER NAME,6-10_Final_Round_Performance_EVENTS,6-10_Final_Round_Performance_% TIMES IMPROVED,6-10_Final_Round_Performance_# OF TIMES IMPROVED
0,T1,T1,Keegan Bradley,27,100.0,1.0
1,T1,T1,Stewart Cink,25,100.0,1.0
2,T1,T1,Ben Crane,21,100.0,1.0
3,T1,T1,Lucas Glover,18,100.0,1.0
4,T1,T1,Charles Howell III,28,100.0,1.0
5,T1,T1,Si Woo Kim,31,100.0,1.0
6,T1,T1,Jason Kokrak,29,100.0,2.0
7,T1,T1,Andrew Landry,27,100.0,1.0
8,T1,T1,Nicholas Lindheim,26,100.0,1.0
9,T1,T1,Luke List,29,100.0,1.0
10,T1,T1,William McGirt,26,100.0,1.0
11,T1,T1,Keith Mitchell,29,100.0,3.0
12,T1,T1,Trey Mullinax,24,100.0,1.0
13,T1,T1,Cameron Percy,16,100.0,1.0
14,T1,T1,Jonathan Randolph,25,100.0,1.0
15,T1,T1,Patrick Reed,26,100.0,2.0
16,T1,T1,Justin Rose,18,100.0,1.0
17,T1,T1,Sam Ryder,26,100.0,1.0
18,T1,T1,Adam Schenk,28,100.0,1.0
19,T1,T1,Brandt Snedeker,25,100.0,1.0
20,T1,T1,Brendan Steele,22,100.0,1.0
21,T1,T1,Henrik Stenson,16,100.0,2.0
22,T1,T1,Harold Varner III,27,100.0,1.0
23,24,24,Phil Mickelson,24,75.0,3.0
24,T25,T25,Joel Dahmen,28,66.7,2.0
25,T25,T25,Tony Finau,28,66.7,2.0
26,T25,T25,Brian Harman,25,66.7,2.0
27,T25,T25,Billy Horschel,27,66.7,2.0
28,T25,T25,Danny Lee,30,66.7,2.0
29,T25,T25,J.T. Poston,22,66.7,2.0
30,T25,T25,Bubba Watson,24,66.7,2.0
31,T25,T25,Tiger Woods,18,66.7,4.0
32,T33,T33,Abraham Ancer,30,50.0,1.0
33,T33,T33,Bronson Burgoon,24,50.0,1.0
34,T33,T33,Rafa Cabrera Bello,20,50.0,1.0
35,T33,T33,Bryson DeChambeau,26,50.0,1.0
36,T33,T33,Tyler Duncan,31,50.0,1.0
37,T33,T33,Harris English,31,50.0,1.0
38,T33,T33,Brian Gay,30,50.0,2.0
39,T33,T33,Chesson Hadley,30,50.0,2.0
40,T33,T33,Adam Hadwin,25,50.0,1.0
41,T33,T33,Tyrrell Hatton,16,50.0,1.0
42,T33,T33,J.B. Holmes,24,50.0,1.0
43,T33,T33,Zach Johnson,25,50.0,1.0
44,T33,T33,Whee Kim,30,50.0,1.0
45,T33,T33,Chris Kirk,29,50.0,1.0
46,T33,T33,Russell Knox,27,50.0,1.0
47,T33,T33,Martin Laird,22,50.0,1.0
48,T33,T33,Jamie Lovemark,26,50.0,1.0
49,T33,T33,Rory McIlroy,18,50.0,1.0
50,T33,T33,Alex Noren,18,50.0,1.0
51,T33,T33,Pat Perez,23,50.0,1.0
52,T33,T33,Xander Schauffele,27,50.0,1.0
53,T33,T33,Webb Simpson,26,50.0,1.0
54,T33,T33,J.J. Spaun,27,50.0,1.0
55,T33,T33,Scott Stallings,30,50.0,1.0
56,T33,T33,Kevin Streelman,27,50.0,1.0
57,T33,T33,Brian Stuard,32,50.0,2.0
58,T33,T33,Peter Uihlein,26,50.0,1.0
59,T33,T33,Richy Werenski,32,50.0,1.0
60,T33,T33,Gary Woodland,27,50.0,1.0
61,62,62,Justin Thomas,23,42.9,3.0
62,T63,T63,Tommy Fleetwood,19,40.0,2.0
63,T63,T63,Chez Reavie,28,40.0,2.0
64,T63,T63,Jordan Spieth,23,40.0,2.0
65,T66,T66,Aaron Baddeley,27,33.3,1.0
66,T66,T66,Ryan Blaum,28,33.3,1.0
67,T66,T66,Beau Hossler,28,33.3,2.0
68,T66,T66,Dustin Johnson,20,33.3,1.0
69,T66,T66,Louis Oosthuizen,17,33.3,1.0
70,T66,T66,Rory Sabbatini,27,33.3,1.0
71,T66,T66,Ollie Schniederjans,27,33.3,1.0
72,T66,T66,Charl Schwartzel,20,33.3,1.0
73,T66,T66,Kyle Stanley,26,33.3,1.0
74,T66,T66,Chris Stroud,27,33.3,1.0
75,T76,T76,Ryan Moore,22,25.0,1.0
76,T76,T76,Kevin Tway,31,25.0,1.0
77,T78,T78,Byeong Hun An,24,0.0,
78,T78,T78,Kiradech Aphibarnrat,14,0.0,
79,T78,T78,Ryan Armour,32,0.0,
80,T78,T78,Daniel Berger,23,0.0,
81,T78,T78,Zac Blair,20,0.0,
82,T78,T78,Patrick Cantlay,23,0.0,
83,T78,T78,Paul Casey,20,0.0,
84,T78,T78,Bud Cauley,17,0.0,
85,T78,T78,Alex Cejka,24,0.0,
86,T78,T78,Austin Cook,29,0.0,
87,T78,T78,Jason Day,20,0.0,
88,T78,T78,Derek Fathauer,28,0.0,
89,T78,T78,Martin Flores,29,0.0,
90,T78,T78,Rickie Fowler,20,0.0,
91,T78,T78,Jim Furyk,15,0.0,
92,T78,T78,Brice Garnett,30,0.0,
93,T78,T78,Robert Garrigus,27,0.0,
94,T78,T78,Talor Gooch,27,0.0,
95,T78,T78,Retief Goosen,20,0.0,
96,T78,T78,Branden Grace,18,0.0,
97,T78,T78,Emiliano Grillo,25,0.0,
98,T78,T78,Bill Haas,25,0.0,
99,T78,T78,Brandon Harkins,30,0.0,
100,T78,T78,David Hearn,21,0.0,
101,T78,T78,J.J. Henry,28,0.0,
102,T78,T78,Charley Hoffman,25,0.0,
103,T78,T78,Tom Hoge,31,0.0,
104,T78,T78,John Huh,29,0.0,
105,T78,T78,Billy Hurley III,27,0.0,
106,T78,T78,Michael Kim,27,0.0,
107,T78,T78,Kevin Kisner,25,0.0,
108,T78,T78,Brooks Koepka,17,0.0,
109,T78,T78,Kelly Kraft,31,0.0,
110,T78,T78,Matt Kuchar,24,0.0,
111,T78,T78,Anirban Lahiri,24,0.0,
112,T78,T78,Marc Leishman,25,0.0,
113,T78,T78,Shane Lowry,19,0.0,
114,T78,T78,Hideki Matsuyama,21,0.0,
115,T78,T78,Denny McCarthy,22,0.0,
116,T78,T78,Troy Merritt,27,0.0,
117,T78,T78,Francesco Molinari,20,0.0,
118,T78,T78,Grayson Murray,22,0.0,
119,T78,T78,Ryan Palmer,22,0.0,
120,T78,T78,C.T. Pan,30,0.0,
121,T78,T78,"Ted Potter, Jr.",28,0.0,
122,T78,T78,Ian Poulter,20,0.0,
123,T78,T78,Seamus Power,28,0.0,
124,T78,T78,Andrew Putnam,28,0.0,
125,T78,T78,Jon Rahm,20,0.0,
126,T78,T78,Patrick Rodgers,30,0.0,
127,T78,T78,Sam Saunders,26,0.0,
128,T78,T78,Cameron Smith,24,0.0,
129,T78,T78,Brett Stegmaier,21,0.0,
130,T78,T78,Vaughn Taylor,25,0.0,
131,T78,T78,Nick Taylor,30,0.0,
132,T78,T78,Michael Thompson,19,0.0,
133,T78,T78,Tyrone Van Aswegen,31,0.0,
134,T78,T78,Jhonattan Vegas,27,0.0,
135,T78,T78,Johnson Wagner,21,0.0,
136,T78,T78,Aaron Wise,29,0.0,
